ID,GeoBox_0,GeoBox_1,GeoBox_2,GeoBox_3,GeoBox_4,GeoBox_5,Flags,FileDataID,WalkSpeed,RunSpeed,BloodID,FootprintTextureID,FootprintTextureLength,FootprintTextureWidth,FootprintParticleScale,FoleyMaterialID,FootstepCameraEffectID,DeathThudCameraEffectID,SoundID,SizeClass,CollisionWidth,CollisionHeight,WorldEffectScale,CreatureGeosetDataID,HoverHeight,AttachedEffectScale,ModelScale,MissileCollisionRadius,MissileCollisionPush,MissileCollisionRaise,MountHeight,OverrideLootEffectScale,OverrideNameScale,OverrideSelectionRadius,TamedPetBaseScale,MountScaleOtherIndex,MountScaleSelf,Field_11_0_0_54210_032,MountScaleOther_0,MountScaleOther_1
26,-0.98112559319,-0.55260503292,-0.00810869504,0.94360774755,0.48098450899,1.23718559742,0,124691,2.5,8,1,1,18,12,1,0,0,0,26,0,0.61111110449,2.03127789497,1,0,0,1,1,0,0,0,0.88578116894,0,0,0,1,0,1,0,1,1
27,-7.38137102127,-2.44592094421,-0.01329900045,3.35458302498,2.27348589897,5.36693716049,4096,124694,2.5,8,1,1,18,12,1,0,21,20,27,3,0.61111110449,2.03127789497,1,0,0,3,1,0,0,0,3.54287004471,0,0,0,1,0,1,0,1,1
29,-0.56940597296,-0.52026700974,-0.00475599989,0.30893599987,0.53125500679,1.94893205166,12288,124809,2.5,8,1,4,18,12,1,0,0,0,29,1,0.61111110449,2.03127789497,1,0,0,1,1,0,0,0,1.04311001301,0,0,0,1,0,1,0,1,1
30,-2.1799800396,-2.12607932091,-0.12814022601,3.92489814758,2.12448072433,1.99771237373,528386,1513627,2.5,8,2,6,9,6,1,0,0,0,30,1,0.61111110449,2.03127789497,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
31,-0.61320644617,-0.49886918068,-0.00025487732,0.47995173931,0.50463885069,1.2852230072,128,1113034,2.5,8,1,4,18,12,1,0,0,0,31,1,0.61111110449,2.03127789497,1,0,0,1,1,0,0,0,0.38719558716,0,0,0,1,0,1,0,1,1
32,-0.57124686241,-0.9941021204,-0.01056007389,0.51621389389,0.98990535736,2.88022422791,0,125263,2.5,8,1,4,18,12,1,0,0,20,32,3,0.61111110449,2.03127789497,1,0,0,1,1,0,0,0,1.34668672085,0,0,0,1,0,1,0,1,1
33,-0.57124698162,-0.9941034317,-0.01055908855,0.51621389389,0.98990440369,2.88380527496,0,125264,2.5,8,1,1,18,12,1,0,0,20,33,3,0.61111110449,2.03127789497,1,0,0,1,1,0,0,0,1.34668672085,0,0,0,1,0,1,0,1,1
34,-4.32321929932,-1.52663171291,-0.06243913993,1.92089939117,1.72109103203,3.13541245461,0,125559,2.5,8,1,5,18,12,1,0,0,0,34,1,-20000000,-20000000,1,0,0,1,1,0,0,0,2.56070590019,0,0,0,1,0,1,0,1,1
35,-2.3805270195,-4.27798604965,-0.15007099509,1.68833899498,4.44659900665,7.89284086227,2,125830,2.5,8,1,4,18,12,1,0,21,22,35,4,0.61111110449,2.03127789497,0.80000001192,0,0,0.75,1,0,0,0,5.14850902557,0,0,0,1,0,1,0,1,1
36,-2.68185305595,-1.70834195614,-0.01499400008,1.42531096935,1.71016800404,2.3749730587,4097,125891,2.5,8,2,1,1,1,1,0,0,0,36,1,0.61111110449,2.03127789497,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
37,-1.61827301979,-0.52048516273,0.0023223462,0.25384131074,1.263682127,2.05035638809,2,1380189,2.5,8,1,3,8,4,1,0,0,0,5255,1,0.61111110449,2.03127789497,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
38,-1.67216849327,-0.78071188927,-0.02865760028,1.43001294136,0.89035922289,3.25212335587,2,126117,2.5,8,1,5,18,12,1,0,0,0,38,1,0.61111110449,2.03127789497,1,0,0,1,1,0,0,0,2.30110001564,0,0,0,1,0,1,0,1,1
39,-1.15297758579,-1.85479259491,-0.01999668777,1.21446990967,1.14218103886,7.33660078049,2,126199,2.5,8,1,1,18,12,1,0,20,22,39,4,0.61111110449,2.03127789497,1,0,0,1,1,0,0,0,4.54893493652,0,0,0,1,0,1,0,1,1
40,-1.62647199631,-2.59816169739,-0.00534685608,1.26116895676,2.4421710968,7.49797344208,2,126214,2.5,8,1,1,18,12,1,0,21,23,8038,3,0.61111110449,2.03127789497,1,0,0,1,1,0,0,0,4.30995988846,0,0,0,1,0,1,0,1,1
41,-0.25368657708,-0.8373966217,0.00202197116,1.03440570831,0.83292520046,1.88619303703,0,126239,2.5,8,1,4,18,12,1,0,0,0,5935,1,0.61111110449,2.03127789497,1,0,0,1,1,0,0,0,0.81194698811,0,0,0,1,0,1,0,1,1
42,-1.10344004631,-0.7045109868,0.00075200002,0.47442001104,0.76157802343,2.26705908775,0,126244,2.5,8,1,1,18,12,1,0,0,0,42,1,0.61111110449,2.03127789497,1,0,0,1,1,0,0,0,1.57959997654,0,0,0,1,0,1,0,1,1
43,-2.25667977333,-0.63441032171,0.00169391732,1.5867446661,0.66541838646,1.70278167725,4112,126487,2.5,8,1,7,15,10,1,0,0,0,43,1,0.61111110449,2.03127789497,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
44,-0.65596699715,-1.17623198032,0.00085200003,0.70209497213,1.08035695553,2.29017710686,4096,126511,2.5,8,1,7,18,12,1,0,0,0,44,1,0.61111110449,2.03127789497,1,0,0,1,1,0,0,0,1.29404997826,0,0,0,1,0,1,0,1,1
45,-0.53033256531,-1.34764420986,-0.03797103465,1.21496975422,1.53012084961,1.87738454342,2,1574421,2.5,8,2,1,18,12,1,0,0,0,4960,1,0.61111110449,2.03127789497,1,0,0,1,1,0,0,0,1.21797335148,0,0,0,1,0,1,0,1,1
47,-2.9501619339,-2.11428499222,-0.0360950008,2.2559030056,2.06847810745,2.57851195335,8192,123543,2.5,8,1,5,18,12,1,0,0,0,47,1,0.61111110449,2.03127789497,1,0,0,1,1,0,0,0,1.45160996914,0,0,0,1,0,1,0,1,1
49,-0.56197607517,-0.58175623417,-0.01299001556,0.38214409351,0.56579089165,2.01817369461,2052,119940,2.5,8,1,1,12,10,1,0,0,0,49,1,0.61111110449,2.03127789497,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
50,-0.53387051821,-0.38966584206,-0.00280382019,0.28685355186,0.38185226917,1.92498171329,2052,119563,2.5,8,1,1,12,10,1,0,0,0,50,1,0.61111110449,2.03127789497,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
51,-0.74345231056,-0.63032495975,0.39217483997,0.63167279959,0.61945742369,2.04924225807,2052,121287,2.5,8,1,1,14,14,1,0,0,0,51,1,0.61111110449,2.03127789497,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
52,-0.70937001705,-0.57096797228,0.21694138646,0.05472724885,0.4927675426,1.93217217922,2052,121087,2.5,8,1,1,12,11,1,0,0,0,52,1,0.61111110449,2.03127789497,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
53,-0.67784976959,-0.62752115726,-0.01700455323,0.39467394352,0.65323197842,1.64503443241,2052,118355,2.5,8,1,1,12,10,1,0,0,0,53,1,0.61111110449,1.60659849644,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
54,-0.42215061188,-0.44120877981,-0.01144347806,0.25406330824,0.45264589787,1.59136259556,2052,118135,2.5,8,1,1,12,10,1,0,0,0,54,1,0.44444447756,1.52777779102,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
55,-0.62374782562,-0.62089425325,-0.02003134415,0.30937162042,0.60681456327,2.51767706871,2052,120791,2.5,8,1,1,12,10,1,0,0,0,55,1,0.77777779102,2.43808269501,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
56,-0.45385754108,-0.40188157558,-0.01129111089,0.34966135025,0.4552243948,2.35871839523,2052,120590,2.5,8,1,1,12,10,1,0,0,0,56,1,0.55555558205,2.25,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
57,-0.65713614225,-0.58551764488,-0.01459052041,0.40151435137,0.48393541574,2.11592793465,2052,121768,2.5,8,2,1,12,10,1,0,0,0,57,1,0.61111110449,2.03127789497,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
58,-0.3700582087,-0.45220434666,-0.05828031898,0.41752064228,0.392377913,2.05966711044,2052,121608,2.5,8,2,1,12,10,1,0,0,0,58,1,0.41666677594,1.84387290478,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
59,-1.02202343941,-0.84790033102,0.2305508852,0.93976807594,0.78261882067,2.5428442955,2052,122055,2.5,8,1,3,22,16,2,0,0,0,59,1,0.61111110449,2.03127789497,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1.29999995232,1.35000002384
60,-1.07333910465,-0.49463307858,0.28481185436,0.44673159719,0.50055748224,2.17094969749,2052,121961,2.5,8,1,3,20,14,2,0,0,0,60,1,0.61111110449,2.03127789497,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1.20000004768,1.25
61,-2.15283608437,-2.98110890388,0.37442699075,1.67688798904,3.06234407425,6.30379104614,12298,123137,2.5,8,1,1,18,12,1,0,0,0,61,0,0.61111110449,2.03127789497,0.60000002384,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
62,-6.07216501236,-2.77826476097,-0.1945361793,2.30994534492,4.29360580444,4.74029874802,12296,124581,2.5,8,1,1,18,12,1,0,0,20,62,3,0.61111110449,2.03127789497,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
63,-2.24962759018,-2.82325267792,-0.15545609593,2.67395067215,2.88839149475,2.10300731659,536578,1513626,2.5,8,1,1,18,12,1,0,0,0,7649,1,0.61111110449,2.03127789497,1,720,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
66,-1.15695297718,-0.45210400224,-0.02809300087,1.78358197212,0.45203000307,2.0954079628,4096,123090,2.5,8,1,3,9,6,1,0,0,0,66,0,0.61111110449,2.03127789497,1,0,0,1,1,0,0,0,1.27032005787,0,0,0,1,0,1,0,1,1
67,-1.8368960619,-2.81259131432,-0.03268398345,2.67228078842,2.97718143463,6.28103685379,16,122899,2.5,8,2,3,18,12,1,0,21,22,67,3,0.61111110449,2.03127789497,0.80000001192,0,0,0.5,1,0,0,0,0,0,0,0,1,0,1,0,1,1
68,-3.12028026581,-3.5928144455,-0.00369109958,0.65572023392,3.77002549171,4.17784500122,0,1115848,2.5,8,3,3,21,14,1,0,0,0,5024,1,0.61111110449,2.03127789497,0.60000002384,0,0,1.10000002384,1,0,0,0,0,0,0,1.60000002384,1,0,1,0,1,1
69,-1.85919380188,-2.29697728157,-0.13129134476,1.86320447922,2.17864155769,3.32869744301,3,123747,2.5,8,15,3,18,12,1,0,0,0,69,1,0.61111110449,2.03127789497,0.30000001192,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
70,-0.60695707798,-0.7474822998,-0.01681146398,0.53045964241,0.66524732113,1.98739957809,2,125942,2.5,8,1,1,18,12,1,0,0,0,70,1,0.61111110449,2.03127789497,1,0,0,1,1,0,0,0,1.39140355587,0,0,0,1,0,1,0,1,1
71,-1.07358574867,-1.48177301884,-0.00585355004,0.72842228413,1.4600096941,3.38175678253,8194,124235,2.5,8,9,1,18,12,1,0,0,0,6074,1,0.61111110449,2.03127789497,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
72,-1.02666902542,-1.41559696198,0.00099700002,0.59584200382,1.425137043,3.00703811646,2,124243,2.5,8,3,1,18,12,1,0,0,0,72,1,0.61111110449,2.03127789497,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
73,-2.1529610157,-0.57595902681,-0.14068199694,1.58940494061,0.54691100121,1.87903499603,4097,123388,2.5,8,1,7,6,4,1,0,0,0,73,1,0.61111110449,2.03127789497,1,0,0,1,1,0,0,0,1.39911103249,0,0,0,1,0,1,0,1,1
74,-0.3705675602,-0.54042887688,0.00058719394,0.44036480784,0.56049656868,1.83196365833,0,124507,2.5,8,1,4,12,10,1,0,0,0,74,1,0.61111110449,2.03127789497,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
75,-5.36415624619,-2.95276927948,0.04020152986,2.50169658661,2.59487104416,5.19834661484,4097,126452,2.5,8,1,5,18,12,1,0,0,0,75,2,0.61111110449,2.03127789497,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
76,-1.52123999596,-0.79105198383,0.01209199987,1.0316619873,1.06379902363,1.45408499241,12297,124004,2.5,8,1,0,18,12,1,0,0,0,76,1,0.61111110449,2.03127789497,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
77,-0.98485910892,-0.58105844259,-0.01110960171,1.06256568432,0.43661817908,2.43447852135,0,123698,2.5,8,1,6,18,12,1,0,0,0,77,1,0.61111110449,2.03127789497,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
78,-2.10086393356,-1.00621747971,-0.08904986084,0.68448096514,1.1439422369,2.75479245186,0,125796,2.5,8,1,3,18,12,1,0,0,0,78,1,0.61111110449,2.03127789497,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
79,-0.15898901224,-0.26004603505,0.00714835152,0.21221265197,0.25258174539,1.27184903622,0,124495,2.5,8,1,1,10,6,1,0,0,0,79,1,0.61111110449,2.03127789497,1,0,0,1,1,0,0,0,0.71245265007,0,0,0,1,0,1,0,1,1
80,-0.16876994073,-0.21333229542,-0.00018590988,0.1078119278,0.20951803029,1.16952848434,0,124456,2.5,8,1,4,18,12,1,0,0,0,80,1,0.61111110449,2.03127789497,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
81,-2.43945288658,-1.42815649509,-0.03030574508,1.08921742439,1.41089165211,1.60474061966,4099,125957,2.5,8,2,0,18,12,1,0,0,0,81,1,0.61111110449,2.03127789497,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
82,-2.42836546898,-0.65870046616,-0.00620256783,1.0295021534,0.53370320797,1.26810193062,4112,126171,2.5,8,1,7,18,12,1,0,0,0,82,1,0.61111110449,2.03127789497,1,0,0,1,1,0,0,0,1.24137163162,0,0,0,1,0,1,0,1,1
83,-1.65758228302,-0.92530488968,-0.05870991945,1.68501400948,0.86724585295,1.84520578384,0,123040,2.5,8,1,7,18,12,1,0,0,0,83,1,0.61111110449,2.03127789497,1,0,0,1,1,0,0,0,1.76147401333,0,0,0,1,0,1,0,1,1
84,-0.9087010026,-1.84071195126,-3.2e-05,1.94884502888,1.595443964,3.10675191879,8194,124248,2.5,8,3,0,18,12,1,0,0,20,84,1,0.61111110449,2.03127789497,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
85,-3.20132660866,-5.22479248047,0.85960006714,3.17492246628,5.23890304565,7.62587499619,4097,126530,2.5,30,1,0,18,12,1,0,0,0,85,1,0.61111110449,2.03127789497,1,0,0,1,1,0,0,0,1.19389116764,0,0,0,1,0,1,0,1,1
86,-0.37056800723,-0.54042899609,0.00058699999,0.44036498666,0.56049698591,1.83196401596,0,124508,2.5,8,1,1,18,12,1,0,0,0,86,1,0.61111110449,2.03127789497,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
87,-0.99177622795,-0.52703440189,0.00058522786,0.44035071135,0.52359700203,1.76180183887,0,124509,2.5,8,1,1,18,12,1,0,0,0,87,1,0.61111110449,2.03127789497,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
88,-0.43239700794,-0.54042798281,-0.00178699999,0.82687699795,0.57535898685,1.82894194126,0,124512,2.5,8,1,1,18,12,1,0,0,0,88,1,0.61111110449,2.03127789497,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
89,-0.5272886157,-0.64041042328,0.00065507035,0.57891869545,0.54523456097,2.12270545959,0,124515,2.5,8,1,1,18,12,1,0,0,0,89,1,0.61111110449,2.03127789497,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
90,-2.30624747276,-1.16212189198,-0.03756713867,2.20845508575,1.20205569267,3.17820668221,12297,124387,2.5,8,1,0,18,12,1,0,0,0,6018,2,0.61111110449,2.03127789497,1,0,0,1,1,0,0,0,1.88128709793,0,0,0,1,0,1,0,1,1
91,-2.46075534821,-1.44065332413,-0.04335618019,1.3683693409,1.77247083187,3.22070384026,4097,125902,2.5,8,1,1,1,1,1,0,0,0,91,1,0.61111110449,2.03127789497,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
92,-1.94430351257,-2.61017084122,0.16483232379,2.33716082573,2.48417687416,5.96797513962,4099,125931,2.5,8,1,0,18,12,1,0,0,0,92,1,0.61111110449,2.03127789497,1,0,0,1.64999997616,1,0,0,0,2.76492166519,0,0,0,1,0,1,0,1,1
93,-0.2698970139,-0.31646600366,-0.00471400004,0.24669499695,0.32892900705,1.89701402187,0,124444,2.5,8,1,1,18,12,1,0,0,0,93,1,0.47222200036,1.94444000721,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
94,-0.52958202362,-0.42791301012,-0.00456999987,0.24535399675,0.43513199687,1.88383901119,0,124452,2.5,8,1,1,18,12,1,0,0,0,94,1,0.61111110449,2.03127789497,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
95,-0.31627699733,-0.36957800388,-0.00855899975,0.26095399261,0.46385401487,2.02260398865,0,124463,2.5,8,1,1,18,12,1,0,0,0,95,1,0.61111110449,2.03127789497,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
96,-0.33360001445,-0.3695769906,-0.00855800044,0.24911700189,0.4038310051,1.87299597263,0,124467,2.5,8,1,1,18,12,1,0,0,0,96,1,0.55555599928,1.94444000721,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
97,-0.30086401105,-0.33007699251,-0.00170799997,0.33306598663,0.42109701037,1.88944494724,0,124468,2.5,8,1,1,18,12,1,0,0,0,97,1,0.41666600108,1.91345000267,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
98,-0.28199499846,-0.34284800291,-0.00267100008,0.2469740063,0.34320700169,1.91333603859,0,124472,2.5,8,1,1,18,12,1,0,0,0,98,1,0.41666600108,1.91345000267,1,0,0,1,1,0,0,0,1.06621003151,0,0,0,1,0,1,0,1,1
99,-0.32246899605,-0.31910398602,-0.00145900005,0.28864100575,0.32923701406,1.89521503448,0,124475,2.5,8,1,1,18,12,1,0,0,0,99,1,0.41666600108,1.91345000267,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
100,-0.27168899775,-0.32539901137,-0.00145900005,0.2430550009,0.32923701406,1.89522898197,0,124478,2.5,8,1,1,18,12,1,0,0,0,100,1,0.41666600108,1.91345000267,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
101,-0.3607429862,-0.66433501244,-0.00238099997,0.43855300546,0.54202902317,2.00753688812,0,124482,2.5,8,1,1,18,12,1,0,0,0,101,1,0.69444400072,2.055560112,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
102,-0.25537699461,-0.43786099553,-0.00081400003,0.34988200665,0.43443700671,2.01477694511,0,124490,2.5,8,1,1,18,12,1,0,0,0,102,1,0.55555599928,2.083329916,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
103,-0.36074399948,-0.66433602571,-0.00239500008,0.43848600984,0.55380600691,2.04673409462,0,124506,2.5,8,1,1,18,12,1,0,0,0,103,1,0.61111110449,2.03127789497,1,0,0,1,1,0,0,0,0.87159901857,0,0,0,1,0,1,0,1,1
104,-0.31673699617,-0.47583401203,-0.00281800004,0.40293198824,0.48423099518,2.05717992783,0,124540,2.5,8,1,1,18,12,1,0,0,0,104,1,0.61111110449,2.03126549721,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
105,-0.31673699617,-0.48677301407,-0.002813,0.40293100476,0.51367199421,1.99377405643,0,124547,2.5,8,1,1,18,12,1,0,0,0,105,1,0.61111199856,2.03126001358,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
106,-0.3607429862,-0.66433697939,-0.00238099997,0.43849599361,0.54202997684,2.28220510483,0,124552,2.5,8,1,1,18,12,1,0,0,0,106,1,0.50972801447,2.03126001358,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
107,-0.3371039927,-0.47195199132,-0.00256299996,0.40331500769,0.48419201374,1.99445796013,0,124544,2.5,8,1,1,18,12,1,0,0,0,107,1,0.61111199856,2.03126001358,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
108,-0.37252500653,-0.51647400856,-0.00081,0.43189498782,0.51472401619,2.01982808113,0,124485,2.5,8,1,1,18,12,1,0,0,0,108,1,0.61111110449,2.0312640667,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
