ID,ItemLevel,Cloth,Leather,Mail,Plate
44,44,49.99419784546,85.8494720459,126.59409332275,190.42733764648
45,45,50.91074752808,87.42335510254,128.91494750977,193.91845703125
46,46,51.86106491089,89.05522918701,131.32133483887,197.5382232666
47,47,52.84641265869,90.74726104736,133.81640625,201.29139709473
48,48,53.86809539795,92.5016784668,136.40347290039,205.18296813965
49,49,54.92748641968,94.32085418701,139.08604431152,209.21817016602
50,50,56.02602005005,96.20724487305,141.86772155762,213.4024810791
51,51,57.16519927979,98.16342926025,144.75233459473,217.74160766602
52,52,58.34659957886,100.19212341309,147.74383544922,222.24154663086
53,53,59.57186126709,102.29612731934,150.84642028809,226.90855407715
54,54,60.84271240234,104.47841644287,154.06443786621,231.74920654297
55,55,62.16095352173,106.74208068848,157.40245056152,236.7703704834
56,56,63.52847671509,109.09037780762,160.86526489258,241.97926330566
57,57,64.947265625,111.52670288086,164.45788574219,247.38339233398
58,58,66.41938781738,114.05461120606,168.185546875,252.99069213867
59,59,67.94701385498,116.67783355713,172.05377197266,258.80941772461
60,60,69.53242492676,119.40028381348,176.06831359863,264.84820556641
61,61,71.1780090332,122.22605895996,180.2352142334,271.1162109375
62,62,72.88626098633,125.15944671631,184.56080627441,277.62292480469
63,63,74.65980529785,128.20497131348,189.05174255371,284.37835693359
64,64,76.5013885498,131.3673248291,193.71496582031,291.39294433594
65,65,78.41390228271,134.65147399902,198.55778503418,298.67767333984
66,66,80.3367767334,137.9533996582,203.42683410645,306.00189208984
67,67,82.26737213135,141.26860046387,208.31544494629,313.35549926758
68,68,84.20307159424,144.59255981445,213.21697998047,320.72857666016
69,69,86.1413192749,147.9208984375,218.12495422363,328.111328125
70,70,88.07962799072,151.24932861328,223.03308105469,335.49429321289
71,71,89.23344421387,153.23066711426,225.95477294922,339.88919067383
72,72,90.33912658691,155.12931823731,228.75454711914,344.10070800781
73,73,91.39257049561,156.93827819824,231.42204284668,348.11328125
74,74,92.38981628418,158.65074157715,233.94723510742,351.91177368164
75,75,93.32704925537,160.26014709473,236.32049560547,355.48168945313
76,76,94.20068359375,161.76034545898,238.53268432617,358.80935668945
77,77,95.08250427246,163.27458190918,240.76559448242,362.16818237305
78,78,95.97256469727,164.8030090332,243.01940917969,365.55844116211
79,79,96.87097167969,166.34571838379,245.29431152344,368.98043823242
80,80,97.77777862549,167.90289306641,247.59051513672,372.43444824219
81,81,98.2374420166,168.69221496582,248.75445556641,374.18530273438
82,82,98.70140838623,169.48893737793,249.92930603027,375.95254516602
83,83,99.16971588135,170.2931060791,251.11515808106,377.73635864258
84,84,99.64241027832,171.10481262207,252.31210327148,379.5368347168
85,85,100.11952972412,171.92411804199,253.52024841309,381.35418701172
86,86,100.60111999512,172.75109863281,254.73970031738,383.18853759766
87,87,101.08721160889,173.58581542969,255.97058105469,385.0400390625
88,88,101.57785797119,174.42832946777,257.21298217773,386.9089050293
89,89,102.07308959961,175.27874755859,258.46701049805,388.79525756836
90,90,102.5729598999,176.13713073731,259.73275756836,390.69927978516
91,91,103.07750701904,177.00354003906,261.01037597656,392.62109375
92,92,103.58679199219,177.87805175781,262.29995727539,394.56091308594
93,93,104.10083007813,178.76077270508,263.60159301758,396.51889038086
94,94,104.61968994141,179.65173339844,264.91543579102,398.49520874023
95,95,105.14338684082,180.55104064941,266.24154663086,400.49002075195
96,96,105.6720123291,181.45877075195,267.58010864258,402.50350952148
97,97,106.20556640625,182.375,268.93118286133,404.53582763672
98,98,106.74413299561,183.2998046875,270.29489135742,406.5871887207
99,99,107.28772735596,184.2332611084,271.67138671875,408.65774536133
100,100,107.83641815186,185.17546081543,273.06076049805,410.74768066406
101,101,108.39024353027,186.12648010254,274.46313476563,412.85720825195
102,102,108.94924926758,187.08641052246,275.8786315918,414.98645019531
103,103,109.51348876953,188.05531311035,277.30737304688,417.13565063477
104,104,110.0830078125,189.03329467773,278.74951171875,419.30493164063
105,105,110.65785980225,190.02041625977,280.20513916016,421.49453735352
106,106,111.23809814453,191.01679992676,281.67440795898,423.70465087891
107,107,111.82376098633,192.02249145508,283.15740966797,425.93545532227
108,108,112.41490936279,193.03761291504,284.654296875,428.18713378906
109,109,113.01159667969,194.0622253418,286.16522216797,430.45989990234
110,110,113.61386108398,195.09643554688,287.69024658203,432.75393676758
111,111,114.22176361084,196.14031982422,289.22958374023,435.06942749023
112,112,114.83537292481,197.19398498535,290.78332519531,437.40661621094
113,113,115.45469665527,198.25750732422,292.35159301758,439.76565551758
114,114,116.07984161377,199.33097839356,293.93453979492,442.14682006836
115,115,116.71083068848,200.41450500488,295.53231811523,444.55023193359
116,116,117.34771728516,201.50817871094,297.14505004883,446.97616577148
117,117,117.99059295654,202.61209106445,298.77288818359,449.4248046875
118,118,118.63947296143,203.72633361816,300.41595458984,451.89639282227
119,119,119.29441070557,204.85101318359,302.07440185547,454.39108276367
120,120,119.9554977417,205.98620605469,303.74838256836,456.90911865234
121,121,120.62275695801,207.13203430176,305.43801879883,459.45074462891
122,122,121.29627990723,208.28858947754,307.14349365234,462.01617431641
123,123,121.97609710693,209.45597839356,308.86492919922,464.60559082031
124,124,122.66227722168,210.63427734375,310.60244750977,467.21926879883
125,125,123.35489654541,211.82362365723,312.35626220703,469.857421875
126,126,124.0539932251,213.02409362793,314.12649536133,472.5202331543
127,127,124.7596206665,214.23580932617,315.91326904297,475.2080078125
128,128,125.47186279297,215.45886230469,317.716796875,477.92092895508
129,129,126.19077301025,216.693359375,319.53720092773,480.65924072266
130,130,126.91641235352,217.93942260742,321.37463378906,483.42318725586
131,131,127.64884185791,219.19714355469,323.22927856445,486.21301269531
132,132,128.38812255859,220.46662902832,325.1012878418,489.02893066406
133,133,129.13433837891,221.74801635742,326.99081420898,491.87124633789
134,134,129.88752746582,223.04138183594,328.89804077148,494.74014282227
135,135,130.64776611328,224.34686279297,330.82312011719,497.63589477539
136,136,131.41513061523,225.66456604004,332.76620483398,500.55877685547
137,137,132.18968200684,226.99461364746,334.72747802734,503.50900268555
138,138,132.97146606445,228.33709716797,336.70712280273,506.48684692383
139,139,133.76058959961,229.69215393066,338.70529174805,509.49255371094
140,140,134.55708312988,231.05989074707,340.72216796875,512.52642822266
141,141,135.36103820801,232.4404296875,342.75793457031,515.58868408203
142,142,136.17251586914,233.83389282227,344.81274414063,518.67956542969
143,143,136.99159240723,235.24041748047,346.88677978516,521.79943847656
144,144,137.81834411621,236.66007995606,348.98025512695,524.94848632813
145,145,138.65283203125,238.0930480957,351.09332275391,528.12707519531
146,146,149.01162719727,255.88107299805,377.32360839844,567.58361816406
147,147,153.03665161133,262.79278564453,387.51568603516,582.91491699219
148,148,155.48529052734,266.99755859375,393.71606445313,592.24169921875
149,149,157.30908203125,270.12936401367,398.33422851563,599.18853759766
150,150,158.82531738281,272.73303222656,402.17361450195,604.9638671875
151,151,160.17002868652,275.04214477539,405.57867431641,610.08587646484
152,152,161.41130065918,277.17364501953,408.72177124023,614.81384277344
153,153,162.31077575684,278.71820068359,410.99938964844,618.23992919922
154,154,163.21865844727,280.27722167969,413.29833984375,621.69805908203
155,155,164.13505554199,281.8508605957,415.61880493164,625.18859863281
156,156,165.06002807617,283.43920898438,417.96099853516,628.71179199219
157,157,165.99365234375,285.04241943359,420.32510375977,632.26794433594
158,158,171.69329833984,294.82977294922,434.75756835938,653.97784423828
159,159,176.80708312988,303.61111450195,447.70660400391,673.45623779297
160,160,181.33512878418,311.38662719727,459.17242431641,690.70349121094
161,161,185.27751159668,318.15643310547,469.15521240234,705.71997070313
162,162,188.63429260254,323.92065429688,477.65518188477,718.50592041016
163,163,191.59440612793,329.00372314453,485.15069580078,729.78094482422
164,164,194.15791320801,333.40576171875,491.64196777344,739.54534912109
165,165,196.32493591309,337.12692260742,497.12921142578,747.79943847656
166,166,198.09552001953,340.16738891602,501.61267089844,754.54364013672
167,167,200.064453125,343.54840087891,506.59832763672,762.04321289063
168,168,202.23178100586,347.27011108398,512.08642578125,770.29858398438
169,169,199.25926208496,342.1657409668,504.55944824219,758.97625732422
170,170,212.39736938477,364.72634887695,537.82745361328,809.01922607422
171,171,213.46060180664,366.55212402344,540.51977539063,813.06903076172
172,172,214.53378295898,368.39498901367,543.23724365234,817.15679931641
173,173,215.61701965332,370.25509643555,545.98016357422,821.28277587891
174,174,216.71038818359,372.13259887695,548.74877929688,825.44744873047
175,175,217.81399536133,374.02770996094,551.54327392578,829.65106201172
176,176,218.92793273926,375.94055175781,554.36395263672,833.89404296875
177,177,220.05229187012,377.87130737305,557.21105957031,838.17669677734
178,178,221.18717956543,379.82009887695,560.08477783203,842.49951171875
179,179,222.33268737793,381.78717041016,562.98541259766,846.86273193359
180,180,223.48892211914,383.77264404297,565.91320800781,851.26684570313
181,181,224.65599060059,385.77670288086,568.86840820313,855.71215820313
182,182,225.83396911621,387.7995300293,571.85131835938,860.19903564453
183,183,227.02297973633,389.84127807617,574.86206054688,864.72796630859
184,184,241.99169921875,415.54537963867,612.76550292969,921.74365234375
185,185,243.20306396484,417.62554931641,615.83288574219,926.35772705078
186,186,244.42578125,419.72518920898,618.92901611328,931.01507568359
187,187,245.65994262695,421.8444519043,622.05413818359,935.71600341797
188,188,246.90565490723,423.98358154297,625.20849609375,940.46087646484
189,189,248.16304016113,426.14273071289,628.39239501953,945.25024414063
190,190,249.43217468262,428.32211303711,631.60607910156,950.08435058594
191,191,250.71321105957,430.52188110352,634.84991455078,954.96380615234
192,192,252.00622558594,432.74221801758,638.1240234375,959.88885498047
193,193,253.31135559082,434.98336791992,641.42883300781,964.86010742188
194,194,254.62869262695,437.24548339844,644.76458740234,969.87780761719
195,195,255.95835876465,439.52877807617,648.13153076172,974.94250488281
196,196,257.30047607422,441.83346557617,651.53002929688,980.05462646484
197,197,258.65515136719,444.15969848633,654.96032714844,985.21459960938
198,198,293.58227539063,504.13613891602,743.40191650391,1118.2515869141
199,199,294.96243286133,506.50616455078,746.89672851563,1123.5086669922
200,200,296.35552978516,508.89834594727,750.42425537109,1128.8148193359
201,201,297.76165771484,511.31292724609,753.98480224609,1134.1707763672
202,202,299.1809387207,513.75012207031,757.57867431641,1139.5767822266
203,203,300.61349487305,516.21008300781,761.20623779297,1145.0334472656
204,204,302.05947875977,518.69311523438,764.86767578125,1150.5411376953
205,205,303.51901245117,521.19940185547,768.5634765625,1156.1004638672
206,206,304.9921875,523.72912597656,772.29382324219,1161.7117919922
207,207,306.47915649414,526.28253173828,776.05908203125,1167.3756103516
208,208,307.98004150391,528.85980224609,779.85955810547,1173.0925292969
209,209,309.49499511719,531.46124267578,783.69567871094,1178.8629150391
210,210,311.02410888672,534.08703613281,787.56768798828,1184.6873779297
211,211,312.56753540039,536.73742675781,791.47595214844,1190.5662841797
212,212,334.48846435547,574.37982177734,846.98358154297,1274.0628662109
213,213,336.06094360352,577.08001708984,850.96533203125,1280.0523681641
214,214,337.64813232422,579.80554199219,854.984375,1286.0979003906
215,215,339.25018310547,582.55651855469,859.041015625,1292.2000732422
216,216,340.86721801758,585.33331298828,863.13568115234,1298.359375
217,217,342.49938964844,588.13604736328,867.26861572266,1304.5762939453
218,218,344.14685058594,590.96502685547,871.44030761719,1310.8514404297
219,219,345.80972290039,593.82055664063,875.65100097656,1317.1854248047
220,220,347.48818969727,596.70275878906,879.90112304688,1323.5786132812
221,221,349.1823425293,599.61193847656,884.19104003906,1330.0316162109
222,222,350.89233398438,602.54833984375,888.52105712891,1336.5450439453
223,223,352.61837768555,605.51226806641,892.89166259766,1343.1193847656
224,224,354.36056518555,608.50390625,897.30316162109,1349.7553710938
225,225,356.11904907227,611.52355957031,901.75598144531,1356.4534912109
226,226,381.09432983398,654.41082763672,964.99774169922,1451.583984375
227,227,382.88589477539,657.4873046875,969.53430175781,1458.4080810547
228,228,384.69421386719,660.59252929688,974.11334228516,1465.2960205078
229,229,386.51950073242,663.72686767578,978.73522949219,1472.2484130859
230,230,388.36184692383,666.89050292969,983.400390625,1479.2658691406
231,231,390.22143554688,670.08380126953,988.10925292969,1486.3491210938
232,232,392.09844970703,673.30700683594,992.86212158203,1493.4985351562
233,233,393.99301147461,676.56030273438,997.65954589844,1500.7149658203
234,234,395.90533447266,679.84411621094,1002.5017700195,1507.9989013672
235,235,397.83554077148,683.15869140625,1007.3895263672,1515.3510742188
236,236,399.78381347656,686.50421142578,1012.3228759766,1522.7720947266
237,237,401.75033569336,689.88110351563,1017.3024291992,1530.2625732422
238,238,403.73526000977,693.28961181641,1022.3286132812,1537.8231201172
239,239,405.73876953125,696.73004150391,1027.4018554688,1545.4544677734
240,240,407.76104736328,700.20263671875,1032.5225830078,1553.1572265625
241,241,409.80224609375,703.70776367188,1037.6912841797,1560.9321289062
242,242,411.86254882813,707.24566650391,1042.9083251953,1568.7797851562
243,243,413.9421081543,710.81671142578,1048.1741943359,1576.7009277344
244,244,416.04116821289,714.42120361328,1053.4893798828,1584.6961669922
245,245,418.1598815918,718.05938720703,1058.8542480469,1592.7662353516
246,246,420.29843139648,721.73168945313,1064.2694091797,1600.9119873047
247,247,422.45697021484,725.43829345703,1069.7352294922,1609.1339111328
248,248,424.6357421875,729.17962646484,1075.2523193359,1617.4327392578
249,249,426.83489990234,732.9560546875,1080.8209228516,1625.8093261719
250,250,429.05462646484,736.76776123047,1086.4417724609,1634.2642822266
251,251,431.29516601563,740.61517333984,1092.1151123047,1642.7984619141
252,252,433.55667114258,744.49853515625,1097.8416748047,1651.4124755859
253,253,435.83932495117,748.41833496094,1103.6217041016,1660.1070556641
254,254,438.14337158203,752.37481689453,1109.4559326172,1668.8831787109
255,255,440.46896362305,756.36828613281,1115.3448486328,1677.7413330078
256,256,442.81634521484,760.39916992188,1121.2888183594,1686.6824951172
257,257,445.18566894531,764.4677734375,1127.2883300781,1695.7072753906
258,258,447.57720947266,768.57446289063,1133.3441162109,1704.8165283203
259,259,449.99111938477,772.71960449219,1139.4565429688,1714.0111083984
260,260,452.42764282227,776.90356445313,1145.6262207031,1723.2917480469
261,261,454.88696289063,781.12670898438,1151.8536376953,1732.6593017578
262,262,457.36929321289,785.38934326172,1158.1394042969,1742.1145019531
263,263,459.87487792969,789.69189453125,1164.4840087891,1751.658203125
264,264,462.40390014648,794.03472900391,1170.8879394531,1761.2912597656
265,265,464.95660400391,798.41821289063,1177.3518066406,1771.0145263672
266,266,467.533203125,802.84271240234,1183.8762207031,1780.8287353516
267,267,470.13391113281,807.30865478516,1190.4616699219,1790.7348632812
268,268,472.75900268555,811.81634521484,1197.1087646484,1800.7336425781
269,269,475.40863037109,816.36627197266,1203.8182373047,1810.826171875
270,270,478.08306884766,820.95880126953,1210.5903320312,1821.0130615234
271,271,480.78256225586,825.59429931641,1217.4259033203,1831.2952880859
272,272,483.50729370117,830.27325439453,1224.3254394531,1841.673828125
273,273,486.25756835938,834.99597167969,1231.2895507812,1852.1495361328
274,274,489.03356933594,839.76287841797,1238.3188476562,1862.7232666016
275,275,491.83554077148,844.57440185547,1245.4140625,1873.3959960938
276,276,494.66375732422,849.43096923828,1252.5755615234,1884.1687011719
277,277,497.51846313477,854.3330078125,1259.8040771484,1895.0422363281
278,278,500.39987182617,859.28094482422,1267.1003417969,1906.0174560547
279,279,503.30825805664,864.27520751953,1274.4649658203,1917.0954589844
280,280,506.2438659668,869.31622314453,1281.8984375,1928.2772216797
281,281,509.20693969727,874.40435791016,1289.4014892578,1939.5635986328
282,282,512.19775390625,879.54022216797,1296.9747314453,1950.9555664062
283,283,515.21661376953,884.72412109375,1304.6190185547,1962.4542236328
284,284,518.263671875,889.95654296875,1312.3347167969,1974.060546875
285,285,521.33929443359,895.23791503906,1320.1226806641,1985.7755126953
286,286,524.44372558594,900.56878662109,1327.9836425781,1997.6002197266
287,287,527.5771484375,905.94952392578,1335.9180908203,2009.5355224609
288,288,530.73992919922,911.38061523438,1343.9267578125,2021.5825195312
289,289,533.93237304688,916.86254882813,1352.0104980469,2033.7423095703
290,290,537.15466308594,922.39581298828,1360.169921875,2046.0159912109
291,291,540.40710449219,927.98089599609,1368.4056396484,2058.4045410156
292,292,543.69000244141,933.61822509766,1376.7185058594,2070.9089355469
293,293,547.00360107422,939.30834960938,1385.1092529297,2083.5305175781
294,294,550.34826660156,945.0517578125,1393.5784912109,2096.2702636719
295,295,553.72418212891,950.84887695313,1402.126953125,2109.1293945312
296,296,557.13177490234,956.70031738281,1410.7554931641,2122.1086425781
297,297,560.57122802734,962.60650634766,1419.46484375,2135.2094726562
298,298,564.04284667969,968.56799316406,1428.2556152344,2148.4328613281
299,299,567.54699707031,974.58526611328,1437.1287841797,2161.7802734375
300,300,571.083984375,980.65887451172,1446.0849609375,2175.2524414062
301,301,574.65405273438,986.78936767578,1455.125,2188.8508300781
302,302,578.25750732422,992.97723388672,1464.2496337891,2202.5764160156
303,303,581.89471435547,999.22296142578,1473.4595947266,2216.4304199219
304,304,585.56597900391,1005.5272216797,1482.7559814453,2230.4143066406
305,305,589.27160644531,1011.8905029297,1492.1392822266,2244.5288085938
306,306,593.01190185547,1018.313293457,1501.6103515625,2258.7756347656
307,307,596.78723144531,1024.7962646484,1511.1701660156,2273.1560058594
308,308,600.59790039063,1031.3399658203,1520.8194580078,2287.6706542969
309,309,604.44427490234,1037.9448242188,1530.5590820312,2302.3212890625
310,310,608.32659912109,1044.6115722656,1540.3898925781,2317.1091308594
311,311,612.24530029297,1051.3406982422,1550.3126220703,2332.0354003906
312,312,616.20068359375,1058.1328125,1560.3283691406,2347.1013183594
313,313,620.19305419922,1064.9885253906,1570.4377441406,2362.3083496094
314,314,624.22283935547,1071.9083251953,1580.6418457031,2377.6577148438
315,315,628.29034423828,1078.8929443359,1590.9415283203,2393.1508789062
316,316,632.39587402344,1085.9429931641,1601.3375244141,2408.7888183594
317,317,636.53991699219,1093.0590820312,1611.8308105469,2424.5732421875
318,318,640.72271728516,1100.2416992188,1622.4223632812,2440.5056152344
319,319,644.94464111328,1107.4915771484,1633.1131591797,2456.5869140625
320,320,649.20611572266,1114.8093261719,1643.9039306641,2472.8188476562
321,321,653.50744628906,1122.1955566406,1654.7957763672,2489.2026367188
322,322,657.84912109375,1129.6510009766,1665.7895507812,2505.7397460938
323,323,662.23138427734,1137.1761474609,1676.8862304688,2522.4318847656
324,324,666.65466308594,1144.7718505859,1688.0866699219,2539.2800292969
325,325,671.11938476563,1152.4384765625,1699.3920898438,2556.2861328125
326,326,675.62585449219,1160.1770019531,1710.8033447266,2573.451171875
327,327,680.17449951172,1167.9879150391,1722.3214111328,2590.7770996094
328,328,684.76580810547,1175.8720703125,1733.947265625,2608.2651367188
329,329,689.40002441406,1183.8298339844,1745.6820068359,2625.9169921875
330,330,694.07763671875,1191.8621826172,1757.5264892578,2643.7338867188
331,331,698.79907226563,1199.9697265625,1769.4819335938,2661.7177734375
332,332,703.56463623047,1208.1531982422,1781.5493164062,2679.8698730469
333,333,708.37487792969,1216.4132080078,1793.7296142578,2698.1918945312
334,334,713.23010253906,1224.7506103516,1806.0239257812,2716.685546875
335,335,718.13079833984,1233.166015625,1818.4333496094,2735.3520507812
336,336,723.07733154297,1241.66015625,1830.9588623047,2754.1936035156
337,337,728.07025146484,1250.2338867188,1843.6016845703,2773.2114257812
338,338,733.10986328125,1258.8878173828,1856.3629150391,2792.4072265625
339,339,738.19665527344,1267.6228027344,1869.2435302734,2811.7827148438
340,340,743.3310546875,1276.4395751953,1882.2447509766,2831.3395996094
341,341,748.51348876953,1285.3388671875,1895.3676757812,2851.0795898438
342,342,753.74444580078,1294.3214111328,1908.6134033203,2871.0041503906
343,343,759.0244140625,1303.3880615234,1921.9831542969,2891.1154785156
344,344,764.35382080078,1312.5396728516,1935.4781494141,2911.4150390625
345,345,769.73303222656,1321.7768554688,1949.0993652344,2931.9045410156
346,346,775.16265869141,1331.1004638672,1962.8480224609,2952.5859375
347,347,780.64312744141,1340.5114746094,1976.7254638672,2973.4609375
348,348,786.17486572266,1350.0104980469,1990.7329101562,2994.53125
349,349,791.75836181641,1359.5985107422,2004.8713378906,3015.798828125
350,350,797.39416503906,1369.2762451172,2019.1422119141,3037.2653808594
351,351,803.08270263672,1379.0445556641,2033.5465087891,3058.9331054688
352,352,808.82452392578,1388.904296875,2048.0859375,3080.8034667969
353,353,814.62005615234,1398.8563232422,2062.7612304688,3102.8786621094
354,354,820.46990966797,1408.9016113281,2077.5739746094,3125.1606445312
355,355,826.37445068359,1419.0407714844,2092.525390625,3147.6508789062
356,356,832.33428955078,1429.2750244141,2107.6166992188,3170.3520507812
357,357,838.34991455078,1439.6049804688,2122.8493652344,3193.2653808594
358,358,844.421875,1450.0316162109,2138.2243652344,3216.3933105469
359,359,850.55059814453,1460.5559082031,2153.7436523438,3239.7377929688
360,360,856.73675537109,1471.1785888672,2169.4079589844,3263.30078125
361,361,862.98083496094,1481.9008789062,2185.2189941406,3287.0842285156
362,362,869.28332519531,1492.7235107422,2201.1782226562,3311.0905761719
363,363,875.64483642578,1503.6473388672,2217.2866210938,3335.3212890625
364,364,882.06591796875,1514.6735839844,2233.5458984375,3359.7790527344
365,365,888.54705810547,1525.8029785156,2249.9572753906,3384.4658203125
366,366,895.08892822266,1537.0364990234,2266.5224609375,3409.3835449219
367,367,901.69195556641,1548.3752441406,2283.2424316406,3434.5346679688
368,368,908.35687255859,1559.8200683594,2300.119140625,3459.9211425781
369,369,915.08410644531,1571.3720703125,2317.1538085938,3485.5451660156
370,370,921.87438964844,1583.0322265625,2334.3479003906,3511.4091796875
371,371,928.72821044922,1594.8015136719,2351.7028808594,3537.5153808594
372,372,935.64617919922,1606.6809082031,2369.2204589844,3563.8657226562
373,373,942.62890625,1618.6716308594,2386.9018554688,3590.462890625
374,374,949.67700195313,1630.7745361328,2404.7490234375,3617.3090820312
375,375,956.79107666016,1642.9907226562,2422.7631835938,3644.4064941406
376,376,963.97174072266,1655.3212890625,2440.9458007812,3671.7575683594
377,377,971.21960449219,1667.7672119141,2459.2985839844,3699.3645019531
378,378,978.53533935547,1680.3297119141,2477.8234863281,3727.2302246094
379,379,985.91955566406,1693.0098876953,2496.521484375,3755.3564453125
380,380,993.37292480469,1705.80859375,2515.3947753906,3783.74609375
381,381,1000.8959960938,1718.7272949219,2534.4445800781,3812.4016113281
382,382,1008.4896240234,1731.7667236328,2553.6726074219,3841.3254394531
383,383,1016.1541748047,1744.9283447266,2573.0808105469,3870.5197753906
384,384,1023.8905029297,1758.2131347656,2592.6706542969,3899.9875488281
385,385,1031.6993408203,1771.6223144531,2612.4438476562,3929.7309570312
386,386,1039.5811767578,1785.1569824219,2632.4020996094,3959.7531738281
387,387,1047.5368652344,1798.818359375,2652.5473632812,3990.0561523438
388,388,1055.5670166016,1812.6076660156,2672.8811035156,4020.6428222656
389,389,1063.6723632812,1826.5260009766,2693.4050292969,4051.5158691406
390,390,1071.853515625,1840.5745849609,2714.1213378906,4082.6779785156
391,391,1080.1112060547,1854.7547607422,2735.0314941406,4114.1318359375
392,392,1088.4462890625,1869.0676269531,2756.1372070312,4145.8798828125
393,393,1096.859375,1883.5145263672,2777.4406738281,4177.9252929688
394,394,1105.3513183594,1898.0965576172,2798.9436035156,4210.2705078125
395,395,1113.9226074219,1912.8151855469,2820.6477050781,4242.9184570312
396,396,1122.57421875,1927.6716308594,2842.5549316406,4275.8725585938
397,397,1131.3067626953,1942.6671142578,2864.6674804688,4309.134765625
398,398,1140.12109375,1957.8028564453,2886.9868164062,4342.7084960938
399,399,1149.0178222656,1973.0804443359,2909.5151367188,4376.5961914062
400,400,1157.9979248047,1988.5009765625,2932.2543945312,4410.8012695312
401,401,1167.0621337891,2004.0657958984,2955.2062988281,4445.3266601562
402,402,1176.2111816406,2019.7763671875,2978.3732910156,4480.1752929688
403,403,1185.4458007812,2035.6340332031,3001.7570800781,4515.349609375
404,404,1194.7669677734,2051.6401367188,3025.3596191406,4550.8540039062
405,405,1204.1752929688,2067.7961425781,3049.1833496094,4586.6899414062
406,406,1213.6717529297,2084.1032714844,3073.2299804688,4622.8618164062
407,407,1223.2570800781,2100.5629882812,3097.5017089844,4659.3720703125
408,408,1232.9321289062,2117.1770019531,3122.0007324219,4696.224609375
409,409,1242.6977539062,2133.9462890625,3146.7290039062,4733.421875
410,410,1252.5548095703,2150.8728027344,3171.6887207031,4770.966796875
411,411,1262.5040283203,2167.9575195312,3196.8820800781,4808.8637695312
412,412,1272.5465087891,2185.2023925781,3222.3112792969,4847.115234375
413,413,1282.6829833984,2202.6086425781,3247.9787597656,4885.7250976562
414,414,1292.9143066406,2220.177734375,3273.8862304688,4924.6962890625
415,415,1303.2414550781,2237.9113769531,3300.0363769531,4964.0317382812
416,416,1313.6652832031,2255.8110351562,3326.4311523438,5003.7358398438
417,417,1324.1866455078,2273.8781738281,3353.0729980469,5043.8120117188
418,418,1334.8063964844,2292.1145019531,3379.9643554688,5084.2626953125
419,419,1345.5257568359,2310.521484375,3407.107421875,5125.0922851562
420,420,1356.3453369141,2329.1008300781,3434.5046386719,5166.3041992188
