ID,QuestID,QuestGiverCreatureID,QuestMapID,QuestPosition_0,QuestPosition_1,QuestPosition_2,CollectableSourceInfoID
22976,50446,131638,1643,674.62847900391,3430.9792480469,206.6887512207,46273
22977,50446,131638,1643,677.81427001953,3421.2014160156,206.71420288086,46273
22978,50446,131638,1643,490.23785400391,3525.2299804688,189.81129455566,46273
22979,50446,131638,1643,107.39584350586,3501.0729980469,197.21716308594,46273
22980,50446,131638,1643,78.69791412354,3466.6884765625,197.10743713379,46273
22981,50446,131638,1643,674.62847900391,3430.9792480469,206.6887512207,46273
22982,50446,131638,1643,120.09722137451,3512.1232910156,210.47892761231,46273
22983,50446,131638,1643,674.62847900391,3430.9792480469,206.6887512207,46273
22984,31262,58779,870,-1057.2673339844,2040.5677490234,148.64582824707,48577
22985,31262,58779,870,-914.50695800781,-222.38716125488,39.91243743896,48577
22987,14471,36746,1,3250.8627929688,-4978.1616210938,131.54293823242,43881
22997,27536,45786,0,-9784.7099609375,-3916.3000488281,21.68050003052,50985
22998,10898,22424,530,-3604.1555175781,4179.7719726562,-0.47118499875,46274
23005,25626,39881,0,-6618.4584960938,4282.4633789062,-563.08404541016,50987
23006,25626,39881,0,-7182.625,4712.5,-595.90313720703,50987
23007,25626,39881,0,-7308.5815429688,5247.9116210938,-426.72341918945,50987
23008,25626,39881,0,-6618.4584960938,4282.4633789062,-563.08404541016,50987
23009,25626,39881,0,-7298.4877929688,4779.09375,-426.72341918945,50987
23010,24852,2980,1,-3015.6354980469,-463.69964599609,45.33455657959,48580
23011,32816,70980,870,3622.5104980469,2024.9704589844,953.27874755859,43885
23012,32816,70980,870,3485.7829589844,2100.9462890625,1084.0454101562,43885
23013,28098,47471,1,-4963.4501953125,-998.2919921875,3.02423000336,48581
23014,29865,56062,870,1520.2569580078,-1792.203125,246.32916259766,48582
23015,29865,56062,870,1520.2742919922,-1792.15625,246.27531433106,48582
23020,27689,45675,0,-4474.2001953125,-4354.509765625,322.31698608398,50989
23021,48581,122009,1642,-1072.125,-8.04861164093,253.49287414551,43887
23022,48581,122009,1642,-1072.2847900391,-8.21006965637,253.48844909668,43887
23023,25931,41487,1,1058.7396240234,1949.8646240234,126.06366729736,41636
23025,49289,128925,1642,-2089.5329589844,-656.86981201172,37.24068450928,41638
23026,49289,128925,1642,-2293.3940429688,-236.57118225098,1.29520976543,41638
23029,208,715,0,-11644.458007812,-67.89409637451,16.23856544495,50992
23030,31448,64563,1007,203.54861450195,103.22569274902,131.95256042481,48583
23031,24953,38706,1,-8696.9404296875,-4076.4899902344,40.44630050659,48584
23032,25727,41086,0,-4125.830078125,-2767.8200683594,17.93029975891,50993
23033,35158,81361,1116,2015.8385009766,4553.1943359375,306.17156982422,41640
23034,34596,81144,1116,2015.6545410156,4537.8349609375,306.35610961914,41640
23035,10240,19489,530,2248.7258300781,2273.0954589844,97.83059692383,41641
23036,60886,158007,2277,-4.75325536728,-2.91290450096,56.66198348999,50994
23037,60886,158007,2222,2067.5051269531,-1814.4166259766,3357.2189941406,50994
23040,188,717,0,-11636.216796875,-80.828125,16.23856544495,50996
23043,27968,47006,33,-219.41700744629,2137.0500488281,80.88760375977,48585
23044,27968,47006,33,-239.93600463867,2116.1599121094,87.00379943848,48585
23045,27968,47006,33,-161.5659942627,2179.0900878906,151.90600585938,48585
23046,27968,47006,33,-276.54699707031,2298.0700683594,96.74320220947,48585
23047,27968,47006,33,-172.83299255371,2178.7600097656,129.25500488281,48585
23048,27968,47006,33,-241.06100463867,2224.8898925781,106.27300262451,48585
23049,26092,41908,0,-6292.8071289062,6486.7802734375,-864.82196044922,50998
23050,30618,59695,870,3041.3376464844,1227.5139160156,654.99261474609,48586
23051,35211,81443,1116,-2341.3002929688,1136.7899169922,21.89783477783,41645
23052,25791,41205,1,-5480.080078125,-4250.1196289062,87.16528320313,46277
23053,26676,273,0,-10517.461914062,-1158.6492919922,28.09952163696,50999
23054,35004,86355,1116,-114.46701812744,784.02258300781,73.35163116455,48587
23055,35004,80648,1116,-707.43231201172,628.42364501953,80.09857940674,48587
23056,35004,80648,1116,-477.70834350586,1839.8298339844,42.48508071899,48587
23057,35004,80648,1116,-192.02604675293,1016.1597290039,75.67938995361,48587
23059,48581,122009,1642,-1072.125,-8.04861164093,253.49287414551,41646
23060,48581,122009,1642,-1072.2847900391,-8.21006965637,253.48844909668,41646
23061,27085,44462,0,1590.2700195312,-1628.9300537109,64.82749938965,51001
23062,27085,44462,0,1546.5200195312,-1597.7199707031,64.75260162354,51001
23063,27085,44462,0,1520.25,-1617.8599853516,65.06279754639,51001
23066,12164,26935,571,4001.8793945312,-4555.9975585938,196.41549682617,46280
23067,12164,26935,571,4072.4309082031,-4130.4423828125,211.63778686523,46280
23068,12164,26935,571,4601.451171875,-5668.5649414062,169.47225952148,46280
23069,12164,26935,451,7074.634765625,6609.140625,-113.54340362549,46280
23071,48519,126310,1643,-1040.8680419922,1283.7465820312,6.86601829529,48589
23085,11619,25435,571,1996.4830322266,5853.8125,35.94662475586,41649
23090,26836,43897,646,1027.2199707031,1895.4799804688,308.11599731445,41650
23091,27968,47006,33,-219.41700744629,2137.0500488281,80.88760375977,46281
23092,27968,47006,33,-239.93600463867,2116.1599121094,87.00379943848,46281
23093,27968,47006,33,-161.5659942627,2179.0900878906,151.90600585938,46281
23094,27968,47006,33,-276.54699707031,2298.0700683594,96.74320220947,46281
23095,27968,47006,33,-172.83299255371,2178.7600097656,129.25500488281,46281
23096,27968,47006,33,-241.06100463867,2224.8898925781,106.27300262451,46281
23097,26180,2988,1,-2364.234375,-905.43927001953,-9.10583019257,43895
23099,12052,26647,571,4691.4497070312,571.62750244141,119.70081329346,48591
23107,35357,82094,1116,2599.8559570312,5705.0727539062,100.58999633789,41651
23108,35378,82080,1116,3260.4392089844,4620.9809570312,144.84722900391,41651
23109,27530,45831,0,3143.5300292969,-3402.0900878906,139.79200744629,51012
23110,29414,54567,860,1168.9444580078,3498.0390625,85.02966308594,41652
23111,29414,54567,860,1135.1579589844,3432.9877929688,105.53221130371,41652
23112,29414,54567,860,1206.3090820312,3507.4636230469,85.90689086914,41652
23113,29414,59642,860,1135.1510009766,3432.9409179688,105.53176879883,41652
23114,12662,28480,571,5790.6630859375,-3566.0832519531,386.52172851563,41653
23125,26781,44019,0,-12846.099609375,-437.9880065918,12.96669960022,51014
23130,50594,134639,1643,3367.2727050781,-412.47915649414,11.89361286163,43898
23131,50594,134639,1643,3367.2727050781,-412.47915649414,11.89361286163,43898
23132,50594,134639,1643,3367.2727050781,-412.47915649414,11.89361286163,43898
23133,13321,30345,623,-47.63819885254,-0.58253097534,-4.98187589645,43899
23134,13356,30825,713,38.55753707886,-0.02519300021,10.18880271912,43899
23135,13356,30825,622,38.55753707886,-0.02519300021,10.18880271912,43899
23136,27531,45828,0,2954.9599609375,-3002.8798828125,126.97100067139,51016
23137,10523,21291,530,-2817.2099609375,1777.2860107422,60.26142883301,43900
23138,27372,45729,0,2306.8701171875,-5262.5,82.45120239258,51017
23139,27372,45729,0,3007.1298828125,-3438.0200195312,149.70799255371,51017
23140,27372,45729,0,2295.669921875,-5341.8901367188,90.75189971924,51017
23141,27372,45729,0,3162.9099121094,-4320.8701171875,131.62899780273,51017
23142,27372,45429,0,2270.5400390625,-5278.4399414062,81.44750213623,51017
23143,27372,45429,0,1915.3299560547,-2649.169921875,60.54090118408,51017
23144,27372,45429,0,1853.4699707031,-3708.9599609375,160.58500671387,51017
23145,27372,45729,0,2542.5700683594,-4769.4301757812,105.23999786377,51017
23146,27372,45429,0,1692.8299560547,-3027.9699707031,77.35759735107,51017
23147,27372,45729,0,3134.669921875,-3408.580078125,139.57400512695,51017
23148,27068,40712,209,1229.1800537109,839.98797607422,8.93060970306,46285
23149,25792,40950,0,-5645.439453125,-493.29861450195,396.60763549805,51018
23150,26858,44217,389,-18.94709968567,-54.334400177,-21.54350090027,41655
23151,28405,164952,0,-8815.185546875,344.90972900391,107.04833984375,51019
23163,25768,40896,1,1164.5642089844,386.88369750977,84.29941558838,43902
23164,25682,41134,0,-10618.618164062,-3472.0190429688,5.5939874649,51023
23167,26858,44217,389,-18.94709968567,-54.334400177,-21.54350090027,46288
23168,14249,37151,1,4606.853515625,-5973.1079101562,155.2380065918,43905
23169,14249,35648,1,4606.853515625,-5973.1079101562,155.2380065918,43905
23171,49400,128927,1643,-1836.7083740234,-750.25177001953,58.35101318359,41657
23172,28213,47696,1,5220.6000976562,-704.36297607422,344.00201416016,48596
23173,26511,900,2300,-9221.3525390625,-2216.4096679688,66.17977142334,51026
23174,26511,900,0,-9215.916015625,-2215.9072265625,66.43976593018,51026
23175,30608,59894,870,2945.0373535156,1674.9114990234,663.10577392578,48598
23176,30608,59894,870,2815.2934570312,1584.1857910156,653.93157958984,48598
23177,30608,59894,870,2723.2604980469,2159.6545410156,589.70538330078,48598
23178,30608,59894,870,2815.2934570312,1584.1857910156,653.93157958984,48598
23179,30608,59894,870,2945.9653320312,1964.3403320312,643.04449462891,48598
23191,9148,16183,530,8119.7143554688,-6899.6235351562,70.75959777832,43907
23192,25581,40644,0,-6930.9150390625,5077.5834960938,-610.00415039063,51030
23193,25581,40644,0,-6604.1943359375,4271.2241210938,-562.43115234375,51030
23194,47249,122688,1642,2667.9228515625,1367.6649169922,9.17333698273,43909
23195,47249,122614,1655,-7479.0727539062,2974.9270019531,5,43909
23196,34422,78559,1265,3839.8586425781,-2777.1181640625,93.84130096436,46289
23197,34422,78559,1265,3936.7180175781,-2505.2238769531,69.64743804932,46289
23214,10267,20066,530,3339.7687988281,2881.7463378906,144.29739379883,48601
23215,30694,59138,870,-1162.9548339844,1045.7396240234,21.90393829346,46290
23216,35265,80597,1116,4179.6640625,5238.6538085938,65.45066070557,41660
23217,35330,82138,1116,4179.5087890625,5238.3671875,65.45066070557,41660
23219,48581,122009,1642,-1072.125,-8.04861164093,253.49287414551,48602
23220,48581,122009,1642,-1072.2847900391,-8.21006965637,253.48844909668,48602
23221,27510,44640,0,544.45001220703,1570.5999755859,131.49499511719,51034
23222,27510,176567,0,-176.30381774902,1273.6510009766,47.89101028442,51034
23223,27510,44640,0,1401.2399902344,1065.3399658203,60.47840118408,51034
23224,27510,46125,0,-694.82202148438,1545.6199951172,28.00180053711,51034
23225,27510,44640,0,1376.3800048828,1046.8699951172,53.36249923706,51034
23226,27510,47294,33,-110.02600097656,2158.9899902344,155.67900085449,51034
23227,27510,47294,33,-269.82800292969,2293.4599609375,77.48509979248,51034
23228,27510,44640,0,1376.3800048828,1046.8699951172,53.36249923706,51034
23229,27510,47294,33,-137.90798950195,2169.5832519531,137.54821777344,51034
23230,27510,45631,0,-180.19999694824,1280.5999755859,45.83420181274,51034
23231,25808,41277,1,413.62847900391,-349.46008300781,78.89206695557,41661
23232,10507,18530,530,-2272.6091308594,5576.36328125,79.95410919189,41662
23233,27795,46676,0,-10140.5,-3791.9899902344,17.33009910584,51035
23234,27854,7623,0,-10460.975585938,-3319.0747070312,39.85372161865,51035
23235,51472,137732,1643,-1226.9809570312,3381.0832519531,159.12739562988,41663
23236,51472,137732,1643,-1871.0747070312,2891.9409179688,129.74844360352,41663
23237,30694,59138,870,-1162.9548339844,1045.7396240234,21.90393829346,41664
23238,10857,20471,530,4157.7163085938,2991.2788085938,336.86206054688,48603
23239,30690,60161,870,1866.2048339844,2055.8645019531,455.69097900391,43912
23240,433,1977,0,-5714.7231445312,-1579.9996337891,383.20425415039,51036
23241,47601,123544,1642,2571.1120605469,-880.35241699219,2.4479496479,41665
23247,44055,108504,1220,5070.5288085938,5586.4165039062,114.36068725586,48607
23253,25449,40226,1,-4278.2133789062,2290.15625,9.40999317169,43914
23264,27206,44453,0,1291,-1530.75,58.67850112915,51044
23265,27206,44453,0,1375.3000488281,-1299.3900146484,56.98780059814,51044
23266,27206,44453,0,1347.3000488281,-1349.0200195312,49.20460128784,51044
23267,27206,44453,0,1347.3000488281,-1349.0200195312,49.20460128784,51044
23268,26369,42642,0,-240.44792175293,-4185.8369140625,121.79820251465,51045
23269,26526,43156,0,-72.15450286865,-4028.6599121094,122.17800140381,51045
23270,9803,18003,530,280.43011474609,6046.5874023438,130.3076171875,43915
23274,45176,89398,1220,-90.15625,6978.9887695312,12.41484546661,46294
23275,28051,47383,1,-6464.8100585938,-3508.1000976562,1.45823001862,41670
23277,60057,167584,2222,-3323.3889160156,-4150.8125,6599.4135742188,51049
23278,33976,77082,1116,832.28302001953,3159.5166015625,163.87925720215,43918
23279,48683,126979,1643,599.26214599609,1828.6319580078,25.42807388306,43919
23280,48683,126979,1643,423.81076049805,1898.8629150391,2.60740971565,43919
23281,48683,127418,1643,344.77432250977,2068.6076660156,8.54369068146,43919
23282,48683,127418,1643,344.77432250977,2068.6076660156,8.54369068146,43919
23284,34344,78208,1116,6627.2568359375,4288.2680664062,87.47389221191,43920
23285,11652,25329,571,2819.5122070312,6711.802734375,10.69721603394,48608
23286,13644,33443,1,3182.6049804688,537.30902099609,12.59965896606,46298
23287,9437,17095,1,-3144.2387695312,-2857.6967773438,34.30885696411,46299
23288,27239,4968,1,-2875.0285644531,-3349.1403808594,35.87006759644,46299
23289,27239,4968,1,-3749.6684570312,-4454.0454101562,64.95336151123,46299
23290,50297,130929,1642,-616.69793701172,281.97396850586,169.20291137695,46300
23291,29414,54567,860,1135.1579589844,3432.9877929688,105.53221130371,41671
23292,29414,54567,860,1168.9444580078,3498.0390625,85.02966308594,41671
23293,29414,54567,860,1206.3090820312,3507.4636230469,85.90689086914,41671
23294,29414,59642,860,1135.1510009766,3432.9409179688,105.53176879883,41671
23295,27195,45228,0,368.98999023438,1102.5600585938,106.26599884033,51051
23296,14234,35650,648,606.99829101563,3124.7744140625,3.12128901482,46302
23298,13572,32968,1,4730.3793945312,199.4693145752,54.68632888794,46303
23299,28282,46591,0,-3202.5500488281,-5020.9702148438,119.80699920654,51053
23300,28282,48472,0,-3368.3400878906,-4446.6000976562,171.26699829102,51053
23301,28282,48173,0,-3202.5300292969,-5020.919921875,119.80899810791,51053
23302,28288,47341,1,4326.580078125,-742.31402587891,284.44799804688,46304
23303,28288,47341,1,5425.0297851562,-419.4049987793,272.24398803711,46304
23304,27824,2860,0,-6607.66015625,-3417.4899902344,279.28601074219,51054
23305,27824,2860,0,-6610.990234375,-3421.9299316406,279.27700805664,51054
23306,32861,71424,870,736.90277099609,-501.42361450195,440.15420532227,9277
23307,32861,69782,870,831.52606201172,-166.76042175293,422.81228637695,9277
23308,12120,26886,571,4322.2822265625,-4990.6362304688,20.37800788879,43921
23311,30968,62275,870,1538.3021240234,4351.8203125,112.79328918457,43922
23312,9937,18407,530,-1356.1177978516,7213.3149414062,33.63368988037,43923
23313,9938,18408,530,-2568.978515625,7271.6391601562,15.47887897491,43923
23314,43331,110018,1220,-707.46527099609,4460.3759765625,738.12640380859,46305
23315,24736,9998,1,-6986.2377929688,-1073.6353759766,-269.70571899414,46306
23316,60886,158007,2277,-4.75325536728,-2.91290450096,56.66198348999,51056
23317,60886,158007,2222,2067.5051269531,-1814.4166259766,3357.2189941406,51056
23318,9573,17445,530,-3368.1716308594,-12409.436523438,23.97285842896,41673
23319,9573,17445,530,-1968.9622802734,-11830.71875,54.73402786255,41673
23320,58795,160037,2222,-1666.9896240234,-5785.984375,6827.1918945312,51057
23321,58795,160037,2222,-1684.234375,-5768.8037109375,6823.9404296875,51057
23322,58795,160037,2222,-1590.9600830078,-5849.015625,6858.5200195312,51057
23323,58795,160037,2222,-1596.6822509766,-5856.0122070312,6858.6977539062,51057
23324,58795,160037,2222,-1686.0816650391,-5760.6596679688,6823.8173828125,51057
23325,44400,113813,1220,-956.05035400391,4327.4755859375,740.166015625,48612
23327,29599,17876,560,2231.5212402344,119.13487243652,82.29929351807,41675
23328,29599,17876,560,2062.9340820312,229.14508056641,64.48779296875,41675
23329,29599,17876,560,2660.0847167969,659.54815673828,61.93698501587,41675
23330,29599,17876,560,2486.5637207031,624.09796142578,57.86754608154,41675
23334,28266,48133,0,-7693.3598632812,-1431.4799804688,140.93499755859,51060
23340,25368,40131,1,-5278.078125,858.66143798828,159.37893676758,46308
23341,25368,40131,1,-4960.8403320312,970.92016601563,155.95915222168,46308
23342,12609,28045,571,5929.837890625,-2378.6630859375,293.8405456543,46309
23343,60886,158007,2277,-4.75325536728,-2.91290450096,56.66198348999,51063
23344,60886,158007,2222,2067.5051269531,-1814.4166259766,3357.2189941406,51063
23345,25801,41297,0,-3740.4948730469,-848.11456298828,0.59288400412,51064
23346,49080,127961,1642,1986.15625,1376.8021240234,15.78752994537,43926
23347,49080,127961,1642,2901.0070800781,3.57118058205,2.79395985603,43926
23348,49080,127961,1642,2593.0920410156,474.82290649414,7.80567026138,43926
23349,49080,127961,1642,3041.7551269531,374.86285400391,0.96080058813,43926
23354,12843,29473,571,6113.3447265625,-1084.8303222656,402.8346862793,43927
23355,60886,158007,2277,-4.75325536728,-2.91290450096,56.66198348999,51066
23356,60886,158007,2222,2067.5051269531,-1814.4166259766,3357.2189941406,51066
23357,10055,21209,530,-595.78796386719,2890.8972167969,59.20400619507,46310
23358,10086,21283,530,145.44577026367,2690.0148925781,85.60005950928,46310
23359,58624,161865,2222,-2676.9497070312,5020.8740234375,4021.8664550781,51067
23360,28441,48568,0,-7917.8500976562,-1868.5600585938,132.53399658203,51068
23361,29865,56062,870,1520.2742919922,-1792.15625,246.27531433106,48616
23362,29865,56062,870,1520.2569580078,-1792.203125,246.32916259766,48616
23363,26418,42898,0,-31.95138931274,-2801.7238769531,123.34665679932,51069
23365,27620,16116,0,1679.1600341797,-5354.5498046875,73.61219787598,51071
23366,27620,16116,0,1692.75,-5215.990234375,73.95739746094,51071
23368,26955,44456,0,1796.2600097656,-1684.7800292969,60.16979980469,51073
23369,28781,50038,755,-10696.310546875,-1311.6840820312,17.60286903381,48617
23370,30820,60436,870,4393.142578125,886.33331298828,104.73474121094,41680
23371,30820,60436,870,4393.142578125,886.33331298828,104.73474121094,41680
