ID,Colors0_r,Colors0_g,Colors0_b,Colors1_r,Colors1_g,Colors1_b,Colors2_r,Colors2_g,Colors2_b,Alpha1,Alpha2,EdgeColor_r,EdgeColor_g,EdgeColor_b,Field_8_1_0_28440_014,Field_8_1_0_28440_015,Field_10_0_5_47118_016,Field_10_0_5_47118_017
57,0.01568627544,0.01568627544,0.08627451211,0.17254902422,0,0.30588236451,0.96862751245,0.96862751245,0.98823535442,0.69999998808,1,0.02352941409,0.11764706671,0.41176474094,1,2,0,0
60,0.27058824897,0.10588236153,0.10588236153,0.54117649794,0.21176472306,0.20784315467,0.70196080208,0.47843140364,0.47843140364,0.5,0.89999997616,0.92941182852,0.30196079612,0.30196079612,20,2,0,0
65,0.03529411927,0.08627451211,0.74509805441,0.46666669846,0.19215688109,0.63529413939,0.64705884457,0.65882354975,0.82745105028,0.5,0.25,0,0,0,1,3,0,0
66,0.03529411927,0.08627451211,0.74509805441,0,0,0,0.64705884457,0.65882354975,0.82745105028,0.5,0.25,0.64705884457,0.65882354975,0.82745105028,1,3,0,0
73,0,0.08627451211,0.21960785985,0.34509804845,0.47058826685,0.49411767721,1,1,1,0.5,0.89999997616,1,1,1,20,2,0,0
80,0,0,0,0.35686275363,0.20392158628,1,0,0,0,0.5,0.89999997616,0.76078438759,0.70196080208,1,0,0,0,0
83,0,0,0,0.05098039657,0.04313725606,0.16862745583,0.13333334029,0.10980392992,0.21176472306,0.5,2,0.01960784383,0.08235294372,0.35686275363,0,1,0,0
114,0.44313728809,0.22745099664,0.52549022436,0,0,0,0.77647066116,0.41568630934,1,0.5,1,0.76862752438,0.00392156886,0.92941182852,1,0,0,0
116,0.07058823854,0.01568627544,0.08627451211,0.24313727021,0,0.31764706969,1,1,1,0.5,1,0.54901963472,0.35686275363,0.55294120312,1,2,0,0
120,0,0.10980392992,1,1,1,1,0,0.67843139172,1,0.5,1,0,1,0.92941182852,1,0,0,0
124,1,0.98039221764,0.32549020648,1,0.76862752438,0.34509804845,1,0.54117649794,0.02352941409,0.5,1,0.99215692282,1,0.41568630934,4,0,0,0
133,0.07058823854,0,0.29803922772,0,0,0,0,0,0,0.5,1,0.07450980693,0,1,0,1,0,0
141,0.23137256503,0.10588236153,0.27058824897,0.36470589042,0.85882359743,0.33333334327,1,1,1,0.5,1,1,1,1,1,2,0,0
142,0.19607844949,0.14509804547,0.7490196228,0.36862745881,0.57254904509,0.8784314394,0,0,0,0.5,1,0,0,0,10,0,0,0
145,0,0.08627451211,0.21960785985,0.21568629146,0.59607845545,0.54509806633,1,1,1,0.5,0.89999997616,0.24705883861,0.58431375027,0.55686277151,20,3,0,0
159,0.05490196496,0.06666667014,0.92156869173,0.31764706969,0.7490196228,0.90196084976,0.52549022436,0.90980398655,0.97254908085,0.5,2,0.74509805441,0.96470594406,1,20,3,0,0
161,0,0.08627451211,0.21960785985,0.07058823854,0.65490198135,0.76862752438,1,1,1,0.5,0.89999997616,1,1,1,6,2,0,0
163,0.08235294372,0.22745099664,0.45882356167,0.20392158628,0.44313728809,0.72549021244,0.58431375027,0.91372555494,1,0.5,0.89999997616,0.81176477671,0.61176472902,0.23137256503,6,2,0,0
165,0,0,0,0.501960814,0.501960814,0.501960814,1,1,1,0.25,0.69999998808,0,0,0,6,2,0,0
169,0,0,0,0.3764706254,0.6235294342,0.6235294342,0.250980407,0.7490196228,0.7490196228,0.34999999404,1,0,0,0,0,0,0,0
171,0,0,0,0.05098039657,0.04313725606,0.16862745583,0.09803922474,0.07450980693,0.17647059262,0.5,2,0.01960784383,0.08235294372,0.35686275363,1,1,0,0
172,0.23529413342,0.20392158628,0.31764706969,0.05882353336,0.05882353336,0.05882353336,0.87450987101,0.15294118226,0.87450987101,0.5,1,0.27058824897,0.27058824897,0.3764706254,0,0,0,0
178,0.18039216101,0.01568627544,0.01176470704,0.87450987101,0.25882354379,0.08235294372,0.81176477671,0.81176477671,0.81176477671,0.5,0.89999997616,1,0.22745099664,0,20,2,0,0
183,0,0,0,0.07058823854,0.06274510175,0.17254902422,0.23137256503,0,1,0.60000002384,0.76999998093,0.09411765635,0.41960787773,0.99607849121,0,1,0,0
187,0,0,0,0.3764706254,0.6235294342,0.6235294342,0.250980407,0.7490196228,0.7490196228,0.5,1,0,0,0,0,0,0,0
191,0,0,0,0.86666673422,0.86666673422,0.86666673422,0,0,0,0.5,0.89999997616,0,0,0,20,2,0,0
195,0,0,0,0.05098039657,0.04313725606,0.16862745583,0.09803922474,0.07450980693,0.17647059262,0.5,2,0.01960784383,0.08235294372,0.35686275363,20,1,0,0
201,0.13725490868,0.61176472902,0.49019610882,0.38039219379,0.65098041296,0.70588237047,0.6274510026,0.99215692282,0.92941182852,0.60000002384,1,1,1,1,1,2,0,0
213,0,0,0,0.05098039657,0.04313725606,0.16862745583,0.09803922474,0.07450980693,0.17647059262,0.5,2,0.01960784383,0.08235294372,0.35686275363,0,1,0,0
219,0.18039216101,0.01568627544,0.01176470704,0.53725492954,0.08235294372,0.87450987101,0.81176477671,0.81176477671,0.81176477671,0.5,0.89999997616,1,0.39607846737,0,20,2,0,0
220,0,0,0,0.05098039657,0.04313725606,0.16862745583,0.09803922474,0.07450980693,0.17647059262,0.69999998808,2,0.01960784383,0.08235294372,0.35686275363,0,1,0,0
227,0,0,0,0.16078431904,0.09411765635,0.5607843399,1,1,1,0.25,1,1,1,1,0,2,0,0
234,0,0,0,0.82745105028,0.27843138576,0.00784313772,1,0.85098046064,0.70588237047,0.5,0.5,1,0.41568630934,0,0,2,0,0
235,0,0.7490196228,1,0,0,0,0,0,0,0.25,0.75,0.501960814,0,1,0,1,0,0
240,0.93725496531,0.82745105028,0.96078437567,0.32941177487,0.16470588744,0.89411771297,0.05098039657,0.06274510175,0.59607845545,0.80000001192,0.20000000298,0.36862745881,0.38039219379,1,1,0,0,0
242,0.07450980693,0.07450980693,0.11372549832,0.93333339691,0.75686281919,0.51372551918,0.93333339691,0.75686281919,0.51372551918,0.5,0.89999997616,1,1,1,20,2,0,0
243,0.07450980693,0.07450980693,0.11372549832,0.92156869173,0.92156869173,0.92156869173,0.90980398655,0.90980398655,0.89019614458,0.5,10,0.94509810209,0.94509810209,0.94509810209,20,2,0,0
246,0.03137255087,0.03137255087,0.03137255087,0.60392159224,0.60392159224,0.60392159224,1,1,1,0.5,1,1,1,1,20,3,0,0
247,0.07450980693,0.07450980693,0.11372549832,0.93333339691,0.75686281919,0.51372551918,0.93333339691,0.75686281919,0.51372551918,0.5,0.89999997616,1,1,1,20,3,0,0
253,0.15686275065,0.19607844949,0.26274511218,0.38039219379,0.65098041296,0.70588237047,0.72549021244,0.85882359743,0.88627457619,0.5,1,1,1,1,1,2,0,0
254,0,1,1,0.501960814,1,1,1,1,1,0.25,0.69999998808,1,1,1,6,2,0,0
260,0,0,0,0.3764706254,0.6235294342,0.6235294342,0.250980407,0.7490196228,0.7490196228,0.5,1,0,0,0,5,1,0,0
264,0,0,0,0.6235294342,0.6235294342,0.6235294342,0.7490196228,0.7490196228,0.7490196228,0.5,1,0,0,0,0,0,0,0
277,0.10588236153,0.16470588744,0.27058824897,0.76862752438,0.07058823854,0.94901967049,0.94901967049,0.76078438759,0.96862751245,0.89999997616,1,1,1,1,1,2,0,0
279,0,0,0,0.3764706254,0.6235294342,0.6235294342,0.250980407,0.7490196228,0.7490196228,0.5,1,0,0,0,0,3,0,0
286,0,0,0,0,0,0,0,0,0,0.99000000954,1,0,0,0,0,2,0,0
288,0,0.08627451211,0.21960785985,0,0.90196084976,1,1,1,1,0.5,0.89999997616,1,1,1,20,2,0,0
290,0.10588236153,0.16470588744,0.27058824897,0,0.71764707565,1,0.76078438759,0.96862751245,0.96862751245,0.89999997616,1,1,1,1,1,2,0,0
292,0.31764706969,0.44705885649,0.65882354975,0.50980395079,0.83137261868,1,0.40000003576,0.5607843399,0.79607850313,0.5,1,0.8156863451,0.89411771297,0.92156869173,0,0,0,0
293,0,0,0,1,0.250980407,0.250980407,1,1,1,0.5,1,1,1,1,1,2,0,0
295,0.14509804547,0,0,0.80392163992,0.01960784383,0.01960784383,1,0.87450987101,0.87450987101,0.5,1.10000002384,1,1,1,1,2,0,0
298,0.16862745583,0.10588236153,0.27058824897,0.40000003576,0.15686275065,0.68235296011,1,1,1,0.5,1,0.40784317255,0.35686275363,0.72941178083,1,3,0,0
301,0,0.00392156886,0.45490199327,0,0.27843138576,1,0,0.9411765337,1,0.5,0.80000001192,0.4392157197,0.8784314394,1,1,2,0,0
306,0,0,0,0.07450980693,0.44705885649,0.29803922772,0.09019608051,0.81176477671,0.52156865597,0.5,1,0.13333334029,0.09019608051,0.17254902422,20,3,0,0
307,0,0,0,0,0.40000003576,0.63529413939,0.6901960969,0.83137261868,1,0.20000000298,1,1,1,1,0,0,0,0
310,0.61960786581,0,0,0.30980393291,0.03529411927,0.03529411927,0.42352944613,0,0,0.5,1,0.4392157197,0.01960784383,0.01960784383,2,0,0,0
317,0.34509804845,0.47450983524,0.68235296011,0.30196079612,0.63529413939,0.82745105028,0.41568630934,0.58431375027,0.79607850313,0.5,1,0.79607850313,0.89411771297,0.90980398655,0,0,0,0
318,0.88235300779,0,0.01176470704,0.65882354975,0.02745098248,0.01568627544,0.38431376219,0.07843137532,0.07843137532,0.5,1,0,0,0,0,1,0,0
320,0,0,0,0.39607846737,0.50588238239,0.40000003576,0,0,0,0.5,0.89999997616,0,0,0,20,2,0,0
321,0,0,0,0.17647059262,0.92549026012,0.87450987101,0,0,0,0.80000001192,0.5,0,0,0,0,0,0,0
322,0.81176477671,0.01176470704,0,0.35294118524,0.09411765635,0.08627451211,0.47843140364,0.05098039657,0.05098039657,0.5,1,0.82352948189,0.12941177189,0.09411765635,0,0,0,0
327,0,0.00392156886,0,0.09803922474,0.29411765933,0.50588238239,0.08235294372,0.06666667014,0.35294118524,0.5,0.80000001192,0.02352941409,0.02352941409,0.02352941409,1,2,0,0
332,0,0,0,0.72156864405,0.54901963472,0.19607844949,0.91764712334,0.48235297203,0.04313725606,0.5,1,0.99215692282,0.55686277151,0.02745098248,0,3,0,0
334,0.14901961386,0.1254902035,0.18431372941,0.31764706969,0.23529413342,0.41568630934,0.33725491166,0.13725490868,0.54509806633,0.89999997616,1,0.40784317255,0.35686275363,0.72941178083,6,2,0,0
335,0.58823531866,0.64313727617,0.64313727617,0.23137256503,0.501960814,0.501960814,0.10980392992,0.38823533058,0.36862745881,0.25,0.69999998808,0,0,0,6,2,0,0
337,0,0,0,0.41960787773,0.45882356167,0.45882356167,0.06666667014,0.15294118226,0.15294118226,0.5,1,0,0,0,0,3,0,0
340,0,0,0,0.09803922474,0,0,0.1254902035,0,0,0.5,1,0,0,0,1,3,0,0
341,0.12941177189,0.18431372941,0.20000001788,0.45098042488,0.54901963472,0.61960786581,1,1,1,0.5,1,1,1,1,1,2,0,0
342,1,0,0,1,0.41568630934,0,1,0.72941178083,0,0.5,1,1,0.66666668653,0,0,0,0,0
343,0.10588236153,0.16470588744,0.27058824897,0.18039216101,0.82745105028,0.57254904509,1,1,1,0.5,1,1,1,1,1,2,0,0
345,0.85490202904,0,0.16078431904,0.49803924561,0,0.09411765635,0.94509810209,0.16470588744,0.30980393291,0.5,1,0,0,0,5,0,0,0
350,0,0.95294123888,1,0,0.58039218187,1,0,0,0,0.5,1,0.86274516582,0.86274516582,0.86274516582,0,0,0,0
357,0.07843137532,0.09019608051,0.11372549832,0.20392158628,0.30196079612,0.41176474094,0.41960787773,0.45882356167,0.51764708757,0.5,0.69999998808,0.18039216101,0.21568629146,0.24313727021,0,2,0,0
358,0.07843137532,0.09019608051,0.11372549832,0.20392158628,0.30196079612,0.41176474094,0.41960787773,0.45882356167,0.51764708757,0.5,0.80000001192,0.3764706254,0.50980395079,0.61176472902,0,3,0,0
361,0.07843137532,0.09019608051,0.11372549832,0.41568630934,0.56862747669,0.72941178083,0.60392159224,0.66274511814,0.7529412508,0.5,0.69999998808,0.41568630934,0.49019610882,0.55294120312,0,2,0,0
363,0.02745098248,0,0,0.24313727021,0,0,0.3764706254,0.00392156886,0,0.5,0.80000001192,1,0.04313725606,0,1,2,0,0
367,0.34509804845,0.47450983524,0.68235296011,0.51764708757,0.81960791349,0.99215692282,0.41568630934,0.58431375027,0.79607850313,0.5,1,0.79607850313,0.89411771297,0.90980398655,0,0,0,0
369,0,0,0,0.24313727021,0.85882359743,0.60000002384,0.22352942824,0.98039221764,0.55686277151,0.5,1,0.02352941409,0.6901960969,0.31764706969,0,0,0,0
371,0.6901960969,0,0,0.36078432202,0.01960784383,0.01960784383,1,0.61960786581,0.61960786581,0.34999999404,0.80000001192,1,0.61960786581,0.61960786581,20,2,0,0
374,0.23137256503,0.59607845545,0.63529413939,0.45882356167,0.90588241816,0.94901967049,0.57647061348,1,0.99607849121,0.5,0.40000000596,0,0,0,0,0,0,0
385,0.09803922474,0,0.1882353127,0,0.36862745881,1,0,0.60392159224,1,0.5,0.80000001192,0.4392157197,0.8784314394,1,1,2,0,0
389,0.10588236153,0,0,0.27058824897,0.23137256503,0.27450981736,0.54901963472,0.16470588744,0.16470588744,0.5,0.5,0.40392160416,0.15294118226,0.15294118226,2,3,0,0
393,0,0,0,0.3764706254,0.6235294342,0.6235294342,0.250980407,0.7490196228,0.7490196228,0.5,1,0.01960784383,0,0,1,2,0,0
397,0.58823531866,0.64313727617,0.64313727617,0.27843138576,0.38039219379,0.38039219379,0.3137255013,0.36862745881,0.36470589042,0.25,0.69999998808,0,0,0,6,2,0,0
406,0.23529413342,0.1882353127,0.24313727021,0.39215689898,0.34509804845,0.39607846737,0.52156865597,0.42352944613,0.52156865597,0.80000001192,2,0,0,0,10,0,0,0
407,0,0,0,0.3764706254,0.6235294342,0.6235294342,0.250980407,0.7490196228,0.7490196228,0.5,0.94999998808,0.30980393291,0.49803924561,0.56862747669,0,0,0,0
414,0.10588236153,0.16470588744,0.27058824897,0,0.83137261868,1,1,1,1,1,0.89999997616,1,1,1,1,2,0,0
416,0.08627451211,0.69411766529,0.52941179276,0.06666667014,0.40784317255,0.36470589042,0.14117647707,0.20000001788,0.29803922772,0.5,0.80000001192,0.68235296011,0.98431378603,0.6862745285,1,2,0,0
417,0.07058823854,0.07058823854,0.07058823854,0.11764706671,0.06666667014,0.10196079314,1,1,1,0.5,1,1,1,1,1,2,0,0
427,0.05490196496,0.06666667014,0.92156869173,0.31764706969,0.7490196228,0.90196084976,0.52549022436,0.90980398655,0.97254908085,0.89999997616,1,0.74509805441,0.96470594406,1,1,2,0,0
429,0.10588236153,0.16470588744,0.27058824897,0.4392157197,0.65098041296,0.36078432202,0.60000002384,0.81176477671,0.55686277151,0.89999997616,1,1,1,1,1,2,0,0
430,0.03921568766,0.27843138576,0.250980407,0,0.85882359743,0.72549021244,1,1,1,0.5,1,1,1,1,1,2,0,0
434,0.12941177189,0.18431372941,0.20000001788,0.27058824897,0.67843139172,0.78823536634,0.58823531866,0.93725496531,1,0.5,1,0,0.83529418707,1,0,2,0,0
440,0.40000003576,0.40000003576,0.40000003576,0.53725492954,0.42352944613,0.60392159224,0.41176474094,0.34117648005,0.45882356167,80,0.20000000298,0.1882353127,0.14509804547,0.23529413342,6,0,0,0
446,0.22745099664,0.28627452254,0.38823533058,0.11764706671,0.11764706671,0.18039216101,0,0,0,0.30000001192,1,0.66666668653,0.66666668653,0.66666668653,1,2,0,0
451,0.10588236153,0.16470588744,0.27058824897,0.38039219379,0.65098041296,0.70588237047,0.48627454042,0.89019614458,0.96862751245,0.5,1.60000002384,1,1,1,1,3,0,0
452,0.10588236153,0.16470588744,0.27058824897,0.38039219379,0.65098041296,0.70588237047,1,0.6862745285,0.61176472902,0.5,1,1,0,0,1,3,0,0
453,0.21176472306,0.03529411927,0.02352941409,0.73725491762,0.26666668057,0.24705883861,0.96470594406,0.78039222956,0.75686281919,0.80000001192,1,1,0,0,1,3,0,0
458,0.10588236153,0.16470588744,0.27058824897,0.38039219379,0.65098041296,0.70588237047,1,1,1,0.5,1,1,1,1,1,3,0,0
461,0.21176472306,0.20784315467,0.16470588744,0.60000002384,0.60000002384,0.48627454042,1,1,1,0.5,1,1,1,1,1,2,0,0
462,0,0.48235297203,0.28627452254,0,0.9411765337,0.55686277151,0.8784314394,1,0.95294123888,0.89999997616,1,0,0.9411765337,0.55686277151,1,2,0,0
467,0.21176472306,0.20784315467,0.16470588744,0.60000002384,0.60000002384,0.48627454042,0.21176472306,0.20784315467,0.16470588744,0.5,1,1,1,1,1,2,0,0
472,0,0,0,0,0,0,0,0,0,1,1.70000004768,0,0,0,20,2,0,0
476,0.07843137532,0.09019608051,0.11372549832,0.20392158628,0.30196079612,0.41176474094,0,0,0,1,0.69999998808,0.18039216101,0.21568629146,0.24313727021,0,2,0,0
477,0.07843137532,0.09019608051,0.11372549832,0.20392158628,0.30196079612,0.41176474094,0.41960787773,0.45882356167,0.51764708757,1,0.69999998808,0.18039216101,0.21568629146,0.24313727021,0,2,0,0
478,0.03529411927,0.09019608051,0.11764706671,0.32156863809,0.31764706969,0.65882354975,0.33333334327,0.60392159224,0.93333339691,0.5,0.94999998808,0.56862747669,0.90980398655,0.93333339691,0,2,0,0
481,0.07843137532,0.09019608051,0.11372549832,0.20392158628,0.30196079612,0.41176474094,0.07843137532,0.09019608051,0.11372549832,1,0.69999998808,0.18039216101,0.21568629146,0.24313727021,0,2,0,0
487,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,2,0,0
488,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0
493,0,0,0,0.97254908085,0.83921575546,0.40000003576,0.92941182852,0.92941182852,0.92941182852,0.5,1,0.01960784383,0,0,10,2,0,0
497,0.07843137532,0.09019608051,0.11372549832,0.20392158628,0.30196079612,0.41176474094,0.41960787773,0.45882356167,0.51764708757,1,0.69999998808,0.18039216101,0.21568629146,0.24313727021,0,3,0,0
498,0.07843137532,0.09019608051,0.11372549832,0.20392158628,0.30196079612,0.41176474094,0.07843137532,0.09019608051,0.11372549832,1,0.69999998808,0.18039216101,0.21568629146,0.24313727021,0,3,0,0
500,0.12941177189,0.46666669846,0.5607843399,0.34901961684,0.69803923368,0.94901967049,1,1,1,0.40000000596,1,0.61568629742,0.92156869173,1,1,2,0,0
519,0.6901960969,0.24705883861,0,0.36078432202,0.10588236153,0.01960784383,1,0.78039222956,0.61960786581,0.34999999404,0.80000001192,1,0.78431379795,0.61960786581,20,2,0,0
540,0,0,0.25882354379,0,0.09803922474,0.46666669846,0.78431379795,0.78823536634,0.89803928137,0,1,0.55294120312,0.96470594406,0.95686280727,0,0,0,0
544,0.81176477671,0.39607846737,0.12941177189,1,0.25490197539,0,0,0.9411765337,1,0.5,0.80000001192,0.4392157197,0.8784314394,1,1,2,0,0
546,0.64313727617,0.1254902035,0.8156863451,0.01176470704,0,1,1,0.36078432202,0.80000007153,0.5,0.80000001192,0.4392157197,0.8784314394,1,1,2,0,0
550,0.02352941409,0.28235295415,0,0,0.6274510026,0.24705883861,0,1,0.01568627544,0.80000001192,1,0,0.27450981736,0.04313725606,1,2,0,0
556,0.71764707565,0.6274510026,0.41176474094,1,0.85098046064,0,0,0,0,0.5,1,0,0,0,1,0,0,0
560,0.18431372941,0,0.50980395079,0.35294118524,0.16470588744,0.39215689898,0.45098042488,0,0.3725490272,0.5,1,1,0.70588237047,0.88235300779,0,0,0,0
562,0,0.08627451211,0.21960785985,0.19215688109,0.70588237047,0.8784314394,0.15294118226,0.56862747669,0.76470595598,0.80000001192,0.89999997616,0.05882353336,0.26274511218,0.34509804845,20,2,0,0
564,0,0.08627451211,0.21960785985,0.76862752438,0.07058823854,0.13725490868,1,1,1,0.5,0.89999997616,1,1,1,20,2,0,0
570,1,0.99215692282,0.65098041296,1,0.78039222956,0,1,0,0,0.5,1,1,1,1,19,1,0,0
574,0,0,0,0,0,0,0,0,0,0.5,1,0.45490199327,0.96470594406,0.99215692282,0,0,0,0
576,0,0.08627451211,0.21960785985,0.49803924561,0.91764712334,1,1,1,1,0.5,0.89999997616,1,1,1,20,2,0,0
580,0,0,0,0.45098042488,0.86666673422,0.17647059262,0.85490202904,0.90980398655,0.25882354379,0.80000001192,1,0,0,0,0,0,0,0
585,0,0,0,0.47450983524,0.35294118524,0,1,1,1,0.5,0.89999997616,1,1,1,0,0,0,0
592,0.10588236153,0.22745099664,0.27058824897,0.38039219379,0.57647061348,0.70588237047,1,1,1,0.5,1,1,1,1,1,2,0,0
594,0.30980393291,0.6862745285,0.93725496531,0.23137256503,0.55294120312,0.74509805441,0,0.20784315467,0.31764706969,0.10000000149,1,0.55294120312,1,0.93725496531,1,0,0,0
605,0.70980393887,0.02745098248,0,1,0.48235297203,0.36470589042,1,1,1,0.5,1,1,1,1,1,2,0,0
606,0,0.55686277151,0.19215688109,0.36470589042,1,0.48235297203,1,1,1,0.5,1,1,1,1,1,2,0,0
607,0.70980393887,0.54117649794,0,1,0.85098046064,0.36470589042,1,1,1,0.5,1,1,1,1,1,2,0,0
613,1,0,0,1,0.52156865597,0,0.96862751245,1,0,0.25,1,1,0.54509806633,0,6,2,0.5,0.5
614,0,0,0,0.16078431904,0,0.72549021244,0.60392159224,0.39215689898,1,1,0.5,0,0.53725492954,1,0,1,0.10000000149,0.10000000149
618,0.10588236153,0.16470588744,0.27058824897,0.38039219379,0.70588237047,0.48235297203,1,1,1,0.5,1,1,1,1,1,2,0,0
623,0,0,0,0.16078431904,0,0.72549021244,0.60392159224,0.39215689898,1,1,0.5,0,0.53725492954,1,0,1,0.5,0.5
624,0.32156863809,0.16862745583,0,0.61176472902,0.36470589042,0.12156864256,0.36862745881,0.250980407,0.13725490868,1,1.5,1,0.63137257099,0,0,1,0,0
630,0,0,0,0.14509804547,0.90588241816,0.09411765635,1,1,1,0.5,0.89999997616,0.11372549832,1,0,1,0,0,0
635,0.22352942824,0.11764706671,0,0.501960814,0.30588236451,0,0.76078438759,0.44705885649,0,1,1.5,1,0.82745105028,0,0,1,0.10000000149,0.10000000149
641,0.1254902035,0.17254902422,0.8156863451,0.36470589042,0.38431376219,1,0.60784316063,0.63137257099,1,0.5,0.80000001192,0.76862752438,0.78823536634,1,1,2,0,0
642,0.10588236153,0.16470588744,0.27058824897,0.44705885649,0.11372549832,0.49803924561,1,1,1,0.5,1,1,1,1,1,2,0,0
643,0.35294118524,0.03529411927,0,1,0.46274513006,0,0.94901967049,0.90196084976,0.26274511218,0.5,0.40000000596,1,0.80000007153,0.4392157197,1,1,0,0
651,0.36862745881,0.12156864256,0.12156864256,1,0.46666669846,0,1,0.88627457619,0,0.5,0.40000000596,1,0.77647066116,0.24705883861,1,1,0,0
652,0.1254902035,0.8156863451,0.5647059083,0.45098042488,1,0.82352948189,0.5647059083,1,0.87058830261,0.5,0.80000001192,0.79607850313,1,0.98823535442,1,2,0,0
653,1,0.36862745881,0.78823536634,0.98823535442,0.45490199327,1,1,0.82352948189,0.97647064924,0.5,0.80000001192,1,0.76470595598,0.97647064924,1,2,0,0
655,0,0,0,0.17647059262,0.79215693474,0.48235297203,1,1,1,0.5,0.89999997616,0.98431378603,1,0.99215692282,6,2,0,0
658,0.10588236153,0.16470588744,0.27058824897,0.33725491166,0.6274510026,0.68235296011,1,1,1,0.5,1,1,1,1,1,2,0,0
660,0,0.49803924561,0.32156863809,0.34901961684,1,0.50980395079,0.89803928137,1,0.79215693474,0.5,0.40000000596,0.18431372941,1,0.99607849121,1,0,0,0
661,0.250980407,0,0.67058825493,0.71372550726,0,0.89019614458,0.84313732386,0.53725492954,0.87058830261,0.40000000596,0.40000000596,1,0.46274513006,0.98039221764,1,0,0,0
662,0.32156863809,0.16862745583,0,0.61176472902,0.36470589042,0.12156864256,0.36862745881,0.250980407,0.13725490868,1,3,1,0.6235294342,0,0,1,0.10000000149,0.10000000149
