ID,Position_0,Position_1,Position_2,MapID,AreaTableID,Faction,JournalInstanceID
88,-1181.9799804688,2861.9499511719,85.25810241699,1,607,-1,232
89,-1484.0699462891,2617.5700683594,75.71440124512,1,405,-1,232
90,-1381.9599609375,2918.7299804688,73.20390319824,1,607,-1,232
91,-4664.6000976562,-2536.9299316406,82.66790008545,1,5092,-1,233
92,-4455.1098632812,-1655.0100097656,85,1,4709,-1,234
93,3392.4599609375,-3389.1999511719,143.07299804688,0,2279,-1,236
94,-10292.299804688,-3990.0200195312,-68,0,74,-1,237
95,-8761.849609375,848.55700683594,87.80519866943,0,8411,-1,238
96,-6055.5,-2955,220,0,923,-1,239
97,-753.59600830078,-2212.7800292969,21.54030036926,1,17,-1,240
98,-6790.8798828125,-2891.9499511719,8.88638973236,1,978,-1,241
99,1282.0500488281,-2548.7299804688,85.39939880371,0,2298,-1,246
100,-3361.5500488281,5236.8701171875,-101.047996521,530,3688,-1,247
101,-365.61099243164,3087.6201171875,-14.5593996048,530,3545,-1,248
102,12878.799804688,-7348.740234375,65.53099822998,530,4095,-1,249
103,-3068.1298828125,4942.7998046875,-101.047996521,530,3956,-1,250
104,-8326.26953125,-4047.4399414062,-207.52200317383,1,440,-1,251
105,-3362.3500976562,4650.3100585938,-101.047996521,530,3688,-1,252
106,-3656.0500488281,4943.1098632812,-101.047996521,530,3688,-1,253
107,3314.7800292969,1325.9200439453,507.34799194336,530,3842,-1,254
108,-8777.3896484375,-4156.919921875,-190,1,981,-1,255
109,-307.25100708008,3170.5100097656,28.91440010071,530,3955,-1,256
110,3418.919921875,1479.0100097656,184.05900573731,530,3842,-1,257
111,2861.3701171875,1545.3900146484,252.15800476074,530,3842,-1,258
112,-310.21099853516,3091.5900878906,-4.15262985229,530,3545,-1,259
113,745.83898925781,7015.2700195312,-72.11849975586,530,3653,-1,260
114,818.48699951172,6951.2998046875,-80.57039642334,530,3653,-1,261
115,782.87902832031,6741.9399414062,-72.5406036377,530,3521,-1,262
116,3639.3999023438,2027.1999511719,6.5,571,65,-1,271
117,3668.2900390625,2174.6298828125,36.23429870605,571,65,-1,272
118,4775.3198242188,-2017.1600341797,235,571,4309,-1,273
119,6976.5400390625,-4396.330078125,457.5,571,4375,-1,274
120,9188.8203125,-1390.0100097656,1144,571,4548,-1,275
121,5627.41015625,1957.3199462891,819,571,4522,-1,276
122,8922.0302734375,-963.43402099609,1052,571,4547,-1,277
123,5584.1098632812,2003.1600341797,807.20001220703,571,4522,-1,278
124,-8758.7802734375,-4469.580078125,-194,1,440,-1,279
125,5678.5600585938,1995.2800292969,808,571,4522,-1,280
126,3902.7900390625,6985.6899414062,75,571,4120,-1,281
127,3869.8400878906,6984.16015625,112.5,571,4120,-1,282
128,5675.4301757812,480.91900634766,659.19396972656,571,4553,-1,283
129,8562.599609375,791.78497314453,562.89898681641,571,4658,-1,284
130,1257.1099853516,-4854.4799804688,41.24800109863,571,495,-1,285
131,1226.2299804688,-4861.7001953125,223.22300720215,571,495,-1,286
132,-720.00347900391,1261.4982910156,136.6463470459,870,6001,-1,302
133,699.68054199219,2080.3784179688,374.69787597656,870,6306,-1,303
134,2864.8200683594,-823.41998291016,160.33200073242,0,160,-1,311
135,3646,2545.8999023438,777.01501464844,870,6173,-1,312
136,957.34899902344,-2475.7099609375,188,870,5974,-1,313
137,2924.3798828125,-798.42901611328,161.61099243164,0,161,-1,316
138,3977.2404785156,1115.7360839844,497.13613891602,870,5841,-1,317
139,959.95831298828,-49.5,513.73559570313,870,6372,-1,320
140,1401.8403320312,426.84375,479.05435180664,870,6143,-1,321
141,959.95831298828,-49.5,513.73559570313,870,6372,-1,322
142,165.23611450195,4068.0598144531,256.20278930664,870,6435,-1,330
143,7264.408203125,5014.869140625,76.17105865479,1064,6507,-1,362
144,1244.8403320312,598.91668701172,325.86029052734,870,6143,-1,369
145,7270.0024414062,4470.322265625,125.833152771,1116,6968,-1,385
146,8112.2163085938,847.91839599609,34.34571075439,1116,6892,-1,457
147,114.03646087647,2196.2863769531,177.1657409668,1116,6722,-1,476
148,17.203125,2519.6494140625,109.22791290283,1116,6722,-1,476
149,3471.4140625,7447.8959960938,31.81673812866,1116,7367,-1,477
150,7890.1674804688,569.22570800781,126.06169891357,1116,6901,-1,536
151,752.61285400391,138.52604675293,7.53106021881,1116,6872,-1,537
152,1499.2778320312,3049.6042480469,110.85906982422,1116,6662,-1,547
153,7080.8969726562,187.48957824707,144.96086120606,1116,7320,-1,556
154,3471.4140625,7447.8959960938,31.81673812866,1116,7367,-1,557
155,8850.5751953125,1338.0764160156,98.26377105713,1116,7411,-1,558
156,-7474.984375,-1322.09375,302.93621826172,0,254,-1,559
157,-7512.16015625,-1034.7800292969,177.20799255371,0,254,-1,741
159,-8424.9404296875,1508.6500244141,32.01419830322,1,5695,-1,743
160,-8230.400390625,2005.3299560547,129.8630065918,1,5695,-1,744
161,-11101.900390625,-1998.1199951172,49.33069992065,0,2562,-1,745
162,3556.7900390625,5083.41015625,1.44247996807,530,3522,-1,746
163,-309.6780090332,3079.1201171875,-116.57099914551,530,3545,-1,747
164,843.88500976563,6865.240234375,-66.98979949951,530,3521,-1,748
165,3087.1799316406,1364.5300292969,184.07099914551,530,3842,-1,749
166,-8158.8999023438,-4155.6499023438,-160,1,440,-1,750
167,-3671.9599609375,318.53399658203,31.61940002441,530,3756,-1,751
168,12551,-6775.1499023438,15.05309963226,530,4094,-1,752
169,5494.8798828125,2839.8100585938,420.81100463867,571,4575,-1,753
170,3681.2900390625,-1280.1899414062,248.46600341797,571,4188,-1,754
171,3442.6298828125,260.95098876953,-100,571,4254,-1,755
172,3870.2900390625,6984.2001953125,153.84700012207,571,4120,-1,756
173,8515.2099609375,744.41302490234,562.90600585938,571,4658,-1,757
174,5772.1098632812,2063.2700195312,647.06402587891,571,4522,-1,758
175,9364.3603515625,-1113.4399414062,1320,571,4445,-1,759
176,-4768.6098632812,-3752.1101074219,53.43170166016,1,511,-1,760
177,3608.1899414062,186.16999816895,-100,571,4254,-1,761
179,-4478.2900390625,4245.3134765625,6.59790039063,2444,13837,-1,1196
180,-545.31768798828,2212.3820800781,430.02130126953,2444,13645,-1,1198
181,2350.5087890625,2627.7985839844,244.04164123535,2444,13644,-1,1199
182,452.859375,-4287.767578125,1580.9671630859,2444,13647,-1,1200
183,1353.7916259766,-2781.515625,731.53930664063,2444,13647,-1,1201
184,1364.5660400391,-160.13542175293,115.10043334961,2444,13644,-1,1202
185,-5650.2275390625,1273.4947509766,810.103515625,2444,13646,-1,1203
186,129.22743225098,-2865.4426269531,1227.0003662109,2444,13647,-1,1204
187,-1512.7795410156,-3086.5104980469,1238.9659423828,2444,13647,-1,1209
189,1845.4288330078,2548.6103515625,-79.50672912598,2454,14022,-1,1208
191,-6063.392578125,-3157.1545410156,280.97717285156,0,3,-1,1197
195,-2177.90625,-931.4375,-1348.8780517578,2601,14753,-1,1271
196,1445.2951660156,-162.24653625488,-46.08894729614,2601,14838,-1,1270
197,2647.640625,-4896.2534179688,100.88966369629,2552,14717,-1,1272
198,-5905.9633789062,4861.5615234375,4790.7368164062,2222,13672,-1,1194
199,3440.2700195312,-2730.2673339844,336.60205078125,2601,14795,-1,1269
200,-2599.1127929688,-517.71179199219,-1135.1812744141,2601,14752,-1,1273
201,-152.65278625488,8854.314453125,41.32691192627,2548,14529,-1,1207
202,-1631.9670410156,-751.94268798828,-1335.8000488281,2601,14753,-1,1274
203,-3827.484375,-1557.2413330078,127.79538726807,2374,13536,-1,1195
204,2800.9270019531,-3656.7258300781,368.94158935547,2601,14795,-1,1210
205,2799.9914550781,-2186.7534179688,266.83657836914,2552,14771,-1,1268
206,-3759.6899414062,934.92901611328,161.02499389648,1,3217,-1,1276
207,-3822.6298828125,1249.9200439453,160.27000427246,1,3217,-1,1276
208,3392.4599609375,-3389.1999511719,143.07299804688,0,2279,-1,1292
209,-3519.9499511719,1089.9300537109,161.06500244141,1,3217,-1,1277
210,-3519.9499511719,1089.9300537109,161.06500244141,1,3217,-1,1276
211,-3822.6298828125,1249.9200439453,160.27000427246,1,3217,-1,1277
212,-3759.6899414062,934.92901611328,161.02499389648,1,3217,-1,1277
213,1935.0086669922,-2683.2846679688,358.87258911133,2601,14795,-1,1298
214,7.92534732819,552.43054199219,5.9381814003,2706,15347,-1,1296
