ID,DamageReplaceStatF,DamageSecondaryF,DamageReplaceStat,DamageSecondary,EpicF_0,EpicF_1,EpicF_2,EpicF_3,EpicF_4,SuperiorF_0,SuperiorF_1,SuperiorF_2,SuperiorF_3,SuperiorF_4,GoodF_0,GoodF_1,GoodF_2,GoodF_3,GoodF_4,Epic_0,Epic_1,Epic_2,Epic_3,Epic_4,Superior_0,Superior_1,Superior_2,Superior_3,Superior_4,Good_0,Good_1,Good_2,Good_3,Good_4
14,1.08118331432,1.08118331432,1,1,7.31877946854,5.48908424377,4.11681318283,3.65938973427,3.65938973427,7.31877946854,5.48908424377,4.11681318283,3.65938973427,3.65938973427,7.31877946854,5.48908424377,4.11681318283,3.65938973427,3.65938973427,7,5,4,3,3,7,5,4,3,3,7,5,4,3,3
15,1.25708508492,1.25708508492,1,1,8.04534435272,6.03400802612,4.52550601959,4.02267217636,4.02267217636,8.04534435272,6.03400802612,4.52550601959,4.02267217636,4.02267217636,8.04534435272,6.03400802612,4.52550601959,4.02267217636,4.02267217636,8,6,4,4,4,8,6,4,4,4,8,6,4,4,4
16,1.44517564774,1.44517564774,1,1,8.78688144684,6.59016084671,4.94262075424,4.39344072342,4.39344072342,8.78688144684,6.59016084671,4.94262075424,4.39344072342,4.39344072342,8.78688144684,6.59016084671,4.94262075424,4.39344072342,4.39344072342,8,6,4,4,4,8,6,4,4,4,8,6,4,4,4
17,1.64884293079,1.64884293079,1,1,9.5396566391,7.15474271774,5.3660569191,4.76982831955,4.76982831955,9.5396566391,7.15474271774,5.3660569191,4.76982831955,4.76982831955,9.5396566391,7.15474271774,5.3660569191,4.76982831955,4.76982831955,9,7,5,4,4,9,7,5,4,4,9,7,5,4,4
18,1.86804938316,1.86804938316,1,1,10.30002117157,7.7250161171,5.79376220703,5.15001058578,5.15001058578,10.30002117157,7.7250161171,5.79376220703,5.15001058578,5.15001058578,10.30002117157,7.7250161171,5.79376220703,5.15001058578,5.15001058578,10,7,5,5,5,10,7,5,5,5,10,7,5,5,5
19,2.10266566277,2.10266566277,2,2,11.06445503235,8.29834079742,6.22375583649,5.53222751617,5.53222751617,11.06445503235,8.29834079742,6.22375583649,5.53222751617,5.53222751617,11.06445503235,8.29834079742,6.22375583649,5.53222751617,5.53222751617,11,8,6,5,5,11,8,6,5,5,11,8,6,5,5
20,2.35247802734,2.35247802734,2,2,11.82960414886,8.87220287323,6.65415239334,5.91480207443,5.91480207443,11.82960414886,8.87220287323,6.65415239334,5.91480207443,5.91480207443,11.82960414886,8.87220287323,6.65415239334,5.91480207443,5.91480207443,11,8,6,5,5,11,8,6,5,5,11,8,6,5,5
21,2.51653695107,2.51653695107,2,2,12.10799694061,9.08099746704,6.81074810028,6.05399847031,6.05399847031,12.10799694061,9.08099746704,6.81074810028,6.05399847031,6.05399847031,12.10799694061,9.08099746704,6.81074810028,6.05399847031,6.05399847031,12,9,6,6,6,12,9,6,6,6,12,9,6,6,6
22,2.68191933632,2.68191933632,2,2,12.3608007431,9.27060127258,6.9529504776,6.18040037155,6.18040037155,12.3608007431,9.27060127258,6.9529504776,6.18040037155,6.18040037155,12.3608007431,9.27060127258,6.9529504776,6.18040037155,6.18040037155,12,9,6,6,6,12,9,6,6,6,12,9,6,6,6
23,2.84811806679,2.84811806679,2,2,12.58836746216,9.44127559662,7.08095693588,6.29418373108,6.29418373108,12.58836746216,9.44127559662,7.08095693588,6.29418373108,6.29418373108,12.58836746216,9.44127559662,7.08095693588,6.29418373108,6.29418373108,12,9,7,6,6,12,9,7,6,6,12,9,7,6,6
24,3.01465916634,3.01465916634,3,3,12.791223526,9.59341812134,7.195063591,6.39561223984,6.39561223984,12.791223526,9.59341812134,7.195063591,6.39561223984,6.39561223984,12.791223526,9.59341812134,7.195063591,6.39561223984,6.39561223984,12,9,7,6,6,12,9,7,6,6,12,9,7,6,6
25,3.18110322952,3.18110322952,3,3,12.97005844116,9.72754383087,7.29565763474,6.48502922058,6.48502922058,12.97005844116,9.72754383087,7.29565763474,6.48502922058,6.48502922058,12.97005844116,9.72754383087,7.29565763474,6.48502922058,6.48502922058,12,9,7,6,6,12,9,7,6,6,12,9,7,6,6
26,3.34705138206,3.34705138206,3,3,13.12569141388,9.84426879883,7.38320159912,6.56284570694,6.56284570694,13.12569141388,9.84426879883,7.38320159912,6.56284570694,6.56284570694,13.12569141388,9.84426879883,7.38320159912,6.56284570694,6.56284570694,13,9,7,6,6,13,9,7,6,6,13,9,7,6,6
27,3.5196955204,3.5196955204,3,3,13.28756809235,9.96567630768,7.47425699234,6.64378404617,6.64378404617,13.28756809235,9.96567630768,7.47425699234,6.64378404617,6.64378404617,13.28756809235,9.96567630768,7.47425699234,6.64378404617,6.64378404617,13,9,7,6,6,13,9,7,6,6,13,9,7,6,6
28,3.69934487343,3.69934487343,3,3,13.45586967468,10.09190273285,7.56892681122,6.72793483734,6.72793483734,13.45586967468,10.09190273285,7.56892681122,6.72793483734,6.72793483734,13.45586967468,10.09190273285,7.56892681122,6.72793483734,6.72793483734,13,10,7,6,6,13,10,7,6,6,13,10,7,6,6
29,3.88632392883,3.88632392883,3,3,13.6307888031,10.22309207916,7.66731882095,6.81539440155,6.81539440155,13.6307888031,10.22309207916,7.66731882095,6.81539440155,6.81539440155,13.6307888031,10.22309207916,7.66731882095,6.81539440155,6.81539440155,13,10,7,6,6,13,10,7,6,6,13,10,7,6,6
30,4.08097362518,4.08097362518,4,4,13.81252574921,10.35939407349,7.76954555511,6.9062628746,6.9062628746,13.81252574921,10.35939407349,7.76954555511,6.9062628746,6.9062628746,13.81252574921,10.35939407349,7.76954555511,6.9062628746,6.9062628746,13,10,7,6,6,13,10,7,6,6,13,10,7,6,6
31,4.18447637558,4.18447637558,4,4,14.00128936768,10.50096702576,7.87572526932,7.00064468384,7.00064468384,14.00128936768,10.50096702576,7.87572526932,7.00064468384,7.00064468384,14.00128936768,10.50096702576,7.87572526932,7.00064468384,7.00064468384,14,10,7,7,7,14,10,7,7,7,14,10,7,7,7
32,4.29145622253,4.29145622253,4,4,14.1972990036,10.64797496796,7.98598098755,7.0986495018,7.0986495018,14.1972990036,10.64797496796,7.98598098755,7.0986495018,7.0986495018,14.1972990036,10.64797496796,7.98598098755,7.0986495018,7.0986495018,14,10,7,7,7,14,10,7,7,7,14,10,7,7,7
33,4.40205860138,4.40205860138,4,4,14.40078639984,10.80058956146,8.10044193268,7.20039319992,7.20039319992,14.40078639984,10.80058956146,8.10044193268,7.20039319992,7.20039319992,14.40078639984,10.80058956146,8.10044193268,7.20039319992,7.20039319992,14,10,8,7,7,14,10,8,7,7,14,10,8,7,7
34,4.51643323898,4.51643323898,4,4,14.61198997498,10.95899200439,8.2192440033,7.30599498749,7.30599498749,14.61198997498,10.95899200439,8.2192440033,7.30599498749,7.30599498749,14.61198997498,10.95899200439,8.2192440033,7.30599498749,7.30599498749,14,10,8,7,7,14,10,8,7,7,14,10,8,7,7
35,4.63473796844,4.63473796844,4,4,14.83116054535,11.12337112427,8.3425283432,7.41558074951,7.41558074951,14.83116054535,11.12337112427,8.3425283432,7.41558074951,7.41558074951,14.83116054535,11.12337112427,8.3425283432,7.41558074951,7.41558074951,14,11,8,7,7,14,11,8,7,7,14,11,8,7,7
36,4.75713729858,4.75713729858,4,4,15.05856513977,11.29392337799,8.47044277191,7.52928256989,7.52928256989,15.05856513977,11.29392337799,8.47044277191,7.52928256989,7.52928256989,15.05856513977,11.29392337799,8.47044277191,7.52928256989,7.52928256989,15,11,8,7,7,15,11,8,7,7,15,11,8,7,7
37,4.88380384445,4.88380384445,4,4,15.29447364807,11.47085571289,8.60314178467,7.64723682404,7.64723682404,15.29447364807,11.47085571289,8.60314178467,7.64723682404,7.64723682404,15.29447364807,11.47085571289,8.60314178467,7.64723682404,7.64723682404,15,11,8,7,7,15,11,8,7,7,15,11,8,7,7
38,5.01491641998,5.01491641998,5,5,15.53917694092,11.65438270569,8.7407875061,7.76958847046,7.76958847046,15.53917694092,11.65438270569,8.7407875061,7.76958847046,7.76958847046,15.53917694092,11.65438270569,8.7407875061,7.76958847046,7.76958847046,15,11,8,7,7,15,11,8,7,7,15,11,8,7,7
39,5.15066337585,5.15066337585,5,5,15.79297542572,11.84473133087,8.88354873657,7.89648771286,7.89648771286,15.79297542572,11.84473133087,8.88354873657,7.89648771286,7.89648771286,15.79297542572,11.84473133087,8.88354873657,7.89648771286,7.89648771286,15,11,8,7,7,15,11,8,7,7,15,11,8,7,7
40,5.29124212265,5.29124212265,5,5,16.05618286133,12.042137146,9.0316028595,8.02809143066,8.02809143066,16.05618286133,12.042137146,9.0316028595,8.02809143066,8.02809143066,16.05618286133,12.042137146,9.0316028595,8.02809143066,8.02809143066,16,12,9,8,8,16,12,9,8,8,16,12,9,8,8
41,5.43685770035,5.43685770035,5,5,16.32913017273,12.24684715271,9.1851348877,8.16456508636,8.16456508636,16.32913017273,12.24684715271,9.1851348877,8.16456508636,8.16456508636,16.32913017273,12.24684715271,9.1851348877,8.16456508636,8.16456508636,16,12,9,8,8,16,12,9,8,8,16,12,9,8,8
42,5.58772611618,5.58772611618,5,5,16.61215782166,12.45911884308,9.34433937073,8.30607891083,8.30607891083,16.61215782166,12.45911884308,9.34433937073,8.30607891083,8.30607891083,16.61215782166,12.45911884308,9.34433937073,8.30607891083,8.30607891083,16,12,9,8,8,16,12,9,8,8,16,12,9,8,8
43,5.74407243729,5.74407243729,5,5,16.90563011169,12.67922306061,9.50941753387,8.45281505585,8.45281505585,16.90563011169,12.67922306061,9.50941753387,8.45281505585,8.45281505585,16.90563011169,12.67922306061,9.50941753387,8.45281505585,8.45281505585,16,12,9,8,8,16,12,9,8,8,16,12,9,8,8
44,5.90613269806,5.90613269806,5,5,17.20992279053,12.9074420929,9.68058204651,8.60496139526,8.60496139526,17.20992279053,12.9074420929,9.68058204651,8.60496139526,8.60496139526,17.20992279053,12.9074420929,9.68058204651,8.60496139526,8.60496139526,17,12,9,8,8,17,12,9,8,8,17,12,9,8,8
45,6.07415437698,6.07415437698,6,6,17.52542877197,13.14407157898,9.85805416107,8.76271438599,8.76271438599,17.52542877197,13.14407157898,9.85805416107,8.76271438599,8.76271438599,17.52542877197,13.14407157898,9.85805416107,8.76271438599,8.76271438599,17,13,9,8,8,17,13,9,8,8,17,13,9,8,8
46,6.24839639664,6.24839639664,6,6,17.85256004334,13.38942146301,10.04206562042,8.92628002167,8.92628002167,17.85256004334,13.38942146301,10.04206562042,8.92628002167,8.92628002167,17.85256004334,13.38942146301,10.04206562042,8.92628002167,8.92628002167,17,13,10,8,8,17,13,10,8,8,17,13,10,8,8
47,6.42912960052,6.42912960052,6,6,18.19174957275,13.64381217957,10.23285961151,9.09587478638,9.09587478638,18.19174957275,13.64381217957,10.23285961151,9.09587478638,9.09587478638,18.19174957275,13.64381217957,10.23285961151,9.09587478638,9.09587478638,18,13,10,9,9,18,13,10,9,9,18,13,10,9,9
48,6.61663913727,6.61663913727,6,6,18.54344749451,13.90758514404,10.43068885803,9.27172374725,9.27172374725,18.54344749451,13.90758514404,10.43068885803,9.27172374725,9.27172374725,18.54344749451,13.90758514404,10.43068885803,9.27172374725,9.27172374725,18,13,10,9,9,18,13,10,9,9,18,13,10,9,9
49,6.81122207642,6.81122207642,6,6,18.90812492371,14.18109321594,10.63582038879,9.45406246185,9.45406246185,18.90812492371,14.18109321594,10.63582038879,9.45406246185,9.45406246185,18.90812492371,14.18109321594,10.63582038879,9.45406246185,9.45406246185,18,14,10,9,9,18,14,10,9,9,18,14,10,9,9
50,7.01319169998,7.01319169998,7,7,19.286277771,14.46470737457,10.84853076935,9.6431388855,9.6431388855,19.286277771,14.46470737457,10.84853076935,9.6431388855,9.6431388855,19.286277771,14.46470737457,10.84853076935,9.6431388855,9.6431388855,19,14,10,9,9,19,14,10,9,9,19,14,10,9,9
51,7.24523687363,7.24523687363,7,7,19.67842102051,14.75881576538,11.06911182404,9.83921051025,9.83921051025,19.67842102051,14.75881576538,11.06911182404,9.83921051025,9.83921051025,19.67842102051,14.75881576538,11.06911182404,9.83921051025,9.83921051025,19,14,11,9,9,19,14,11,9,9,19,14,11,9,9
52,7.48626375198,7.48626375198,7,7,20.08509635925,15.06382274628,11.29786682129,10.04254817963,10.04254817963,20.08509635925,15.06382274628,11.29786682129,10.04254817963,10.04254817963,20.08509635925,15.06382274628,11.29786682129,10.04254817963,10.04254817963,20,15,11,10,10,20,15,11,10,10,20,15,11,10,10
53,7.73668384552,7.73668384552,7,7,20.50687408447,15.38015460968,11.53511619568,10.25343704224,10.25343704224,20.50687408447,15.38015460968,11.53511619568,10.25343704224,10.25343704224,20.50687408447,15.38015460968,11.53511619568,10.25343704224,10.25343704224,20,15,11,10,10,20,15,11,10,10,20,15,11,10,10
54,7.99693059921,7.99693059921,7,7,20.94434165955,15.7082567215,11.78119277954,10.47217082977,10.47217082977,20.94434165955,15.7082567215,11.78119277954,10.47217082977,10.47217082977,20.94434165955,15.7082567215,11.78119277954,10.47217082977,10.47217082977,20,15,11,10,10,20,15,11,10,10,20,15,11,10,10
55,8.26745700836,8.26745700836,8,8,21.39812469482,16.04859352112,12.03644561768,10.69906234741,10.69906234741,21.39812469482,16.04859352112,12.03644561768,10.69906234741,10.69906234741,21.39812469482,16.04859352112,12.03644561768,10.69906234741,10.69906234741,21,16,12,10,10,21,16,12,10,10,21,16,12,10,10
56,8.54874134064,8.54874134064,8,8,21.86887168884,16.40165328979,12.30124092102,10.93443584442,10.93443584442,21.86887168884,16.40165328979,12.30124092102,10.93443584442,10.93443584442,21.86887168884,16.40165328979,12.30124092102,10.93443584442,10.93443584442,21,16,12,10,10,21,16,12,10,10,21,16,12,10,10
57,8.84128189087,8.84128189087,8,8,22.35726547241,16.76794815063,12.57596111298,11.17863273621,11.17863273621,22.35726547241,16.76794815063,12.57596111298,11.17863273621,11.17863273621,22.35726547241,16.76794815063,12.57596111298,11.17863273621,11.17863273621,22,16,12,11,11,22,16,12,11,11,22,16,12,11,11
58,9.14560699463,9.14560699463,9,9,22.86401748657,17.14801216125,12.86100959778,11.43200874329,11.43200874329,22.86401748657,17.14801216125,12.86100959778,11.43200874329,11.43200874329,22.86401748657,17.14801216125,12.86100959778,11.43200874329,11.43200874329,22,17,12,11,11,22,17,12,11,11,22,17,12,11,11
59,9.46226882935,9.46226882935,9,9,23.38987731934,17.5424079895,13.15680599213,11.69493865967,11.69493865967,23.38987731934,17.5424079895,13.15680599213,11.69493865967,11.69493865967,23.38987731934,17.5424079895,13.15680599213,11.69493865967,11.69493865967,23,17,13,11,11,23,17,13,11,11,23,17,13,11,11
60,9.79184818268,9.79184818268,9,9,23.93562889099,17.95172119141,13.46379089355,11.9678144455,11.9678144455,23.93562889099,17.95172119141,13.46379089355,11.9678144455,11.9678144455,23.93562889099,17.95172119141,13.46379089355,11.9678144455,11.9678144455,23,17,13,11,11,23,17,13,11,11,23,17,13,11,11
61,10.24632930756,10.24632930756,10,10,24.50209236145,18.37656974792,13.78242683411,12.25104618073,12.25104618073,24.50209236145,18.37656974792,13.78242683411,12.25104618073,12.25104618073,24.50209236145,18.37656974792,13.78242683411,12.25104618073,12.25104618073,24,18,13,12,12,24,18,13,12,12,24,18,13,12,12
62,10.72032833099,10.72032833099,10,10,25.09012985229,18.81759643555,14.11319732666,12.54506492615,12.54506492615,25.09012985229,18.81759643555,14.11319732666,12.54506492615,12.54506492615,25.09012985229,18.81759643555,14.11319732666,12.54506492615,12.54506492615,25,18,14,12,12,25,18,14,12,12,25,18,14,12,12
63,11.21482563019,11.21482563019,11,11,25.70064163208,19.27548217773,14.45661067963,12.85032081604,12.85032081604,25.70064163208,19.27548217773,14.45661067963,12.85032081604,12.85032081604,25.70064163208,19.27548217773,14.45661067963,12.85032081604,12.85032081604,25,19,14,12,12,25,19,14,12,12,25,19,14,12,12
64,11.73085689545,11.73085689545,11,11,26.33457756042,19.75093269348,14.81319999695,13.16728878021,13.16728878021,26.33457756042,19.75093269348,14.81319999695,13.16728878021,13.16728878021,26.33457756042,19.75093269348,14.81319999695,13.16728878021,13.16728878021,26,19,14,13,13,26,19,14,13,13,26,19,14,13,13
65,12.26951217651,12.26951217651,12,12,26.99292755127,20.24469566345,15.18352127075,13.49646377563,13.49646377563,26.99292755127,20.24469566345,15.18352127075,13.49646377563,13.49646377563,26.99292755127,20.24469566345,15.18352127075,13.49646377563,13.49646377563,26,20,15,13,13,26,20,15,13,13,26,20,15,13,13
66,12.81174659729,12.81174659729,12,12,27.63317871094,20.7248840332,15.5436630249,13.81658935547,13.81658935547,27.63317871094,20.7248840332,15.5436630249,13.81658935547,13.81658935547,27.63317871094,20.7248840332,15.5436630249,13.81658935547,13.81658935547,27,20,15,13,13,27,20,15,13,13,27,20,15,13,13
67,13.35570144653,13.35570144653,13,13,28.25244522095,21.18933486938,15.89200115204,14.12622261047,14.12622261047,28.25244522095,21.18933486938,15.89200115204,14.12622261047,14.12622261047,28.25244522095,21.18933486938,15.89200115204,14.12622261047,14.12622261047,28,21,15,14,14,28,21,15,14,14,28,21,15,14,14
68,13.89939689636,13.89939689636,13,13,28.84780502319,21.63585281372,16.22689056396,14.42390346527,14.42390346527,28.84780502319,21.63585281372,16.22689056396,14.42390346527,14.42390346527,28.84780502319,21.63585281372,16.22689056396,14.42390346527,14.42390346527,28,21,16,14,14,28,21,16,14,14,28,21,16,14,14
69,14.44073295593,14.44073295593,14,14,29.41630744934,22.06223106384,16.54667282104,14.70815372467,14.70815372467,29.41630744934,22.06223106384,16.54667282104,14.70815372467,14.70815372467,29.41630744934,22.06223106384,16.54667282104,14.70815372467,14.70815372467,29,22,16,14,14,29,22,16,14,14,29,22,16,14,14
70,14.97749996185,14.97749996185,14,14,29.95499992371,22.46625137329,16.84968757629,14.97749996185,14.97749996185,29.95499992371,22.46625137329,16.84968757629,14.97749996185,14.97749996185,29.95499992371,22.46625137329,16.84968757629,14.97749996185,14.97749996185,29,22,16,14,14,29,22,16,14,14,29,22,16,14,14
71,18.2765712738,18.2765712738,18,18,30.46095275879,22.84571456909,17.13428688049,15.23047637939,15.23047637939,30.46095275879,22.84571456909,17.13428688049,15.23047637939,15.23047637939,30.46095275879,22.84571456909,17.13428688049,15.23047637939,15.23047637939,30,22,17,15,15,30,22,17,15,15,30,22,17,15,15
72,19.07428359985,19.07428359985,19,19,30.93127250671,23.1984539032,17.39883995056,15.46563625336,15.46563625336,30.93127250671,23.1984539032,17.39883995056,15.46563625336,15.46563625336,30.93127250671,23.1984539032,17.39883995056,15.46563625336,15.46563625336,30,23,17,15,15,30,23,17,15,15,30,23,17,15,15
73,19.86331367493,19.86331367493,19,19,31.36312675476,23.52234649658,17.64175987244,15.68156337738,15.68156337738,31.36312675476,23.52234649658,17.64175987244,15.68156337738,15.68156337738,31.36312675476,23.52234649658,17.64175987244,15.68156337738,15.68156337738,31,23,17,15,15,31,23,17,15,15,31,23,17,15,15
74,20.63995552063,20.63995552063,20,20,31.75377845764,23.81533432007,17.86149978638,15.87688922882,15.87688922882,31.75377845764,23.81533432007,17.86149978638,15.87688922882,15.87688922882,31.75377845764,23.81533432007,17.86149978638,15.87688922882,15.87688922882,31,23,17,15,15,31,23,17,15,15,31,23,17,15,15
75,21.40039825439,21.40039825439,21,21,32.10059738159,24.07544898987,18.05658531189,16.0502986908,16.0502986908,32.10059738159,24.07544898987,18.05658531189,16.0502986908,16.0502986908,32.10059738159,24.07544898987,18.05658531189,16.0502986908,16.0502986908,32,24,18,16,16,32,24,18,16,16,32,24,18,16,16
76,22.14074516296,22.14074516296,22,22,32.4010925293,24.30081939697,18.22561454773,16.20054626465,16.20054626465,32.4010925293,24.30081939697,18.22561454773,16.20054626465,16.20054626465,32.4010925293,24.30081939697,18.22561454773,16.20054626465,16.20054626465,32,24,18,16,16,32,24,18,16,16,32,24,18,16,16
77,22.89307785034,22.89307785034,22,22,32.70439910889,24.52829933167,18.39622497559,16.35219955444,16.35219955444,32.70439910889,24.52829933167,18.39622497559,16.35219955444,16.35219955444,32.70439910889,24.52829933167,18.39622497559,16.35219955444,16.35219955444,32,24,18,16,16,32,24,18,16,16,32,24,18,16,16
78,23.65755653381,23.65755653381,23,23,33.01054382324,24.75790786743,18.56843185425,16.50527191162,16.50527191162,33.01054382324,24.75790786743,18.56843185425,16.50527191162,16.50527191162,33.01054382324,24.75790786743,18.56843185425,16.50527191162,16.50527191162,33,24,18,16,16,33,24,18,16,16,33,24,18,16,16
79,24.43434143066,24.43434143066,24,24,33.31955718994,24.98966789246,18.7422504425,16.65977859497,16.65977859497,33.31955718994,24.98966789246,18.7422504425,16.65977859497,16.65977859497,33.31955718994,24.98966789246,18.7422504425,16.65977859497,16.65977859497,33,24,18,16,16,33,24,18,16,16,33,24,18,16,16
80,25.22359466553,25.22359466553,25,25,33.63146209717,25.22359466553,18.91769599915,16.81573104858,16.81573104858,33.63146209717,25.22359466553,18.91769599915,16.81573104858,16.81573104858,33.63146209717,25.22359466553,18.91769599915,16.81573104858,16.81573104858,33,25,18,16,16,33,25,18,16,16,33,25,18,16,16
81,25.49930763245,25.82925415039,25,25,33.9462852478,25.45971298218,19.09478569031,16.9731426239,16.9731426239,33.9462852478,25.45971298218,19.09478569031,16.9731426239,16.9731426239,33.9462852478,25.45971298218,19.09478569031,16.9731426239,16.9731426239,33,25,19,16,16,33,25,19,16,16,33,25,19,16,16
82,25.7779712677,26.44404220581,25,26,34.26405715942,25.69804191589,19.27353096008,17.13202857971,17.13202857971,34.26405715942,25.69804191589,19.27353096008,17.13202857971,17.13202857971,34.26405715942,25.69804191589,19.27353096008,17.13202857971,17.13202857971,34,25,19,17,17,34,25,19,17,17,34,25,19,17,17
83,26.05961608887,27.06807518005,26,27,34.58480072021,25.93860244751,19.45395088196,17.29240036011,17.29240036011,34.58480072021,25.93860244751,19.45395088196,17.29240036011,17.29240036011,34.58480072021,25.93860244751,19.45395088196,17.29240036011,17.29240036011,34,25,19,17,17,34,25,19,17,17,34,25,19,17,17
84,26.34427642822,27.70147514343,26,27,34.90855026245,26.18141365051,19.63606071472,17.45427513123,17.45427513123,34.90855026245,26.18141365051,19.63606071472,17.45427513123,17.45427513123,34.90855026245,26.18141365051,19.63606071472,17.45427513123,17.45427513123,34,26,19,17,17,34,26,19,17,17,34,26,19,17,17
85,26.63198280334,28.34436225891,26,28,35.23532867432,26.42649841309,19.81987380981,17.61766433716,17.61766433716,35.23532867432,26.42649841309,19.81987380981,17.61766433716,17.61766433716,35.23532867432,26.42649841309,19.81987380981,17.61766433716,17.61766433716,35,26,19,17,17,35,26,19,17,17,35,26,19,17,17
86,26.92276763916,28.9968585968,26,28,35.56516647339,26.67387580872,20.00540733337,17.78258323669,17.78258323669,35.56516647339,26.67387580872,20.00540733337,17.78258323669,17.78258323669,35.56516647339,26.67387580872,20.00540733337,17.78258323669,17.78258323669,35,26,20,17,17,35,26,20,17,17,35,26,20,17,17
87,27.21666145325,29.65908622742,27,29,35.89809417725,26.92357063293,20.19267845154,17.94904708862,17.94904708862,35.89809417725,26.92357063293,20.19267845154,17.94904708862,17.94904708862,35.89809417725,26.92357063293,20.19267845154,17.94904708862,17.94904708862,35,26,20,17,17,35,26,20,17,17,35,26,20,17,17
88,27.51369857788,30.33117103577,27,30,36.23413467407,27.17560195923,20.3817024231,18.11706733704,18.11706733704,36.23413467407,27.17560195923,20.3817024231,18.11706733704,18.11706733704,36.23413467407,27.17560195923,20.3817024231,18.11706733704,18.11706733704,36,27,20,18,18,36,27,20,18,18,36,27,20,18,18
89,27.81391143799,31.01323890686,27,31,36.57332229614,27.42999267578,20.57249450684,18.28666114807,18.28666114807,36.57332229614,27.42999267578,20.57249450684,18.28666114807,18.28666114807,36.57332229614,27.42999267578,20.57249450684,18.28666114807,18.28666114807,36,27,20,18,18,36,27,20,18,18,36,27,20,18,18
