Name_lang,Pos_0,Pos_1,Pos_2,Rot_0,Rot_1,Rot_2,Rot_3,ID,OwnerID,DisplayID,Scale,TypeID,PhaseUseFlags,PhaseID,PhaseGroupID,Field_11_0_0_54210_011,PropValue_0,PropValue_1,PropValue_2,PropValue_3,PropValue_4,PropValue_5,PropValue_6,PropValue_7
Elwynn,-9588.7626953125,-1928.5434570312,63.44435501099,0,0,-0.5842499733,0.81157398224,115,0,26,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Stonewatch Keep",-9589.388671875,-1929.7739257812,62.88714599609,0,0,0.98699599504,-0.16074299812,116,0,26,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Lakeshire,-9635.4736328125,-2087.1857910156,61.25314712524,0,0,-0.83628612757,0.54829323292,117,0,26,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Stonewatch Keep",-9637.232421875,-2086.3542480469,61.29398727417,0,0,0.54829293489,0.83628636599,118,0,26,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Thelsamar,-5409.0512695312,-2879.4621582031,342.5888671875,0,0,1,0,298,0,26,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Searing Gorge",-5409.9809570312,-2878.5659179688,342.56500244141,0,0,0.7071070075,0.7071070075,299,0,26,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Wetlands,-5408.0244140625,-2878.5500488281,342.55212402344,0,0,-0.7071070075,0.7071070075,301,0,26,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Dun Morogh",-5409.982421875,-2878.5612792969,342.06524658203,0,0,0.7071070075,0.7071070075,302,0,26,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Dun Morogh",-4899.1005859375,-2720.5190429688,329.91690063477,0,0,0.28401499987,0.95881998539,303,0,26,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Wetlands,-4898.0297851562,-2722.1071777344,329.89147949219,0,0,0.95881998539,-0.28401499987,304,0,26,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Thelsamar,-4899.3686523438,-2721.8264160156,329.86407470703,0,0,0.87881702185,0.47715899348,305,0,26,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Thelsamar,-5795.8002929688,-2629.0659179688,319.94448852539,0,0,0.94264101982,-0.33380699158,306,0,26,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Searing Gorge",-5797.0400390625,-2627.5920410156,319.92080688477,0,0,0.33380699158,0.94264101982,307,0,26,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Dun Morogh",-5795.625,-2627.7465820312,319.93325805664,0,0,-0.43051099777,0.9025850296,308,0,26,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Anvilmar,-5594.03125,-489.78646850586,397.69311523438,0,0,0.7071070075,0.70710653067,309,0,26,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Ironforge,-5592.1284179688,-489.765625,397.68246459961,0,0,-0.7071069479,0.70710659027,310,0,26,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Loch Modan",-5356.5869140625,-529.63543701172,391.712890625,0,0,0.93513518572,-0.35429105163,311,0,26,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Kharanos,-5357.908203125,-528.19268798828,391.712890625,0,0,0.35429093242,0.93513524532,312,0,26,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Anvilmar,-5357.8784179688,-528.18927001953,391.21124267578,0,0,0.35429093242,0.93513524532,313,0,26,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Ironforge,-5356.5556640625,-528.3125,391.68804931641,0,0,-0.41071897745,0.91176199913,314,0,26,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Ironforge,-5263.3579101562,-484.30557250977,387.126953125,0,0,0.98628562689,-0.16504754126,315,0,26,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Kharanos,-5264.5141601562,-483.68228149414,387.14373779297,0,0,0.81411588192,0.58070242405,316,0,26,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Anvilmar,-5264.5556640625,-483.69097900391,386.5915222168,0,0,0.81411588192,0.58070242405,317,0,26,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Loch Modan",-5264.5815429688,-483.69619750977,386.03897094727,0,0,0.81411588192,0.58070242405,318,0,26,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Dun Modr",-3231.3151855469,-2453.9172363281,15.5054693222,0,0,-0.76884198189,0.63943898678,376,0,22,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Menethil,-3231.9870605469,-2454.197265625,13.49414539337,0,0,-0.09150099754,0.9958050251,377,0,22,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Loch Modan",-3231.0209960938,-2454.8684082031,14.93690490723,0.00172399997,0.11351700127,0.98927599192,0.09189400077,378,0,22,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Loch Modan",-3597.2099609375,-2714.6799316406,19.61380004883,0.02938600071,0.07754000276,0.94922602177,0.30346998572,379,0,22,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Menethil,-3597.8798828125,-2713.7800292969,18.83639907837,0,0,-0.32969099283,0.94408899546,380,0,22,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Grim Batol",-3600.8798828125,-2714.8400878906,18.55830001831,0.69440299273,0.11721999943,0.7003980279,-0.11621700227,381,0,22,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Dun Modr",-3597.6499023438,-2713.6298828125,18.28050041199,0.03850099817,-0.02227599919,-0.32076099515,0.94611501694,382,0,22,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Loch Modan",-2620.7377929688,-2491.6457519531,79.44158172607,0,0,0.74021804333,0.67236691713,387,0,22,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Arathi Highlands",-2620.2048339844,-2490.7465820312,78.77491760254,0.04783997685,-0.0962259993,-0.66555607319,0.73857092857,388,0,22,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Dun Modr",-2621.4028320312,-2491.4514160156,80.21914672852,0,0,0.04797809571,0.99884837866,389,0,22,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Menethil Harbor",-2621.2082519531,-2491.4636230469,77.996925354,0.08982298523,0.05369697139,0.73820722103,0.66640728712,1162,0,22,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Ironforge,-5507.5571289062,-2050.3420410156,399.59741210938,0,0,0,1,1564,0,26,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Loch Modan",-5508.5297851562,-2051.2534179688,399.60989379883,0,0,0.7071070075,0.70710653067,1565,0,26,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Kharanos,-5507.5454101562,-2050.2951660156,399.04190063477,0,0,0,1,1566,0,26,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Loch Modan",-5592.1284179688,-489.77084350586,397.072265625,0,0,-0.7071069479,0.70710659027,1567,0,26,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Loch Modan",-5608.2880859375,-1503.1197509766,399.51852416992,0,0,1,0,1568,0,26,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Ironforge,-5608.2778320312,-1501.3367919922,399.49258422852,0,0,0,1,1569,0,26,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Kharanos,-5608.2915039062,-1501.3420410156,398.99047851563,0,0,0,1,1570,0,26,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Kharanos,-6239.46875,315.56945800781,382.7106628418,0,0,0.7071070075,0.70710653067,1572,0,26,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Kharanos,-5910.5522460938,57.51909637451,372.98672485352,0,0,1,0,1573,0,26,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Brill,1938.3992919922,1584.3802490234,81.91609954834,0,0,-0.80125415325,0.59832417965,1630,0,27,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Brill,2222.0607910156,1060.0208740234,29.02640151978,0,0,0.7071070075,0.70710653067,1633,0,27,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Agamand Mills",2224.4704589844,1060.0607910156,29.07760047913,0,0,-0.7071069479,0.70710659027,1634,0,27,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Deathknell,2223.2204589844,1061.2291259766,29.04840087891,0,0,0.00872600265,0.99996191263,1639,0,27,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Brill,2188.9392089844,660.64581298828,33.16579818726,0,0,0.95239597559,-0.30486378074,1643,0,27,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Agamand Mills",2187.5607910156,662.60418701172,31.82180213928,0,0,0.30486407876,0.95239585638,1644,0,27,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Deathknell,2187.5903320312,662.57464599609,33.1828994751,0,0,0.30486407876,0.95239585638,1645,0,27,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Silverpine,2216.4497070312,269.52432250977,33.58679962158,0,0,0.90996164083,0.41469240189,1646,0,27,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Deathknell,2218.2395019531,271.10415649414,33.58679962158,0,0,-0.41469424963,0.90996080637,1647,0,27,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Agamand Mills",2218.4201660156,271.14410400391,32.19169998169,0,0,-0.42261809111,0.90630787611,1648,0,27,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Monastery,2037.1997070312,155.57466125488,33.90390014648,0,0,0.9153111577,0.40274736285,1649,0,27,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Plaguelands,2037.140625,155.52256774902,32.57160186768,0,0,0.9153111577,0.40274736285,1650,0,27,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Deathknell,2038.9097900391,157.13542175293,32.52450180054,0,0,-0.40274694562,0.91531139612,1651,0,27,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Brill,2038.890625,157.16145324707,33.85620117188,0,0,-0.40274694562,0.91531139612,1652,0,27,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Silverpine,2037.2291259766,157.22395324707,32.56439971924,0,0,0.36243802309,0.93200784922,1653,0,27,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Silverpine,2028.6197509766,53.38368225098,32.58929824829,0,0,0,1,1654,0,27,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Monastery,2029.8107910156,52.20486068726,33.86700057983,0,0,-0.7071069479,0.70710659027,1655,0,27,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Plaguelands,2028.640625,51.03819656372,33.86729812622,0,0,1,0,1656,0,27,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Monastery,2659.3701171875,-639.65997314453,109.28399658203,0,0,0.98699599504,-0.16074299812,1657,0,27,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Brill,1981.2396240234,248.24479675293,36.99229812622,0,0,0.96704590321,-0.25460198522,1658,0,27,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Plaguelands,1981.359375,248.15798950195,35.59479904175,0,0,0.96704590321,-0.25460198522,1659,0,27,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Silverpine,1980.1007080078,250.33680725098,37.06079864502,0,0,0.25460195541,0.96704590321,1660,0,27,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"The Undercity",2222.0607910156,1060.0208740234,27.7530002594,0,0,0.7071070075,0.70710653067,1661,0,27,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"The Undercity",2188.9201660156,660.63366699219,31.83020019531,0,0,0.95239597559,-0.30486378074,1662,0,27,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"The Undercity",2216.3002929688,269.38021850586,32.16809844971,0,0,0.89879405499,0.43837112188,1663,0,27,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"The Undercity",2037.2291259766,157.22395324707,33.89770126343,0,0,0.36243802309,0.93200784922,1664,0,27,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"The Undercity",2028.6007080078,53.34722137451,33.86729812622,0,0,0,1,1665,0,27,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"The Undercity",1979.6302490234,248.6875,37.03910064697,0,0,0.86383491755,0.50377494097,1666,0,27,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Dun Algaz",-3597.3000488281,-2714.8400878906,17.51959991455,0.0326180011,0.09472999722,0.94076102972,0.3239299953,1668,0,22,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Dun Algaz",-3231.0236816406,-2454.8017578125,14.33316516876,0.00877000019,0.09544400126,0.99121999741,0.09108000249,1669,0,22,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Gnomeregan,-5262.7309570312,-483.05557250977,387.13458251953,0,0,-0.58070296049,0.81411552429,1674,0,26,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"The Sepulcher",1292.6997070312,1078.1302490234,53.64419937134,0,0,0.35429093242,0.93513524532,1675,0,150,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Pyrewood Village",1292.7100830078,1078.1197509766,53.14580154419,0,0,0.35836797953,0.93358039856,1676,0,150,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Tirisfal,1292.7396240234,1078.109375,53.64749908447,0,0,0.93513518572,-0.35429105163,1677,0,150,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Ambermill,639.81195068359,1290.9398193359,86.0389251709,0,0,0.88901698589,0.45787400007,1678,0,150,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Pyrewood Village",639.84161376953,1290.947265625,85.53726959229,0,0,0.88901698589,0.45787400007,1679,0,150,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Shadowfang Keep",639.83941650391,1290.9361572266,85.0389251709,0,0,0.88901698589,0.45787400007,1680,0,150,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Tirisfal,639.93835449219,1291.0299072266,86.03396606445,0,0,-0.45787400007,0.88901698589,1681,0,150,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"The Sepulcher",639.82952880859,1290.998046875,86.01114654541,0,0,0.30070599914,0.95371699333,1686,0,150,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"The Sepulcher",342.81674194336,1249.1751708984,81.23818206787,0,0,-0.80385702848,0.59482300282,1687,0,150,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Tirisfal,342.81674194336,1249.1751708984,80.73818206787,0,0,-0.80385702848,0.59482300282,1688,0,150,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Ambermill,342.65298461914,1249.2312011719,81.22989654541,0,0,0.59482300282,0.80385702848,1689,0,150,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Pyrewood,342.67425537109,1249.2296142578,80.72989654541,0,0,0.59482300282,0.80385702848,1690,0,150,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Shadowfang Keep",342.67425537109,1249.2296142578,80.22989654541,0,0,0.59482300282,0.80385702848,1691,0,150,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Deep Elem Mine",340.21951293945,1249.6822509766,80.89736938477,0.68659001589,0.00157099997,0.72690999508,0.01390600018,1692,0,150,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Ambermill,-138.24499511719,1182.2199707031,63.93759918213,0,0,1,0,1693,0,150,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"The Sepulcher",-138.21499633789,1182.3100585938,63.93579864502,0,0,-0.7071070075,0.7071070075,1694,0,150,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Pyrewood Village",-138.35763549805,1182.3107910156,63.94590377808,0,0,0.7071070075,0.70710653067,1695,0,150,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Shadowfang Keep",-138.33332824707,1182.3194580078,63.4442024231,0,0,0.7071070075,0.70710653067,1696,0,150,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Tirisfal,-138.23599243164,1182.3000488281,63.43719863892,0,0,-0.7071070075,0.7071070075,1697,0,150,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Gilneas,-138.33160400391,1182.3194580078,62.94399642944,0,0,0.7071070075,0.70710653067,1698,0,150,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Hillsbrad Plains",-138.32466125488,1182.3194580078,62.44359588623,0,0,0.7071070075,0.70710653067,1699,0,150,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Pyrewood Village",-140.42881774902,872.05035400391,63.2350730896,0,0,0,1,1700,0,150,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Shadowfang Keep",-140.42707824707,872.05731201172,62.73481750488,0,0,0,1,1701,0,150,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"The Sepulcher",-140.42013549805,872.05206298828,62.23491668701,0,0,0,1,1702,0,150,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Gilneas,-140.41319274902,872.05206298828,61.73482131958,0,0,0,1,1703,0,150,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Hillsbrad Plains",-140.51910400391,871.97052001953,63.23927307129,0,0,0.7071070075,0.7071070075,1704,0,150,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Pyrewood Village",-362.57800292969,1185.0899658203,65.40519714355,0,0,0,1,1705,0,150,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Shadowfang Keep",-362.5830078125,1185.0699462891,64.90560150146,0,0,0,1,1706,0,150,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Gilneas,-362.57299804688,1185.0699462891,64.4049987793,0,0,0,1,1707,0,150,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Ambermill,-362.61099243164,1185.0300292969,65.408203125,0,0,-0.7071070075,0.7071070075,1708,0,150,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"The Sepulcher",-362.61599731445,1185.0100097656,64.908203125,0,0,-0.7071070075,0.7071070075,1709,0,150,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Hillsbrad Foothills",-362.60598754883,1185.0300292969,65.40720367432,0,0,0.7071070075,0.7071070075,1710,0,150,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Gilneas,-358.38500976563,1313.2600097656,36.0850982666,0,0,0.84804797173,0.52991902828,1711,0,150,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Ambermill,-358.34899902344,1313.2700195312,36.08010101318,0,0,0.97437000275,-0.22495099902,1712,0,150,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Hillsbrad Plains",-358.34899902344,1313.2700195312,35.58010101318,0,0,0.97437000275,-0.22495099902,1713,0,150,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Pyrewood Village",-358.34698486328,1313.3499755859,36.08340072632,0,0,-0.52991902828,0.84804797173,1714,0,150,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Shadowfang Keep",-358.34698486328,1313.3499755859,35.58340072632,0,0,-0.52991902828,0.84804797173,1715,0,150,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Southshore,-679.38781738281,39.59966278076,47.52016067505,0,0,0.99884802103,-0.04797799885,1771,0,195,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Tarren Mill",-679.39324951172,39.61360549927,46.96295166016,0,0,0.99884802103,-0.04797799885,1772,0,195,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Hillsbrad,-679.17340087891,39.71826171875,47.55659103394,0,0,-0.67236697674,0.74021798372,1773,0,195,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Silverpine Forest",-679.38226318359,39.8115234375,47.52016067505,0,0,0.04797799885,0.99884802103,1774,0,195,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Tarren Mill",-429.70779418945,-582.90972900391,53.89728164673,0,0,1,0,1775,0,195,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Durnholde Keep",-429.72082519531,-582.90649414063,53.34154510498,0,0,1,0,1776,0,195,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Silverpine Forest",-429.70498657227,-582.69512939453,53.34408569336,0,0,0,1,1777,0,195,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Hillsbrad,-429.69195556641,-582.69836425781,53.9002571106,0,0,0,1,1778,0,195,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Southshore,-429.86828613281,-582.81964111328,53.89599990845,0,0,0.7071070075,0.7071070075,1779,0,195,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Tarren Mill",-373.45794677734,-771.21038818359,54.57246398926,0,0,0.87249600887,-0.48862099648,1780,0,195,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Alterac Mountains",-373.4719543457,-771.20324707031,54.01856231689,0,0,0.87249600887,-0.48862099648,1781,0,195,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Hillsbrad,-373.61660766602,-771.09698486328,54.02849578857,0,0,0.48862099648,0.87249600887,1782,0,195,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Southshore,-373.60296630859,-771.103515625,54.58239746094,0,0,0.48862099648,0.87249600887,1783,0,195,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Dun Garok",-373.59710693359,-771.24273681641,54.02352905273,0,0,0.96245497465,0.27144101262,1784,0,195,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Durnholde Keep",-373.58316040039,-771.25012207031,54.57908630371,0,0,0.96245497465,0.27144101262,1785,0,195,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Dun Garok",-668.67309570313,-1308.5262451172,66.51914215088,0,0,0.96004998684,0.27982899547,1786,0,195,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Arathi Highlands",-668.67950439453,-1308.5212402344,65.90803527832,0,0,0.96004998684,0.27982899547,1787,0,195,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Southshore,-668.59344482422,-1308.376953125,65.90637969971,0,0,-0.27982899547,0.96004998684,1788,0,195,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Tarren Mill",-668.58721923828,-1308.3822021484,66.51749420166,0,0,-0.27982899547,0.96004998684,1789,0,195,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Durnholde Keep",-668.58715820313,-1308.4971923828,66.51914215088,0,0,0.87672698498,-0.48098900914,1790,0,195,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Arathi Highlands",-777.35723876953,-1471.5484619141,61.61895751953,0,0,1,0,1791,0,195,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Durnholde Keep",-777.27325439453,-1471.4703369141,61.63635253906,0,0,-0.7071070075,0.7071070075,1792,0,195,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Dun Garok",-777.486328125,-1471.4678955078,61.61317443848,0,0,0.7071070075,0.7071070075,1793,0,195,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Tarren Mill",-777.27453613281,-1471.4722900391,61.13599395752,0,0,-0.7071070075,0.7071070075,1794,0,195,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Southshore,-777.27453613281,-1471.4722900391,60.63599395752,0,0,-0.7071070075,0.7071070075,1795,0,195,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Tarren Mill",-19.9443359375,-709.55603027344,70.31880950928,0,0,1,0,2016,0,195,1,5,0,0,0,0,1,1,0,0,0,0,0,0
