ID,Pos_0,Pos_1,Pos_2,Rot_0,Rot_1,Rot_2,MapID
189739,5784.6499023438,664.96997070313,658.02001953125,0,0,0,571
189740,5823,686.90997314453,658.02001953125,0,0,0,571
189741,5823,686.90997314453,620.02001953125,0,0,0,571
189742,5841.5600585938,633.28002929688,620.65997314453,0,0,0,571
189743,5841.5600585938,633.28002929688,669.65997314453,0,0,0,571
189744,5845.919921875,669.59002685547,664.71997070313,0,0,0,571
189745,5845.919921875,669.59002685547,620.71997070313,0,0,0,571
189746,5904.169921875,618.48999023438,620.40997314453,0,0,0,571
189747,5904.169921875,618.48999023438,672.40997314453,0,0,0,571
189748,5883.919921875,591.09002685547,672.35998535156,0,0,0,571
189749,5883.919921875,591.09002685547,620.35998535156,0,0,0,571
189750,5895.0400390625,627.82000732422,620.55297851563,0,0,0,571
189751,5895.0400390625,627.82000732422,649.55297851563,0,0,0,571
189752,5834.7797851562,553.96002197266,649.55297851563,0,0,0,571
189753,5834.7797851562,553.96002197266,620.55297851563,0,0,0,571
189754,5899.41015625,668.10998535156,620.53997802734,0,0,0,571
189755,5899.41015625,668.10998535156,676.53997802734,0,0,0,571
189756,5941.0600585938,714.98999023438,661.16998291016,0,0,0,571
189757,5941.0600585938,714.98999023438,620.16998291016,0,0,0,571
189758,5864.9702148438,751.16998291016,620.59002685547,0,0,0,571
189759,5864.9702148438,751.16998291016,669.59002685547,0,0,0,571
189760,5835.75,720.71002197266,669.59002685547,0,0,0,571
189761,5835.75,720.71002197266,620.59002685547,0,0,0,571
189762,5636.4501953125,398.95999145508,630,0,0,0,571
189763,5947.9501953125,827.40002441406,630,0,0,0,571
189764,5924.75,796.79998779297,574.10998535156,0,0,0,571
189765,5806.25,636.30999755859,397.39999389648,0,0,0,571
189766,5636.4501953125,398.95999145508,574.10998535156,0,0,0,571
189767,5590.91015625,783.85998535156,630,0,0,0,571
189768,6006.8999023438,537.08001708984,630,0,0,0,571
189769,5971.75,552.69000244141,558.75,0,0,0,571
189771,5631.6098632812,751.34002685547,527.84997558594,0,0,0,571
189772,5749.8500976562,865.60998535156,630,0,0,0,571
189773,5749.8500976562,865.60998535156,704,0,0,0,571
189774,5864.169921875,851.46997070313,704,0,0,0,571
189775,5864.169921875,851.46997070313,630,0,0,0,571
189776,5800.509765625,816.41998291016,630,0,0,0,571
189777,5800.509765625,816.41998291016,704,0,0,0,571
189778,5814.83984375,906.58001708984,704,0,0,0,571
189779,5814.83984375,906.58001708984,630,0,0,0,571
189780,5868.9599609375,572.64001464844,623.44000244141,0,0,0,571
189781,5868.9599609375,572.64001464844,665.44000244141,0,0,0,571
189782,5847.009765625,539.19000244141,665.44000244141,0,0,0,571
189783,5847.009765625,539.19000244141,623.44000244141,0,0,0,571
189784,5867.4301757812,720.04998779297,624.90002441406,0,0,0,571
189785,5867.4301757812,720.04998779297,654.90002441406,0,0,0,571
189786,5893.1401367188,700.97998046875,654.69000244141,0,0,0,571
189787,5893.1401367188,700.97998046875,624.69000244141,0,0,0,571
189788,2478.830078125,-5620.1298828125,366.5,0,0,0,609
189789,2491.9499511719,-5599.3999023438,366.5,0,0,0,609
189790,2487.5,-5574.9501953125,366.5,0,0,0,609
189791,2466.2399902344,-5561.5600585938,366.5,0,0,0,609
189792,2441.8200683594,-5566.6298828125,366.5,0,0,0,609
189793,2433.4099121094,-5612.2099609375,366.5,0,0,0,609
189794,2454.25,-5625.66015625,366.5,0,0,0,609
189795,2510.169921875,-5702.8901367188,364,0,0,0,609
189796,2491.4499511719,-5658.3198242188,520,0,0,0,609
189797,2429.5900878906,-5523.7202148438,520,0,0,0,609
189798,2413.6799316406,-5483.4399414062,364,0,0,0,609
189799,2370.9499511719,-5680.1401367188,382,0,0,0,609
189800,2351.1398925781,-5635.16015625,382,0,0,0,609
189801,2377.8000488281,-5472.4399414062,382,0,0,0,609
189802,2512.1499023438,-5448.4702148438,382,0,0,0,609
189803,2586.2099609375,-5551.419921875,382,0,0,0,609
189804,2537.3798828125,-5704.7299804688,382,0,0,0,609
189805,2425.2199707031,-5744.5600585938,382,0,0,0,609
189806,2364.0600585938,-5692.3901367188,382.23999023438,0,0,0,609
189807,2347.5300292969,-5672.2001953125,382.23999023438,0,0,0,609
189808,2333.75,-5647.4702148438,382.23999023438,0,0,0,609
189809,2353.0400390625,-5636.8798828125,382.23999023438,0,0,0,609
189810,2382.5300292969,-5679.759765625,382.23999023438,0,0,0,609
189811,1204.9599609375,-4963.3198242188,0,0,0,0,571
189812,1198.3599853516,-4933.6899414062,346.07998657227,0,0,0,571
189813,1158.8699951172,-4823.169921875,344.76000976563,0,0,0,571
189814,1149.3100585938,-4791.830078125,0,0,0,0,571
189815,1219.4000244141,-5004.419921875,0,0,0,0,571
189816,1219.4000244141,-5004.419921875,173.61000061035,0,0,0,571
189817,1128.4300537109,-4743.66015625,173.13000488281,0,0,0,571
189818,1128.4300537109,-4743.66015625,0,0,0,0,571
189819,1111.3100585938,-4819.8999023438,172.49000549316,0,0,0,571
189820,1090,-4809.759765625,172.49000549316,0,0,0,571
189821,1073.6300048828,-4794.2700195312,172.49000549316,0,0,0,571
189822,1069.9200439453,-4767.41015625,172.49000549316,0,0,0,571
189823,1098.5899658203,-4757.3598632812,172.49000549316,0,0,0,571
189824,1163.5600585938,-4754.0400390625,172.49000549316,0,0,0,571
189825,1167.6500244141,-4794.5400390625,172.49000549316,0,0,0,571
189826,1142.3199462891,-5006.3798828125,172.11999511719,0,0,0,571
189827,1153.1800537109,-4968.25,172.11999511719,0,0,0,571
189828,1254.25,-4932.1401367188,172.11999511719,0,0,0,571
189829,1286.3699951172,-4988.7700195312,172.11999511719,0,0,0,571
189830,1156.1800537109,-5028.9599609375,172.11999511719,0,0,0,571
189831,2181.3898925781,5312.5297851562,-50,0,0,0,571
189832,2181.3898925781,5312.5297851562,44.9700012207,0,0,0,571
189833,2116.8200683594,5332.8100585938,44.9700012207,0,0,0,571
189834,2116.8200683594,5332.8100585938,-50,0,0,0,571
189837,2100.2199707031,5284.2700195312,44.9700012207,0,0,0,571
189838,2100.2199707031,5284.2700195312,-50,0,0,0,571
189839,2324.4599609375,5188.8798828125,-50,0,0,0,571
189840,2324.4599609375,5188.8798828125,38.29000091553,0,0,0,571
189841,2273.2099609375,5209.7099609375,38.29000091553,0,0,0,571
189842,2273.2099609375,5209.7099609375,-50,0,0,0,571
189843,2275.6298828125,5190.169921875,-50,0,0,0,571
189844,2275.6298828125,5190.169921875,39.58000183105,0,0,0,571
189845,2286.9599609375,5210.3100585938,39.58000183105,0,0,0,571
189846,2286.9599609375,5210.3100585938,-50,0,0,0,571
189847,2878.0600585938,6177.6000976562,207.71000671387,0,0,0,571
189848,2937.5100097656,6113.3198242188,207.71000671387,0,0,0,571
189849,2905.169921875,6082.3999023438,207.71000671387,0,0,0,571
189850,2845.5400390625,6145.419921875,207.71000671387,0,0,0,571
189851,2763.3898925781,6089.5698242188,207.80999755859,0,0,0,571
189852,2828.6298828125,6147.740234375,207.80999755859,0,0,0,571
189853,2797.1999511719,6179.5498046875,207.80999755859,0,0,0,571
189854,2733.9699707031,6120.9301757812,207.80999755859,0,0,0,571
189855,2741.2700195312,6261.16015625,207.80999755859,0,0,0,571
189856,2799.1201171875,6196.669921875,207.80999755859,0,0,0,571
189857,2831.2099609375,6228.1899414062,207.80999755859,0,0,0,571
189858,2773.3601074219,6292.169921875,207.80999755859,0,0,0,571
189859,2902.2900390625,6274.6801757812,202.80999755859,0,0,0,571
189860,2846.6799316406,6224.759765625,202.80999755859,0,0,0,571
189861,2880.3999023438,6195.169921875,202.80999755859,0,0,0,571
189862,2931.4799804688,6241.7299804688,202.80999755859,0,0,0,571
189863,2926.830078125,6120.4702148438,79.05000305176,0,0,0,571
189864,2781.0400390625,6278.5498046875,79.08000183105,0,0,0,571
189865,2772.7800292969,6291.580078125,203.89999389648,0,0,0,571
189866,2935.2299804688,6114.3901367188,192.47999572754,0,0,0,571
189867,2853.6599121094,6199.4599609375,202.5,0,0,0,571
189868,2910.8601074219,6255.330078125,200.33999633789,0,0,0,571
189869,2885.6899414062,6230.2299804688,74.69000244141,0,0,0,571
189870,2860.1201171875,6206.8100585938,82.69000244141,0,0,0,571
189871,2826.0400390625,6175.6201171875,80.37000274658,0,0,0,571
189872,2760.6499023438,6116.419921875,78.86000061035,0,0,0,571
189873,2747.8000488281,6104.5698242188,203.55000305176,0,0,0,571
189874,2826.7900390625,6176.2202148438,203.27000427246,0,0,0,571
189875,2924.919921875,6123.4599609375,191.4940032959,0,0,0,571
189876,2940.1000976562,6198.4702148438,191.4940032959,0,0,0,571
189877,2914.9099121094,6257.2001953125,191.4940032959,0,0,0,571
189878,2860.75,6282.5400390625,191.4940032959,0,0,0,571
189879,2781.7900390625,6276.0698242188,191.4940032959,0,0,0,571
189880,3968.2199707031,-3566.9599609375,256.79000854492,0,0,0,571
189881,3968.2199707031,-3566.9599609375,377.16000366211,0,0,0,571
189882,3940.7600097656,-3451.5300292969,354.32998657227,0,0,0,571
189883,3940.7600097656,-3451.5300292969,291.48001098633,0,0,0,571
189884,4792.5698242188,-1936.7099609375,160,0,0,0,571
189885,4792.5698242188,-1936.7099609375,295.20001220703,0,0,0,571
189886,4791.6401367188,-2034.2199707031,295.20001220703,0,0,0,571
189887,4791.6401367188,-2034.2199707031,160,0,0,0,571
189888,4790.41015625,-2159.3100585938,295.20001220703,0,0,0,571
189889,4790.41015625,-2159.3100585938,160,0,0,0,571
189890,4791.3500976562,-2056.9599609375,160,0,0,0,571
189891,4791.3500976562,-2056.9599609375,295.20001220703,0,0,0,571
189892,-208.16999816895,-661.92999267578,120.12000274658,0,0,0,600
189893,-232.25,-655.88000488281,120.12000274658,0,0,0,600
189894,-262.42999267578,-661.53997802734,120.12000274658,0,0,0,600
189895,-261.60998535156,-693.07000732422,120.12000274658,0,0,0,600
189896,-220.75,-701.13000488281,120.12000274658,0,0,0,600
189897,-336.98999023438,-570.86999511719,46.54000091553,0,0,0,600
189898,-327.17001342773,-684.76000976563,46.54000091553,0,0,0,600
189899,-510.79000854492,-626.05999755859,46.54000091553,0,0,0,600
189900,-467.16000366211,-575.20001220703,46.54000091553,0,0,0,600
189901,-336.7200012207,-777.34997558594,0,0,0,0,600
189902,-336.7200012207,-777.34997558594,126.59999847412,0,0,0,600
189903,-335.70999145508,-707.35998535156,126.59999847412,0,0,0,600
189904,-335.70999145508,-707.35998535156,0,0,0,0,600
189905,-364.89999389648,-637.22998046875,0,0,0,0,600
189906,-364.89999389648,-637.22998046875,85.5299987793,0,0,0,600
189907,-365.04000854492,-806.45001220703,87.68000030518,0,0,0,600
189908,-365.04000854492,-806.45001220703,0,0,0,0,600
189909,-227.25999450684,-760.09002685547,0,0,0,0,600
189910,-227.25999450684,-760.09002685547,101.33999633789,0,0,0,600
189911,-444.85998535156,-740.53002929688,91.18000030518,0,0,0,600
189912,-444.85998535156,-740.53002929688,0,0,0,0,600
189913,-287.79000854492,-547.27001953125,6.36000013351,0,0,0,600
189914,-227.24000549316,-735.28002929688,6.36000013351,0,0,0,600
189915,-393.95999145508,-846.23999023438,6.36000013351,0,0,0,600
189916,-499.17999267578,-683.28002929688,6.36000013351,0,0,0,600
189917,-441.80999755859,-599.64001464844,6.36000013351,0,0,0,600
189918,1530.7299804688,-3570.5300292969,158.30000305176,0,0,0,571
189919,1418.8199462891,-3136.5600585938,158.30000305176,0,0,0,571
189920,1418.8199462891,-3136.5600585938,0,0,0,0,571
189921,1530.7299804688,-3570.5300292969,0,0,0,0,571
189922,1579.0500488281,-3461.4499511719,147.19999694824,0,0,0,571
189923,1535.6500244141,-3238.25,147.19999694824,0,0,0,571
189924,1447.4799804688,-3239.1899414062,147.19999694824,0,0,0,571
189925,1467.6099853516,-3591,147.19999694824,0,0,0,571
189926,1713.9599609375,-3423.5600585938,133.83999633789,0,0,0,571
189927,1637.5799560547,-3417.6599121094,133.83999633789,0,0,0,571
189928,1608.1199951172,-3365.8999023438,133.83999633789,0,0,0,571
189929,1608.5,-3307.2900390625,133.83999633789,0,0,0,571
189930,1635.4499511719,-3263.9399414062,133.83999633789,0,0,0,571
189931,1687.9000244141,-3252.330078125,133.83999633789,0,0,0,571
189932,1747.5,-3271.5300292969,133.83999633789,0,0,0,571
189933,1747.5799560547,-3461.0900878906,139,0,0,0,571
189934,1658.7099609375,-3446.0700683594,139,0,0,0,571
189935,1625.6700439453,-3548.9399414062,139,0,0,0,571
189936,1676.4499511719,-3612.4599609375,139,0,0,0,571
189937,1720.9599609375,-3582.8601074219,139,0,0,0,571
189938,301.83999633789,-475.67999267578,104.58000183106,0,0,0,575
189939,293.69000244141,-509.89999389648,104.58000183106,0,0,0,575
189940,307.10998535156,-528.01000976563,104.58000183106,0,0,0,575
189941,485.30999755859,-525.92999267578,104.58000183106,0,0,0,575
189942,496.5299987793,-493.9700012207,104.58000183106,0,0,0,575
189943,481.85998535156,-273.23999023438,103.43000030518,0,0,0,575
189944,499.19000244141,-264.26000976563,103.43000030518,0,0,0,575
189945,490.11999511719,-233.91999816895,103.43000030518,0,0,0,575
189946,304.61999511719,-229.9700012207,103.43000030518,0,0,0,575
189947,302.91000366211,-268.57000732422,103.43000030518,0,0,0,575
189948,9000,-1300,10000,0,0,0,631
189949,9000,-1300,-10000,0,0,0,631
189950,-9000,-1300,-10000,0,0,0,631
189951,-9000,-1300,10000,0,0,0,631
189952,-274.29998779297,2212.6999511719,175,0,0,0,631
189953,-316.20001220703,2120.5,175,0,0,0,631
189954,-435.89999389648,2033.8000488281,175,0,0,0,631
189955,-549.5,2104.6000976562,175,0,0,0,631
189956,-613.59997558594,2212.3000488281,175,0,0,0,631
189957,-547.40002441406,2320.6000976562,175,0,0,0,631
189958,-438.10000610352,2382.3000488281,175,0,0,0,631
189959,-326.89999389648,2320.5,175,0,0,0,631
189960,-470.60000610352,2243.3000488281,614,0,0,0,631
189961,-520.09997558594,2293.3999023438,-163.89999389648,0,0,0,631
189962,-336.10000610352,2116,-163.30000305176,0,0,0,631
189963,-405.70001220703,2179.5,614,0,0,0,631
189964,-475.60000610352,2173.8000488281,614,0,0,0,631
189965,-502.20001220703,2148.6999511719,-158,0,0,0,631
189966,-344.39999389648,2309,-158,0,0,0,631
189967,-403.89999389648,2243.6999511719,614,0,0,0,631
189968,4494.83984375,80.74780273438,126.63600158691,0,0,0,1116
189969,4494.83984375,80.74780273438,165.43600463867,0,0,0,1116
189970,4338.0698242188,-56.91139984131,251.67599487305,0,0,0,1116
189971,4251.509765625,-128.98100280762,234.40100097656,0,0,0,1116
189972,4251.509765625,-128.98100280762,-101.29900360107,0,0,0,1116
189973,4778.3100585938,-35.25550079346,37.77099990845,0,0,0,1116
189974,4778.3100585938,-35.25550079346,119.67099761963,0,0,0,1116
189975,4540.6499023438,-84.70999908447,122.85399627686,0,0,0,1116
189976,4471.1899414062,-98.43779754639,114.73000335693,0,0,0,1116
189977,4471.1899414062,-98.43779754639,59.33000183105,0,0,0,1116
189978,4272.4702148438,708.50701904297,167,0,0,0,1116
189979,4272.4702148438,708.50701904297,210.63999938965,0,0,0,1116
189980,4480.3999023438,546.39001464844,269.25900268555,0,0,0,1116
189981,4480.3999023438,546.39001464844,203.09899902344,0,0,0,1116
189982,4474.5698242188,559.23199462891,202.43400573731,0,0,0,1116
189983,4472.9599609375,555.93298339844,250.63000488281,0,0,0,1116
189984,4445.1801757812,375.73098754883,262.37899780273,0,0,0,1116
189985,4445.1801757812,375.73098754883,177.29899597168,0,0,0,1116
189986,4448.6401367188,135.86999511719,124.83000183106,0,0,0,1116
189987,4448.6401367188,135.86999511719,182.78999328613,0,0,0,1116
189988,4454.8701171875,232.55000305176,204.44999694824,0,0,0,1116
189989,4447.7099609375,404.42999267578,237.14999389648,0,0,0,1116
189990,4447.7099609375,404.42999267578,162.66999816895,0,0,0,1116
189991,3340.9299316406,-1119.7099609375,41.10200119019,0,0,0,1116
189992,3340.9299316406,-1119.7099609375,156.90199279785,0,0,0,1116
189993,3422.2600097656,-953.33001708984,140.15100097656,0,0,0,1116
189994,3422.2600097656,-953.33001708984,55.34999847412,0,0,0,1116
189995,3423.2900390625,-972.85198974609,34.66999816895,0,0,0,1116
189996,3423.2900390625,-972.85198974609,136.66999816895,0,0,0,1116
189997,3405.6201171875,-938.49401855469,135.58999633789,0,0,0,1116
189998,3405.6201171875,-938.49401855469,40.59000015259,0,0,0,1116
189999,3405.4699707031,-938.65100097656,68.12799835205,0,0,0,1116
190000,3405.4699707031,-938.65100097656,123.72799682617,0,0,0,1116
190001,3331.5600585938,-743.86499023438,124.18900299072,0,0,0,1116
190002,3331.8898925781,-738.03100585938,41.76499938965,0,0,0,1116
190003,3502.1999511719,-1462.3599853516,99.02799987793,0,0,0,1116
190004,3502.1999511719,-1462.3599853516,122.82800292969,0,0,0,1116
190005,3465.7099609375,-1402.3800048828,160.43400573731,0,0,0,1116
190006,3347.7099609375,-1241.2800292969,133.45700073242,0,0,0,1116
190007,3347.7099609375,-1241.2800292969,54.5060005188,0,0,0,1116
190008,1126,-762.44000244141,-2000,0,0,0,1648
190009,1126,-762.44000244141,2000,0,0,0,1648
190010,1126,1689.6999511719,2000,0,0,0,1648
190011,1126,1689.6999511719,-2000,0,0,0,1648
190012,2197,-762.44000244141,2000,0,0,0,1648
190013,2197,-762.44000244141,-2000,0,0,0,1648
190014,2197,1689.6999511719,-2000,0,0,0,1648
190015,2197,1689.6999511719,2000,0,0,0,1648
190016,4740,3283,-2000,0,0,0,1648
190017,4740,3283,2000,0,0,0,1648
190018,-709.59002685547,3283,2000,0,0,0,1648
190019,-709.59002685547,3283,-2000,0,0,0,1648
190020,-5333.2998046875,5500.2998046875,-4000,0,0,0,1669
190021,-5333.2998046875,5500.2998046875,4000,0,0,0,1669
190022,8533.2998046875,5500.2998046875,4000,0,0,0,1669
190023,8533.2998046875,5500.2998046875,-4000,0,0,0,1669
190024,1300,6400,-4000,0,0,0,1669
190025,1300,6400,4000,0,0,0,1669
190026,1300,12800,4000,0,0,0,1669
190027,1300,12800,-4000,0,0,0,1669
190028,5300,0,4900,0,0,0,1676
190029,5300,-2100,4900,0,0,0,1676
190030,3733.5900878906,-2100,4900,0,0,0,1676
190031,3733.5900878906,0,4900,0,0,0,1676
190032,3733,0,-2000,0,0,0,1676
190033,3733,0,6500,0,0,0,1676
190034,3733.5900878906,-2100,6500,0,0,0,1676
190035,3733.5900878906,-2100,-2000,0,0,0,1676
190038,5333.58984375,0,6500,0,0,0,1676
190039,5333.58984375,0,-2000,0,0,0,1676
190040,4833,0,-2000,0,0,0,1676
190041,4833,0,6500,0,0,0,1676
190042,4833,-2100,6500,0,0,0,1676
190043,4833,-2100,-2000,0,0,0,1676
190044,3733,-2100,-2000,0,0,0,1676
190045,3733,-2100,6500,0,0,0,1676
190046,5333.58984375,-2100,6500,0,0,0,1676
190047,5333.58984375,-2100,-2000,0,0,0,1676
190575,2287.7299804688,5169.4799804688,44.16999816895,0,0,0,571
190576,2297.8000488281,5165.7202148438,44.16999816895,0,0,0,571
190577,2297.8000488281,5165.7202148438,-72.19000244141,0,0,0,571
190578,2287.7299804688,5169.4799804688,-72.19000244141,0,0,0,571
190579,2296.8601074219,5166.1899414062,33.63000106812,0,0,0,571
190580,2328.3798828125,5159.7700195312,33.63000106812,0,0,0,571
190581,2328.3798828125,5159.7700195312,-72.19000244141,0,0,0,571
190582,2296.8601074219,5166.1899414062,-72.19000244141,0,0,0,571
190583,2327.0200195312,5159.7299804688,45,0,0,0,571
190584,2337.2099609375,5163.8798828125,45,0,0,0,571
190585,2337.2099609375,5163.8798828125,-72.19000244141,0,0,0,571
190586,2327.0200195312,5159.7299804688,-72.19000244141,0,0,0,571
190587,2335.6101074219,5162.58984375,30.89999961853,0,0,0,571
190588,2364.8999023438,5187.669921875,30.89999961853,0,0,0,571
190589,2364.8999023438,5187.669921875,-72.19000244141,0,0,0,571
190590,2335.6101074219,5162.58984375,-72.19000244141,0,0,0,571
190591,2364.080078125,5186.9599609375,39.15000152588,0,0,0,571
190592,2372.4599609375,5196.0600585938,39.15000152588,0,0,0,571
190593,2372.4599609375,5196.0600585938,-72.19000244141,0,0,0,571
190594,2364.080078125,5186.9599609375,-72.19000244141,0,0,0,571
190595,2372.9599609375,5192.8999023438,27.80999946594,0,0,0,571
190596,2381.7199707031,5230.6098632812,27.80999946594,0,0,0,571
190597,2381.7199707031,5230.6098632812,-72.19000244141,0,0,0,571
190598,2372.9599609375,5192.8999023438,-72.19000244141,0,0,0,571
190599,2381.6201171875,5229.2001953125,40.90000152588,0,0,0,571
190600,2381.3798828125,5239.990234375,40.90000152588,0,0,0,571
190601,2381.3798828125,5239.990234375,-72.19000244141,0,0,0,571
190602,2381.6201171875,5229.2001953125,-72.19000244141,0,0,0,571
190603,2370.5600585938,5272.83984375,47,0,0,0,571
190604,2365.4799804688,5281.8100585938,47,0,0,0,571
190605,2365.4799804688,5281.8100585938,-72.19000244141,0,0,0,571
190606,2370.5600585938,5272.83984375,-72.19000244141,0,0,0,571
190607,2366.5700683594,5281.3100585938,33.09999847412,0,0,0,571
190608,2342.169921875,5301.83984375,33.09999847412,0,0,0,571
190609,2342.169921875,5301.83984375,-72.19000244141,0,0,0,571
190610,2366.5700683594,5281.3100585938,-72.19000244141,0,0,0,571
190611,2341.3898925781,5302.1899414062,50.63000106812,0,0,0,571
190612,2325.2900390625,5313.2900390625,50.63000106812,0,0,0,571
190613,2325.2900390625,5313.2900390625,-72.19000244141,0,0,0,571
190614,2341.3898925781,5302.1899414062,-72.19000244141,0,0,0,571
190616,2314.6101074219,5303.9702148438,50.63000106812,0,0,0,571
190617,2314.6101074219,5303.9702148438,-72.19000244141,0,0,0,571
190619,2189.1000976562,5348.6298828125,44.74000167847,0,0,0,571
190620,2200.3400878906,5343.4301757812,44.74000167847,0,0,0,571
190621,2200.3400878906,5343.4301757812,-67.63999938965,0,0,0,571
190622,2189.1000976562,5348.6298828125,-67.63999938965,0,0,0,571
190623,2122.2299804688,5368.759765625,32.36000061035,0,0,0,571
190624,2076.0500488281,5340.0200195312,32.36000061035,0,0,0,571
190625,2076.0500488281,5340.0200195312,-67.63999938965,0,0,0,571
190626,2122.2299804688,5368.759765625,-67.63999938965,0,0,0,571
190628,2064.6799316406,5300.58984375,32.36000061035,0,0,0,571
190629,2064.6799316406,5300.58984375,-67.63999938965,0,0,0,571
190631,2065.1000976562,5302.509765625,64.31999969482,0,0,0,571
190632,2063.4699707031,5290.3598632812,64.31999969482,0,0,0,571
190633,2063.4699707031,5290.3598632812,-67.63999938965,0,0,0,571
190634,2065.1000976562,5302.509765625,-67.63999938965,0,0,0,571
190635,2062.5900878906,5291.6000976562,51.33000183105,0,0,0,571
190636,2077.0900878906,5252.009765625,51.33000183105,0,0,0,571
190637,2077.0900878906,5252.009765625,-67.63999938965,0,0,0,571
190638,2062.5900878906,5291.6000976562,-67.63999938965,0,0,0,571
190640,2109.7600097656,5225.7900390625,51.33000183105,0,0,0,571
190641,2109.7600097656,5225.7900390625,-67.63999938965,0,0,0,571
190643,2108.5,5228.3100585938,39.75999832153,0,0,0,571
190644,2190.5500488281,5195.1000976562,39.75999832153,0,0,0,571
190645,2190.5500488281,5195.1000976562,-67.63999938965,0,0,0,571
190646,2108.5,5228.3100585938,-67.63999938965,0,0,0,571
190651,701.40997314453,-5045.2202148438,25,0,0,0,571
190652,702.15002441406,-5032.5200195312,25,0,0,0,571
190653,702.15002441406,-5032.5200195312,-34.18999862671,0,0,0,571
190654,701.40997314453,-5045.2202148438,-34.18999862671,0,0,0,571
190655,702.32000732422,-5034.8100585938,15.81000041962,0,0,0,571
190656,704.03002929688,-4994.7900390625,15.81000041962,0,0,0,571
190657,704.03002929688,-4994.7900390625,-34.18999862671,0,0,0,571
190658,702.32000732422,-5034.8100585938,-34.18999862671,0,0,0,571
190659,703.46002197266,-4995.75,19.43000030518,0,0,0,571
190660,701.07000732422,-4983.9799804688,19.43000030518,0,0,0,571
190661,701.07000732422,-4983.9799804688,-34.18999862671,0,0,0,571
190662,703.46002197266,-4995.75,-34.18999862671,0,0,0,571
190663,693.52001953125,-4946.7001953125,20.29999923706,0,0,0,571
190664,690.32000732422,-4934.5400390625,19.36000061035,0,0,0,571
190665,690.32000732422,-4934.5400390625,-34.59999847412,0,0,0,571
190666,693.52001953125,-4946.7001953125,-34.59999847412,0,0,0,571
190667,691.15997314453,-4936.6899414062,15.39999961853,0,0,0,571
190668,675.84997558594,-4907.3100585938,15.39999961853,0,0,0,571
190669,675.84997558594,-4907.3100585938,-34.59999847412,0,0,0,571
190670,691.15997314453,-4936.6899414062,-34.59999847412,0,0,0,571
190671,676.57000732422,-4907.7202148438,28.37999916077,0,0,0,571
190672,670.09002685547,-4896.6201171875,28.37999916077,0,0,0,571
190673,670.09002685547,-4896.6201171875,-34.59999847412,0,0,0,571
