Name,Position_0,Position_1,Position_2,Direction_0,Direction_1,Direction_2,ID,SoundEntriesID,WorldStateExpressionID,EmitterType,PhaseID,PhaseGroupID,PhaseUseFlags,Flags,MapID
Waterfall_TurbulenceLrgNarrowDir,1815.1099853516,-4292.33984375,184.33299255371,-0.21619899571,-0.03675600141,-0.97565698624,813,14924,0,0,0,0,0,0,571
Waterfall_RegularMed,1835.1999511719,-4290,196.22900390625,0,0,0,814,14899,0,0,0,0,0,0,571
Waterfall_RegularMed,1976.2600097656,-4293,209.20799255371,0,0,0,815,14899,0,0,0,0,0,0,571
Waterfall_RegularMed,1986.8439941406,-4341.7998046875,206.88694763184,0,0,0,816,14899,0,0,0,0,0,0,571
Waterfall_TurbulenceMedDir,1961.2600097656,-4294.7900390625,198.375,-0.96491700411,0.12722399831,-0.22967100143,817,14915,0,0,0,0,0,0,571
Waterfall_TurbulenceMedDir,1982.4000244141,-4358.6801757812,205.30000305176,-0.2553640008,-0.95583498478,0.14549100399,818,14915,0,0,0,0,0,0,571
Waterfall_TurbulenceMedDir,1893.2800292969,-4503.0600585938,189.37399291992,0.00397500023,-0.97705501318,0.21294699609,819,14915,0,0,0,0,0,0,571
Waterfall_TurbulenceMedDir,1870.1300048828,-4474.8701171875,191.07800292969,-0.93373197317,-0.35782399774,0.01030400023,820,14915,0,0,0,0,0,0,571
Waterfall_RegularMed,1893.0500488281,-4477.3100585938,193.63600158691,0,0,0,821,14899,0,0,0,0,0,0,571
Waterfall_TurbulenceMedDir,1927.1700439453,-5205.259765625,182.65100097656,-0.93658399582,0.34846800566,-0.03715800121,822,14915,0,0,0,0,0,0,571
Waterfall_TurbulenceLrgNarrowDir,2045.6099853516,-5242.2099609375,203.73599243164,-0.91022598743,0.41408699751,0.00445300015,823,14924,0,0,0,0,0,0,571
Waterfall_TurbulenceLrgNarrowDir,2174.7900390625,-5288.259765625,235.25900268555,-0.99641102552,-0.04548700154,-0.07138299942,824,14924,0,0,0,0,0,0,571
Waterfall_RegularMed,1942.7701416016,-5208.9028320312,189.02479553223,0,0,0,825,14899,0,0,0,0,0,0,571
Waterfall_RegularMed,2057.5307617188,-5247.1040039062,225.98994445801,0,0,0,826,14899,0,0,0,0,0,0,571
Waterfall_RegularMed,2189.3718261719,-5285.6943359375,246.55476379395,0,0,0,827,14899,0,0,0,0,0,0,571
Waterfall_TurbulenceLrgDir,2390.4899902344,-5148.8100585938,256.99099731445,-0.93095397949,-0.35968801379,-0.06285999715,828,14924,0,0,0,0,0,0,571
Waterfall_TurbulenceLrgDir,2404.5,-5001.8701171875,257.81698608398,-0.94831901789,0.29787099361,-0.10938099772,829,14924,0,0,0,0,0,0,571
Waterfall_TurbulenceMedDir,2498.4399414062,-5116.2202148438,292.71899414063,-0.94404101372,-0.32967400551,0.01015399955,830,14915,0,0,0,0,0,0,571
Waterfall_TurbulenceMedDir,2534.3159179688,-5066.3461914062,294.86471557617,-0.93658399582,0.34846800566,-0.03715800121,831,14915,0,0,0,0,0,0,571
Waterfall_RegularMed,2404.3701171875,-5146.330078125,273.53601074219,0,0,0,832,14899,0,0,0,0,0,0,571
Waterfall_RegularMed,2415.2099609375,-5003.4799804688,270.5950012207,0,0,0,833,14899,0,0,0,0,0,0,571
Waterfall_RegularMed,2645.9099121094,-2372.5300292969,18.72760009766,0,0,0,834,14899,0,0,0,0,0,0,571
Waterfall_TurbulenceMedDir,2637.830078125,-2375.419921875,6.20030021667,-0.81828397512,-0.13050399721,-0.55980300903,835,14915,0,0,0,0,0,0,571
Waterfall_TurbulenceMedDir,2772.1201171875,-2235.7199707031,8.47893047333,-0.39495798945,0.91471099854,-0.08549699932,836,14915,0,0,0,0,0,0,571
Waterfall_RegularMed,2781.0600585938,-2246.5200195312,13.80200004578,0,0,0,837,14899,0,0,0,0,0,0,571
Waterfall_TurbulenceLrgDir,2961.4099121094,-2427.7199707031,26.97270011902,-0.99611800909,-0.0515049994,0.07136899978,838,14924,0,0,0,0,0,0,571
Waterfall_RegularMed,2976.4689941406,-2426.1435546875,52.6623878479,0,0,0,839,14899,0,0,0,0,0,0,571
Waterfall_TurbulenceSmall,3320.2199707031,-2653.2900390625,49.38690185547,0,0,0,840,14968,0,0,0,0,0,0,571
Waterfall_TurbulenceSmall,3278.3054199219,-2633.6760253906,49.39530563354,0,0,0,841,14968,0,0,0,0,0,0,571
Waterfall_TurbulenceMedDir,3442.7399902344,-2638.580078125,58.16040039063,-0.94371497631,0.326579988,0.052418001,842,14915,0,0,0,0,0,0,571
Waterfall_TurbulenceMedDir,3447.6499023438,-2607.3798828125,61.01490020752,-0.99027901888,-0.07805199921,0.11512199789,843,14915,0,0,0,0,0,0,571
Waterfall_TurbulenceMedDir,3428.669921875,-2661.3500976562,56.40449905396,-0.90207499266,0.43156298995,0.00320399995,844,14915,0,0,0,0,0,0,571
Waterfall_RegularLarge,3455.919921875,-2658.2399902344,76.37259674072,0,0,0,845,14895,0,0,0,0,0,0,571
Waterfall_RegularLarge,3463.3044433594,-2604.5634765625,77.86637115479,0,0,0,846,14895,0,0,0,0,0,0,571
Waterfall_TurbulenceMedDir,3657.2895507812,-2628.7895507812,138.73707580566,-0.90207499266,0.43156298995,0.00320399995,847,14915,0,0,0,0,0,0,571
Waterfall_TurbulenceMedDir,3643.3999023438,-2662.5100097656,142.5950012207,-0.96002197266,0.27986800671,0.00523500005,848,14915,0,0,0,0,0,0,571
Waterfall_TurbulenceMedDir,3641.6899414062,-2702.669921875,139.63499450684,-0.98295998573,-0.11144199967,-0.14617499709,849,14915,0,0,0,0,0,0,571
Waterfall_RegularMed,3674.5,-2635.9399414062,151.15699768066,0,0,0,850,14899,0,0,0,0,0,0,571
Waterfall_RegularMed,3663.6999511719,-2668.1298828125,150.95799255371,0,0,0,851,14899,0,0,0,0,0,0,571
Waterfall_RegularMed,3658.2199707031,-2703.4899902344,151.08799743652,0,0,0,852,14899,0,0,0,0,0,0,571
Waterfall_TurbulenceMedDir,4789.7998046875,4296.5600585938,-48.8736000061,-0.03755199909,0.99845701456,-0.04087899998,853,14915,0,0,0,0,0,0,571
Waterfall_RegularMed,3223.6525878906,-1590.3244628906,32.38484191895,0,0,0,854,14899,0,0,0,0,0,0,571
Waterfall_TurbulenceLrgDir,3301.080078125,-1605.0500488281,54.57220077515,-0.98295998573,-0.11144199967,-0.14617499709,855,14924,0,0,0,0,0,0,571
Waterfall_RegularLarge,3330.068359375,-1604.0557861328,78.49221801758,0,0,0,856,14895,0,0,0,0,0,0,571
Waterfall_TurbulenceLrgDir,3636.1057128906,-1618.3441162109,96.2756729126,-0.98295998573,-0.11144199967,-0.14617499709,857,14924,0,0,0,0,0,0,571
Waterfall_RegularLarge,3651.3620605469,-1616.9997558594,111.73011779785,0,0,0,858,14895,0,0,0,0,0,0,571
Waterfall_RegularLarge,3686.0290527344,2919.9711914062,89.49217224121,0,0,0,859,14895,0,0,0,0,0,0,571
Waterfall_TurbulenceLrgDir,3668.7600097656,2915.6398925781,41.55530166626,-0.98295998573,-0.11144199967,-0.14617499709,860,14924,0,0,0,0,0,0,571
Waterfall_TurbulenceLrgDir,4789.8198242188,4194.8999023438,-12.94379997253,-0.0343249999,0.94046497345,0.3381460011,865,14924,0,0,0,0,0,0,571
Waterfall_RegularLarge,4796.5107421875,4272.5004882812,-43.79859542847,0,0,0,866,14895,0,0,0,0,0,0,571
Waterfall_RegularLarge,4796.4174804688,4216.7290039062,-20.24426460266,0,0,0,867,14895,0,0,0,0,0,0,571
Waterfall_TurbulenceLrgDir,3751.8000488281,3064.419921875,43.75680160522,-0.87658298016,0.47705200315,-0.06340000033,868,14924,0,0,0,0,0,0,571
Waterfall_RegularLarge,3769.6298828125,3056.0400390625,89.50749969482,0,0,0,869,14895,0,0,0,0,0,0,571
Waterfall_TurbulenceHugeDir,3919.0500488281,2984.3400878906,105.90699768066,-0.88042098284,-0.47321400046,-0.03035400063,872,14950,0,0,0,0,0,0,571
Waterfall_TurbulenceLrgDir,4045.7299804688,2976.3798828125,227.2200012207,-0.97563201189,-0.21559199691,0.04071800038,873,14924,0,0,0,0,0,0,571
Waterfall_TurbulenceMedDir,3966.2099609375,2904.169921875,110.35399627686,-0.95849901438,-0.27760699391,0.06490399688,874,14915,0,0,0,0,0,0,571
Waterfall_RegularLarge,3954.9699707031,3006.6201171875,214.92900085449,0,0,0,875,14895,0,0,0,0,0,0,571
Waterfall_RegularLarge,3985.7221679688,2920.1528320312,215.18087768555,0,0,0,876,14895,0,0,0,0,0,0,571
Waterfall_RegularLarge,4074.3671875,2976.5080566406,355.24020385742,0,0,0,877,14895,0,0,0,0,0,0,571
Waterfall_TurbulenceLrgDir,3837.8200683594,2240.6298828125,103.91799926758,-0.98558598757,-0.12264800072,0.11650399864,878,14924,0,0,0,0,0,0,571
Waterfall_TurbulenceLrgDir,3888.5400390625,2340.2800292969,103.44300079346,-0.99526000023,-0.08895300329,0.03928599879,879,14924,0,0,0,0,0,0,571
Waterfall_TurbulenceLrgDir,3864.4033203125,2110.7700195312,104.29778289795,-0.98558598757,-0.12264800072,0.11650399864,881,14924,0,0,0,0,0,0,571
Waterfall_RegularMed,3907.5634765625,2341.7280273438,123.27652740479,0,0,0,882,14899,0,0,0,0,0,0,571
Waterfall_RegularMed,3855.9853515625,2239.9907226562,122.95050811768,0,0,0,883,14899,0,0,0,0,0,0,571
Waterfall_RegularMed,3881.33203125,2108.7395019531,123.09059143066,0,0,0,884,14899,0,0,0,0,0,0,571
Waterfall_TurbulenceHugeDir,4238.2202148438,2237.5100097656,271.05899047852,-0.99583101273,-0.07858899981,0.0462590009,885,14950,0,0,0,0,0,0,571
Waterfall_TurbulenceHugeDir,3984.4399414062,2397.8200683594,211.46899414063,0.52228099108,-0.82521998882,-0.21501399577,886,14950,0,0,0,0,0,0,571
Waterfall_TurbulenceHugeDir,4015.1499023438,2051.5300292969,221.62300109863,0.57239001989,0.79039001465,0.21828499436,887,14950,0,0,0,0,0,0,571
Waterfall_TurbulenceMedDir,4083.4799804688,2424.3000488281,213.09599304199,-0.37141999602,-0.92649501562,-0.06043000147,888,14915,0,0,0,0,0,0,571
Waterfall_TurbulenceMedDir,4129,2402.4599609375,209.29400634766,-0.65295600891,-0.74538099766,-0.134363994,889,14915,0,0,0,0,0,0,571
Waterfall_TurbulenceMedDir,4176.6098632812,2356.2099609375,216.27099609375,-0.62821799517,-0.7737929821,0.08114500344,890,14915,0,0,0,0,0,0,571
Waterfall_TurbulenceMedDir,4219.8500976562,2304.7099609375,219.73300170898,-0.73106402159,-0.59775799513,-0.32898101211,891,14915,0,0,0,0,0,0,571
Waterfall_TurbulenceMedDir,4232.8198242188,2181.2299804688,220.80700683594,-0.99664002657,0.01374000032,-0.08073800057,892,14915,0,0,0,0,0,0,571
Waterfall_TurbulenceMedDir,4214.83984375,2104.5500488281,215.29400634766,-0.98877501488,0.14930699766,-0.005473,893,14915,0,0,0,0,0,0,571
Waterfall_TurbulenceMedDir,4183.8901367188,2054.9699707031,208.25999450684,-0.79183602333,0.60927098989,-0.04222200066,894,14915,0,0,0,0,0,0,571
Waterfall_TurbulenceMedDir,4126.490234375,2013.4200439453,203.94900512695,-0.09326799959,0.96958702803,0.22627599537,895,14915,0,0,0,0,0,0,571
Waterfall_TurbulenceMed,4157.0297851562,2231.0600585938,190,0,0,0,896,14915,0,0,0,0,0,0,571
Waterfall_TurbulenceMedDir,3960.4899902344,-1581.7099609375,146.97300720215,-1.11291003227,1.25899004936,-0.41995200515,897,14915,0,0,0,0,0,0,571
Waterfall_TurbulenceMedDir,2193.3701171875,-3593.5500488281,153.17199707031,0.04142900184,0.96698099375,0.2514539957,898,14915,0,0,0,0,0,0,571
Waterfall_RegularMed,2192.9094238281,-3607.244140625,157.94342041016,0,0,0,899,14899,0,0,0,0,0,0,571
Waterfall_TurbulenceLrgDir,2155.4899902344,-3716.0100097656,177.11799621582,0.0974759981,0.99523299932,0.00224100007,900,14924,0,0,0,0,0,0,571
Waterfall_RegularLarge,2154.1000976562,-3730.4499511719,195.12300109863,0,0,0,901,14895,0,0,0,0,0,0,571
Waterfall_TurbulenceLrgDir,4373.8037109375,5948.0063476562,45.67765045166,0.0974759981,0.99523299932,0.00224100007,902,14924,0,0,0,0,0,0,571
Waterfall_RegularLarge,4367.3798828125,5932.2700195312,55.48329925537,0,0,0,903,14895,0,0,0,0,0,0,571
Waterfall_TurbulenceMedDir,4389.759765625,5959.0200195312,39.51969909668,-0.97073602676,0.23289400339,0.05855000019,904,14915,0,0,0,0,0,0,571
Waterfall_TurbulenceMedDir,4352.2700195312,5947.2797851562,48.07070159912,-0.39131399989,0.91772997379,-0.06812600046,906,14915,0,0,0,0,0,0,571
Waterfall_TurbulenceMedDir,4378.2299804688,5987.9501953125,12.62899971008,0.02518399991,0.99942398071,-0.02264600061,907,14915,0,0,0,0,0,0,571
Waterfall_TurbulenceMedDir,4356.8901367188,5986.9301757812,11.72399997711,0.02518399991,0.99942398071,-0.02264600061,908,14915,0,0,0,0,0,0,571
Waterfall_TurbulenceMedDir,4371.7001953125,6004.169921875,2.56200003624,-0.68620198965,0.72125399113,0.09441299736,909,14915,0,0,0,0,0,0,571
Waterfall_TurbulenceLrgDir,3006.4899902344,4977.75,3.76244997978,0.12576399744,-0.92351901531,0.36234200001,910,14924,0,0,0,0,0,0,571
Waterfall_TurbulenceLrgDir,3004,4995.75,16.34070014954,-0.07939399779,0.65635299683,-0.75026202202,911,14924,0,0,0,0,0,0,571
Waterfall_RegularLarge,3011.6047363281,5012.2299804688,27.03977775574,0,0,0,912,14895,0,0,0,0,0,0,571
Waterfall_TurbulenceLrgDir,3203.6298828125,-1592.1999511719,22.05970001221,-0.93298697472,-0.06601399928,0.35379898548,915,14924,0,0,0,0,0,0,571
Waterfall_TurbulenceLrgDir,2985.4099121094,-1609.6600341797,6.7649102211,-0.00113800005,-0.98451197147,0.17530199885,916,14924,0,0,0,0,0,0,571
Waterfall_RegularMed,2986.2504882812,-1594.0870361328,10.79281806946,0,0,0,917,14899,0,0,0,0,0,0,571
Waterfall_TurbulenceMedDir,2876.6201171875,-1558.4000244141,5.88525009155,-0.98445498943,0.17346699536,-0.02741999924,918,14915,0,0,0,0,0,0,571
Waterfall_RegularMed,2888.9375,-1558.6403808594,11.28428173065,0,0,0,919,14899,0,0,0,0,0,0,571
Waterfall_RegularMed,3970.5700683594,-1592.5400390625,159.82499694824,0,0,0,920,14899,0,0,0,0,0,0,571
Waterfall_TurbulenceMedDir,4174.9799804688,-1527.1800537109,149.94700622559,0.22562399507,1.71006000042,0.15737399459,921,14915,0,0,0,0,0,0,571
Waterfall_RegularMed,4172.9282226562,-1535.6768798828,158.7566986084,0,0,0,922,14899,0,0,0,0,0,0,571
Waterfall_TurbulenceMedDir,4049.3701171875,-1529.25,147.03700256348,-0.39978501201,1.68437004089,-0.0552229993,923,14915,0,0,0,0,0,0,571
Waterfall_RegularMed,4053.4274902344,-1540.8492431641,156.07392883301,0,0,0,924,14899,0,0,0,0,0,0,571
Waterfall_RegularMed,4073.3999023438,-2630.5900878906,217.22900390625,0,0,0,925,14899,0,0,0,0,0,0,571
Waterfall_TurbulenceMedDir,4073.7800292969,-2616.5300292969,217.15199279785,0.12181500345,1.69879996777,0.3149780035,926,14915,0,0,0,0,0,0,571
Waterfall_TurbulenceLrgDir,4142.41015625,-2796.1298828125,250.66999816895,-0.10520199686,0.95076501369,0.29150399566,927,14924,0,0,0,0,0,0,571
Waterfall_RegularLarge,4146.8500976562,-2820.080078125,270.91500854492,0,0,0,928,14895,0,0,0,0,0,0,571
Waterfall_TurbulenceMed,4232.6201171875,-2912.3898925781,276.96798706055,0,0,0,930,14915,0,0,0,0,0,0,571
Waterfall_TurbulenceMedDir,4274.9501953125,-2965.4499511719,290.3450012207,-0.62964898348,0.77553498745,-0.04568799958,931,14915,0,0,0,0,0,0,571
Waterfall_RegularMed,4293.3325195312,-2974.7319335938,304.27203369141,0,0,0,932,14899,0,0,0,0,0,0,571
Waterfall_TurbulenceMed,4199.6435546875,-3094.8776855469,271.16006469727,0,0,0,933,14915,0,0,0,0,0,0,571
Waterfall_TurbulenceMed,4177.9086914062,-3060.1943359375,273.00076293945,0,0,0,935,14915,0,0,0,0,0,0,571
Waterfall_TurbulenceMed,4160.7211914062,-3082.9318847656,264.45352172852,0,0,0,936,14915,0,0,0,0,0,0,571
Waterfall_TurbulenceLrgDir,3969.1298828125,-2801.8100585938,245.20700073242,0.04429800063,0.99770498276,-0.05120199919,937,14924,0,0,0,0,0,0,571
Waterfall_RegularLarge,3970.765625,-2812.41796875,271.9899597168,0,0,0,938,14895,0,0,0,0,0,0,571
Waterfall_TurbulenceLrgDir,3979.3898925781,-5108.0498046875,37.27830123901,0.68848598003,-0.72227597237,0.06560300291,939,14924,0,0,0,0,0,0,571
Waterfall_RegularLarge,3971.0869140625,-5088.6811523438,55.39406204224,0,0,0,940,14895,0,0,0,0,0,0,571
Waterfall_RegularMed,4048.6589355469,-5181.5278320312,14.25017261505,0,0,0,941,14899,0,0,0,0,0,0,571
Waterfall_RegularMed,4109.8149414062,-5128.1396484375,14.35449886322,0,0,0,942,14899,0,0,0,0,0,0,571
Waterfall_TurbulenceMedDir,4070.2800292969,-5186.08984375,6.32627010345,0.98197597265,-0.18408900499,-0.04281299934,943,14915,0,0,0,0,0,0,571
Waterfall_TurbulenceMedDir,4114.6801757812,-5151.3798828125,6.80576992035,0.26857700944,-0.95972198248,-0.08246199787,944,14915,0,0,0,0,0,0,571
Waterfall_TurbulenceMedDir,6440.740234375,5472.3798828125,-13.52700042725,-0.7314800024,-0.67018598318,0.12565599382,953,14915,0,0,0,0,0,0,571
Waterfall_RegularLarge,6455.275390625,5485.0903320312,-2.43947100639,0,0,0,954,14895,0,0,0,0,0,0,571
Waterfall_TurbulenceMedDir,6367.7797851562,5417.1098632812,-49.20790100098,-0.75931602716,-0.64007598162,0.11721800268,955,14915,0,0,0,0,0,0,571
Waterfall_RegularMed,6374.4599609375,5421.1000976562,-41.21440124512,0,0,0,956,14899,0,0,0,0,0,0,571
Waterfall_TurbulenceLrgDir,6273.8500976562,5394.0200195312,-80.47699737549,-0.73888200521,-0.63980197906,0.21144199371,957,14924,0,0,0,0,0,0,571
Waterfall_RegularLarge,6282.3930664062,5401.3852539062,-63.54529571533,0,0,0,958,14895,0,0,0,0,0,0,571
Waterfall_RegularLarge,5958.6870117188,4962.5161132812,-100.92587280273,0,0,0,959,14895,0,0,0,0,0,0,571
Waterfall_RegularLarge,5954.4282226562,4922.357421875,-102.02802276611,0,0,0,960,14895,0,0,0,0,0,0,571
Waterfall_TurbulenceMedDir,5932.7001953125,4964.3198242188,-115.11399841309,-0.95207297802,0.24203699827,0.18702399731,961,14915,0,0,0,0,0,0,571
Waterfall_TurbulenceLrgDir,5897.7099609375,4966.7797851562,-130.28500366211,-0.94234901667,0.19144000113,-0.27446499467,962,14924,0,0,0,0,0,0,571
Waterfall_TurbulenceMedDir,5894.2001953125,4943.5,-130.96800231934,-0.74470001459,0.66224098206,-0.082806997,963,14915,0,0,0,0,0,0,571
Waterfall_TurbulenceMedDir,5585.5498046875,4772.5200195312,-146.51300048828,-1.18508994579,0.22726899385,0.01202099957,964,14915,0,0,0,0,0,0,571
Waterfall_TurbulenceMedDir,5545.91015625,4785.8500976562,-179.15899658203,-0.99173599482,0.03719900176,0.12276999652,965,14915,0,0,0,0,0,0,571
Waterfall_RegularLarge,5603.4399414062,4762.75,-141.50300598145,0,0,0,966,14895,0,0,0,0,0,0,571
Waterfall_TurbulenceMedDir,5448.9399414062,4714.8598632812,-191.09800720215,0.18334800005,0.93815600872,0.2936719954,967,14915,0,0,0,0,0,0,571
Waterfall_RegularLarge,5446.2934570312,4646.740234375,-145.6324005127,0,0,0,968,14895,0,0,0,0,0,0,571
Waterfall_TurbulenceMedDir,5447.240234375,4675.9799804688,-156.07200622559,0.06018799916,0.95383900404,-0.29422000051,969,14915,0,0,0,0,0,0,571
Waterfall_RegularLarge,5785.5698242188,4369.9599609375,-113.39499664307,0,0,0,970,14895,0,0,0,0,0,0,571
Waterfall_TurbulenceLrgDir,5771.009765625,4377.5297851562,-130.73699951172,-0.69662499428,0.67386198044,0.24621100724,971,14924,0,0,0,0,0,0,571
Waterfall_TurbulenceLrgDir,5520.580078125,6052.4399414062,-11.82579994202,-0.19976499677,-0.95245397091,0.23005600274,972,14924,0,0,0,0,0,0,571
Waterfall_RegularLarge,5521.7001953125,6066.33984375,0.964854002,0,0,0,973,14895,0,0,0,0,0,0,571
Waterfall_TurbulenceMedDir,5508.58984375,6011.9799804688,-39.18349838257,-0.02092299983,-0.9962670207,-0.08374799788,974,14915,0,0,0,0,0,0,571
Waterfall_TurbulenceMedDir,5476.0400390625,5719.9799804688,-96.27140045166,-0.05019799992,-0.90668398142,0.41881099343,975,14915,0,0,0,0,0,0,571
Waterfall_RegularMed,5483,5737.7900390625,-83.98169708252,0,0,0,976,14899,0,0,0,0,0,0,571
Waterfall_TurbulenceLrgDir,5441.1201171875,5443.3598632812,-101.74700164795,-0.01051599998,-0.91589397192,0.40128499269,977,14924,0,0,0,0,0,0,571
Waterfall_RegularLarge,5440.509765625,5462.453125,-101.09970855713,0,0,0,978,14895,0,0,0,0,0,0,571
Waterfall_TurbulenceMedDir,5425.2001953125,5374.2001953125,-130.18499755859,-0.01051599998,-0.91589397192,0.40128499269,979,14915,0,0,0,0,0,0,571
Waterfall_RegularLarge,5487.7797851562,4972.5844726562,-130.20991516113,0,0,0,981,14895,0,0,0,0,0,0,571
Waterfall_TurbulenceMed,5501.7001953125,4949.5,-187.17399597168,0,0,0,982,14915,0,0,0,0,0,0,571
Waterfall_TurbulenceMedDir,5475.759765625,4940.580078125,-186.41600036621,0.33024999499,-0.92970198393,0.16304700077,983,14915,0,0,0,0,0,0,571
Waterfall_RegularLarge,4675.4658203125,4091.8459472656,337.44497680664,0,0,0,984,14895,0,0,0,0,0,0,571
Waterfall_TurbulenceLrgDir,4704.2001953125,4104.919921875,256.49301147461,0.93370902538,0.34524598718,-0.09480399638,985,14924,0,0,0,0,0,0,571
Waterfall_TurbulenceLrgDir,4758.6000976562,4108.4599609375,130.60600280762,0.95733201504,0.19303199649,-0.2150579989,986,14924,0,0,0,0,0,0,571
Waterfall_TurbulenceLrgDir,4769.490234375,4150.4599609375,67.04360198975,0.16077400744,0.98692601919,-0.01120300032,987,14924,0,0,0,0,0,0,571
Waterfall_RegularMed,4906.7036132812,4849.6127929688,-94.6471786499,0,0,0,988,14899,0,0,0,0,0,0,571
Waterfall_TurbulenceMedDir,4908.330078125,4865.1298828125,-100.44499969482,0.0128340004,0.98953700066,-0.1436920017,989,14915,0,0,0,0,0,0,571
Waterfall_RegularMed,5023.9282226562,4996.3510742188,-112.57067108154,0,0,0,990,14899,0,0,0,0,0,0,571
