Cost,Name,Field_12_0_0_63534_004_0,Field_12_0_0_63534_004_1,Field_12_0_0_63534_004_2,Field_12_0_0_63534_005_0,Field_12_0_0_63534_005_1,Field_12_0_0_63534_005_2,CornerstonePosition_0,CornerstonePosition_1,CornerstonePosition_2,CornerstoneRotation_0,CornerstoneRotation_1,CornerstoneRotation_2,TeleportPosition_0,TeleportPosition_1,TeleportPosition_2,ID,NeighborhoodMapID,Field_12_0_0_63534_010,CornerstoneGameObjectID,PlotIndex,WorldState,PlotGameObjectID,Field_12_0_0_65028_014,Field_12_0_0_64741_016
10000000,,988.77429199219,154.79341125488,31.34772491455,0,0,0,1266.1024169922,-171.21875,72.9337310791,0,0,4.11024999619,1267.8016357422,-168.74639892578,73.05100250244,369,2,0,475095,10,29726,581854,-1.57079648972,577385
10000000,,2104.5329589844,-298.58853149414,136.8017578125,0,0,0,1101.6840820312,883.546875,6.83333349228,0,0,3.25503969193,1104.6647949219,883.88647460938,6.83330011368,370,2,0,475061,11,29727,582059,-1.57079648972,577386
10000000,,503.54339599609,-81.21353912354,1.46946418285,0,0,0,519.734375,693.203125,155.52082824707,0,0,2.60054159164,547.15167236328,638.71429443359,154.81019592285,371,2,0,582082,12,29728,582067,0,577387
10000000,,673.84204101563,11.35590267181,22.75583839417,0,0,0,902.30554199219,-545.76391601563,1.43055558205,0,0,4.59021568298,902.67108154297,-542.78631591797,1.96220004559,372,2,0,475091,13,29729,582073,1.57079601288,577388
10000000,,1883.1788330078,-282.57986450195,130.34344482422,0,0,0,1180.1492919922,-643.67364501953,5.70659732819,0,0,4.82583665848,1179.8096923828,-640.69287109375,5.58500003815,373,2,0,475079,14,29730,582049,0,577389
10000000,,632.67364501953,-132.33680725098,3.62052845955,0,0,0,2150.5642089844,-740.09204101563,141.66667175293,0,0,2.6965341568,2153.2719726562,-741.38348388672,142.75169372559,374,2,0,475071,15,29731,582045,0,577390
10000000,,416.88888549805,-121.20834350586,4.27795505524,0,0,0,1493.4132080078,7.58159732819,78.328125,0,0,5.6548666954,1481.1500244141,-7.52926015854,78.21759796143,375,2,0,576758,16,29732,581853,-4.71238899231,577391
10000000,,1368.7239990234,230.90104675293,44.7523727417,0,0,0,958.10589599609,843.57641601563,4.78819465637,0,0,2.23402309418,959.95288085938,841.21240234375,4.78870010376,376,2,0,567160,17,29733,582066,-1.57079648972,577392
10000000,,1728.6545410156,-874.81597900391,116.4909362793,0,0,0,1531.5329589844,998.01910400391,36.25520706177,0,0,6.24828338623,1528.5347900391,998.12377929688,35.62129974365,377,2,0,475059,18,29734,581896,1.57079684734,577393
10000000,,1934.4548339844,-541.80731201172,135.93196105957,0,0,0,380.66494750977,-107.65798950195,6,0,0,3.13286590576,383.66479492188,-107.68419647217,6.49800014496,378,2,0,569610,19,29735,582069,4.71238899231,577394
10000000,,1629.9497070312,-688.88018798828,97.84342956543,0,0,0,1864.5416259766,-515.51910400391,130.22917175293,0,0,2.53072786331,1866.9990234375,-517.23980712891,130.53869628906,379,2,0,475092,20,29737,582050,4.71238946915,577395
10000000,,795.06427001953,-388.59896850586,40.50914382935,0,0,0,1658.4149169922,-169.75520324707,81.03298950195,0,0,4.56403684616,1658.8583984375,-166.78819274902,81.0233001709,380,2,0,475096,21,29738,582102,-3.14159345627,577396
10000000,,964.85589599609,-497.98263549805,37.98585128784,0,0,0,488.31597900391,304.34201049805,99.20833587646,0,0,5.62868690491,485.59698486328,305.60989379883,99.268699646,381,2,0,475086,22,29739,582062,1.57079577446,577397
10000000,,1960.0903320312,-706.04864501953,133.20108032227,0,0,0,1925.5989990234,-707.20831298828,134.03298950195,0,0,6.03883934021,1922.6881103516,-706.48248291016,133.98159790039,382,2,0,475080,23,29740,582051,-1.57079696655,577398
10000000,,1102.0242919922,148.515625,33.92869186401,0,0,0,224.12673950195,652.36981201172,12.18576431274,0,0,3.28121900558,227.09750366211,652.78741455078,11.74890041351,383,2,0,566793,24,29741,582076,0,577399
10000000,,1833.0764160156,-491.03472900391,133.24443054199,0,0,0,1844.2586669922,664.76739501953,88.52575683594,0,0,0.30543279648,1841.3974609375,663.86529541016,88.39129638672,384,2,0,475051,25,29742,581889,-1.57079648972,577400
10000000,,1274.1944580078,-626.50347900391,37.31015396118,0,0,0,1078.1822509766,1023.2517700195,3.14756941795,0,0,2.44346094131,1080.4803466797,1021.323425293,3.69679999352,385,2,0,475063,26,29743,582078,-4.71238946915,577401
10000000,,1955.7465820312,-447.78646850586,137.59161376953,0,0,0,1213.3298339844,462.80902099609,154.02082824707,0,0,3.14159274101,1166.0948486328,461.58029174805,153.91430664063,386,2,0,475064,27,29724,581864,-1.57079637051,577402
10000000,,1384.3072509766,119.88715362549,49.97954177856,0,0,0,1663.28125,915.1875,37.61111450195,0,0,1.43990111351,1662.8896484375,912.21307373047,37.52809906006,387,2,0,475062,28,29744,581897,0,577403
10000000,,1175.2379150391,-600.18927001953,37.29941177368,0,0,0,1165.7274169922,156.86631774902,34.95659637451,0,0,3.97062373161,1167.7541503906,159.07820129395,34.95719909668,388,2,0,475104,29,29718,581866,0.52359879017,577404
10000000,,1595.3992919922,-601.14758300781,97.8911819458,0,0,0,952.59027099609,483.57986450195,108.67014312744,0,0,2.53072786331,955.51422119141,474.29638671875,108.53309631348,389,2,0,475060,30,29747,582080,4.71238899231,577405
10000000,,1729.5122070312,-541.55035400391,104.1350479126,0,0,0,2079.9619140625,-272.85589599609,138.31770324707,0,0,6.16101312637,2076.984375,-272.49029541016,138.31719970703,390,2,0,475098,31,29746,582041,-1.57079648972,577406
10000000,,1771.2274169922,-953.08331298828,116.49099731445,0,0,0,669.45831298828,432.25347900391,9.00173664093,0,0,4.26732969284,670.74987792969,434.9612121582,9.01790046692,391,2,0,475081,32,29748,582068,0,577407
10000000,,1858.234375,-873.92016601563,121.26685333252,0,0,0,1129.5191650391,770.18054199219,17.62152862549,0,0,0.63704538345,1127.1075439453,768.39611816406,17.60969924927,392,2,0,475053,33,29749,581891,-1.57079648972,577408
10000000,,2101.4270019531,-201.29513549805,136.80171203613,0,0,0,1309.7326660156,-105.36805725098,73.26387023926,0,0,1.71042501926,1310.1501464844,-108.33889770508,73.15129852295,393,2,0,475073,34,29750,581855,0,577409
10000000,,599.26739501953,-273.64236450195,4.28020572662,0,0,0,1788.5903320312,-951.06597900391,92.31423950195,0,0,4.24987697601,1789.9289550781,-948.38122558594,92.47899627686,394,2,0,475102,35,29751,582052,0,577410
10000000,,875.52429199219,-467.35763549805,40.55838394165,0,0,0,1802.2135009766,639.21875,85.60069274902,0,0,4.20624399185,1803.66796875,641.84259033203,84.89679718018,395,2,0,475066,36,29752,581894,-4.71238899231,577411
10000000,,1188.1007080078,479.78820800781,122.23957061768,0,0,0,304.65625,79.84896087646,24.36284828186,0,0,2.88852071762,307.56069946289,79.0978012085,23.36389923096,396,2,0,569609,37,29753,582079,4.71238899231,577412
10000000,,1006.4600830078,920.82116699219,7.85777950287,0,0,0,1846.5,-879.52606201172,120.71180725098,0,0,5.63741397858,1844.1041259766,-877.72058105469,120.78600311279,397,2,0,475077,38,29754,582053,-1.57079696655,577413
10000000,,563.42364501953,549.20141601563,83.22998046875,0,0,0,2235.2551269531,-871.05902099609,160.22743225098,0,0,5.0614566803,2234.2290039062,-868.23992919922,160.22779846191,398,2,0,582083,39,29720,582046,-1.57079648972,577414
10000000,,1032.3680419922,660.53643798828,9.11426734924,0,0,0,1023.8298950195,164.79167175293,31.10763931274,0,0,3.54301857948,1026.5914306641,165.96389770508,31.03409957886,399,2,0,475090,40,29757,582071,0,577415
10000000,,1877.4965820312,682.23266601563,94.30966949463,0,0,0,1339.8958740234,616.34722900391,42.00347518921,0,0,4.56403589249,1340.3393554688,619.31427001953,42.00439834595,400,2,0,475058,41,29756,581893,-1.57079601288,577416
10000000,,1345.1978759766,577.53125,42.03786087036,0,0,0,1757.3853759766,-865.43402099609,116.75347137451,0,0,3.28994607925,1760.3524169922,-864.99060058594,116.5586013794,401,2,0,475100,42,29722,582055,-1.57079637051,577417
10000000,,1560.4375,1002.4426879883,37.38088607788,0,0,0,639.86633300781,692.515625,113.90451812744,0,0,2.60054159164,642.29748535156,706.87548828125,113.91770172119,402,2,0,582085,43,29664,582060,0,577418
10000000,,1100.03125,965.15106201172,8.17554187775,0,0,0,1903.5747070312,-448.29513549805,137.00347900391,0,0,0.04363369942,1900.5775146484,-448.42599487305,136.89430236816,403,2,0,475068,44,29723,582039,1.57079565525,577419
10000000,,1676.1510009766,950.60589599609,37.4253616333,0,0,0,1883.4617919922,-337.90451049805,129.98091125488,0,0,1.57952570915,1883.4880371094,-340.90438842773,129.69430541992,404,2,0,475097,45,29758,582040,0,577420
10000000,,1667.9288330078,1084.5173339844,45.90198516846,0,0,0,2269.2761230469,-586.68579101563,161.47569274902,0,0,0.65450239182,2266.8959960938,-588.51208496094,160.83529663086,405,2,0,475083,46,29759,582044,1.57079601288,577421
10000000,"NEEDS REVIEW",861.37329101563,478.05902099609,69.01196289063,0,0,0,1366.4079589844,85.18402862549,49.73090362549,0,0,0.50614571571,1363.7840576172,83.72959899902,50.04399871826,406,2,0,475093,47,29760,581865,0,577422
10000000,,689.96527099609,445.48785400391,7.07972192764,0,0,0,1215.6441650391,-9.72222232819,104.46353912354,0,0,0.98611497879,1213.9884033203,-12.22389984131,104.16799926758,407,2,0,475088,48,29761,581863,-1.57079696655,577423
10000000,,1159.8992919922,787.76910400391,17.5986328125,0,0,0,412.015625,194.88542175293,109.75868988037,0,0,4.54658269882,403.94720458984,195.33140563965,109.73370361328,408,2,0,475087,49,29762,582061,-4.71238899231,577424
10000000,,997.08856201172,738.88018798828,9.48407077789,0,0,0,1032.7847900391,695.14581298828,9.00868034363,0,0,4.45058965683,1033.5612792969,698.04357910156,9.05720043182,409,2,0,475052,50,29719,582065,-1.57079648972,577425
10000000,,945.28472900391,511.00695800781,69.5376663208,0,0,0,637.66320800781,-114.50694274902,2.94618058205,0,0,3.26376581192,640.64093017578,-114.14129638672,2.60850000381,410,2,0,475105,51,29769,582063,0,577426
10000000,,617.62847900391,631.94616699219,81.65132141113,0,0,0,1665.5017089844,-677.59552001953,99.74305725098,0,0,3.52556562424,1668.283203125,-676.4716796875,99.87940216064,411,2,0,475099,52,29770,582047,-1.57079684734,577427
10000000,,927.53302001953,819.734375,7.11426639557,0,0,0,1640.0225830078,-567.54864501953,99.98611450195,0,0,3.12413930893,1643.0220947266,-567.60101318359,100.00859832764,412,2,0,475103,53,29771,582054,0,577428
10000000,,1926.6024169922,969.859375,93.47671508789,0,0,0,745.53472900391,840.33679199219,8.75347232819,0,0,3.05432748795,748.52331542969,840.07531738281,7.98140001297,413,2,0,582084,54,29772,582070,-1.57079601288,577429
10000000,,2973.0791015625,-245.32292175293,113.17095184326,0,0,0,2942.7438964844,-214.265625,113.11284637451,0,0,5.83812618256,2939.34375,-212.25540161133,113.32099914551,417,1,0,527268,0,29778,581971,0,581984
10000000,,2706.0791015625,646.42706298828,47.6890335083,0,0,0,2674.3176269531,651.84552001953,49.22569656372,0,0,5.2708940506,2675.4250488281,649.38031005859,49.53499984741,418,1,0,527310,1,29725,582014,0,582019
10000000,,3453.3525390625,1058.7153320312,25.20931053162,0,0,0,2523.3454589844,171.17881774902,60.40972137451,0,0,0.31415939331,2516.8928222656,161.04530334473,60.24319839478,419,1,0,527266,2,29736,581968,0,581989
10000000,,3196.8195800781,-501.58334350586,190.80068969727,0,0,0,3166.546875,-525.71527099609,190.65104675293,0,0,0.40142607689,3157.2150878906,-526.43682861328,190.9548034668,420,1,0,527292,3,29745,582118,0,582134
10000000,,3491.6596679688,1300.3228759766,17.09569740295,0,0,0,3495.4877929688,1400.8021240234,4.28472232819,0,0,4.64257669449,3495.6970214844,1403.7947998047,4.96040010452,421,1,0,571209,4,29755,581928,0,581940
10000000,,2636.1875,996.35589599609,37.53330993652,0,0,0,2615.6293945312,965.46704101563,36.890625,0,0,0.52359938622,2613.4174804688,963.44018554688,36.88710021973,422,1,0,527286,5,29763,582024,0,582015
10000000,,2710.4367675781,-428.74307250977,122.50930786133,0,0,0,2662.953125,-427.98785400391,121.83334350586,0,0,0.13089990616,2663.6450195312,-444.18508911133,121.04540252686,423,1,0,527260,6,29765,581967,0,581981
10000000,,3576.4504394531,234.59548950195,102.39552307129,0,0,0,3581.9279785156,265.00695800781,102.31597900391,0,0,4.93928146362,3569.2817382812,268.88778686523,102.09819793701,424,1,0,527282,7,29766,582116,0,582129
10000000,,2329.7431640625,34.22048568726,100.20620727539,0,0,0,2351.6613769531,-11.60416698456,100.14234924316,0,0,2.18166303635,2358.5856933594,-3.76069998741,100.0837020874,425,1,0,527274,8,29767,581960,0,581977
10000000,,3524.3046875,342.86111450195,95.55377197266,0,0,0,3547.5148925781,322.27084350586,95.71006774902,0,0,2.32128858566,3550.7900390625,319.62799072266,95.62860107422,426,1,0,527294,9,29768,582119,0,582137
10000000,,2427.0104980469,5.30902767181,100.02945709229,0,0,0,2450.0539550781,267.44619750977,50.23090362549,0,0,2.35619521141,2456.3256835938,284.00601196289,49.63280105591,427,1,0,527301,10,29726,581964,0,581982
10000000,"This Plot is staged",2915.7578125,84.88541412354,63.06042480469,0,0,0,2937.3186035156,122.1875,62.77777862549,0,0,3.14159274101,2940.1552734375,123.1641998291,62.98030090332,428,1,0,527302,11,29727,581990,0,581991
10000000,,3326.5339355469,1484.4809570312,12.54767227173,0,0,0,3340.2136230469,1521.8298339844,7.50347232819,0,0,1.85877990723,3341.0656738281,1518.9533691406,7.1466999054,429,1,0,571211,12,29728,581935,0,581943
10000000,,2844.9167480469,910.20141601563,28.91816520691,0,0,0,2821.3098144531,886.53125,30.58333396912,0,0,0.07853984833,2818.3190917969,886.2958984375,30.50539970398,430,1,0,527311,13,29729,582018,0,582022
10000000,,2762.5720214844,1066.3697509766,24.75553894043,0,0,0,2728.4653320312,1070.7222900391,27.28819465637,0,0,5.46288013458,2726.4194335938,1072.9163818359,27.58979988098,431,1,0,527265,14,29730,582021,0,582016
10000000,,2771.0461425781,163.81597900391,67.38291931152,0,0,0,2767.0400390625,122.03993225098,66.89930725098,0,0,1.11701321602,2765.7248535156,119.34349822998,66.87100219727,432,1,0,527278,15,29731,581969,0,581976
10000000,,3010.6623535156,66.30034637451,65.97519683838,0,0,0,2969.2170410156,98.25521087646,65.42708587646,0,0,5.41924858093,2966.3405761719,99.10729980469,64.98000335693,433,1,0,527272,16,29732,581995,0,581975
10000000,,2948.9931640625,-331.46182250977,118.09906768799,0,0,0,2938.3950195312,-343.11807250977,121.43402862549,0,0,5.50651359558,2925.4436035156,-347.22369384766,120.30039978027,434,1,0,527262,17,29733,581963,0,581980
10000000,,2253.0676269531,-232.05035400391,117.51184082031,0,0,0,2287.1008300781,-228.61111450195,116.52778625488,0,0,3.57792520523,2284.6401367188,-217.27499389648,116.24700164795,435,1,0,527277,18,29734,581961,0,581983
10000000,,3334.8732910156,1133.4913330078,19.1222743988,0,0,0,3325.5607910156,1102.2482910156,13.09201431274,0,0,2.24275255203,3327.4284667969,1099.9005126953,13.06369972229,436,1,0,527295,19,29735,581927,0,581938
10000000,,2507.8854980469,-369.85415649414,105.6291809082,0,0,0,2471.4758300781,-331.33682250977,101.63715362549,0,0,2.89724683762,2470.1252441406,-313.87948608398,101.591796875,437,1,0,527306,20,29737,581970,0,581978
10000000,,2609.5,-486.51388549805,122.4612197876,0,0,0,2592.7700195312,-613.66491699219,138.17709350586,0,0,4.7647485733,2592.1462402344,-610.73052978516,137.93989562988,438,1,0,527281,21,29738,581972,0,581986
10000000,,3038.5278320312,-566.71356201172,214.28057861328,0,0,0,3065.125,-579.90802001953,214.34722900391,0,0,2.48709487915,3068.9990234375,-582.77087402344,214.50509643555,439,1,0,527314,22,29739,581966,0,581974
10000000,,3339.0087890625,-607.72918701172,204.28681945801,0,0,0,3309.421875,-594.9375,208.55729675293,0,0,5.16617488861,3306.9348144531,-593.25988769531,207.96279907227,440,1,0,527290,23,29740,582121,0,582138
10000000,"Free to Take",2856.7604980469,-263.19619750977,114.78140258789,0,0,0,3803.5017089844,1159.1059570312,8.74826431274,0,0,0.043633461,3802.90234375,1153.3621826172,8.78120040894,441,1,0,527303,24,29741,581930,0,581941
10000000,,3432.1025390625,1436.6649169922,8.4746837616,0,0,0,3440.8447265625,1465.8055419922,8.31597232819,0,0,1.21300625801,3439.7941894531,1462.9954833984,8.06919956207,442,1,0,571207,25,29742,581932,0,581945
10000000,,2599.9758300781,608.11285400391,45.13489532471,0,0,0,2615.2639160156,633.75866699219,47.73263931274,0,0,4.97418832779,2612.5295410156,640.88342285156,47.20890045166,443,1,0,527264,26,29743,582020,0,582013
10000000,,3672.7683105469,244.07118225098,104.3996963501,0,0,0,3639.8559570312,259.37152099609,104.38194274902,0,0,5.31452798843,3639.5754394531,260.09939575195,104.36430358887,444,1,0,527261,27,29724,582124,0,582131
10000000,,3628.0676269531,1325.2153320312,29.63731956482,0,0,0,3637.4384765625,1363.4809570312,33.64930725098,0,0,1.4835344553,3637.1770019531,1360.4924316406,33.80530166626,445,1,0,571210,28,29744,573768,0,581939
10000000,,3516.4816894531,1185.6458740234,16.9397983551,0,0,0,3493.4079589844,1175.1336669922,2.31597232819,0,0,0.15707969666,3490.4448242188,1174.6643066406,2.34850001335,446,1,0,527309,29,29718,581934,0,581937
10000000,,2662.3566894531,831.46527099609,44.14602279663,0,0,0,2686.6806640625,813.06768798828,43.79340362549,0,0,3.14159274101,2697.58203125,819.94750976563,44.12939834595,447,1,0,527275,30,29747,582017,0,582025
10000000,,3352.4228515625,-331.16320800781,182.65502929688,0,0,0,3368.1372070312,-403.11285400391,186.42881774902,0,0,2.68780755997,3366.7143554688,-401.51770019531,186.40490722656,448,1,0,527279,31,29746,582122,0,582130
10000000,"Free to Take",3284.9792480469,-376.53472900391,182.79438781738,0,0,0,3136.1389160156,-650.27777099609,226.34202575684,0,0,5.68104696274,3131.5793457031,-650.77728271484,226.32659912109,449,1,0,527283,32,29748,582120,0,582136
10000000,,2510.0764160156,-53.82638931274,95.45545959473,0,0,0,2478.609375,-80.55208587646,95.23611450195,0,0,0.37524676323,2479.9382324219,-87.53520202637,95.21160125732,450,1,0,527285,33,29749,581965,0,581979
10000000,,3457.7900390625,761.23956298828,81.52635192871,0,0,0,3461.7629394531,728.49829101563,81.50173950195,0,0,2.35619521141,3470.9348144531,735.58178710938,81.48040008545,451,1,0,527313,34,29750,582117,0,582132
10000000,,2605.9123535156,905.78472900391,39.17388153076,0,0,0,2440.5659179688,927.93054199219,36.171875,0,0,0.51487255096,2440.7600097656,929.11602783203,35.17399978638,452,1,0,527291,35,29751,582026,0,582027
10000000,,2763.0920410156,1170.6857910156,25.82061195374,0,0,0,2737.625,1142.7100830078,24.96527862549,0,0,0.38397312164,2734.8435058594,1141.5863037109,24.96419906616,453,1,0,527271,36,29752,581933,0,581944
10000000,,2477.7431640625,514.44616699219,41.38176727295,0,0,0,2510.3603515625,542.6875,41.14930725098,0,0,3.99680423737,2505.1977539062,554.9091796875,40.77590179443,454,1,0,527269,37,29753,582008,0,582023
10000000,,2571.625,-299.33508300781,105.49223327637,0,0,0,2570.7309570312,-331.21182250977,105.46353912354,0,0,2.26020288467,2581.0756835938,-334.28158569336,106.21559906006,455,1,0,527308,38,29754,581973,0,581985
10000000,,3538.4089355469,646.15802001953,82.64277648926,0,0,0,3602.2863769531,642.95831298828,83.38194274902,0,0,1.70169794559,3601.6369628906,640.02941894531,83.46790313721,456,1,0,527300,39,29720,582125,0,582112
10000000,,3558.4357910156,1398.2482910156,13.05449771881,0,0,0,3522.7805175781,1455.1510009766,9.38541698456,0,0,5.96029949188,3519.935546875,1456.1029052734,9.42710018158,457,1,0,571208,40,29757,581931,0,581942
10000000,,2157.5451660156,-327.39236450195,98.68165588379,0,0,0,2190.296875,-337.14932250977,98.51910400391,0,0,3.13286590576,2190.6108398438,-336.13238525391,98.48210144043,458,1,0,527297,41,29756,581962,0,581987
10000000,,3579.2578125,470.29861450195,89.67028045654,0,0,0,3597.5417480469,501.83508300781,89.57118225098,0,0,4.84328889847,3589.021484375,510.00561523438,89.36329650879,459,1,0,527270,42,29722,582123,0,582135
10000000,,3669.5876464844,1187.625,37.61420059204,0,0,0,3645.6596679688,1202.9097900391,37.52951431274,0,0,5.7246799469,3643.1154785156,1204.4995117188,37.21110153198,460,1,0,527299,43,29664,581929,0,581958
10000000,,3618.1457519531,361.4375,96.58792114258,0,0,0,3647.0617675781,353.18228149414,102.72569274902,0,0,0.46251392365,3646.6845703125,346.10708618164,102.63710021973,461,1,0,527293,44,29723,582128,0,582105
10000000,,3429.6831054688,654.46008300781,79.94976043701,0,0,0,3453.2543945312,669.91839599609,86.59201812744,0,0,3.49065923691,3457.3500976562,668.07897949219,86.73880004883,462,1,0,527263,45,29758,582126,0,582127
10000000,,3198.8898925781,365.13021850586,65.78995513916,0,0,0,3167.9357910156,364.01388549805,73.88368225098,0,0,0.02618432045,3164.2666015625,348.94918823242,73.85829925537,463,1,0,527276,46,29759,582108,0,582107
10000000,,3333.0390625,401.88540649414,69.83257293701,0,0,0,3315.5148925781,427.78125,71.921875,0,0,4.38077640533,3317.8132324219,429.88031005859,71.92389678955,464,1,0,527288,47,29760,582111,0,582110
10000000,,3038.4860839844,861.56597900391,74.81485748291,0,0,0,3047.4011230469,833.14758300781,74.67708587646,0,0,1.63188302517,3048.7028808594,824.37780761719,74.65309906006,465,1,0,527289,48,29761,582011,0,582012
10000000,,3092.3542480469,407.09548950195,66.33467102051,0,0,0,3119.0190429688,394.86978149414,74.26215362549,0,0,3.01069355011,3130.845703125,405.74661254883,74.0092010498,466,1,0,527267,49,29762,581993,0,581994
10000000,,3268.7377929688,1029.9478759766,20.32300758362,0,0,0,3288.0227050781,1002.5590209961,22.75347328186,0,0,2.46964120865,3290.3706054688,1000.6915283203,22.6543006897,467,1,0,527280,50,29719,582114,0,582115
10000000,,3357.6535644531,523.8125,71.93535614014,0,0,0,3348.1909179688,487.52603149414,72.37673950195,0,0,1.7715113163,3360.6262207031,483.58120727539,71.92810058594,468,1,0,527298,51,29769,582106,0,582109
10000000,,3386.4887695312,979.74304199219,29.09680175781,0,0,0,3365.4113769531,1004.1683959961,32.80208206177,0,0,5.68977355957,3362.9243164062,1005.8458862305,32.07609939575,469,1,0,527304,52,29770,582113,0,582133
10000000,,2970.9860839844,796.39239501953,74.73240661621,0,0,0,3003.0590820312,772.64929199219,74.56423950195,0,0,3.86590456963,3009.3625488281,794.76458740234,74.56340026855,470,1,0,527284,53,29771,582010,0,582009
10000000,,3157.6320800781,252.00347900391,69.26281738281,0,0,0,3151.5903320312,297.625,73.42534637451,0,0,4.75602245331,3151.4594726562,300.62210083008,73.33560180664,471,1,0,527305,54,29772,581959,0,581992
100,"Plotty Mc Plotington",0,0,0,0,0,0,-967,-700,0.68154597282,0,0,0,0,0,0,737,4,0,0,0,0,0,0,576482
100,"Plotty Mc Plotington 2nd",0,0,0,0,0,0,-967,-833,0,0,0,0,0,0,0,738,4,0,0,1,0,0,0,576484
100,"Plotty Mc Plotington 3rd",0,0,0,0,0,0,-833,-700,0,0,0,0,0,0,0,739,4,0,0,2,0,0,0,576380
0,"Plotty Mc Plotington 4th",0,0,0,0,0,0,-833,-833,0,0,0,0,0,0,0,740,4,0,0,3,0,0,0,576483
