ID,VendorMapID,VendorPosition_0,VendorPosition_1,VendorPosition_2,VendorItemID,CreatureID,AreaTableID,WMOGroupID,CollectableSourceInfoID
83,1,1840.2014160156,-4552.1352539062,24.54076576233,202843,3321,1637,0,85
84,0,-8774.033203125,647.30596923828,97.22312927246,202858,1294,1519,0,86
85,0,-8774.033203125,647.30596923828,97.22312927246,202858,1294,1519,0,86
86,1,1583.7399902344,-4288.9799804688,21.54109954834,202870,3319,1637,0,86
87,1136,1594.7257080078,-4291.0659179688,21.4626789093,202870,3319,6738,0,86
88,1,1588.2360839844,-4286.6616210938,21.45986366272,202870,3319,1637,0,86
89,1,1583.7399902344,-4288.9799804688,21.54109954834,202870,3319,1637,0,86
90,1,1595.1597900391,-4358.1181640625,21.11967658997,202870,3319,1637,0,86
91,1,1583.7396240234,-4288.9790039062,21.54110145569,202870,3319,1637,0,86
92,1,1587.6899414062,-4288.740234375,21.51339912415,202891,46512,1637,0,87
93,1136,1591.6302490234,-4275.3872070312,21.46418190002,202891,46512,6738,0,87
94,1,1587.6899414062,-4288.740234375,21.51339912415,202891,46512,1637,0,87
95,1,1582.5485839844,-4364.09375,20.83302879334,202891,46512,1637,0,87
96,1,1587.6892089844,-4288.7397460938,21.51339912415,202891,46512,1637,0,87
97,1,1592.0764160156,-4284.3022460938,21.5544719696,202891,46512,1637,0,87
98,1,1587.6899414062,-4288.740234375,21.51339912415,202892,46512,1637,0,88
99,1136,1591.6302490234,-4275.3872070312,21.46418190002,202892,46512,6738,0,88
100,1,1587.6899414062,-4288.740234375,21.51339912415,202892,46512,1637,0,88
101,1,1582.5485839844,-4364.09375,20.83302879334,202892,46512,1637,0,88
102,1,1587.6892089844,-4288.7397460938,21.51339912415,202892,46512,1637,0,88
103,1,1592.0764160156,-4284.3022460938,21.5544719696,202892,46512,1637,0,88
104,0,-8774.033203125,647.30596923828,97.22312927246,202859,1294,1519,0,89
105,0,-8774.033203125,647.30596923828,97.22312927246,202859,1294,1519,0,89
106,1,1583.7399902344,-4288.9799804688,21.54109954834,202869,3319,1637,0,89
107,1136,1594.7257080078,-4291.0659179688,21.4626789093,202869,3319,6738,0,89
108,1,1583.7399902344,-4288.9799804688,21.54109954834,202869,3319,1637,0,89
109,1,1595.1597900391,-4358.1181640625,21.11967658997,202869,3319,1637,0,89
110,1,1583.7396240234,-4288.9790039062,21.54110145569,202869,3319,1637,0,89
111,1,1588.2360839844,-4286.6616210938,21.45986366272,202869,3319,1637,0,89
112,1,1839.9791259766,-4552.5102539062,24.55072021484,202844,3321,1637,0,90
113,1,1839.9791259766,-4552.5102539062,24.55072021484,202844,3321,1637,0,90
114,1,1839.9791259766,-4552.5102539062,24.55072021484,202844,3321,1637,0,90
115,1,1840.2014160156,-4552.1352539062,24.54076576233,202844,3321,1637,0,90
116,0,1634.8739013672,260.82757568359,-43.10300064087,51575,4558,85,0,91
117,0,1865.5399169922,1568.8004150391,94.31359100342,51575,2113,85,0,91
118,1,-590.34552001953,-4227.3193359375,38.38445281982,51575,3160,14,0,91
119,1,-1268.3021240234,-5572.3891601562,20.85474777222,51575,39033,14,0,91
122,1931,1865.5399169922,1568.8004150391,94.31359100342,51575,2113,85,0,91
123,2532,1865.5399169922,1568.8004150391,94.31359100342,51575,2113,13983,0,91
124,2532,1865.5399169922,1568.8004150391,94.31359100342,51575,2113,13983,0,91
125,0,1634.8739013672,260.82757568359,-43.10300064087,51577,4558,85,0,92
126,0,1865.5399169922,1568.8004150391,94.31359100342,51577,2113,85,0,92
127,1,-590.34552001953,-4227.3193359375,38.38445281982,51577,3160,14,0,92
128,1,-1268.3021240234,-5572.3891601562,20.85474777222,51577,39033,14,0,92
130,2532,1865.5399169922,1568.8004150391,94.31359100342,51577,2113,13983,0,92
132,1931,1865.5399169922,1568.8004150391,94.31359100342,51577,2113,85,0,92
133,2532,1865.5399169922,1568.8004150391,94.31359100342,51577,2113,13983,0,92
134,0,1634.8739013672,260.82757568359,-43.10300064087,51578,4558,85,0,93
135,0,1865.5399169922,1568.8004150391,94.31359100342,51578,2113,85,0,93
136,1,-590.34552001953,-4227.3193359375,38.38445281982,51578,3160,14,0,93
137,1,-1268.3021240234,-5572.3891601562,20.85474777222,51578,39033,14,0,93
140,1931,1865.5399169922,1568.8004150391,94.31359100342,51578,2113,85,0,93
141,2532,1865.5399169922,1568.8004150391,94.31359100342,51578,2113,13983,0,93
142,2532,1865.5399169922,1568.8004150391,94.31359100342,51578,2113,13983,0,93
143,1,-985.32757568359,-3675.9853515625,9.54598999023,51644,3492,17,0,94
144,1,-1243.8602294922,40.91780471802,127.11406707764,51644,8358,215,0,94
145,0,-4596.4321289062,-1016.0255737305,511.95724487305,51644,5155,1,0,94
146,1,1814.7800292969,-4563.1000976562,23.00009918213,51644,3317,1637,0,94
147,530,-4255.8422851562,-11821.918945312,-99.59460449219,51644,16716,3557,0,94
148,1,-812.58502197266,-1573.8699951172,140.3630065918,51644,44285,4709,0,94
149,1,3265.3156738281,141.76301574707,14.38463687897,51644,33381,331,0,94
150,0,-8781.095703125,645.28643798828,97.22312164307,51644,1291,1519,0,94
151,530,9768.826171875,-7183.2348632812,16.51823043823,51644,16623,3487,0,94
152,1,1814.7800292969,-4563.1000976562,23.00009918213,51644,3317,1637,0,94
153,1,1814.7800292969,-4563.1000976562,23.00009918213,51644,3317,1637,0,94
154,1,1811.6353759766,-4570.1787109375,23.00011825562,51644,3317,1637,0,94
155,0,-8781.095703125,645.28643798828,97.22312164307,51644,1291,1519,0,94
157,1,-1243.8610839844,40.91840362549,127.11406707764,51644,8358,1638,0,94
158,1750,-3967.3352050781,-11346.498046875,-120.70584106445,51644,16716,8840,0,94
159,0,-14468.299804688,424.60198974609,25.37590026855,51166,2849,5287,0,94
160,1,2769.5012207031,-288.0520324707,111.10838317871,51166,3952,331,0,94
161,0,1692.8402099609,198.14317321777,-62.17402648926,51166,5821,85,0,94
162,1,-1158.5002441406,63.23882293701,145.79418945313,51166,3092,215,0,94
163,1,2677.2844238281,1507.6516113281,234.86505126953,51166,4188,406,0,94
164,1,9726.8603515625,2296.3000488281,1333,51166,4175,141,0,94
165,0,-14465.875,424.79513549805,25.37219429016,51166,2849,5287,0,94
167,1,-1158.5,63.23958206177,145.79418945313,51166,3092,1638,0,94
168,1,9726.8603515625,2296.3002929688,1333,51166,4175,1657,0,94
169,1,-985.32757568359,-3675.9853515625,9.54598999023,51646,3492,17,0,95
170,1,-1243.8602294922,40.91780471802,127.11406707764,51646,8358,215,0,95
171,0,-4596.4321289062,-1016.0255737305,511.95724487305,51646,5155,1,0,95
172,1,1814.7800292969,-4563.1000976562,23.00009918213,51646,3317,1637,0,95
173,530,-4255.8422851562,-11821.918945312,-99.59460449219,51646,16716,3557,0,95
174,1,-812.58502197266,-1573.8699951172,140.3630065918,51646,44285,4709,0,95
175,1,3265.3156738281,141.76301574707,14.38463687897,51646,33381,331,0,95
176,0,-8781.095703125,645.28643798828,97.22312164307,51646,1291,1519,0,95
177,530,9768.826171875,-7183.2348632812,16.51823043823,51646,16623,3487,0,95
178,1,1814.7800292969,-4563.1000976562,23.00009918213,51646,3317,1637,0,95
179,1,1814.7800292969,-4563.1000976562,23.00009918213,51646,3317,1637,0,95
180,1,1811.6353759766,-4570.1787109375,23.00011825562,51646,3317,1637,0,95
181,0,-8781.095703125,645.28643798828,97.22312164307,51646,1291,1519,0,95
183,1,-1243.8610839844,40.91840362549,127.11406707764,51646,8358,1638,0,95
184,1750,-3967.3352050781,-11346.498046875,-120.70584106445,51646,16716,8840,0,95
185,0,-14468.299804688,424.60198974609,25.37590026855,51168,2849,5287,0,95
186,1,2769.5012207031,-288.0520324707,111.10838317871,51168,3952,331,0,95
187,0,1692.8402099609,198.14317321777,-62.17402648926,51168,5821,85,0,95
188,1,-1158.5002441406,63.23882293701,145.79418945313,51168,3092,215,0,95
189,1,2677.2844238281,1507.6516113281,234.86505126953,51168,4188,406,0,95
190,1,9726.8603515625,2296.3000488281,1333,51168,4175,141,0,95
191,0,-14465.875,424.79513549805,25.37219429016,51168,2849,5287,0,95
193,1,-1158.5,63.23958206177,145.79418945313,51168,3092,1638,0,95
194,1,9726.8603515625,2296.3002929688,1333,51168,4175,1657,0,95
195,1,-985.32757568359,-3675.9853515625,9.54598999023,51647,3492,17,0,96
196,1,-1243.8602294922,40.91780471802,127.11406707764,51647,8358,215,0,96
197,0,-4596.4321289062,-1016.0255737305,511.95724487305,51647,5155,1,0,96
198,1,1814.7800292969,-4563.1000976562,23.00009918213,51647,3317,1637,0,96
199,530,-4255.8422851562,-11821.918945312,-99.59460449219,51647,16716,3557,0,96
200,1,-812.58502197266,-1573.8699951172,140.3630065918,51647,44285,4709,0,96
201,1,3265.3156738281,141.76301574707,14.38463687897,51647,33381,331,0,96
202,0,-8781.095703125,645.28643798828,97.22312164307,51647,1291,1519,0,96
203,530,9768.826171875,-7183.2348632812,16.51823043823,51647,16623,3487,0,96
204,1,-1158.5,63.23958206177,145.79418945313,51169,3092,1638,0,96
205,1,1814.7800292969,-4563.1000976562,23.00009918213,51647,3317,1637,0,96
206,1,1814.7800292969,-4563.1000976562,23.00009918213,51647,3317,1637,0,96
207,1,1811.6353759766,-4570.1787109375,23.00011825562,51647,3317,1637,0,96
208,0,-8781.095703125,645.28643798828,97.22312164307,51647,1291,1519,0,96
210,1,-1243.8610839844,40.91840362549,127.11406707764,51647,8358,1638,0,96
211,1750,-3967.3352050781,-11346.498046875,-120.70584106445,51647,16716,8840,0,96
212,0,-14468.299804688,424.60198974609,25.37590026855,51169,2849,5287,0,96
213,1,2769.5012207031,-288.0520324707,111.10838317871,51169,3952,331,0,96
214,0,1692.8402099609,198.14317321777,-62.17402648926,51169,5821,85,0,96
215,1,-1158.5002441406,63.23882293701,145.79418945313,51169,3092,215,0,96
216,1,2677.2844238281,1507.6516113281,234.86505126953,51169,4188,406,0,96
217,1,9726.8603515625,2296.3000488281,1333,51169,4175,141,0,96
218,0,-14465.875,424.79513549805,25.37219429016,51169,2849,5287,0,96
220,1,9726.8603515625,2296.3002929688,1333,51169,4175,1657,0,96
221,1,-985.32757568359,-3675.9853515625,9.54598999023,51649,3492,17,0,97
222,1,-1243.8602294922,40.91780471802,127.11406707764,51649,8358,215,0,97
223,0,-4596.4321289062,-1016.0255737305,511.95724487305,51649,5155,1,0,97
224,1,1814.7800292969,-4563.1000976562,23.00009918213,51649,3317,1637,0,97
225,530,-4255.8422851562,-11821.918945312,-99.59460449219,51649,16716,3557,0,97
226,1,-812.58502197266,-1573.8699951172,140.3630065918,51649,44285,4709,0,97
227,1,3265.3156738281,141.76301574707,14.38463687897,51649,33381,331,0,97
228,0,-8781.095703125,645.28643798828,97.22312164307,51649,1291,1519,0,97
229,530,9768.826171875,-7183.2348632812,16.51823043823,51649,16623,3487,0,97
230,1,1814.7800292969,-4563.1000976562,23.00009918213,51649,3317,1637,0,97
231,1,1814.7800292969,-4563.1000976562,23.00009918213,51649,3317,1637,0,97
232,1,1811.6353759766,-4570.1787109375,23.00011825562,51649,3317,1637,0,97
233,0,-8781.095703125,645.28643798828,97.22312164307,51649,1291,1519,0,97
235,1,-1243.8610839844,40.91840362549,127.11406707764,51649,8358,1638,0,97
236,1750,-3967.3352050781,-11346.498046875,-120.70584106445,51649,16716,8840,0,97
237,0,-14468.299804688,424.60198974609,25.37590026855,51171,2849,5287,0,97
238,1,2769.5012207031,-288.0520324707,111.10838317871,51171,3952,331,0,97
239,0,1692.8402099609,198.14317321777,-62.17402648926,51171,5821,85,0,97
240,1,-1158.5002441406,63.23882293701,145.79418945313,51171,3092,215,0,97
241,1,2677.2844238281,1507.6516113281,234.86505126953,51171,4188,406,0,97
242,1,9726.8603515625,2296.3000488281,1333,51171,4175,141,0,97
243,0,-14465.875,424.79513549805,25.37219429016,51171,2849,5287,0,97
245,1,-1158.5,63.23958206177,145.79418945313,51171,3092,1638,0,97
246,1,9726.8603515625,2296.3002929688,1333,51171,4175,1657,0,97
247,0,1634.8739013672,260.82757568359,-43.10300064087,51571,4558,85,0,98
248,0,1865.5399169922,1568.8004150391,94.31359100342,51571,2113,85,0,98
249,1,-590.34552001953,-4227.3193359375,38.38445281982,51571,3160,14,0,98
250,1,-2918.75,-219.65600585938,60.9907989502,51571,3074,215,0,98
251,1,-1268.3021240234,-5572.3891601562,20.85474777222,51571,39033,14,0,98
254,1931,1865.5399169922,1568.8004150391,94.31359100342,51571,2113,85,0,98
255,2532,1865.5399169922,1568.8004150391,94.31359100342,51571,2113,13983,0,98
256,2532,1865.5399169922,1568.8004150391,94.31359100342,51571,2113,13983,0,98
257,0,1634.8739013672,260.82757568359,-43.10300064087,51572,4558,85,0,99
258,0,1865.5399169922,1568.8004150391,94.31359100342,51572,2113,85,0,99
259,1,-590.34552001953,-4227.3193359375,38.38445281982,51572,3160,14,0,99
260,1,-2918.75,-219.65600585938,60.9907989502,51572,3074,215,0,99
261,1,-1268.3021240234,-5572.3891601562,20.85474777222,51572,39033,14,0,99
264,1931,1865.5399169922,1568.8004150391,94.31359100342,51572,2113,85,0,99
265,2532,1865.5399169922,1568.8004150391,94.31359100342,51572,2113,13983,0,99
266,2532,1865.5399169922,1568.8004150391,94.31359100342,51572,2113,13983,0,99
267,1,2754.8498535156,-292.21630859375,111.10838317871,51178,3953,331,0,100
268,0,1505.2536621094,198.39387512207,-62.14269256592,51178,5820,85,0,100
269,1,-4491.6005859375,-768.03472900391,-32.06796646118,51178,1695,357,0,100
270,1,9670.259765625,2378.4799804688,1337.3000488281,51178,4236,141,0,100
271,1,-4425.640625,-706.71704101563,0.94429701567,51178,39992,357,0,100
273,1,-985.32757568359,-3675.9853515625,9.54598999023,51638,3492,17,0,100
274,0,-429.72613525391,-1497.8469238281,88.18347167969,51638,3536,267,0,100
275,1,-1238.5833740234,38.97102737427,127.06385803223,51638,8359,215,0,100
276,1,-1152.7591552734,71.40565490723,145.79418945313,51638,3093,215,0,100
277,0,-9603.37109375,-3486.6926269531,122.02526855469,51638,3097,44,0,100
278,1,1839.9791259766,-4552.5102539062,24.55072021484,51638,3321,1637,0,100
279,530,-4263.0415039062,-11804.764648438,-99.61442565918,51638,16747,3557,0,100
280,1,2141.1599121094,-1215.7399902344,96.40160369873,51638,43568,331,0,100
281,1,-1475.5899658203,-1912.5200195312,95.14569854736,51638,44286,4846,0,100
282,1,-796.22570800781,-2145.8610839844,94.35488128662,51638,5783,17,0,100
283,1,3265.3156738281,141.76301574707,14.38463687897,51638,33381,331,0,100
284,0,-8777.4072265625,646.16198730469,97.22312164307,51638,1295,1519,0,100
285,530,9653.8876953125,-7070.0512695312,14.32958507538,51638,16691,3487,0,100
286,1,1839.9791259766,-4552.5102539062,24.55072021484,51638,3321,1637,0,100
287,1,1839.9791259766,-4552.5102539062,24.55072021484,51638,3321,1637,0,100
288,1,1840.2014160156,-4552.1352539062,24.54076576233,51638,3321,1637,0,100
289,0,-8777.4072265625,646.16198730469,97.22312164307,51638,1295,1519,0,100
291,1750,-3976.7309570312,-11397.685546875,-122.61245727539,51638,16747,8840,0,100
292,1,-1238.5833740234,38.97048568726,127.06385803223,51638,8359,1638,0,100
293,1,-1152.7586669922,71.40625,145.79418945313,51638,3093,1638,0,100
294,1,2754.8498535156,-292.21630859375,111.10838317871,51180,3953,331,0,101
295,0,1505.2536621094,198.39387512207,-62.14269256592,51180,5820,85,0,101
296,1,-4491.6005859375,-768.03472900391,-32.06796646118,51180,1695,357,0,101
297,1,9670.259765625,2378.4799804688,1337.3000488281,51180,4236,141,0,101
298,1,-4425.640625,-706.71704101563,0.94429701567,51180,39992,357,0,101
300,1,-985.32757568359,-3675.9853515625,9.54598999023,51640,3492,17,0,101
301,0,-429.72613525391,-1497.8469238281,88.18347167969,51640,3536,267,0,101
302,1,-1238.5833740234,38.97102737427,127.06385803223,51640,8359,215,0,101
303,1,-1152.7591552734,71.40565490723,145.79418945313,51640,3093,215,0,101
304,0,-9603.37109375,-3486.6926269531,122.02526855469,51640,3097,44,0,101
305,1,1839.9791259766,-4552.5102539062,24.55072021484,51640,3321,1637,0,101
306,530,-4263.0415039062,-11804.764648438,-99.61442565918,51640,16747,3557,0,101
307,1,2141.1599121094,-1215.7399902344,96.40160369873,51640,43568,331,0,101
308,1,-1475.5899658203,-1912.5200195312,95.14569854736,51640,44286,4846,0,101
309,1,-796.22570800781,-2145.8610839844,94.35488128662,51640,5783,17,0,101
310,1,3265.3156738281,141.76301574707,14.38463687897,51640,33381,331,0,101
311,0,-8777.4072265625,646.16198730469,97.22312164307,51640,1295,1519,0,101
312,530,9653.8876953125,-7070.0512695312,14.32958507538,51640,16691,3487,0,101
313,1,1839.9791259766,-4552.5102539062,24.55072021484,51640,3321,1637,0,101
314,1,1839.9791259766,-4552.5102539062,24.55072021484,51640,3321,1637,0,101
315,1,1840.2014160156,-4552.1352539062,24.54076576233,51640,3321,1637,0,101
316,0,-8777.4072265625,646.16198730469,97.22312164307,51640,1295,1519,0,101
318,1,-1238.5833740234,38.97048568726,127.06385803223,51640,8359,1638,0,101
319,1,-1152.7586669922,71.40625,145.79418945313,51640,3093,1638,0,101
320,1750,-3976.7309570312,-11397.685546875,-122.61245727539,51640,16747,8840,0,101
321,1,-985.32757568359,-3675.9853515625,9.54598999023,51641,3492,17,0,102
322,0,-429.72613525391,-1497.8469238281,88.18347167969,51641,3536,267,0,102
323,1,-1238.5833740234,38.97102737427,127.06385803223,51641,8359,215,0,102
324,1,-1152.7591552734,71.40565490723,145.79418945313,51641,3093,215,0,102
325,0,-9603.37109375,-3486.6926269531,122.02526855469,51641,3097,44,0,102
326,1,1839.9791259766,-4552.5102539062,24.55072021484,51641,3321,1637,0,102
327,530,-4263.0415039062,-11804.764648438,-99.61442565918,51641,16747,3557,0,102
328,1,2141.1599121094,-1215.7399902344,96.40160369873,51641,43568,331,0,102
329,1,-1475.5899658203,-1912.5200195312,95.14569854736,51641,44286,4846,0,102
330,1,-796.22570800781,-2145.8610839844,94.35488128662,51641,5783,17,0,102
331,1,3265.3156738281,141.76301574707,14.38463687897,51641,33381,331,0,102
332,0,-8777.4072265625,646.16198730469,97.22312164307,51641,1295,1519,0,102
333,530,9653.8876953125,-7070.0512695312,14.32958507538,51641,16691,3487,0,102
334,1,1839.9791259766,-4552.5102539062,24.55072021484,51641,3321,1637,0,102
335,1,1839.9791259766,-4552.5102539062,24.55072021484,51641,3321,1637,0,102
336,1,1840.2014160156,-4552.1352539062,24.54076576233,51641,3321,1637,0,102
337,0,-8777.4072265625,646.16198730469,97.22312164307,51641,1295,1519,0,102
339,1,-1238.5833740234,38.97048568726,127.06385803223,51641,8359,1638,0,102
340,1,-1152.7586669922,71.40625,145.79418945313,51641,3093,1638,0,102
341,1750,-3976.7309570312,-11397.685546875,-122.61245727539,51641,16747,8840,0,102
342,1,2754.8498535156,-292.21630859375,111.10838317871,51181,3953,331,0,102
343,1643,1098.2153320312,-535.8125,17.55353927612,141038,142169,8567,0,102
344,0,1505.2536621094,198.39387512207,-62.14269256592,51181,5820,85,0,102
345,1,-4491.6005859375,-768.03472900391,-32.06796646118,51181,1695,357,0,102
346,1,9670.259765625,2378.4799804688,1337.3000488281,51181,4236,141,0,102
347,1,-4425.640625,-706.71704101563,0.94429701567,51181,39992,357,0,102
349,1,-985.32757568359,-3675.9853515625,9.54598999023,51643,3492,17,0,103
350,0,-429.72613525391,-1497.8469238281,88.18347167969,51643,3536,267,0,103
351,1,-1238.5833740234,38.97102737427,127.06385803223,51643,8359,215,0,103
353,1,-1152.7591552734,71.40565490723,145.79418945313,51643,3093,215,0,103
354,0,-9603.37109375,-3486.6926269531,122.02526855469,51643,3097,44,0,103
355,1,1839.9791259766,-4552.5102539062,24.55072021484,51643,3321,1637,0,103
356,530,-4263.0415039062,-11804.764648438,-99.61442565918,51643,16747,3557,0,103
357,1,2141.1599121094,-1215.7399902344,96.40160369873,51643,43568,331,0,103
358,1,-1475.5899658203,-1912.5200195312,95.14569854736,51643,44286,4846,0,103
359,1,-796.22570800781,-2145.8610839844,94.35488128662,51643,5783,17,0,103
360,1,3265.3156738281,141.76301574707,14.38463687897,51643,33381,331,0,103
361,0,-8777.4072265625,646.16198730469,97.22312164307,51643,1295,1519,0,103
362,530,9653.8876953125,-7070.0512695312,14.32958507538,51643,16691,3487,0,103
363,1,1839.9791259766,-4552.5102539062,24.55072021484,51643,3321,1637,0,103
364,1,1839.9791259766,-4552.5102539062,24.55072021484,51643,3321,1637,0,103
365,1,1840.2014160156,-4552.1352539062,24.54076576233,51643,3321,1637,0,103
366,0,-8777.4072265625,646.16198730469,97.22312164307,51643,1295,1519,0,103
368,1,-1238.5833740234,38.97048568726,127.06385803223,51643,8359,1638,0,103
369,1,-1152.7586669922,71.40625,145.79418945313,51643,3093,1638,0,103
370,1750,-3976.7309570312,-11397.685546875,-122.61245727539,51643,16747,8840,0,103
371,1,2754.8498535156,-292.21630859375,111.10838317871,51183,3953,331,0,103
372,0,1505.2536621094,198.39387512207,-62.14269256592,51183,5820,85,0,103
373,1,-4491.6005859375,-768.03472900391,-32.06796646118,51183,1695,357,0,103
374,1,9670.259765625,2378.4799804688,1337.3000488281,51183,4236,141,0,103
375,1,-4425.640625,-706.71704101563,0.94429701567,51183,39992,357,0,103
