Item Level	Armor Multiplier	Weapon Multiplier	Trinket Multiplier	Jewelry Multiplier
383	15.33212239	15.33212239	15.33212239	15.33212239
384	15.36629262	15.36629262	15.36629262	15.36629262
385	15.39964519	15.39964519	15.39964519	15.39964519
386	15.4321801	15.4321801	15.4321801	15.4321801
387	15.46203942	15.46203942	15.46203942	15.46203942
388	15.49289024	15.49289024	15.49289024	15.49289024
389	15.52473257	15.52473257	15.52473257	15.52473257
390	15.55480174	15.55480174	15.55480174	15.55480174
391	15.58586966	15.58586966	15.58586966	15.58586966
392	15.61793633	15.61793633	15.61793633	15.61793633
393	15.65371292	15.65371292	15.65371292	15.65371292
394	15.68865583	15.68865583	15.68865583	15.68865583
395	15.72276509	15.72276509	15.72276509	15.72276509
396	15.75876977	15.75876977	15.75876977	15.75876977
397	15.79393569	15.79393569	15.79393569	15.79393569
398	15.82826286	15.82826286	15.82826286	15.82826286
399	15.86175128	15.86175128	15.86175128	15.86175128
400	15.89248677	15.89248677	15.89248677	15.89248677
401	15.92424538	15.92424538	15.92424538	15.92424538
402	15.95702709	15.95702709	15.95702709	15.95702709
403	15.98798459	15.98798459	15.98798459	15.98798459
404	16.01997258	16.01997258	16.01997258	16.01997258
405	16.05299107	16.05299107	16.05299107	16.05299107
406	16.0898307	16.0898307	16.0898307	16.0898307
407	16.12581376	16.12581376	16.12581376	16.12581376
408	16.16094026	16.16094026	16.16094026	16.16094026
409	16.19801981	16.19801981	16.19801981	16.19801981
410	16.23423721	16.23423721	16.23423721	16.23423721
411	16.26959246	16.26959246	16.26959246	16.26959246
412	16.30408556	16.30408556	16.30408556	16.30408556
413	16.3357438	16.3357438	16.3357438	16.3357438
414	16.36456718	16.36456718	16.36456718	16.36456718
415	16.3905557	16.3905557	16.3905557	16.3905557
416	16.41077561	16.41077561	16.41077561	16.41077561
417	16.42522691	16.42522691	16.42522691	16.42522691
418	16.4339096	16.4339096	16.4339096	16.4339096
419	16.43969806	16.43969806	16.43969806	16.43969806
420	16.44259229	16.44259229	16.44259229	16.44259229
421	16.44259229	16.44259229	16.44259229	16.44259229
422	16.44259229	16.44259229	16.44259229	16.44259229
423	16.44259229	16.44259229	16.44259229	16.44259229
424	16.44259229	16.44259229	16.44259229	16.44259229
425	16.44259229	16.44259229	16.44259229	16.44259229
426	16.44259229	16.44259229	16.44259229	16.44259229
427	16.44259229	16.44259229	16.44259229	16.44259229
428	16.44259229	16.44259229	16.44259229	16.44259229
429	16.44259229	16.44259229	16.44259229	16.44259229
430	16.44259229	16.44259229	16.44259229	16.44259229
431	16.44259229	16.44259229	16.44259229	16.44259229
432	16.44259229	16.44259229	16.44259229	16.44259229
433	16.44259229	16.44259229	16.44259229	16.44259229
434	16.44259229	16.44259229	16.44259229	16.44259229
435	16.44259229	16.44259229	16.44259229	16.44259229
436	16.44259229	16.44259229	16.44259229	16.44259229
437	16.44259229	16.44259229	16.44259229	16.44259229
438	16.44259229	16.44259229	16.44259229	16.44259229
439	16.44259229	16.44259229	16.44259229	16.44259229
440	16.44259229	16.44259229	16.44259229	16.44259229
441	16.44259229	16.44259229	16.44259229	16.44259229
442	16.44259229	16.44259229	16.44259229	16.44259229
443	16.44259229	16.44259229	16.44259229	16.44259229
444	16.44259229	16.44259229	16.44259229	16.44259229
445	16.44259229	16.44259229	16.44259229	16.44259229
446	16.44259229	16.44259229	16.44259229	16.44259229
447	16.44259229	16.44259229	16.44259229	16.44259229
448	16.44259229	16.44259229	16.44259229	16.44259229
449	16.44259229	16.44259229	16.44259229	16.44259229
450	16.44259229	16.44259229	16.44259229	16.44259229
451	16.44259229	16.44259229	16.44259229	16.44259229
452	16.44259229	16.44259229	16.44259229	16.44259229
453	16.44259229	16.44259229	16.44259229	16.44259229
454	16.44259229	16.44259229	16.44259229	16.44259229
455	16.44259229	16.44259229	16.44259229	16.44259229
456	16.44259229	16.44259229	16.44259229	16.44259229
457	16.44259229	16.44259229	16.44259229	16.44259229
458	16.44259229	16.44259229	16.44259229	16.44259229
459	16.44259229	16.44259229	16.44259229	16.44259229
460	16.44259229	16.44259229	16.44259229	16.44259229
461	16.44259229	16.44259229	16.44259229	16.44259229
462	16.44259229	16.44259229	16.44259229	16.44259229
463	16.44259229	16.44259229	16.44259229	16.44259229
464	16.44259229	16.44259229	16.44259229	16.44259229
465	16.44259229	16.44259229	16.44259229	16.44259229
466	16.44259229	16.44259229	16.44259229	16.44259229
467	16.44259229	16.44259229	16.44259229	16.44259229
468	16.44259229	16.44259229	16.44259229	16.44259229
469	16.44259229	16.44259229	16.44259229	16.44259229
470	16.44259229	16.44259229	16.44259229	16.44259229
471	16.44259229	16.44259229	16.44259229	16.44259229
472	16.44259229	16.44259229	16.44259229	16.44259229
473	16.44259229	16.44259229	16.44259229	16.44259229
474	16.44259229	16.44259229	16.44259229	16.44259229
475	16.44259229	16.44259229	16.44259229	16.44259229
476	16.44259229	16.44259229	16.44259229	16.44259229
477	16.44259229	16.44259229	16.44259229	16.44259229
478	16.44259229	16.44259229	16.44259229	16.44259229
479	16.44259229	16.44259229	16.44259229	16.44259229
480	16.44259229	16.44259229	16.44259229	16.44259229
481	16.44259229	16.44259229	16.44259229	16.44259229
482	16.44259229	16.44259229	16.44259229	16.44259229
483	16.44259229	16.44259229	16.44259229	16.44259229
484	16.44259229	16.44259229	16.44259229	16.44259229
485	16.44259229	16.44259229	16.44259229	16.44259229
486	16.44259229	16.44259229	16.44259229	16.44259229
487	16.44259229	16.44259229	16.44259229	16.44259229
488	16.44259229	16.44259229	16.44259229	16.44259229
489	16.44259229	16.44259229	16.44259229	16.44259229
490	16.44259229	16.44259229	16.44259229	16.44259229
491	16.44259229	16.44259229	16.44259229	16.44259229
492	16.44259229	16.44259229	16.44259229	16.44259229
493	16.44259229	16.44259229	16.44259229	16.44259229
494	16.44259229	16.44259229	16.44259229	16.44259229
495	16.44259229	16.44259229	16.44259229	16.44259229
496	16.44259229	16.44259229	16.44259229	16.44259229
497	16.44259229	16.44259229	16.44259229	16.44259229
498	16.44259229	16.44259229	16.44259229	16.44259229
499	16.44259229	16.44259229	16.44259229	16.44259229
500	16.44259229	16.44259229	16.44259229	16.44259229
501	16.44259229	16.44259229	16.44259229	16.44259229
502	16.44259229	16.44259229	16.44259229	16.44259229
503	16.44259229	16.44259229	16.44259229	16.44259229
504	16.44259229	16.44259229	16.44259229	16.44259229
505	16.44259229	16.44259229	16.44259229	16.44259229
506	16.44259229	16.44259229	16.44259229	16.44259229
507	16.44259229	16.44259229	16.44259229	16.44259229
508	16.44259229	16.44259229	16.44259229	16.44259229
509	16.44259229	16.44259229	16.44259229	16.44259229
510	16.44259229	16.44259229	16.44259229	16.44259229
511	16.44259229	16.44259229	16.44259229	16.44259229
512	16.44259229	16.44259229	16.44259229	16.44259229
513	16.44259229	16.44259229	16.44259229	16.44259229
514	16.44259229	16.44259229	16.44259229	16.44259229
515	16.44259229	16.44259229	16.44259229	16.44259229
516	16.44259229	16.44259229	16.44259229	16.44259229
517	16.44259229	16.44259229	16.44259229	16.44259229
518	16.44259229	16.44259229	16.44259229	16.44259229
519	16.44259229	16.44259229	16.44259229	16.44259229
520	16.44259229	16.44259229	16.44259229	16.44259229
521	16.44259229	16.44259229	16.44259229	16.44259229
522	16.44259229	16.44259229	16.44259229	16.44259229
523	16.44259229	16.44259229	16.44259229	16.44259229
524	16.44259229	16.44259229	16.44259229	16.44259229
525	16.44259229	16.44259229	16.44259229	16.44259229
526	16.44259229	16.44259229	16.44259229	16.44259229
527	16.44259229	16.44259229	16.44259229	16.44259229
528	16.44259229	16.44259229	16.44259229	16.44259229
529	16.44259229	16.44259229	16.44259229	16.44259229
530	16.44259229	16.44259229	16.44259229	16.44259229
531	16.44259229	16.44259229	16.44259229	16.44259229
532	16.44259229	16.44259229	16.44259229	16.44259229
533	16.44259229	16.44259229	16.44259229	16.44259229
534	16.44259229	16.44259229	16.44259229	16.44259229
535	16.44259229	16.44259229	16.44259229	16.44259229
536	16.44259229	16.44259229	16.44259229	16.44259229
537	16.44259229	16.44259229	16.44259229	16.44259229
538	16.44259229	16.44259229	16.44259229	16.44259229
539	16.44259229	16.44259229	16.44259229	16.44259229
540	16.44259229	16.44259229	16.44259229	16.44259229
541	16.44259229	16.44259229	16.44259229	16.44259229
542	16.44259229	16.44259229	16.44259229	16.44259229
543	16.44259229	16.44259229	16.44259229	16.44259229
544	16.44259229	16.44259229	16.44259229	16.44259229
545	16.44259229	16.44259229	16.44259229	16.44259229
546	16.44259229	16.44259229	16.44259229	16.44259229
547	16.44259229	16.44259229	16.44259229	16.44259229
548	16.44259229	16.44259229	16.44259229	16.44259229
549	16.44259229	16.44259229	16.44259229	16.44259229
550	16.44259229	16.44259229	16.44259229	16.44259229
551	16.44259229	16.44259229	16.44259229	16.44259229
552	16.44259229	16.44259229	16.44259229	16.44259229
553	16.44259229	16.44259229	16.44259229	16.44259229
554	16.44259229	16.44259229	16.44259229	16.44259229
555	16.44259229	16.44259229	16.44259229	16.44259229
556	16.44259229	16.44259229	16.44259229	16.44259229
557	16.44259229	16.44259229	16.44259229	16.44259229
558	16.44259229	16.44259229	16.44259229	16.44259229
559	16.44259229	16.44259229	16.44259229	16.44259229
560	16.44259229	16.44259229	16.44259229	16.44259229
561	16.44259229	16.44259229	16.44259229	16.44259229
562	16.44259229	16.44259229	16.44259229	16.44259229
563	16.44259229	16.44259229	16.44259229	16.44259229
564	16.44259229	16.44259229	16.44259229	16.44259229
565	16.44259229	16.44259229	16.44259229	16.44259229
566	16.44259229	16.44259229	16.44259229	16.44259229
567	16.44259229	16.44259229	16.44259229	16.44259229
568	16.44259229	16.44259229	16.44259229	16.44259229
569	16.44259229	16.44259229	16.44259229	16.44259229
570	16.44259229	16.44259229	16.44259229	16.44259229
571	16.44259229	16.44259229	16.44259229	16.44259229
572	16.44259229	16.44259229	16.44259229	16.44259229
573	16.44259229	16.44259229	16.44259229	16.44259229
574	16.44259229	16.44259229	16.44259229	16.44259229
575	16.44259229	16.44259229	16.44259229	16.44259229
576	16.44259229	16.44259229	16.44259229	16.44259229
577	16.44259229	16.44259229	16.44259229	16.44259229
578	16.44259229	16.44259229	16.44259229	16.44259229
579	16.44259229	16.44259229	16.44259229	16.44259229
580	16.44259229	16.44259229	16.44259229	16.44259229
581	16.44259229	16.44259229	16.44259229	16.44259229
