ID,Field_12_0_0_63534_000,Field_12_0_0_63534_001,HouseThemeID,TextureAFileDataID,TextureBFileDataID
377,468984910058577427,0,7,6234492,6234501
378,468984910058577427,1,6,6234493,0
379,468984910058577427,1,20,6234493,6234497
380,468984910058577427,1,7,6234493,6234502
381,-180121675090894722,0,6,6980579,0
382,-180121675090894722,0,20,6980579,6980579
383,-180121675090894722,0,7,6980579,6980579
384,-180121675090894722,1,6,6980579,0
385,-180121675090894722,1,20,6980579,6980579
386,-180121675090894722,1,7,6980579,6980579
387,-180121675090894722,2,6,6980580,0
388,-180121675090894722,2,20,6980580,6980580
389,-180121675090894722,2,7,6980580,6980580
390,-180121675090894722,3,6,6125279,0
391,-180121675090894722,3,20,6125279,6125279
392,-180121675090894722,3,7,6125279,6125279
393,-180118376556010089,0,6,6980582,0
394,-180118376556010089,0,20,6980582,6980582
395,-180118376556010089,0,7,6980582,6980582
396,-180118376556010089,1,6,6980582,0
397,-180118376556010089,1,20,6980582,6980582
398,-180118376556010089,1,7,6980582,6980582
399,-180118376556010089,2,6,6980579,0
400,-180118376556010089,2,20,6980579,6980579
401,-180118376556010089,2,7,6980579,6980579
402,-180118376556010089,3,6,6125279,0
403,-180118376556010089,3,20,6125279,6125279
404,-180118376556010089,3,7,6125279,6125279
633,-4613413153894392071,0,6,6125277,0
634,-4613413153894392071,0,20,6125277,6125303
635,-4613413153894392071,0,7,6125277,6234498
636,-4613413153894392071,1,6,6125278,0
637,-4613413153894392071,1,20,6125278,6125304
638,-4613413153894392071,1,7,6125278,6125330
639,-4613413153894392071,2,6,6125279,0
640,-4613413153894392071,2,20,6125279,6125305
641,-4613413153894392071,2,7,6125279,6125331
642,-4613413153894392071,3,6,6125299,0
643,-4613413153894392071,3,20,6125299,6125325
644,-4613413153894392071,3,7,6125299,6125351
645,-532214411482693286,0,6,6125280,0
646,-532214411482693286,0,20,6125280,6125306
647,-532214411482693286,0,7,6125280,6125332
648,-532214411482693286,1,6,6125281,0
649,-532214411482693286,1,20,6125281,6125307
650,-532214411482693286,1,7,6125281,6125333
651,-532214411482693286,2,6,6125279,0
652,-532214411482693286,2,20,6125279,6125305
653,-532214411482693286,2,7,6125279,6125331
654,-5501147552641105633,0,6,6125282,0
655,-5501147552641105633,0,20,6125282,6125308
656,-5501147552641105633,0,7,6125282,6125334
657,-5501147552641105633,1,6,6125283,0
658,-5501147552641105633,1,20,6125283,6125309
659,-5501147552641105633,1,7,6125283,6125335
660,-5501147552641105633,2,6,6125279,0
661,-5501147552641105633,2,20,6125279,6125305
662,-5501147552641105633,2,7,6125279,6125331
663,5878232155493172496,0,6,6125284,0
664,5878232155493172496,0,20,6125284,6125310
665,5878232155493172496,0,7,6125284,6125336
666,5878232155493172496,1,6,6125285,0
667,5878232155493172496,1,20,6125285,6125311
668,5878232155493172496,1,7,6125285,6125337
669,5878232155493172496,2,6,6125286,0
670,5878232155493172496,2,20,6125286,6125312
671,5878232155493172496,2,7,6125286,6125338
672,6216671258131611221,0,6,6125287,0
673,6216671258131611221,0,20,6125287,6125313
674,6216671258131611221,0,7,6125287,6125339
675,-1528185375034723594,0,6,6125288,0
676,-1528185375034723594,0,20,6125288,6125314
677,-1528185375034723594,0,7,6125288,6125340
678,-9043964452880056090,0,6,6125289,0
679,-9043964452880056090,0,20,6125289,6125315
680,-9043964452880056090,0,7,6125289,6125341
681,-9043964452880056090,1,6,6125290,0
682,-9043964452880056090,1,20,6125290,6125316
683,-9043964452880056090,1,7,6125290,6125342
684,-9043964452880056090,2,6,6125291,0
685,-9043964452880056090,2,20,6125291,6125317
686,-9043964452880056090,2,7,6125291,6125343
687,-9043964452880056090,3,6,6125279,0
688,-9043964452880056090,3,20,6125279,6125305
689,-9043964452880056090,3,7,6125279,6125331
690,-5495685537565311547,0,6,6125292,0
691,-5495685537565311547,0,20,6125292,6125318
692,-5495685537565311547,0,7,6125292,6125344
693,-5495685537565311547,1,6,6125293,0
694,-5495685537565311547,1,20,6125293,6125319
695,-5495685537565311547,1,7,6125293,6125345
696,-5495685537565311547,2,6,6125294,0
697,-5495685537565311547,2,20,6125294,6125320
698,-5495685537565311547,2,7,6125294,6125346
699,-5495685537565311547,3,6,6125295,0
700,-5495685537565311547,3,20,6125295,6125321
701,-5495685537565311547,3,7,6125295,6125347
702,-8165142706059089220,0,6,6125296,0
703,-8165142706059089220,0,20,6125296,6125322
704,-8165142706059089220,0,7,6125296,6125348
705,8127783322575060939,0,6,6125282,0
706,8127783322575060939,0,20,6125282,6125308
707,8127783322575060939,0,7,6125282,6125334
708,8127783322575060939,1,6,6125283,0
709,8127783322575060939,1,20,6125283,6125309
710,8127783322575060939,1,7,6125283,6125335
711,2393801513782369890,0,6,6125280,0
712,2393801513782369890,0,20,6125280,6125306
713,2393801513782369890,0,7,6125280,6125332
714,2393801513782369890,1,6,6125281,0
715,2393801513782369890,1,20,6125281,6125307
716,2393801513782369890,1,7,6125281,6125333
717,5001018693998539873,0,6,6125297,0
718,5001018693998539873,0,20,6125297,6125323
719,5001018693998539873,0,7,6125297,6125349
720,5001018693998539873,1,6,6125298,0
721,5001018693998539873,1,20,6125298,6125324
722,5001018693998539873,1,7,6125298,6125350
723,5001018693998539873,2,6,6125279,0
724,5001018693998539873,2,20,6125279,6125305
725,5001018693998539873,2,7,6125279,6125331
726,5001018693998539873,3,6,6125299,0
727,5001018693998539873,3,20,6125299,6125325
728,5001018693998539873,3,7,6125299,6125351
729,-1763633750002073096,0,6,6125299,0
730,-1763633750002073096,0,20,6125299,6125325
731,-1763633750002073096,0,7,6125299,6125351
732,-1763633750002073096,1,6,6125300,0
733,-1763633750002073096,1,20,6125300,6125326
734,-1763633750002073096,1,7,6125300,6125352
735,-1763633750002073096,2,6,6125279,0
736,-1763633750002073096,2,20,6125279,6125305
737,-1763633750002073096,2,7,6125279,6125331
738,6713845204225781447,0,6,6125289,0
739,6713845204225781447,0,20,6125289,6125315
740,6713845204225781447,0,7,6125289,6125341
741,6713845204225781447,1,6,6125290,0
742,6713845204225781447,1,20,6125290,6125316
743,6713845204225781447,1,7,6125290,6125342
744,6713845204225781447,2,6,6125291,0
745,6713845204225781447,2,20,6125291,6125317
746,6713845204225781447,2,7,6125291,6125343
747,6713845204225781447,3,6,6125299,0
748,6713845204225781447,3,20,6125299,6125325
749,6713845204225781447,3,7,6125299,6125351
750,-834038398629028210,0,6,6125289,0
751,-834038398629028210,0,20,6125289,6125315
752,-834038398629028210,0,7,6125289,6125341
753,-8227476423250492211,0,6,6125301,0
754,-8227476423250492211,0,20,6125301,6125327
755,-8227476423250492211,0,7,6125301,6125353
756,-8227476423250492211,1,6,6125302,0
757,-8227476423250492211,1,20,6125302,6125328
758,-8227476423250492211,1,7,6125302,6125354
759,-2174673290588320018,0,6,6125292,0
760,-2174673290588320018,0,20,6125292,6125318
761,-2174673290588320018,0,7,6125292,6125344
762,-2174673290588320018,1,6,6125295,0
763,-2174673290588320018,1,20,6125295,6125321
764,-2174673290588320018,1,7,6125295,6125347
765,-2174673290588320018,2,6,6125299,0
766,-2174673290588320018,2,20,6125299,6125325
767,-2174673290588320018,2,7,6125299,6125351
768,-1558443284804717965,0,6,6125287,0
769,-1558443284804717965,0,20,6125287,6125313
770,-1558443284804717965,0,7,6125287,6125339
771,7224234471067223780,0,6,6125280,0
772,7224234471067223780,0,20,6125280,6125306
773,7224234471067223780,0,7,6125280,6125332
774,7224234471067223780,1,6,6125281,0
775,7224234471067223780,1,20,6125281,6125307
776,7224234471067223780,1,7,6125281,6125333
777,9121943916883099401,0,6,6234490,0
778,9121943916883099401,0,20,6234490,6234494
779,9121943916883099401,0,7,6234490,6234499
780,9121943916883099401,1,6,6234491,0
781,9121943916883099401,1,20,6234491,6234495
782,9121943916883099401,1,7,6234491,6234500
783,9121943916883099401,2,6,6125279,0
784,9121943916883099401,2,20,6125279,6125305
785,9121943916883099401,2,7,6125279,6125331
786,2814029873765345834,0,6,6234492,0
787,2814029873765345834,0,20,6234492,6234496
788,2814029873765345834,0,7,6234492,6234501
789,2814029873765345834,1,6,6234493,0
790,2814029873765345834,1,20,6234493,6234497
791,2814029873765345834,1,7,6234493,6234502
792,-6372831715972942422,0,6,6125277,0
793,-6372831715972942422,0,20,6125277,6125303
794,-6372831715972942422,0,7,6125277,6234498
795,-6372831715972942422,1,6,6125278,0
796,-6372831715972942422,1,20,6125278,6125304
797,-6372831715972942422,1,7,6125278,6125330
798,-6372831715972942422,2,6,6125279,0
799,-6372831715972942422,2,20,6125279,6125305
800,-6372831715972942422,2,7,6125279,6125331
801,-6372831715972942422,3,6,6125299,0
802,-6372831715972942422,3,20,6125299,6125325
803,-6372831715972942422,3,7,6125299,6125351
804,-8324718862213261969,0,6,6125280,0
805,-8324718862213261969,0,20,6125280,6125306
806,-8324718862213261969,0,7,6125280,6125332
807,-8324718862213261969,1,6,6125281,0
808,-8324718862213261969,1,20,6125281,6125307
809,-8324718862213261969,1,7,6125281,6125333
810,-8324718862213261969,2,6,6125279,0
811,-8324718862213261969,2,20,6125279,6125305
812,-8324718862213261969,2,7,6125279,6125331
813,1589318313493406396,0,6,6125282,0
814,1589318313493406396,0,20,6125282,6125308
815,1589318313493406396,0,7,6125282,6125334
816,1589318313493406396,1,6,6125283,0
817,1589318313493406396,1,20,6125283,6125309
818,1589318313493406396,1,7,6125283,6125335
819,1589318313493406396,2,6,6125279,0
820,1589318313493406396,2,20,6125279,6125305
821,1589318313493406396,2,7,6125279,6125331
822,-8720315998511744671,0,6,6125284,0
823,-8720315998511744671,0,20,6125284,6125310
824,-8720315998511744671,0,7,6125284,6125336
825,-8720315998511744671,1,6,6125285,0
826,-8720315998511744671,1,20,6125285,6125311
827,-8720315998511744671,1,7,6125285,6125337
828,-8720315998511744671,2,6,6125286,0
829,-8720315998511744671,2,20,6125286,6125312
830,-8720315998511744671,2,7,6125286,6125338
831,-2066042930858856066,0,6,6125287,0
832,-2066042930858856066,0,20,6125287,6125313
833,-2066042930858856066,0,7,6125287,6125339
834,5963044332642675123,0,6,6125288,0
835,5963044332642675123,0,20,6125288,6125314
836,5963044332642675123,0,7,6125288,6125340
837,-8648978006119146941,0,6,6125289,0
838,-8648978006119146941,0,20,6125289,6125315
839,-8648978006119146941,0,7,6125289,6125341
840,-8648978006119146941,1,6,6125290,0
841,-8648978006119146941,1,20,6125290,6125316
842,-8648978006119146941,1,7,6125290,6125342
843,-8648978006119146941,2,6,6125291,0
844,-8648978006119146941,2,20,6125291,6125317
845,-8648978006119146941,2,7,6125291,6125343
846,-8648978006119146941,3,6,6125279,0
847,-8648978006119146941,3,20,6125279,6125305
848,-8648978006119146941,3,7,6125279,6125331
849,-5518105344331726834,0,6,6125292,0
850,-5518105344331726834,0,20,6125292,6125318
851,-5518105344331726834,0,7,6125292,6125344
852,-5518105344331726834,1,6,6125293,0
853,-5518105344331726834,1,20,6125293,6125319
854,-5518105344331726834,1,7,6125293,6125345
855,-5518105344331726834,2,6,6125294,0
856,-5518105344331726834,2,20,6125294,6125320
857,-5518105344331726834,2,7,6125294,6125346
858,-5518105344331726834,3,6,6125295,0
859,-5518105344331726834,3,20,6125295,6125321
860,-5518105344331726834,3,7,6125295,6125347
861,-3145452644449818139,0,6,6125296,0
862,-3145452644449818139,0,20,6125296,6125322
863,-3145452644449818139,0,7,6125296,6125348
864,-4468299090775456896,0,6,6125282,0
865,-4468299090775456896,0,20,6125282,6125308
866,-4468299090775456896,0,7,6125282,6125334
867,-4468299090775456896,1,6,6125283,0
868,-4468299090775456896,1,20,6125283,6125309
869,-4468299090775456896,1,7,6125283,6125335
870,7206810033733472887,0,6,6125280,0
871,7206810033733472887,0,20,6125280,6125306
872,7206810033733472887,0,7,6125280,6125332
873,7206810033733472887,1,6,6125281,0
874,7206810033733472887,1,20,6125281,6125307
875,7206810033733472887,1,7,6125281,6125333
876,4496078483012299730,0,6,6125297,0
877,4496078483012299730,0,20,6125297,6125323
878,4496078483012299730,0,7,6125297,6125349
879,4496078483012299730,1,6,6125298,0
880,4496078483012299730,1,20,6125298,6125324
881,4496078483012299730,1,7,6125298,6125350
882,4496078483012299730,2,6,6125279,0
883,4496078483012299730,2,20,6125279,6125305
884,4496078483012299730,2,7,6125279,6125331
885,4496078483012299730,3,6,6125299,0
886,4496078483012299730,3,20,6125299,6125325
887,4496078483012299730,3,7,6125299,6125351
888,4140395204372665481,0,6,6125299,0
889,4140395204372665481,0,20,6125299,6125325
890,4140395204372665481,0,7,6125299,6125351
891,4140395204372665481,1,6,6125300,0
892,4140395204372665481,1,20,6125300,6125326
893,4140395204372665481,1,7,6125300,6125352
894,4140395204372665481,2,6,6125279,0
895,4140395204372665481,2,20,6125279,6125305
896,4140395204372665481,2,7,6125279,6125331
897,9162132866225951108,0,6,6125289,0
898,9162132866225951108,0,20,6125289,6125315
899,9162132866225951108,0,7,6125289,6125341
900,9162132866225951108,1,6,6125290,0
901,9162132866225951108,1,20,6125290,6125316
902,9162132866225951108,1,7,6125290,6125342
903,9162132866225951108,2,6,6125291,0
904,9162132866225951108,2,20,6125291,6125317
905,9162132866225951108,2,7,6125291,6125343
906,9162132866225951108,3,6,6125299,0
907,9162132866225951108,3,20,6125299,6125325
908,9162132866225951108,3,7,6125299,6125351
909,-7826723659392282709,0,6,6125289,0
910,-7826723659392282709,0,20,6125289,6125315
911,-7826723659392282709,0,7,6125289,6125341
912,3857232084532901334,0,6,6125301,0
913,3857232084532901334,0,20,6125301,6125327
914,3857232084532901334,0,7,6125301,6125353
915,3857232084532901334,1,6,6125302,0
916,3857232084532901334,1,20,6125302,6125328
917,3857232084532901334,1,7,6125302,6125354
918,2579402257614020619,0,6,6125292,0
919,2579402257614020619,0,20,6125292,6125318
920,2579402257614020619,0,7,6125292,6125344
921,2579402257614020619,1,6,6125295,0
922,2579402257614020619,1,20,6125295,6125321
923,2579402257614020619,1,7,6125295,6125347
924,2579402257614020619,2,6,6125299,0
925,2579402257614020619,2,20,6125299,6125325
926,2579402257614020619,2,7,6125299,6125351
927,8421785976017821352,0,6,6125287,0
928,8421785976017821352,0,20,6125287,6125313
929,8421785976017821352,0,7,6125287,6125339
930,-6952619377007711603,0,6,6125280,0
931,-6952619377007711603,0,20,6125280,6125306
932,-6952619377007711603,0,7,6125280,6125332
933,-6952619377007711603,1,6,6125281,0
934,-6952619377007711603,1,20,6125281,6125307
935,-6952619377007711603,1,7,6125281,6125333
936,6774464150485754458,0,6,6234490,0
937,6774464150485754458,0,20,6234490,6234494
938,6774464150485754458,0,7,6234490,6234499
939,6774464150485754458,1,6,6234491,0
940,6774464150485754458,1,20,6234491,6234495
941,6774464150485754458,1,7,6234491,6234500
942,6774464150485754458,2,6,6125279,0
943,6774464150485754458,2,20,6125279,6125305
944,6774464150485754458,2,7,6125279,6125331
945,-9165905167111430177,0,6,6234492,0
946,-9165905167111430177,0,20,6234492,6234496
947,-9165905167111430177,0,7,6234492,6234501
948,-9165905167111430177,1,6,6234493,0
949,-9165905167111430177,1,20,6234493,6234497
950,-9165905167111430177,1,7,6234493,6234502
951,3980323375124421868,0,6,6980579,0
952,3980323375124421868,0,20,6980579,6980579
953,3980323375124421868,0,7,6980579,6980579
954,3980323375124421868,1,6,6980579,0
955,3980323375124421868,1,20,6980579,6980579
956,3980323375124421868,1,7,6980579,6980579
957,3980323375124421868,2,6,6980580,0
958,3980323375124421868,2,20,6980580,6980580
959,3980323375124421868,2,7,6980580,6980580
960,3980323375124421868,3,6,6125279,0
961,3980323375124421868,3,20,6125279,6125279
962,3980323375124421868,3,7,6125279,6125279
963,7695322070807032081,0,6,6980582,0
964,7695322070807032081,0,20,6980582,6980582
965,7695322070807032081,0,7,6980582,6980582
966,7695322070807032081,1,6,6980582,0
967,7695322070807032081,1,20,6980582,6980582
968,7695322070807032081,1,7,6980582,6980582
969,7695322070807032081,2,6,6980579,0
970,7695322070807032081,2,20,6980579,6980579
971,7695322070807032081,2,7,6980579,6980579
972,7695322070807032081,3,6,6125279,0
973,7695322070807032081,3,20,6125279,6125279
974,7695322070807032081,3,7,6125279,6125279
975,5235394728480893495,0,8,5658169,0
976,2906876479718359642,0,8,5658170,0
977,2202902440920951891,0,8,6856594,0
978,-3671700449574273296,0,8,6217486,0
979,5776747085936181833,0,8,7481873,0
980,5776747085936181833,1,8,7481874,0
981,5776747085936181833,2,8,7481875,0
982,5776747085936181833,3,8,7481876,0
983,2836200446420699802,0,8,7481873,0
984,2836200446420699802,1,8,7481874,0
985,2836200446420699802,2,8,7481877,0
986,2836200446420699802,3,8,7481876,0
987,218305749846164747,0,8,7481878,0
988,218305749846164747,1,8,7481879,0
989,218305749846164747,2,8,7481875,0
990,218305749846164747,3,8,7481880,0
991,6137356794505582516,0,8,7481881,0
992,6137356794505582516,1,8,7481882,0
993,6137356794505582516,2,8,7481875,0
994,6871782926012524989,0,8,7481883,0
995,6871782926012524989,1,8,7481884,0
996,637213248262567565,0,8,7481877,0
997,637213248262567565,1,8,7481885,0
998,637213248262567565,2,8,7481886,0
999,637213248262567565,3,8,7481886,0
1000,7369102740760368516,0,8,7481877,0
1001,7369102740760368516,1,8,7481887,0
1002,7369102740760368516,2,8,7481875,0
1003,7369102740760368516,3,8,7481877,0
1004,1880936779610732063,0,8,6217502,0
1005,2765300404950186494,0,8,6217503,0
1006,7844684435437506888,0,8,7481888,0
1007,8307304423867301123,0,8,7481873,0
1008,8307304423867301123,1,8,7481889,0
1009,8307304423867301123,3,8,7481890,0
1010,5096204752297315730,0,8,7481888,0
1011,-1350702144594761947,0,8,7481891,0
1012,-1350702144594761947,1,8,7481892,0
1013,-1350702144594761947,2,8,7481875,0
1014,-1350702144594761947,3,8,7481893,0
1015,9166781415549125340,0,8,7481873,0
1016,9166781415549125340,1,8,7481889,0
1017,9166781415549125340,2,8,7481876,0
1018,5476334423518069692,0,8,7481873,0
1019,5476334423518069692,1,8,7481889,0
1020,5476334423518069692,2,8,7481874,0
1021,6983574322268100997,0,8,7481877,0
1022,6983574322268100997,1,8,7481885,0
1023,6983574322268100997,2,8,7481877,0
1024,6983574322268100997,3,8,7481885,0
1025,-5299302150687386154,0,8,7481894,0
1026,-5299302150687386154,1,8,7481895,0
1027,-5299302150687386154,2,8,7481875,0
1028,-5299302150687386154,3,8,7481896,0
1029,7996479924220772599,0,8,7481897,0
1030,7996479924220772599,1,8,7481898,0
1031,7996479924220772599,2,8,7481875,0
1032,7996479924220772599,3,8,7481899,0
1033,-6624053708406383520,0,8,7481900,0
1034,-6624053708406383520,1,8,7481901,0
1035,-6624053708406383520,2,8,7481902,0
1036,8722799569454561721,0,8,7481871,0
1037,-4579751627668075894,0,8,7481872,0
1038,-4579751627668075894,1,8,7481872,0
1039,-4579751627668075894,2,8,7481903,0
1040,9185597533366094587,0,8,7481895,0
1041,9185597533366094587,1,8,7481894,0
1042,9185597533366094587,2,8,7481875,0
1043,5235394728480893495,0,12,6986816,0
1044,5235394728480893495,0,28,6986816,6986816
1045,5235394728480893495,0,13,6986816,6986816
1046,2906876479718359642,0,12,6986850,0
1047,2906876479718359642,0,28,6986850,6986850
1048,2906876479718359642,0,13,6986850,6986850
1049,2202902440920951891,0,12,6986817,0
1050,2202902440920951891,0,28,6986817,6986817
1051,2202902440920951891,0,13,6986817,6986817
1052,-3067898626885993013,0,12,6986815,0
1053,-3067898626885993013,0,28,6986815,7254915
1054,-3067898626885993013,0,13,6986815,6986815
1055,-3067898626885993013,1,12,6986816,0
1056,-3067898626885993013,1,28,6986816,6986816
1057,-3067898626885993013,1,13,6986816,6986816
1058,2385212250581607502,0,12,6986817,0
1059,2385212250581607502,0,28,6986817,7254916
1060,2385212250581607502,0,13,6986817,7254932
1061,-2319200076765943807,0,12,6986818,0
1062,-2319200076765943807,0,28,6986818,7254917
1063,-2319200076765943807,0,13,6986818,7254933
1064,-2319200076765943807,1,12,6986834,0
1065,-2319200076765943807,1,28,6986834,7254918
1066,-2319200076765943807,1,13,6986834,7254934
1067,-2319200076765943807,2,12,6986834,0
1068,-2319200076765943807,2,28,6986834,7254918
1069,-2319200076765943807,2,13,6986834,7254934
1070,-2319200076765943807,3,12,6986818,0
1071,-2319200076765943807,3,28,6986818,7254917
1072,-2319200076765943807,3,13,6986818,7254933
1073,3162842767978622134,0,12,6986842,0
1074,3162842767978622134,0,28,6986842,7254919
1075,3162842767978622134,0,13,6986842,7254935
1076,3162842767978622134,1,12,6986843,0
1077,3162842767978622134,1,28,6986843,7254920
1078,3162842767978622134,1,13,6986843,7254936
1079,-5409975244928711187,0,12,6986845,0
1080,-5409975244928711187,0,28,6986845,7254921
1081,-5409975244928711187,0,13,6986845,7254937
1082,-5409975244928711187,1,12,6986845,0
1083,-5409975244928711187,1,28,6986845,7254921
1084,-5409975244928711187,1,13,6986845,7254937
1085,-5409975244928711187,2,12,6986845,0
1086,-5409975244928711187,2,28,6986845,7254921
1087,-5409975244928711187,2,13,6986845,7254937
1088,-5409975244928711187,3,12,6986846,0
1089,-5409975244928711187,3,28,6986846,7254922
1090,-5409975244928711187,3,13,6986846,7254938
1091,-473058630109645848,0,12,6986815,0
1092,-473058630109645848,0,28,6986815,7254915
1093,-473058630109645848,0,13,6986815,6986815
1094,1190492560216545090,0,12,6986847,0
1095,1190492560216545090,0,28,6986847,7254923
1096,1190492560216545090,0,13,6986847,7254939
1097,-4522159678276563491,0,12,6986848,0
1098,-4522159678276563491,0,28,6986848,7254924
1099,-4522159678276563491,0,13,6986848,7254940
1100,-5633508349133465330,0,12,6986845,0
1101,-5633508349133465330,0,28,6986845,7254921
1102,-5633508349133465330,0,13,6986845,7254937
1103,-5633508349133465330,1,12,6986845,0
1104,-5633508349133465330,1,28,6986845,7254921
1105,-5633508349133465330,1,13,6986845,7254937
1106,-5633508349133465330,2,12,6986849,0
1107,-5633508349133465330,2,28,6986849,6986849
1108,-5633508349133465330,2,13,6986849,6986849
1109,-5633508349133465330,3,12,6986846,0
1110,-5633508349133465330,3,28,6986846,7254922
1111,-5633508349133465330,3,13,6986846,7254938
1112,-2668288683178716277,0,12,6986845,0
1113,-2668288683178716277,0,28,6986845,7254921
1114,-2668288683178716277,0,13,6986845,7254937
1115,-2668288683178716277,1,12,6986849,0
1116,-2668288683178716277,1,28,6986849,6986849
1117,-2668288683178716277,1,13,6986849,6986849
1118,-2668288683178716277,2,12,6986849,0
1119,-2668288683178716277,2,28,6986849,6986849
1120,-2668288683178716277,2,13,6986849,6986849
1121,-2668288683178716277,3,12,6986846,0
1122,-2668288683178716277,3,28,6986846,7254922
1123,-2668288683178716277,3,13,6986846,7254938
1124,-2531155509236507180,0,12,6986850,0
1125,-2531155509236507180,0,28,6986850,7254925
1126,-2531155509236507180,0,13,6986850,7254941
1127,-2531155509236507180,1,12,6986866,0
1128,-2531155509236507180,1,28,6986866,7254926
1129,-2531155509236507180,1,13,6986866,7254942
1130,-2531155509236507180,2,12,6986845,0
1131,-2531155509236507180,2,28,6986845,7254921
1132,-2531155509236507180,2,13,6986845,7254937
1133,-2531155509236507180,3,12,6986869,0
1134,-2531155509236507180,3,28,6986869,7254927
1135,-2531155509236507180,3,13,6986869,7254943
1136,1381538930439830329,0,12,6986870,0
1137,1381538930439830329,0,28,6986870,7254925
1138,1381538930439830329,0,13,6986870,7254944
1139,-9099748600136914729,0,12,6986872,0
1140,-9099748600136914729,0,28,6986872,7254928
1141,-9099748600136914729,0,13,6986872,7254945
