Item Level	Armor Multiplier	Weapon Multiplier	Trinket Multiplier	Jewelry Multiplier
73	1.5	1.5	1.5	1.5
74	1.5	1.5	1.5	1.5
75	1.5	1.5	1.5	1.5
76	1.5	1.5	1.5	1.5
77	1.5	1.5	1.5	1.5
78	1.5	1.5	1.5	1.5
79	1.5	1.5	1.5	1.5
80	1.5	1.5	1.5	1.5
81	1.502600812	1.502600812	1.502600812	1.519112909
82	1.505024368	1.505024368	1.505024368	1.537742289
83	1.50727373	1.50727373	1.50727373	1.555895464
84	1.509351923	1.509351923	1.509351923	1.573579665
85	1.511261927	1.511261927	1.511261927	1.590802029
86	1.513006684	1.513006684	1.513006684	1.607569601
87	1.514589093	1.514589093	1.514589093	1.623889337
88	1.516012017	1.516012017	1.516012017	1.6397681
89	1.517278277	1.517278277	1.517278277	1.655212666
90	1.518390657	1.518390657	1.518390657	1.670229722
91	1.519351902	1.519351902	1.519351902	1.684825871
92	1.52016472	1.52016472	1.52016472	1.699007628
93	1.520831781	1.520831781	1.520831781	1.712781423
94	1.521355718	1.521355718	1.521355718	1.726153604
95	1.52173913	1.52173913	1.52173913	1.739130435
96	1.521984578	1.521984578	1.521984578	1.751718099
97	1.522094587	1.522094587	1.522094587	1.763922699
98	1.522071649	1.522071649	1.522071649	1.775750257
99	1.52191822	1.52191822	1.52191822	1.787206718
100	1.521636723	1.521636723	1.521636723	1.798297946
101	1.521229546	1.521229546	1.521229546	1.80902973
102	1.520699045	1.520699045	1.520699045	1.819407786
103	1.520047541	1.520047541	1.520047541	1.829437749
104	1.519277326	1.519277326	1.519277326	1.839125184
105	1.518390657	1.518390657	1.518390657	1.848475582
106	1.51738976	1.51738976	1.51738976	1.857494361
107	1.51627683	1.51627683	1.51627683	1.866186868
108	1.515054032	1.515054032	1.515054032	1.874558379
109	1.513723499	1.513723499	1.513723499	1.8826141
110	1.512287335	1.512287335	1.512287335	1.890359168
111	1.510747612	1.510747612	1.510747612	1.897798653
112	1.509106377	1.509106377	1.509106377	1.904937557
113	1.507365643	1.507365643	1.507365643	1.911780815
114	1.505527398	1.505527398	1.505527398	1.918333297
115	1.5035936	1.5035936	1.5035936	1.924599808
116	1.501566179	1.501566179	1.501566179	1.930585088
117	1.499447039	1.499447039	1.499447039	1.936293815
118	1.497238055	1.497238055	1.497238055	1.941730603
119	1.494941076	1.494941076	1.494941076	1.946900006
120	1.492557923	1.492557923	1.492557923	1.951806515
121	1.490090394	1.490090394	1.490090394	1.956454563
122	1.487540257	1.487540257	1.487540257	1.960848521
123	1.484909258	1.484909258	1.484909258	1.964992702
124	1.482199115	1.482199115	1.482199115	1.968891362
125	1.479411523	1.479411523	1.479411523	1.972548697
126	1.476548151	1.476548151	1.476548151	1.97596885
127	1.473610646	1.473610646	1.473610646	1.979155904
128	1.470600627	1.470600627	1.470600627	1.982113889
129	1.467519694	1.467519694	1.467519694	1.98484678
130	1.464369419	1.464369419	1.464369419	1.987358497
131	1.461151355	1.461151355	1.461151355	1.989652909
132	1.457867029	1.457867029	1.457867029	1.991733828
133	1.454517948	1.454517948	1.454517948	1.993605019
134	1.451105594	1.451105594	1.451105594	1.995270192
135	1.447631431	1.447631431	1.447631431	1.996733008
136	1.444096897	1.444096897	1.444096897	1.997997076
137	1.440503411	1.440503411	1.440503411	1.999065958
138	1.436852371	1.436852371	1.436852371	1.999943165
139	1.433145153	1.433145153	1.433145153	2.00063216
140	1.429383114	1.429383114	1.429383114	2.00113636
141	1.425567589	1.425567589	1.425567589	2.001459131
142	1.421699893	1.421699893	1.421699893	2.001603797
143	1.417781323	1.417781323	1.417781323	2.001573633
144	1.413813155	1.413813155	1.413813155	2.001371869
145	1.409796646	1.409796646	1.409796646	2.001001691
146	1.405733033	1.405733033	1.405733033	2.00046624
147	1.401623537	1.401623537	1.401623537	1.999768613
148	1.397469357	1.397469357	1.397469357	1.998911865
149	1.393271676	1.393271676	1.393271676	1.997899007
150	1.389031658	1.389031658	1.389031658	1.996733008
151	1.384750449	1.384750449	1.384750449	1.995416796
152	1.380429178	1.380429178	1.380429178	1.993953258
153	1.376068957	1.376068957	1.376068957	1.992345238
154	1.371670879	1.371670879	1.371670879	1.990595544
155	1.367236022	1.367236022	1.367236022	1.988706941
156	1.362765446	1.362765446	1.362765446	1.986682156
157	1.358260195	1.358260195	1.358260195	1.984523878
158	1.353721297	1.353721297	1.353721297	1.982234757
159	1.349149764	1.349149764	1.349149764	1.979817405
160	1.344546591	1.344546591	1.344546591	1.977274398
161	1.339912757	1.339912757	1.339912757	1.974608274
162	1.335249229	1.335249229	1.335249229	1.971821536
163	1.330556955	1.330556955	1.330556955	1.96891665
164	1.32583687	1.32583687	1.32583687	1.965896048
165	1.321089892	1.321089892	1.321089892	1.962762125
166	1.316316927	1.316316927	1.316316927	1.959517244
167	1.311518865	1.311518865	1.311518865	1.956163731
168	1.306696582	1.306696582	1.306696582	1.952703881
169	1.30185094	1.30185094	1.30185094	1.949139956
170	1.296982788	1.296982788	1.296982788	1.945474182
171	1.295899066	1.295899066	1.295899066	1.929825094
172	1.294816251	1.294816251	1.294816251	1.914301885
173	1.29373434	1.29373434	1.29373434	1.898903542
174	1.292653333	1.292653333	1.292653333	1.883629061
175	1.291573229	1.291573229	1.291573229	1.868477445
176	1.290494028	1.290494028	1.290494028	1.853447707
177	1.289415728	1.289415728	1.289415728	1.838538866
178	1.28833833	1.28833833	1.28833833	1.823749949
179	1.287261831	1.287261831	1.287261831	1.809079991
180	1.286186233	1.286186233	1.286186233	1.794528037
181	1.285111533	1.285111533	1.285111533	1.780093136
182	1.284037731	1.284037731	1.284037731	1.765774347
183	1.282964826	1.282964826	1.282964826	1.751570737
184	1.281892818	1.281892818	1.281892818	1.737481378
185	1.280821705	1.280821705	1.280821705	1.723505351
186	1.279751487	1.279751487	1.279751487	1.709641746
187	1.278682164	1.278682164	1.278682164	1.695889657
188	1.277613734	1.277613734	1.277613734	1.682248187
189	1.276546197	1.276546197	1.276546197	1.668716448
190	1.275479552	1.275479552	1.275479552	1.655293556
191	1.274413798	1.274413798	1.274413798	1.641978635
192	1.273348935	1.273348935	1.273348935	1.628770818
193	1.272284961	1.272284961	1.272284961	1.615669242
194	1.271221877	1.271221877	1.271221877	1.602673053
195	1.270159681	1.270159681	1.270159681	1.589781403
196	1.269098372	1.269098372	1.269098372	1.576993452
197	1.26803795	1.26803795	1.26803795	1.564308365
198	1.266978414	1.266978414	1.266978414	1.551725315
199	1.265919764	1.265919764	1.265919764	1.539243481
200	1.264861998	1.264861998	1.264861998	1.526862049
201	1.263805116	1.263805116	1.263805116	1.514580211
202	1.262749117	1.262749117	1.262749117	1.502397167
203	1.261694	1.261694	1.261694	1.49031212
204	1.260639765	1.260639765	1.260639765	1.478324284
205	1.259586411	1.259586411	1.259586411	1.466432877
206	1.258533937	1.258533937	1.258533937	1.454637122
207	1.257482342	1.257482342	1.257482342	1.44293625
208	1.256431627	1.256431627	1.256431627	1.431329498
209	1.255381789	1.255381789	1.255381789	1.419816109
210	1.254332828	1.254332828	1.254332828	1.408395332
211	1.253284744	1.253284744	1.253284744	1.397066422
212	1.252237535	1.252237535	1.252237535	1.385828639
213	1.251191202	1.251191202	1.251191202	1.374681252
214	1.250145743	1.250145743	1.250145743	1.363623533
215	1.249101157	1.249101157	1.249101157	1.35265476
216	1.248057444	1.248057444	1.248057444	1.341774218
217	1.247014603	1.247014603	1.247014603	1.330981198
218	1.245972634	1.245972634	1.245972634	1.320274994
219	1.244931535	1.244931535	1.244931535	1.30965491
220	1.243891307	1.243891307	1.243891307	1.299120253
221	1.242851947	1.242851947	1.242851947	1.288670334
222	1.241813456	1.241813456	1.241813456	1.278304473
223	1.240775832	1.240775832	1.240775832	1.268021993
224	1.239739076	1.239739076	1.239739076	1.257822224
225	1.238703186	1.238703186	1.238703186	1.2477045
226	1.237668161	1.237668161	1.237668161	1.237668161
227	1.234921174	1.234921174	1.234921174	1.243652557
228	1.232118687	1.232118687	1.232118687	1.249419499
229	1.229261965	1.229261965	1.229261965	1.254972506
230	1.226352255	1.226352255	1.226352255	1.260315051
231	1.223390786	1.223390786	1.223390786	1.265450559
232	1.220378768	1.220378768	1.220378768	1.270382412
233	1.217317394	1.217317394	1.217317394	1.275113944
234	1.214207838	1.214207838	1.214207838	1.279648448
235	1.211051257	1.211051257	1.211051257	1.28398917
236	1.20784879	1.20784879	1.20784879	1.288139317
237	1.204601561	1.204601561	1.204601561	1.292102047
238	1.201310675	1.201310675	1.201310675	1.295880482
239	1.197977221	1.197977221	1.197977221	1.299477699
240	1.194602271	1.194602271	1.194602271	1.302896734
241	1.191186883	1.191186883	1.191186883	1.306140582
242	1.187732096	1.187732096	1.187732096	1.3092122
243	1.184238936	1.184238936	1.184238936	1.312114501
244	1.18070841	1.18070841	1.18070841	1.314850364
245	1.177141512	1.177141512	1.177141512	1.317422625
246	1.173539222	1.173539222	1.173539222	1.319834084
247	1.169902501	1.169902501	1.169902501	1.322087502
248	1.166232299	1.166232299	1.166232299	1.324185603
249	1.162529549	1.162529549	1.162529549	1.326131074
250	1.158795171	1.158795171	1.158795171	1.327926565
251	1.155030069	1.155030069	1.155030069	1.329574692
252	1.151235136	1.151235136	1.151235136	1.331078033
253	1.147411247	1.147411247	1.147411247	1.332439132
254	1.143559267	1.143559267	1.143559267	1.333660498
255	1.139680046	1.139680046	1.139680046	1.334744606
256	1.135774419	1.135774419	1.135774419	1.335693896
257	1.131843211	1.131843211	1.131843211	1.336510777
258	1.127887232	1.127887232	1.127887232	1.337197621
259	1.12390728	1.12390728	1.12390728	1.337756772
260	1.119904139	1.119904139	1.119904139	1.338190538
261	1.115878581	1.115878581	1.115878581	1.338501198
262	1.111831368	1.111831368	1.111831368	1.338690996
263	1.107763246	1.107763246	1.107763246	1.338762149
264	1.103674953	1.103674953	1.103674953	1.338716841
265	1.099567211	1.099567211	1.099567211	1.338557225
266	1.095440733	1.095440733	1.095440733	1.338285426
267	1.09129622	1.09129622	1.09129622	1.337903538
268	1.087134362	1.087134362	1.087134362	1.337413627
269	1.082955837	1.082955837	1.082955837	1.336817729
270	1.078761311	1.078761311	1.078761311	1.336117852
271	1.074551442	1.074551442	1.074551442	1.335315977
272	1.070326873	1.070326873	1.070326873	1.334414054
273	1.066088241	1.066088241	1.066088241	1.33341401
274	1.061836169	1.061836169	1.061836169	1.332317741
275	1.057571271	1.057571271	1.057571271	1.331127118
276	1.053294151	1.053294151	1.053294151	1.329843986
277	1.049005403	1.049005403	1.049005403	1.328470162
278	1.044705609	1.044705609	1.044705609	1.327007441
279	1.040395344	1.040395344	1.040395344	1.325457588
280	1.036075171	1.036075171	1.036075171	1.323822345
281	1.031745646	1.031745646	1.031745646	1.322103431
282	1.027407313	1.027407313	1.027407313	1.320302536
283	1.023060708	1.023060708	1.023060708	1.318421331
284	1.018706357	1.018706357	1.018706357	1.316461458
285	1.014344779	1.014344779	1.014344779	1.31442454
286	1.009976481	1.009976481	1.009976481	1.312312174
287	1.005601964	1.005601964	1.005601964	1.310125934
288	1.001221718	1.001221718	1.001221718	1.307867373
289	0.996836226	0.996836226	0.996836226	1.30553802
290	0.992445963	0.992445963	0.992445963	1.303139382
291	0.988051393	0.988051393	0.988051393	1.300672944
292	0.983652974	0.983652974	0.983652974	1.298140172
293	0.979251156	0.979251156	0.979251156	1.295542506
294	0.97484638	0.97484638	0.97484638	1.29288137
295	0.97043908	0.97043908	0.97043908	1.290158162
296	0.966029681	0.966029681	0.966029681	1.287374264
297	0.9616186	0.9616186	0.9616186	1.284531036
298	0.95720625	0.95720625	0.95720625	1.281629817
299	0.952793032	0.952793032	0.952793032	1.278671928
300	0.948379342	0.948379342	0.948379342	1.275658669
301	0.943965569	0.943965569	0.943965569	1.272591322
302	0.939552093	0.939552093	0.939552093	1.269471149
303	0.935139289	0.935139289	0.935139289	1.266299394
304	0.930727525	0.930727525	0.930727525	1.263077282
305	0.926317159	0.926317159	0.926317159	1.259806019
306	0.921908546	0.921908546	0.921908546	1.256486795
307	0.917502032	0.917502032	0.917502032	1.253120781
308	0.913097959	0.913097959	0.913097959	1.24970913
309	0.908696659	0.908696659	0.908696659	1.246252977
310	0.904298459	0.904298459	0.904298459	1.242753443
311	0.899903682	0.899903682	0.899903682	1.239211628
312	0.895512641	0.895512641	0.895512641	1.235628618
313	0.891125646	0.891125646	0.891125646	1.232005481
314	0.886742999	0.886742999	0.886742999	1.228343271
315	0.882364997	0.882364997	0.882364997	1.224643024
316	0.87799193	0.87799193	0.87799193	1.220905759
317	0.873624084	0.873624084	0.873624084	1.217132483
318	0.869261738	0.869261738	0.869261738	1.213324184
319	0.864905165	0.864905165	0.864905165	1.209481836
320	0.860554634	0.860554634	0.860554634	1.205606399
321	0.856210407	0.856210407	0.856210407	1.201698816
322	0.851872741	0.851872741	0.851872741	1.197760018
323	0.847541889	0.847541889	0.847541889	1.19379092
324	0.843218098	0.843218098	0.843218098	1.189792422
325	0.838901608	0.838901608	0.838901608	1.185765411
326	0.834592656	0.834592656	0.834592656	1.181710759
327	0.830291474	0.830291474	0.830291474	1.177629327
328	0.825998288	0.825998288	0.825998288	1.173521958
329	0.82171332	0.82171332	0.82171332	1.169389487
330	0.817436787	0.817436787	0.817436787	1.16523273
331	0.8131689	0.8131689	0.8131689	1.161052495
332	0.808909867	0.808909867	0.808909867	1.156849574
333	0.804659892	0.804659892	0.804659892	1.152624747
334	0.800419171	0.800419171	0.800419171	1.148378783
335	0.7961879	0.7961879	0.7961879	1.144112437
336	0.791966268	0.791966268	0.791966268	1.139826452
337	0.787754459	0.787754459	0.787754459	1.135521559
338	0.783552656	0.783552656	0.783552656	1.131198477
339	0.779361033	0.779361033	0.779361033	1.126857915
340	0.775179765	0.775179765	0.775179765	1.122500569
341	0.771009019	0.771009019	0.771009019	1.118127122
342	0.76684896	0.76684896	0.76684896	1.113738249
343	0.762699748	0.762699748	0.762699748	1.109334611
344	0.758561541	0.758561541	0.758561541	1.10491686
345	0.75443449	0.75443449	0.75443449	1.100485637
346	0.750318745	0.750318745	0.750318745	1.096041572
347	0.746214451	0.746214451	0.746214451	1.091585283
348	0.742121749	0.742121749	0.742121749	1.08711738
349	0.738040778	0.738040778	0.738040778	1.082638462
350	0.733971673	0.733971673	0.733971673	1.078149116
351	0.729914563	0.729914563	0.729914563	1.073649922
352	0.725869577	0.725869577	0.725869577	1.069141449
353	0.721836838	0.721836838	0.721836838	1.064624256
354	0.717816468	0.717816468	0.717816468	1.060098891
355	0.713808583	0.713808583	0.713808583	1.055565896
356	0.709813298	0.709813298	0.709813298	1.0510258
357	0.705830725	0.705830725	0.705830725	1.046479127
358	0.70186097	0.70186097	0.70186097	1.041926387
359	0.697904138	0.697904138	0.697904138	1.037368085
360	0.693960332	0.693960332	0.693960332	1.032804715
361	0.69002965	0.69002965	0.69002965	1.028236764
362	0.686112188	0.686112188	0.686112188	1.023664709
363	0.682208039	0.682208039	0.682208039	1.019089019
364	0.678317292	0.678317292	0.678317292	1.014510154
365	0.674440036	0.674440036	0.674440036	1.009928567
366	0.670576353	0.670576353	0.670576353	1.005344703
367	0.666726327	0.666726327	0.666726327	1.000758998
368	0.662890036	0.662890036	0.662890036	0.996171879
369	0.659067556	0.659067556	0.659067556	0.991583769
370	0.655258961	0.655258961	0.655258961	0.986995079
371	0.651464323	0.651464323	0.651464323	0.982406215
372	0.64768371	0.64768371	0.64768371	0.977817575
373	0.643917189	0.643917189	0.643917189	0.973229549
374	0.640164823	0.640164823	0.640164823	0.968642522
375	0.636426673	0.636426673	0.636426673	0.964056868
376	0.632702799	0.632702799	0.632702799	0.959472957
377	0.628993257	0.628993257	0.628993257	0.954891151
378	0.625298102	0.625298102	0.625298102	0.950311805
379	0.621617387	0.621617387	0.621617387	0.945735268
380	0.61795116	0.61795116	0.61795116	0.941161882
381	0.61429947	0.61429947	0.61429947	0.936591981
382	0.610662363	0.610662363	0.610662363	0.932025895
383	0.607039882	0.607039882	0.607039882	0.927463945
384	0.603432069	0.603432069	0.603432069	0.922906448
385	0.599838963	0.599838963	0.599838963	0.918353713
386	0.596260601	0.596260601	0.596260601	0.913806044
387	0.59269702	0.59269702	0.59269702	0.90926374
388	0.589148253	0.589148253	0.589148253	0.90472709
389	0.585614332	0.585614332	0.585614332	0.900196382
390	0.582095286	0.582095286	0.582095286	0.895671895
391	0.578591143	0.578591143	0.578591143	0.891153903
392	0.575101931	0.575101931	0.575101931	0.886642676
393	0.571627672	0.571627672	0.571627672	0.882138475
394	0.568168391	0.568168391	0.568168391	0.87764156
395	0.564724108	0.564724108	0.564724108	0.873152182
396	0.561294842	0.561294842	0.561294842	0.868670588
397	0.557880611	0.557880611	0.557880611	0.864197021
398	0.554481431	0.554481431	0.554481431	0.859731715
399	0.551097317	0.551097317	0.551097317	0.855274904
400	0.547728282	0.547728282	0.547728282	0.850826814
401	0.544374336	0.544374336	0.544374336	0.846387665
402	0.54103549	0.54103549	0.54103549	0.841957676
403	0.537711753	0.537711753	0.537711753	0.837537057
404	0.53440313	0.53440313	0.53440313	0.833126016
405	0.531109629	0.531109629	0.531109629	0.828724756
406	0.527831252	0.527831252	0.527831252	0.824333475
407	0.524568002	0.524568002	0.524568002	0.819952365
408	0.521319882	0.521319882	0.521319882	0.815581617
409	0.51808689	0.51808689	0.51808689	0.811221414
410	0.514869027	0.514869027	0.514869027	0.806871937
411	0.511666288	0.511666288	0.511666288	0.802533363
412	0.508478671	0.508478671	0.508478671	0.798205862
413	0.50530617	0.50530617	0.50530617	0.793889603
414	0.502148779	0.502148779	0.502148779	0.78958475
415	0.499006492	0.499006492	0.499006492	0.785291462
416	0.495879298	0.495879298	0.495879298	0.781009895
417	0.495879298	0.495879298	0.495879298	0.781009895
418	0.495879298	0.495879298	0.495879298	0.781009895
419	0.495879298	0.495879298	0.495879298	0.781009895
420	0.495879298	0.495879298	0.495879298	0.781009895
421	0.495879298	0.495879298	0.495879298	0.781009895
422	0.495879298	0.495879298	0.495879298	0.781009895
423	0.495879298	0.495879298	0.495879298	0.781009895
424	0.495879298	0.495879298	0.495879298	0.781009895
425	0.495879298	0.495879298	0.495879298	0.781009895
426	0.495879298	0.495879298	0.495879298	0.781009895
427	0.495879298	0.495879298	0.495879298	0.781009895
428	0.495879298	0.495879298	0.495879298	0.781009895
429	0.495879298	0.495879298	0.495879298	0.781009895
430	0.495879298	0.495879298	0.495879298	0.781009895
431	0.495879298	0.495879298	0.495879298	0.781009895
432	0.495879298	0.495879298	0.495879298	0.781009895
433	0.495879298	0.495879298	0.495879298	0.781009895
434	0.495879298	0.495879298	0.495879298	0.781009895
435	0.495879298	0.495879298	0.495879298	0.781009895
436	0.495879298	0.495879298	0.495879298	0.781009895
437	0.495879298	0.495879298	0.495879298	0.781009895
438	0.495879298	0.495879298	0.495879298	0.781009895
439	0.495879298	0.495879298	0.495879298	0.781009895
440	0.495879298	0.495879298	0.495879298	0.781009895
441	0.495879298	0.495879298	0.495879298	0.781009895
442	0.495879298	0.495879298	0.495879298	0.781009895
443	0.495879298	0.495879298	0.495879298	0.781009895
444	0.495879298	0.495879298	0.495879298	0.781009895
445	0.495879298	0.495879298	0.495879298	0.781009895
446	0.495879298	0.495879298	0.495879298	0.781009895
447	0.495879298	0.495879298	0.495879298	0.781009895
448	0.495879298	0.495879298	0.495879298	0.781009895
449	0.495879298	0.495879298	0.495879298	0.781009895
450	0.495879298	0.495879298	0.495879298	0.781009895
451	0.495879298	0.495879298	0.495879298	0.781009895
452	0.495879298	0.495879298	0.495879298	0.781009895
453	0.495879298	0.495879298	0.495879298	0.781009895
454	0.495879298	0.495879298	0.495879298	0.781009895
455	0.495879298	0.495879298	0.495879298	0.781009895
456	0.495879298	0.495879298	0.495879298	0.781009895
457	0.495879298	0.495879298	0.495879298	0.781009895
458	0.495879298	0.495879298	0.495879298	0.781009895
459	0.495879298	0.495879298	0.495879298	0.781009895
460	0.495879298	0.495879298	0.495879298	0.781009895
461	0.495879298	0.495879298	0.495879298	0.781009895
462	0.495879298	0.495879298	0.495879298	0.781009895
463	0.495879298	0.495879298	0.495879298	0.781009895
464	0.495879298	0.495879298	0.495879298	0.781009895
465	0.495879298	0.495879298	0.495879298	0.781009895
466	0.495879298	0.495879298	0.495879298	0.781009895
467	0.495879298	0.495879298	0.495879298	0.781009895
468	0.495879298	0.495879298	0.495879298	0.781009895
469	0.495879298	0.495879298	0.495879298	0.781009895
470	0.495879298	0.495879298	0.495879298	0.781009895
471	0.495879298	0.495879298	0.495879298	0.781009895
472	0.495879298	0.495879298	0.495879298	0.781009895
473	0.495879298	0.495879298	0.495879298	0.781009895
474	0.495879298	0.495879298	0.495879298	0.781009895
475	0.495879298	0.495879298	0.495879298	0.781009895
476	0.495879298	0.495879298	0.495879298	0.781009895
477	0.495879298	0.495879298	0.495879298	0.781009895
478	0.495879298	0.495879298	0.495879298	0.781009895
479	0.495879298	0.495879298	0.495879298	0.781009895
480	0.495879298	0.495879298	0.495879298	0.781009895
481	0.495879298	0.495879298	0.495879298	0.781009895
482	0.495879298	0.495879298	0.495879298	0.781009895
483	0.495879298	0.495879298	0.495879298	0.781009895
484	0.495879298	0.495879298	0.495879298	0.781009895
485	0.495879298	0.495879298	0.495879298	0.781009895
486	0.495879298	0.495879298	0.495879298	0.781009895
487	0.495879298	0.495879298	0.495879298	0.781009895
488	0.495879298	0.495879298	0.495879298	0.781009895
489	0.495879298	0.495879298	0.495879298	0.781009895
490	0.495879298	0.495879298	0.495879298	0.781009895
491	0.495879298	0.495879298	0.495879298	0.781009895
492	0.495879298	0.495879298	0.495879298	0.781009895
493	0.495879298	0.495879298	0.495879298	0.781009895
494	0.495879298	0.495879298	0.495879298	0.781009895
495	0.495879298	0.495879298	0.495879298	0.781009895
496	0.495879298	0.495879298	0.495879298	0.781009895
497	0.495879298	0.495879298	0.495879298	0.781009895
498	0.495879298	0.495879298	0.495879298	0.781009895
499	0.495879298	0.495879298	0.495879298	0.781009895
500	0.495879298	0.495879298	0.495879298	0.781009895
501	0.495879298	0.495879298	0.495879298	0.781009895
502	0.495879298	0.495879298	0.495879298	0.781009895
503	0.495879298	0.495879298	0.495879298	0.781009895
504	0.495879298	0.495879298	0.495879298	0.781009895
505	0.495879298	0.495879298	0.495879298	0.781009895
506	0.495879298	0.495879298	0.495879298	0.781009895
507	0.495879298	0.495879298	0.495879298	0.781009895
508	0.495879298	0.495879298	0.495879298	0.781009895
509	0.495879298	0.495879298	0.495879298	0.781009895
510	0.495879298	0.495879298	0.495879298	0.781009895
511	0.495879298	0.495879298	0.495879298	0.781009895
512	0.495879298	0.495879298	0.495879298	0.781009895
513	0.495879298	0.495879298	0.495879298	0.781009895
514	0.495879298	0.495879298	0.495879298	0.781009895
515	0.495879298	0.495879298	0.495879298	0.781009895
516	0.495879298	0.495879298	0.495879298	0.781009895
517	0.495879298	0.495879298	0.495879298	0.781009895
518	0.495879298	0.495879298	0.495879298	0.781009895
519	0.495879298	0.495879298	0.495879298	0.781009895
520	0.495879298	0.495879298	0.495879298	0.781009895
521	0.495879298	0.495879298	0.495879298	0.781009895
522	0.495879298	0.495879298	0.495879298	0.781009895
523	0.495879298	0.495879298	0.495879298	0.781009895
524	0.495879298	0.495879298	0.495879298	0.781009895
525	0.495879298	0.495879298	0.495879298	0.781009895
526	0.495879298	0.495879298	0.495879298	0.781009895
527	0.495879298	0.495879298	0.495879298	0.781009895
528	0.495879298	0.495879298	0.495879298	0.781009895
529	0.495879298	0.495879298	0.495879298	0.781009895
530	0.495879298	0.495879298	0.495879298	0.781009895
531	0.495879298	0.495879298	0.495879298	0.781009895
532	0.495879298	0.495879298	0.495879298	0.781009895
533	0.495879298	0.495879298	0.495879298	0.781009895
534	0.495879298	0.495879298	0.495879298	0.781009895
535	0.495879298	0.495879298	0.495879298	0.781009895
536	0.495879298	0.495879298	0.495879298	0.781009895
537	0.495879298	0.495879298	0.495879298	0.781009895
538	0.495879298	0.495879298	0.495879298	0.781009895
539	0.495879298	0.495879298	0.495879298	0.781009895
540	0.495879298	0.495879298	0.495879298	0.781009895
541	0.495879298	0.495879298	0.495879298	0.781009895
542	0.495879298	0.495879298	0.495879298	0.781009895
543	0.495879298	0.495879298	0.495879298	0.781009895
544	0.495879298	0.495879298	0.495879298	0.781009895
545	0.495879298	0.495879298	0.495879298	0.781009895
546	0.495879298	0.495879298	0.495879298	0.781009895
547	0.495879298	0.495879298	0.495879298	0.781009895
548	0.495879298	0.495879298	0.495879298	0.781009895
549	0.495879298	0.495879298	0.495879298	0.781009895
550	0.495879298	0.495879298	0.495879298	0.781009895
551	0.495879298	0.495879298	0.495879298	0.781009895
552	0.495879298	0.495879298	0.495879298	0.781009895
553	0.495879298	0.495879298	0.495879298	0.781009895
554	0.495879298	0.495879298	0.495879298	0.781009895
555	0.495879298	0.495879298	0.495879298	0.781009895
556	0.495879298	0.495879298	0.495879298	0.781009895
557	0.495879298	0.495879298	0.495879298	0.781009895
558	0.495879298	0.495879298	0.495879298	0.781009895
559	0.495879298	0.495879298	0.495879298	0.781009895
