Pos_0,Pos_1,Pos_2,ID,ContinentID,PhaseUseFlags,PhaseID,PhaseGroupID,Radius,Box_length,Box_width,Box_height,Box_yaw,ShapeType,ShapeID,AreaTriggerActionSetID,Flags
5552.08984375,-683.81298828125,335.25,2207,1,0,0,0,25,0,0,0,0,0,0,370,0
5587.0200195312,-784.02502441406,335.8219909668,2208,1,0,0,0,23,0,0,0,0,0,0,371,0
3665.1101074219,-3164.9599609375,127.22399902344,2209,329,0,0,0,10,0,0,0,0,0,0,372,0
3663.9499511719,-3164.2700195312,127.36100006104,2210,329,0,0,0,10,0,0,0,0,0,0,373,0
6107.6201171875,-4181.6000976562,852.32202148438,2211,1,0,0,0,2,0,0,0,0,0,0,374,0
5893.3198242188,-4054.830078125,596.32202148438,2213,1,0,0,0,2,0,0,0,0,0,0,375,0
3392.4599609375,-3389.1999511719,143.07299804688,2216,0,0,0,0,0,22.82999992371,20,34.68999862671,0,1,0,377,0
3392.5600585938,-3369,142.80200195313,2217,0,0,0,0,0,27.94000053406,20,35.18999862671,0,1,0,378,0
3584.7800292969,-3632.0500488281,142.11799621582,2221,329,0,0,0,10,9.77799987793,17.94000053406,27.92000007629,0,0,0,379,0
2.58018994331,-0.01358699985,-13.36680030823,2226,389,0,0,0,0,30.69000053406,12.18999958038,25.55999946594,0,1,0,380,0
1818.4000244141,-4427.259765625,-10.44779968262,2230,1,0,0,0,0,21.69000053406,11.82999992371,21.21999931335,0.5759999752,1,0,381,0
245.58700561523,1251.9899902344,210.14500427246,2266,1,0,0,0,40,0,0,0,0,0,0,382,0
-1596.1600341797,3145.2600097656,61.36180114746,2267,1,0,0,0,0,30.03000068665,30.03000068665,30.03000068665,0,1,0,383,0
6687.990234375,-4670.0698242188,723.89099121094,2287,1,0,0,0,20,0,0,0,0,0,0,384,0
5018.91015625,-4563.9399414062,851.75,2327,1,0,0,0,50,0,0,0,0,0,0,386,0
-9897.2099609375,-3725.0900878906,24.66710090637,2387,0,0,0,0,15,0,0,0,0,0,0,390,0
-287.0710144043,2175.6398925781,36.88610076904,2406,33,0,0,0,0,98.86000061035,185.60000610352,80.58000183105,2.88000011444,1,0,391,0
-315.99099731445,2179.6298828125,91.75420379639,2407,33,0,0,0,0,36.06000137329,182.80000305176,212.60000610352,2.89700007439,1,0,392,0
-232.37199401856,2077.1000976562,68.11769866943,2408,33,0,0,0,0,44.66999816895,123.19999694824,43.31000137329,4.3109998703,1,0,393,0
-255.27299499512,2035.7600097656,114.43699645996,2409,33,0,0,0,0,59.68999862671,228.5,169.39999389648,4.32800006866,1,0,394,0
-167.09199523926,2104.2199707031,73.44969940186,2410,33,0,0,0,0,53,114.69999694824,17.07999992371,6.02099990845,1,0,395,0
-179.72900390625,2079.3701171875,42.69449996948,2411,33,0,0,0,0,19.03000068665,162.10000610352,187.10000610352,6.09100008011,1,0,396,0
97.43199920654,-176.2740020752,127.86599731445,2412,0,0,0,0,0,10.56000041962,16.5,22.17000007629,5.25299978256,1,0,397,0
544.83001708984,-1079.9499511719,109.4940032959,2413,0,0,0,0,0,12.17000007629,19.05999946594,12.06000041962,3.8220000267,1,0,398,0
-7474.009765625,-1286.3399658203,431.3039855957,2426,469,0,0,0,0,181.80000305176,234.69999694824,63.93999862671,5.32299995422,1,0,399,0
-7375.3198242188,-1240.1400146484,494.2799987793,2427,469,0,0,0,0,53.86000061035,189.89999389648,77.05999755859,0.73299998045,1,0,400,0
-7568.3999023438,-1375.6600341797,468.50799560547,2428,469,0,0,0,0,225.30000305176,75.9700012207,132.19999694824,5.34100008011,1,0,401,0
-7412.9702148438,-1371.5899658203,413.42599487305,2429,469,0,0,0,0,243.30000305176,72.94000244141,245.89999389648,3.78699994087,1,0,402,0
6207.5,-152.83299255371,79.8184967041,2486,1,0,0,0,15,0,0,0,0,0,0,405,0
215.19400024414,71.15699768066,30.12759971619,2530,450,0,0,0,0,10,10,10,3.59500002861,1,0,407,0
-0.35804098845,-1.97985994816,-0.25588399172,2534,449,0,0,0,0,7.3060002327,3.83299994469,6.1939997673,0,1,0,408,0
332.86599731445,94.31079864502,92.2220993042,2547,289,0,0,0,0,8.19400024414,38.43999862671,60.41999816895,0,1,0,409,0
322.88400268555,112.1370010376,98.67259979248,2548,289,0,0,0,0,11.25,37.43999862671,44.0299987793,0.80290001631,1,0,410,0
325.18399047852,75.61810302734,93.87439727783,2549,289,0,0,0,0,9.69400024414,31.42000007629,54.16999816895,5.23600006104,1,0,411,0
1282.0500488281,-2548.7299804688,85.39939880371,2567,0,0,0,0,0,10.56000041962,13.02999973297,21.67000007629,0.47119998932,1,0,412,0
182.26499938965,126.44999694824,143.70700073242,2568,289,0,0,0,0,12.32999992371,8.88899993896,16.38999938965,0,1,0,413,0
-1510.0899658203,-715.86401367188,48.87739944458,2606,30,0,0,0,0,9.55599975586,14.06000041962,16.17000007629,0.72250002623,1,0,414,0
946.8330078125,-500.09201049805,94.92949676514,2608,30,0,0,0,0,8.66699981689,18.30999946594,24.30999946594,1.13399994373,1,0,415,0
2343.5700683594,-2569,118.827003479,2610,1,0,0,0,30,0,0,0,0,0,0,416,0
2841.8100585938,-1544.5200195312,190.51600646973,2647,0,0,0,0,7,0,0,0,0,0,0,417,0
2964.5600585938,-2712.8898925781,98.74459838867,2706,0,0,0,0,10,0.33329999447,0.33329999447,0.33329999447,0,0,0,420,0
2980.1000976562,-2720.919921875,99.93370056152,2707,0,0,0,0,10,0.27779999375,0.27779999375,0.27779999375,0,0,0,421,0
-8821.3603515625,633.29699707031,94.07579803467,2746,0,0,0,0,15,0.27779999375,0.27779999375,0.27779999375,0,0,0,422,0
-9050.8701171875,445.4580078125,93.0558013916,2786,0,0,0,0,1,0,0,0,0,0,0,423,0
-4768.6098632812,-3752.1101074219,53.43170166016,2848,1,0,0,0,16,0,0,0,0,0,0,424,0
1097.9899902344,-466.49398803711,-96.07189941406,2886,230,0,0,0,20,0,0,0,0,0,0,426,0
1115.2199707031,-462.95901489258,-95.01480102539,2890,409,0,0,0,20,0,0,0,0,0,0,427,0
1999.1500244141,-1121.2800292969,97.35369873047,2926,1,0,0,0,9,0,0,0,0,0,0,428,0
2.00574994087,402.67300415039,101.0120010376,2946,1,0,0,0,45,0,0,0,0,0,0,429,0
40.96730041504,-1490.3699951172,174.51600646973,3066,0,0,0,0,8,0,0,0,0,0,0,434,0
-30.05330085754,-1576.5,194.45300292969,3106,0,0,0,0,5,0,0,0,0,0,0,435,0
756.87799072266,-633.96002197266,-32.81909942627,3126,349,0,0,0,0,15.93999958038,26.44000053406,44.13999938965,1.64100003242,1,0,436,0
1005.0200195312,-460.53900146484,-43.2507019043,3131,349,0,0,0,0,10.14000034332,31.42000007629,23.42000007629,0.01744999923,1,0,437,0
-1484.0699462891,2617.5700683594,75.71440124512,3133,1,0,0,0,0,24.69000053406,15.77999973297,35.18999862671,4.53800010681,1,0,438,0
-1181.9799804688,2861.9499511719,85.25810241699,3134,1,0,0,0,0,31.69000053406,17.32999992371,34.18999862671,3.21099996567,1,0,439,0
-7180.9399414062,441.1369934082,26.54490089417,3146,1,0,0,0,10,0.27779999375,0.27779999375,0.27779999375,0,0,0,440,0
-3759.6899414062,934.92901611328,161.02499389648,3183,1,0,0,0,0,9.38899993896,12.77999973297,19.67000007629,0,1,0,441,0
-3981.1999511719,793.72601318359,161.00900268555,3184,1,0,0,0,0,10.31000041962,5.97200012207,20.21999931335,0,1,0,442,0
-4028.2099609375,123.96600341797,31,3185,1,0,0,0,0,9.83300018311,4.58300018311,15.68999958038,0.47119998932,1,0,443,0
-3822.6298828125,1249.9200439453,160.27000427246,3186,1,0,0,0,0,8.19400024414,9.08300018311,18.36000061035,0,1,0,444,0
-3757.75,1249.1999511719,160.26899719238,3187,1,0,0,0,0,7.86100006104,10.32999992371,18.69000053406,0,1,0,445,0
-3519.9499511719,1089.9300537109,161.06500244141,3189,1,0,0,0,0,9.86100006104,11.85999965668,23.21999931335,0,1,0,446,0
-55.96580123901,159.86700439453,-3.46205997467,3190,429,0,0,0,0,7.22200012207,10.07999992371,19.55999946594,0,1,0,447,0
24.5608997345,159.44999694824,-3.4667699337,3191,429,0,0,0,0,7.6939997673,9.69400024414,21.61000061035,0,1,0,448,0
255.24899291992,-9.05605983734,-2.58736991882,3193,429,0,0,0,0,8.33300018311,8.58300018311,20.71999931335,0,1,0,449,0
37.44990158081,-154.82200622559,-2.71200990677,3194,429,0,0,0,0,8.91699981689,9.16699981689,19.44000053406,0,1,0,450,0
-202.66400146484,-314.87600708008,-2.72353005409,3195,429,0,0,0,0,9.80599975586,10.17000007629,17.44000053406,0,1,0,451,0
4.31119012833,-837.08502197266,-33.04050064087,3196,429,0,0,0,0,6.16699981689,11.43999958038,22.94000053406,0,1,0,452,0
194.35099792481,-240.82099914551,-25.63069915771,3197,429,0,0,0,0,12.85999965668,8.33300018311,25.32999992371,1.11699998379,1,0,453,0
