ID,CreatureHealthMod,PlayerHealthMod,CreatureAutoAttackDPSMod,CreatureArmorMod,PlayerManaMod,PlayerPrimaryStatMod,PlayerSecondaryStatMod,ArmorConstantMod,CreatureSpellDamageMod
255,1,1,1,0,1,1,1,0,1
265,1,0,1,0,1,1,1,0,1
267,2.5,1,2.09999990463,1,1,1,1,1,2.09999990463
268,8.80000019073,1,6.09999990463,1,1,1,1,1,6.09999990463
279,1.0340000391,1.02100002766,1.02100002766,1,1,1.01699995995,1.04400002956,1.01400005817,1.02100002766
280,1.8370000124,1,1.93929994106,1,1,1,1,1,1.93929994106
281,2.87400007248,2.75600004196,2.75600004196,1,1,2.05200004578,2.09699988365,1.88699996471,2.75600004196
282,1.29600000381,1,0.89999997616,1,1,1,1,1,0.89999997616
284,1.29999995232,1,1,1,1,1,1,1,1
289,3.29999995232,1,2.90000009537,1,1,1,1,1,2.90000009537
290,4.59999990463,1,3.90000009537,1,1,1,1,1,3.90000009537
291,5,1,4.30000019073,1,1,1,1,1,4.30000019073
292,4.19999980927,1,3.59999990463,1,1,1,1,1,3.59999990463
293,1.29999995232,1,1.29999995232,1,1,1,1,1,1.29999995232
294,2.29999995232,1,2.29999995232,1,1,1,1,1,2.29999995232
295,2.65000009537,1,2.65000009537,1,1,1,1,1,2.65000009537
296,3.09999990463,1,3.09999990463,1,1,1,1,1,3.09999990463
297,3.59999990463,1,3.59999990463,1,1,1,1,1,3.59999990463
298,4.19999980927,1,3.79999995232,1,1,1,1,1,4.19999980927
299,4.84999990463,1,3.79999995232,1,1,1,1,1,4.84999990463
300,5.59999990463,1,3.40000009537,1,1,1,1,1,5.59999990463
301,1.54999995232,1,1.54999995232,1,1,1,1,1,1.54999995232
302,1.39999997616,1,1,1,1,1,1,1,1
303,1.02600002289,1.01900005341,1.01900005341,1,1,1.01699995995,1.02799999714,1.01400005817,1.01900005341
304,1.29499995708,1.2840000391,1.2840000391,1,1,1.18799996376,1.26900005341,1.15799999237,1.2840000391
305,0.88099998236,0.95200002193,0.95200002193,1,1,0.89700001478,0.9430000186,0.8220000267,0.95200002193
306,1.14199995995,1.12600004673,1.12600004673,1,1,1.07099997997,1.1740000248,1.05900001526,1.12600004673
307,1.87300002575,1.85899996758,1.85899996758,1,1,1.53600001335,1.63199996948,1.45000004768,1.85899996758
308,0.92000001669,0.96700000763,0.96700000763,1,1,0.93099999428,0.96299999952,0.85100001097,0.96700000763
309,2.08890008926,1,2.35808992386,1,1,1,1,1,2.35808992386
310,1.05999994278,1,1.02999997139,1,1,1,1,1,1.02999997139
311,1.08200001717,1.0720000267,1.0720000267,1,1,1.0529999733,1.08399999142,1.04499995708,1.0720000267
314,5.59999990463,1,5.59999990463,1,1,1,1,1,5.59999990463
315,0.59441500902,1,0.63312000036,1,1,1,1,1,0.63312000036
316,0.34708952904,1,0.35499972105,1,1,1,1,1,0.35499972105
317,1.18200004101,1.17299997807,1.18200004101,1,1,1.11699998379,1.17599999905,1.09899997711,1.17299997807
318,1.05400002003,1.04499995708,1.04499995708,1,1,1.03499996662,1.04499995708,1.02900004387,1.04499995708
319,4,1,4,1,1,1,1,1,4
320,6,1,6,1,1,1,1,1,6
321,1.36800003052,1.35899996758,1.35899996758,1,1,1.23399996758,1.32299995422,1.19599997997,1.35899996758
322,1.46000003815,1.4509999752,1.4509999752,1,1,1.28999996185,1.38800001144,1.24399995804,1.4509999752
323,1.65100002289,1.64100003242,1.64100003242,1,1,1.40600001812,1.50800001621,1.3409999609,1.64100003242
324,1.18099999428,1.16499996185,1.16499996185,1,1,1.09000003338,1.21800005436,1.07500004768,1.16499996185
325,1.69900000095,1.68900001049,1.68900001049,1,1,1.43400001526,1.53600001335,1.36500000954,1.68900001049
326,1.25,1.23899996281,1.23899996281,1,1,1.12300002575,1.28999996185,1.10300004482,1.23899996281
327,2.34899997711,2.33500003815,2.33500003815,1,1,1.80900001526,1.8409999609,1.67900002003,2.33500003815
328,1.53299999237,1.49699997902,1.49699997902,1,1,1.25499999523,1.55200004578,1.21300005913,1.49699997902
329,1.50100004673,1.49300003052,1.49300003052,1,1,1.31599998474,1.41600000858,1.26499998569,1.49300003052
331,4,1,1,1,1,1,1,1,1
335,1.98399996758,1.97200000286,1.97200000286,1,1,1.60099995136,1.68400001526,1.50499999523,1.97200000286
336,2.12599992752,2.11400008202,2.11400008202,1,1,1.68299996853,1.74899995327,1.57299995422,2.11400008202
337,1.29299998283,1.28100001812,1.28100001812,1,1,1.14300000668,1.33399999142,1.12000000477,1.28100001812
338,1.36800003052,1.34800004959,1.34800004959,1,1,1.17900002003,1.40600001812,1.14999997616,1.34800004959
339,1.13600003719,1,1.25,1,1,1,1,1,1.25
340,1.5,1.14999997616,1.5,1,1,1.10000002384,1.10000002384,1.10000002384,1.5
341,1.54400002956,1.53499996662,1.53499996662,1,1,1.34200000763,1.44400000572,1.28699994087,1.53499996662
342,2,1.14999997616,2,1,1,1.10000002384,1.10000002384,1.10000002384,2
343,1.27799999714,1.26699995995,1.26699995995,1,1,1.13600003719,1.31900000572,1.11399996281,1.26699995995
344,1.58599996567,1.56299996376,1.56299996376,1,1,1.27900004387,1.59500002861,1.23399996758,1.56299996376
345,1.84399998188,1.80900001526,1.80900001526,1,1,1.39199995995,1.7840000391,1.32799994946,1.80900001526
346,1.41499996185,1.38999998569,1.38999998569,1,1,1.2009999752,1.45000004768,1.16799998283,1.38999998569
347,1.64199995995,1.62000000477,1.62000000477,1,1,1.30400002003,1.63900005817,1.25499999523,1.62000000477
348,3.16000008583,3.14299988747,3.14299988747,1,1,2.24799990654,2.10899996758,2.04800009727,3.14299988747
349,3.50699996948,3.4849998951,3.4849998951,1,1,2.4279999733,2.2009999752,2.19899988174,3.4849998951
350,1.12000000477,1,1.05999994278,1,1,1,1,1,1.05999994278
351,4,1.14999997616,2,1,1,1.10000002384,1.10000002384,1.10000002384,2
352,2.5,1,1,1,1,1,1,1,1
354,9,1,4.5,1,1,1,1,1,4.05000019073
356,2.20799994469,1,2.20799994469,1,1,1,1,1,2.20799994469
357,5,1,2,1,1,1,1,1,2
358,2.5,1,1.25,1,1,1,1,1,1.25
359,2.90000009537,1,1.14999997616,1,1,1,1,1,1.14999997616
360,2.875,1,1,1,1,1,1,1,1
361,3.25,1,1,1,1,1,1,1,1
362,2,1,0.80000001192,1,1,1,1,1,0.80000001192
364,7.5,1,3.5,1,1,1,1,1,3.5
368,4,1,1.29999995232,1,1,1,1,1,1.29999995232
372,2.75,1,1,1,1,1,1,1,1
373,2.625,1,1,1,1,1,1,1,1
380,1.22200000286,1.20799994469,1.20799994469,1,1,1.10899996758,1.26100003719,1.09200000763,1.20799994469
381,1.26400005817,1.25300002098,1.25300002098,1,1,1.12999999523,1.30499994755,1.10899996758,1.25300002098
382,1.72000002861,1.69000005722,1.69000005722,1,1,1.33800005913,1.6970000267,1.28299999237,1.69000005722
383,1.9090000391,1.87699997425,1.87699997425,1,1,1.41999995708,1.82700002193,1.35199999809,1.87699997425
384,2.3029999733,2.20000004768,2.20000004768,1,1,1.58399999142,2.05999994278,1.65999996662,2.20000004768
385,2.68000006676,2.64599990845,2.64599990845,1,1,1.99100005627,1.96099996567,1.83200001717,2.64599990845
390,0.93508899212,0.95414102077,0.95414102077,1,1,0.95176899433,0.94561702013,0.89868599176,0.95414102077
391,1.06253004074,1.05665004253,1.05665004253,1,1,1.04041004181,1.07000005245,1.03380000591,1.05665004253
392,0.95593798161,0.96836298704,0.96836298704,1,1,0.96739900112,0.95999997854,0.9117770195,0.96836298704
393,1.36589002609,1.35842001438,1.35842001438,1,1,1.23099994659,1.3259999752,1.19358003139,1.35842001438
394,1.19194996357,1.18632996082,1.18632996082,1,1,1.1228300333,1.19000005722,1.1028200388,1.18632996082
395,1.34100997448,1.3348300457,1.3348300457,1,1,1.21584999561,1.30999994278,1.18072998524,1.3348300457
397,6.53999996185,1,6,1,1,1,1,1,6
400,1.30700004101,1.29299998283,1.29299998283,1,1,1.14999997616,1.34800004959,1.12600004673,1.29299998283
401,0.80000001192,1,1,1,1,1,1,1,1
402,1.54200005531,1.5340000391,1.5340000391,1,1,1.33800005913,1.44599997997,1.28299999237,1.5340000391
403,0.97026711702,0.97805798054,0.97805798054,1,1,0.97806400061,0.98000001907,0.92070877552,0.97805798054
404,1.02622628212,1.02153408527,1.02153408527,1,1,1.0169968605,1.02999997139,1.01419103146,1.02153408527
405,0.90844345093,0.9357034564,0.9357034564,1,1,0.93159759045,0.92000001669,0.88179254532,0.9357034564
406,5.59999990463,1,3.79999995232,1,1,1,1,1,5.59999990463
419,1.45738005638,1.44958996773,1.44958996773,1,1,1.28999996185,1.39067995548,1.24047994614,1.44958996773
420,1.15016996861,1.14419996738,1.14419996738,1,1,1.09640002251,1.14883005619,1.08069002628,1.14419996738
421,1.29287004471,1.28633999825,1.28633999825,1,1,1.19000005722,1.26976001263,1.15575003624,1.28633999825
422,0.83575999737,0.88381397724,0.88381397724,1,1,0.87540400028,0.85810297728,0.78129899502,0.88381397724
423,0.60479998589,1,0.86400002241,1,1,1,1,1,0.86400002241
424,1.10000002384,1,1,1,1,1,1,1,1
425,0.43500000238,0.43500000238,0.43500000238,1,1,1,1,1,0.43500000238
426,0.40000000596,0.64999997616,0.64999997616,1,1,1,1,1,0.64999997616
427,0.89559000731,0.92513000965,0.92513000965,1,1,0.92179000378,0.91148000956,0.82015001774,0.92513000965
428,1.00864994526,1.00672996044,1.00672996044,1,1,1.00560998917,1.00929999352,1.00466001034,1.00672996044
429,1.20000004768,1,1,1,1,1,1,1,1
430,1.10000002384,1.04999995232,1.04999995232,1,1,1,1,1,1.04999995232
431,1.5,1,1.14999997616,1,1,1,1,1,1.14999997616
432,1.08099997044,1.0759999752,1.0759999752,1,1,1.05200004578,1.08399999142,1.04400002956,1.0759999752
433,1.17100000381,1.16600000858,1.16600000858,1,1,1.10899996758,1.16700005531,1.09200000763,1.16600000858
434,1.23599994183,1.23000001907,1.23000001907,1,1,1.14999997616,1.22300004959,1.12600004673,1.23000001907
435,1.31700003147,1.30999994278,1.30999994278,1,1,1.2009999752,1.2879999876,1.16799998283,1.30999994278
436,1.39100003242,1.38499999046,1.38499999046,1,1,1.24699997902,1.34399998188,1.20700001717,1.38499999046
438,1.0353000164,1,1.20360004902,1,1,1,1,1,1.20360004902
439,1.47000002861,1,1.53299999237,1,1,1,1,1,1.53299999237
440,1.92780005932,1,1.87919998169,1,1,1,1,1,1.87919998169
441,2.27850008011,1,2.1210000515,1,1,1,1,1,2.1210000515
442,0.69999998808,1,0.64999997616,1,1,1,1,1,0.64999997616
3,1,1,1,1,1,1,1,1,1
4,1,1,1,1,1,1,1,1,1
17,1,1,1,1,1,1,1,1,1
127,1,1,1,1,1,1,1,1,1
139,1,1,1,1,1,1,1,1,1
146,1,1,1,1,1,1,1,1,1
181,1,1,1,1,1,1,1,1,1
200,1,1,1,1,1,1,1,1,1
210,1,1,1,1,1,1,1,1,1
240,1,1,1,1,1,1,1,1,1
312,1,1,1,1,1,1,1,1,1
333,1,1,1,1,1,1,1,1,1
353,1,1,1,1,1,1,1,1,1
399,1,1,1,1,1,1,1,1,1
136,1.19900000095,1.0529999733,1.0529999733,1,1,1.11899995804,0.93000000715,1.0340000391,1.0529999733
135,1.25,1.06799995899,1.06799995899,1,1,1.15299999714,0.91000002623,1.04400002956,1.06799995899
124,1,1,0.71399998665,1,1,1,1,1,0.71399998665
141,0.75,0.75,0.75,1,1,1,1,1,0.75
144,0.75,0.75,0.75,1,1,1,1,1,0.75
145,0.75,0.75,0.75,1,1,1,1,1,0.75
138,0.69999998808,0.57999998331,0.57999998331,1,1,1,1,1,0.57999998331
156,0.69999998808,0.57999998331,0.57999998331,1,1,1,1,1,0.57999998331
398,1.04999995232,1,1,1,1,1,1,1,1
216,1.16700005531,1.11899995804,1.11899995804,1,1,1.10399997234,1.17299997807,1.09000003338,1.11899995804
218,1.14999997616,1,1,1,1,1,1,1,1
221,1.14999997616,1,1,1,1,1,1,1,1
220,1.09500002861,1,1,1,1,1,1,1,1
416,0.88499999046,1,0.88499999046,1,1,1,1,1,0.88499999046
413,2,1,2,1,1,1,1,1,2
256,1,1,1,0,1,1,1,0,1
257,1,1,1,0,1,1,1,0,1
258,1,1,1,0,1,1,1,0,1
259,1,1,1,0,1,1,1,0,1
260,1,1,1,0,1,1,1,0,1
261,1,1,1,0,1,1,1,0,1
262,1,1,1,0,1,1,1,0,1
263,1,1,1,0,1,1,1,0,1
264,1,1,1,0,1,1,1,0,1
330,1.29999995232,1,1,1,1,1,1,1,1
415,1.29999995232,1,1.29999995232,1,1,1,1,1,1.29999995232
412,2.29999995232,1,2.29999995232,1,1,1,1,1,2.29999995232
411,2.65000009537,1,2.65000009537,1,1,1,1,1,2.65000009537
410,3.09999990463,1,3.09999990463,1,1,1,1,1,3.09999990463
313,3.59999990463,1,3.59999990463,1,1,1,1,1,3.59999990463
409,3.59999990463,1,3.59999990463,1,1,1,1,1,3.59999990463
418,3.59999990463,1,3.59999990463,1,1,1,1,1,3.59999990463
408,4.19999980927,1,3.79999995232,1,1,1,1,1,4.19999980927
407,4.84999990463,1,3.79999995232,1,1,1,1,1,4.84999990463
414,1.54999995232,1,1.54999995232,1,1,1,1,1,1.54999995232
417,5.59999990463,1,5.59999990463,1,1,1,1,1,5.59999990463
332,1.18200004101,1.17299997807,1.18200004101,1,1,1.11699998379,1.17599999905,1.09899997711,1.17299997807
396,4,1,4,1,1,1,1,1,4
366,4,1,1,1,1,1,1,1,1
363,2.5,1,1,1,1,1,1,1,1
375,2.5,1,1,1,1,1,1,1,1
376,2.5,1,1,1,1,1,1,1,1
377,2.5,1,1,1,1,1,1,1,1
378,2.5,1,1,1,1,1,1,1,1
369,2.5,1,1.25,1,1,1,1,1,1.25
374,2.5,1,1.25,1,1,1,1,1,1.25
371,2.875,1,1,1,1,1,1,1,1
367,3.25,1,1,1,1,1,1,1,1
365,2,1,0.80000001192,1,1,1,1,1,0.80000001192
370,2,1,0.80000001192,1,1,1,1,1,0.80000001192
379,2,1,0.80000001192,1,1,1,1,1,0.80000001192
