ID,Rot_0,Rot_1,Rot_2,Rot_3,TimeIndex,GameObjectsID
103,0,0,0.99997097254,0.00757100014,60367,194350
104,0,0,1,0.00064400001,60800,194350
105,0,0,1,-0.00083400001,102200,194350
106,0,0,0.99996501207,-0.00838399958,102600,194350
107,0,0,0.99939602613,-0.03475999832,103400,194350
108,0,0,0.99834501743,-0.05750500038,103933,194350
109,0,0,0.9959499836,-0.0899059996,104533,194350
110,0,0,0.99051302671,-0.13741999865,105267,194350
111,0,0,0.9813079834,-0.19244199991,106033,194350
112,0,0,0.96666997671,-0.25602701306,106833,194350
113,0,0,0.93175899982,-0.36307701468,108100,194350
114,0,0,-0.81156599522,0.58426100016,110800,194350
115,0,0,-0.7486910224,0.66291898489,111833,194350
116,0,0,-0.56107598543,0.82776498795,114233,194350
117,0,0,-0.48696199059,0.87342298031,115100,194350
118,0,0,-0.34739899635,0.93771702051,116733,194350
119,0,0,-0.2864690125,0.95808899403,117467,194350
120,0,0,-0.22060500085,0.97536301613,118333,194350
121,0,0,-0.1467590034,0.98917198181,119367,194350
122,0,0,-0.08634799719,0.99626499414,120333,194350
123,0,0,-0.0514880009,0.99867397547,120967,194350
124,0,0,-0.02437300049,0.99970299006,121600,194350
125,0,0,-0.00787699968,0.99996900558,122100,194350
126,0,0,-0.00074699998,1,122500,194350
127,0,0,4e-06,1,128367,194350
301,0,0,0,1,0,194369
302,0,0,0,1,33,194369
303,0,0,0,1,37733,194369
304,0,0,0.00103799999,0.99999898672,38967,194369
305,0,0,0.0082390001,0.99996602535,39367,194369
306,0,0,0.0329569988,0.99945700169,40167,194369
307,0,0,0.05680600181,0.99838501215,40767,194369
308,0,0,0.09031499922,0.99591302872,41433,194369
309,0,0,0.13451999426,0.99091100693,42167,194369
310,0,0,0.19715900719,0.98037201166,43100,194369
311,0,0,0.27493399382,0.96146297455,44167,194369
312,0,0,0.3785200119,0.92559301853,45500,194369
313,0,0,0.57586401701,0.81754499674,48100,194369
314,0,0,0.65418702364,0.75633299351,49200,194369
315,0,0,0.81688201427,0.57680398226,51700,194369
316,0,0,0.868457973,0.49576199055,52733,194369
317,0,0,0.94086098671,0.33879300952,54700,194369
318,0,0,0.9600200057,0.27993199229,55467,194369
319,0,0,0.97725498676,0.21206699312,56433,194369
320,0,0,0.99090701342,0.13455100358,57600,194369
321,0,0,0.996506989,0.08350899816,58467,194369
322,0,0,0.99867802858,0.05139899999,59100,194369
323,0,0,0.99969798326,0.02456399985,59800,194369
324,0,0,0.99997097254,0.00757500017,60367,194369
325,0,0,1,0.00064799999,60800,194369
326,0,0,1,-0.00082999998,102200,194369
327,0,0,0.99996501207,-0.00837999955,102600,194369
328,0,0,0.99939602613,-0.03475600109,103400,194369
329,0,0,0.99834501743,-0.05750099942,103933,194369
330,0,0,0.99595099688,-0.08990100026,104533,194369
331,0,0,0.99051302671,-0.13741600513,105267,194369
332,0,0,0.98130899668,-0.1924380064,106033,194369
333,0,0,0.96667098999,-0.25602298975,106833,194369
334,0,0,0.93176102638,-0.36307299137,108100,194369
335,0,0,-0.81156897545,0.58425700665,110800,194369
336,0,0,-0.74869400263,0.66291600466,111833,194369
337,0,0,-0.56107902527,0.82776200771,114233,194369
338,0,0,-0.48696601391,0.87342101336,115100,194369
339,0,0,-0.34740298986,0.93771600723,116733,194369
340,0,0,-0.28647300601,0.95808798075,117467,194369
341,0,0,-0.22060899436,0.97536200285,118333,194369
342,0,0,-0.14676299691,0.98917198181,119367,194369
343,0,0,-0.08635199815,0.99626499414,120333,194369
344,0,0,-0.05149200186,0.99867302179,120967,194369
345,0,0,-0.02437699959,0.99970299006,121600,194369
346,0,0,-0.00788099971,0.99996900558,122100,194369
347,0,0,-0.00075100001,1,122500,194369
348,0,0,0,1,128367,194369
393,0,0,0,1,0,194440
394,0,0,0.02514399961,0.99968397617,42933,194440
395,0,0,0.38024699688,0.92488497496,48033,194440
396,0,0,0.87520301342,0.48375698924,52533,194440
397,0,0,0.99909800291,0.0424680002,56200,194440
398,0,0,0.99999797344,-0.00205800007,105300,194440
399,0,0,0.99123197794,-0.13213199377,107100,194440
400,0,0,-0.34150201082,0.93988102674,114567,194440
401,0,0,-0.0432629995,0.99906402826,117367,194440
402,0,0,0,1,128333,194440
549,0,0,0,1,0,193460
550,0,0,0,1,33,193460
551,0,0,0,1,67,193460
558,0,0,0,1,1600,193459
559,0,0,0,1,1633,193459
560,0,0,0,1,1667,193459
567,0,0,0,1,0,194469
568,0,0,0,1,39467,194469
569,0,0,0.06028699875,0.99818098545,43767,194469
570,0,0,0.4124160111,0.91099601984,48367,194469
571,0,0,0.92028099298,0.39125901461,53167,194469
572,0,0,0.99938297272,0.03512800112,56300,194469
573,0,0,1,0,56533,194469
574,0,0,1,0,104800,194469
575,0,0,0.99169397354,-0.12862099707,107067,194469
576,0,0,-0.41662999988,0.90907597542,114000,194469
577,0,0,-0.03572100028,0.99936199188,117467,194469
578,0,0,0,1,119500,194469
579,0,0,0,1,122267,194469
580,0,0,0,1,128333,194469
681,0,0,0,1,0,194570
682,0,0,0,1,39467,194570
683,0,0,0.06028699875,0.99818098545,43767,194570
684,0,0,0.4124160111,0.91099601984,48367,194570
685,0,0,0.92028099298,0.39125901461,53167,194570
686,0,0,0.99938297272,0.03512800112,56300,194570
687,0,0,1,0,56533,194570
688,0,0,1,0,104800,194570
689,0,0,0.99169397354,-0.12862099707,107067,194570
690,0,0,-0.41662999988,0.90907597542,114000,194570
691,0,0,-0.03572100028,0.99936199188,117467,194570
692,0,0,0,1,119500,194570
693,0,0,0,1,122267,194570
694,0,0,0,1,128333,194570
1141,0,0,0,1,0,183490
1142,0,0,0,1,0,183407
1143,0,0,0,1,6633,183407
1144,0,0,0.00356599991,0.99999397993,6833,183407
1145,0,0,-0.00508800009,0.99998700619,7333,183407
1146,0,0,-0.000535,1,8167,183407
1147,0,0,0,1,43333,183407
2600,0,0,0,1,0,204242
2601,0,0,0,1,6700,204242
2680,0,0,0,-1,0,183169
2681,0,0,0,-1,25000,183169
2712,0,0,0,1,0,191278
2713,0,0,0,1,3000,191278
2717,0,0,0,1,0,216488
2718,0,0,-0.0314109996,0.99950700998,120,216488
2719,0,0,-0.06279099733,0.99802702665,240,216488
2720,0,0,-0.0941080004,0.99556201696,360,216488
2721,0,0,-0.12533299625,0.99211502075,480,216488
2722,0,0,-0.15643399954,0.98768800497,600,216488
2723,0,0,-0.18738099933,0.98228698969,720,216488
2724,0,0,-0.2181430012,0.9759169817,840,216488
2725,0,0,-0.24868999422,0.96858298779,960,216488
2726,0,0,-0.27899101377,0.96029400826,1080,216488
2727,0,0,-0.30901700258,0.95105701685,1200,216488
2728,0,0,-0.33873799443,0.94088101387,1320,216488
2729,0,0,-0.36812499166,0.9297760129,1440,216488
2730,0,0,-0.39714801311,0.91775500774,1560,216488
2731,0,0,-0.42577901483,0.90482699871,1680,216488
2732,0,0,-0.45399099588,0.89100700617,1800,216488
2733,0,0,-0.48175400496,0.87630701065,1920,216488
2734,0,0,-0.50904101133,0.86074197292,2040,216488
2735,0,0,-0.53582698107,0.84432798624,2160,216488
2736,0,0,-0.56208300591,0.82708102465,2280,216488
2737,0,0,-0.58778500557,0.80901700258,2400,216488
2738,0,0,-0.61290699244,0.79015499353,2520,216488
2739,0,0,-0.63742399216,0.7705129981,2640,216488
2740,0,0,-0.66131198406,0.75011098385,2760,216488
2741,0,0,-0.68454700708,0.72896897793,2880,216488
2742,0,0,-0.7071070075,0.7071070075,3000,216488
2743,0,0,-0.72896897793,0.68454700708,3120,216488
2744,0,0,-0.75011098385,0.66131198406,3240,216488
2745,0,0,-0.7705129981,0.63742399216,3360,216488
2746,0,0,-0.79015499353,0.61290699244,3480,216488
2747,0,0,-0.80901700258,0.58778500557,3600,216488
2748,0,0,-0.82708102465,0.56208300591,3720,216488
2749,0,0,-0.84432798624,0.53582698107,3840,216488
2750,0,0,-0.86074197292,0.50904101133,3960,216488
2751,0,0,-0.87630701065,0.48175400496,4080,216488
2752,0,0,-0.89100700617,0.45399001241,4200,216488
2753,0,0,-0.90482699871,0.42577901483,4320,216488
2754,0,0,-0.91775500774,0.39714801311,4440,216488
2755,0,0,-0.92977702618,0.36812400818,4560,216488
2756,0,0,-0.94088101387,0.33873799443,4680,216488
2757,0,0,-0.95105701685,0.30901700258,4800,216488
2758,0,0,-0.96029400826,0.27899101377,4920,216488
2759,0,0,-0.96858298779,0.24868999422,5040,216488
2760,0,0,-0.9759169817,0.2181430012,5160,216488
2761,0,0,-0.98228698969,0.18738099933,5280,216488
2762,0,0,-0.98768800497,0.15643399954,5400,216488
2763,0,0,-0.99211502075,0.12533299625,5520,216488
2764,0,0,-0.99556201696,0.0941080004,5640,216488
2765,0,0,-0.99802702665,0.06278999895,5760,216488
2766,0,0,-0.99950700998,0.0314109996,5880,216488
2767,0,0,1,0,6000,216488
2768,0,0,-0.99950700998,-0.0314109996,6120,216488
2769,0,0,-0.99802702665,-0.06279099733,6240,216488
2770,0,0,-0.99556201696,-0.0941080004,6360,216488
2771,0,0,-0.99211502075,-0.12533299625,6480,216488
2772,0,0,-0.98768800497,-0.15643499792,6600,216488
2773,0,0,-0.98228698969,-0.18738099933,6720,216488
2774,0,0,-0.9759169817,-0.2181430012,6840,216488
2775,0,0,-0.96858298779,-0.24868999422,6960,216488
2776,0,0,-0.96029400826,-0.27899101377,7080,216488
2777,0,0,-0.95105701685,-0.30901700258,7200,216488
2778,0,0,-0.94088101387,-0.33873799443,7320,216488
2779,0,0,-0.9297760129,-0.36812499166,7440,216488
2780,0,0,-0.91775500774,-0.39714801311,7560,216488
2781,0,0,-0.90482699871,-0.42577901483,7680,216488
2782,0,0,-0.89100700617,-0.45399099588,7800,216488
2783,0,0,-0.87630701065,-0.48175400496,7920,216488
2784,0,0,-0.86074197292,-0.50904202461,8040,216488
2785,0,0,-0.84432798624,-0.53582698107,8160,216488
2786,0,0,-0.82708001137,-0.56208401918,8280,216488
2787,0,0,-0.80901700258,-0.58778500557,8400,216488
2788,0,0,-0.79015499353,-0.61290699244,8520,216488
2789,0,0,-0.7705129981,-0.63742399216,8640,216488
2790,0,0,-0.75011098385,-0.66131198406,8760,216488
2791,0,0,-0.72896897793,-0.68454700708,8880,216488
2792,0,0,-0.7071070075,-0.7071070075,9000,216488
2793,0,0,-0.68454700708,-0.72896897793,9120,216488
2794,0,0,-0.66131198406,-0.75011098385,9240,216488
2795,0,0,-0.63742399216,-0.7705129981,9360,216488
2796,0,0,-0.61290699244,-0.79015499353,9480,216488
2797,0,0,-0.58778500557,-0.80901700258,9600,216488
2798,0,0,-0.56208300591,-0.82708102465,9720,216488
2799,0,0,-0.53582698107,-0.84432798624,9840,216488
2800,0,0,-0.50904101133,-0.86074197292,9960,216488
2801,0,0,-0.48175400496,-0.87630701065,10080,216488
2802,0,0,-0.45399001241,-0.89100700617,10200,216488
2803,0,0,-0.42577901483,-0.90482699871,10320,216488
2804,0,0,-0.39714801311,-0.91775500774,10440,216488
2805,0,0,-0.36812400818,-0.92977702618,10560,216488
2806,0,0,-0.33873799443,-0.94088101387,10680,216488
2807,0,0,-0.30901700258,-0.95105701685,10800,216488
2808,0,0,-0.27899101377,-0.96029400826,10920,216488
2809,0,0,-0.24868999422,-0.96858298779,11040,216488
2810,0,0,-0.2181430012,-0.9759169817,11160,216488
2811,0,0,-0.18738099933,-0.98228698969,11280,216488
2812,0,0,-0.15643399954,-0.98768800497,11400,216488
2813,0,0,-0.12533299625,-0.99211502075,11520,216488
2814,0,0,-0.0941080004,-0.99556201696,11640,216488
2815,0,0,-0.06278999895,-0.99802702665,11760,216488
2816,0,0,-0.0314109996,-0.99950700998,11880,216488
2817,0,0,0,-1,12000,216488
3020,0,0,0,1,0,216666
3021,0,0,-0.0314109996,0.99950700998,120,216666
3022,0,0,-0.06279099733,0.99802702665,240,216666
3023,0,0,-0.0941080004,0.99556201696,360,216666
3024,0,0,-0.12533299625,0.99211502075,480,216666
3025,0,0,-0.15643399954,0.98768800497,600,216666
3026,0,0,-0.18738099933,0.98228698969,720,216666
3027,0,0,-0.2181430012,0.9759169817,840,216666
3028,0,0,-0.24868999422,0.96858298779,960,216666
3029,0,0,-0.27899101377,0.96029400826,1080,216666
3030,0,0,-0.30901700258,0.95105701685,1200,216666
3031,0,0,-0.33873799443,0.94088101387,1320,216666
3032,0,0,-0.36812499166,0.9297760129,1440,216666
3033,0,0,-0.39714801311,0.91775500774,1560,216666
3034,0,0,-0.42577901483,0.90482699871,1680,216666
3035,0,0,-0.45399099588,0.89100700617,1800,216666
3036,0,0,-0.48175400496,0.87630701065,1920,216666
3037,0,0,-0.50904101133,0.86074197292,2040,216666
3038,0,0,-0.53582698107,0.84432798624,2160,216666
3039,0,0,-0.56208300591,0.82708102465,2280,216666
3040,0,0,-0.58778500557,0.80901700258,2400,216666
3041,0,0,-0.61290699244,0.79015499353,2520,216666
3042,0,0,-0.63742399216,0.7705129981,2640,216666
3043,0,0,-0.66131198406,0.75011098385,2760,216666
3044,0,0,-0.68454700708,0.72896897793,2880,216666
3045,0,0,-0.7071070075,0.7071070075,3000,216666
3046,0,0,-0.72896897793,0.68454700708,3120,216666
3047,0,0,-0.75011098385,0.66131198406,3240,216666
3048,0,0,-0.7705129981,0.63742399216,3360,216666
3049,0,0,-0.79015499353,0.61290699244,3480,216666
3050,0,0,-0.80901700258,0.58778500557,3600,216666
3051,0,0,-0.82708102465,0.56208300591,3720,216666
3052,0,0,-0.84432798624,0.53582698107,3840,216666
3053,0,0,-0.86074197292,0.50904101133,3960,216666
3054,0,0,-0.87630701065,0.48175400496,4080,216666
3055,0,0,-0.89100700617,0.45399001241,4200,216666
3056,0,0,-0.90482699871,0.42577901483,4320,216666
3057,0,0,-0.91775500774,0.39714801311,4440,216666
3058,0,0,-0.92977702618,0.36812400818,4560,216666
3059,0,0,-0.94088101387,0.33873799443,4680,216666
3060,0,0,-0.95105701685,0.30901700258,4800,216666
3061,0,0,-0.96029400826,0.27899101377,4920,216666
3062,0,0,-0.96858298779,0.24868999422,5040,216666
3063,0,0,-0.9759169817,0.2181430012,5160,216666
3064,0,0,-0.98228698969,0.18738099933,5280,216666
3065,0,0,-0.98768800497,0.15643399954,5400,216666
3066,0,0,-0.99211502075,0.12533299625,5520,216666
3067,0,0,-0.99556201696,0.0941080004,5640,216666
3068,0,0,-0.99802702665,0.06278999895,5760,216666
3069,0,0,-0.99950700998,0.0314109996,5880,216666
3070,0,0,1,0,6000,216666
3071,0,0,-0.99950700998,-0.0314109996,6120,216666
3072,0,0,-0.99802702665,-0.06279099733,6240,216666
3073,0,0,-0.99556201696,-0.0941080004,6360,216666
3074,0,0,-0.99211502075,-0.12533299625,6480,216666
3075,0,0,-0.98768800497,-0.15643499792,6600,216666
3076,0,0,-0.98228698969,-0.18738099933,6720,216666
3077,0,0,-0.9759169817,-0.2181430012,6840,216666
3078,0,0,-0.96858298779,-0.24868999422,6960,216666
3079,0,0,-0.96029400826,-0.27899101377,7080,216666
3080,0,0,-0.95105701685,-0.30901700258,7200,216666
3081,0,0,-0.94088101387,-0.33873799443,7320,216666
3082,0,0,-0.9297760129,-0.36812499166,7440,216666
3083,0,0,-0.91775500774,-0.39714801311,7560,216666
3084,0,0,-0.90482699871,-0.42577901483,7680,216666
3085,0,0,-0.89100700617,-0.45399099588,7800,216666
3086,0,0,-0.87630701065,-0.48175400496,7920,216666
3087,0,0,-0.86074197292,-0.50904202461,8040,216666
3088,0,0,-0.84432798624,-0.53582698107,8160,216666
3089,0,0,-0.82708001137,-0.56208401918,8280,216666
3090,0,0,-0.80901700258,-0.58778500557,8400,216666
3091,0,0,-0.79015499353,-0.61290699244,8520,216666
3092,0,0,-0.7705129981,-0.63742399216,8640,216666
3093,0,0,-0.75011098385,-0.66131198406,8760,216666
3094,0,0,-0.72896897793,-0.68454700708,8880,216666
3095,0,0,-0.7071070075,-0.7071070075,9000,216666
3096,0,0,-0.68454700708,-0.72896897793,9120,216666
3097,0,0,-0.66131198406,-0.75011098385,9240,216666
3098,0,0,-0.63742399216,-0.7705129981,9360,216666
3099,0,0,-0.61290699244,-0.79015499353,9480,216666
3100,0,0,-0.58778500557,-0.80901700258,9600,216666
3101,0,0,-0.56208300591,-0.82708102465,9720,216666
3102,0,0,-0.53582698107,-0.84432798624,9840,216666
3103,0,0,-0.50904101133,-0.86074197292,9960,216666
3104,0,0,-0.48175400496,-0.87630701065,10080,216666
3105,0,0,-0.45399001241,-0.89100700617,10200,216666
3106,0,0,-0.42577901483,-0.90482699871,10320,216666
3107,0,0,-0.39714801311,-0.91775500774,10440,216666
3108,0,0,-0.36812400818,-0.92977702618,10560,216666
3109,0,0,-0.33873799443,-0.94088101387,10680,216666
3110,0,0,-0.30901700258,-0.95105701685,10800,216666
3111,0,0,-0.27899101377,-0.96029400826,10920,216666
3112,0,0,-0.24868999422,-0.96858298779,11040,216666
3113,0,0,-0.2181430012,-0.9759169817,11160,216666
3114,0,0,-0.18738099933,-0.98228698969,11280,216666
3115,0,0,-0.15643399954,-0.98768800497,11400,216666
3116,0,0,-0.12533299625,-0.99211502075,11520,216666
3117,0,0,-0.0941080004,-0.99556201696,11640,216666
3118,0,0,-0.06278999895,-0.99802702665,11760,216666
3119,0,0,-0.0314109996,-0.99950700998,11880,216666
3120,0,0,0,-1,12000,216666
5426,0,0,0,1,0,232027
5427,0,0,0,1,1000,232027
5428,0,0,0,1,2000,232027
5429,0,0,0,1,3000,232027
5430,0,0,0,1,6333,232027
5431,0,0,0,1,7333,232027
5432,0,0,0,1,8333,232027
5433,0,0,0,1,9333,232027
5434,0,0,0,1,12667,232027
5543,0,0,0,1,0,232026
5544,0,0,0,1,67,232026
5545,0,0,0,1,133,232026
5546,0,0,0,1,333,232026
5547,0,0,0,1,533,232026
5548,0,0,0,1,1333,232026
5549,0,0,0,1,1467,232026
5550,0,0,0,1,1567,232026
5551,0,0,0,1,1667,232026
5552,0,0,0,1,1833,232026
5553,0,0,0,1,1967,232026
5554,0,0,0,1,2100,232026
5555,0,0,0,1,4767,232026
5556,0,0,0,1,4900,232026
5557,0,0,0,1,5000,232026
5558,0,0,0,1,5167,232026
5559,0,0,0,1,5300,232026
5560,0,0,0,1,5433,232026
5561,0,0,0,1,6233,232026
5562,0,0,0,1,6400,232026
5563,0,0,0,1,6500,232026
5564,0,0,0,1,6600,232026
5565,0,0,0,1,6700,232026
5566,0,0,0,1,10000,232026
5567,0,0,0,1,10100,232026
5568,0,0,0,1,10167,232026
5569,0,0,0,1,10367,232026
5570,0,0,0,1,10600,232026
5571,0,0,0,1,11000,232026
5572,0,0,0,1,15167,232026
5573,0,0,0,1,15300,232026
5574,0,0,0,1,16667,232026
5575,0,0,0,1,20000,232026
5576,0,0,0,1,0,231936
5577,0,0,0,1,1000,231936
5578,0,0,0,1,2000,231936
5579,0,0,0,1,3000,231936
5580,0,0,0,1,6333,231936
5581,0,0,0,1,7333,231936
5582,0,0,0,1,8333,231936
5583,0,0,0,1,9333,231936
5584,0,0,0,1,12667,231936
12921,0,0,0,1,0,231934
12922,0,0,0,1,67,231934
12923,0,0,0,1,133,231934
12924,0,0,0,1,333,231934
12925,0,0,0,1,533,231934
12926,0,0,0,1,1333,231934
12927,0,0,0,1,1467,231934
12928,0,0,0,1,1567,231934
12929,0,0,0,1,1667,231934
12930,0,0,0,1,1833,231934
12931,0,0,0,1,1967,231934
12932,0,0,0,1,2100,231934
12933,0,0,0,1,4767,231934
12934,0,0,0,1,4900,231934
12935,0,0,0,1,5000,231934
12936,0,0,0,1,5167,231934
12937,0,0,0,1,5300,231934
12938,0,0,0,1,5433,231934
12939,0,0,0,1,6233,231934
12940,0,0,0,1,6400,231934
12941,0,0,0,1,6500,231934
12942,0,0,0,1,6600,231934
12943,0,0,0,1,6700,231934
12944,0,0,0,1,10000,231934
12945,0,0,0,1,10100,231934
12946,0,0,0,1,10167,231934
12947,0,0,0,1,10367,231934
12948,0,0,0,1,10600,231934
12949,0,0,0,1,11000,231934
12950,0,0,0,1,15167,231934
12951,0,0,0,1,15300,231934
12952,0,0,0,1,16667,231934
12953,0,0,0,1,20000,231934
15408,0,0,0,1,0,194675
15409,0,0,0,1,39467,194675
15410,0,0,-0.06028650329,0.99818110466,43767,194675
15411,0,0,-0.41241592169,0.91099566221,48367,194675
15412,0,0,-0.92028051615,0.39125916362,53167,194675
15413,0,0,-0.99938285351,0.03512763977,56300,194675
15414,0,0,-1,0,56533,194675
15415,0,0,-1,0,104800,194675
15416,0,0,-0.99169373512,-0.12862145901,107067,194675
15417,0,0,0.41663044691,0.90907597542,114000,194675
15418,0,0,0.03572076559,0.99936181307,117467,194675
15419,0,0,0,1,119500,194675
15420,0,0,0,1,128333,194675
17660,0,0,0,1,0,244924
17661,0,0,0,1,3300,244924
17662,0,0,0,1,3667,244924
17663,0,0,0,1,5033,244924
17664,0,0,0,1,8467,244924
17665,0,0,0,1,13333,244924
17666,0,0,0,1,16733,244924
17667,0,0,0,1,20667,244924
17668,0,0,0,1,23333,244924
17669,0,0,0,1,25833,244924
17670,0,0,0,1,26500,244924
17671,0,0,0,1,26667,244924
30313,0,0,0,1,0,245612
30314,0,-0.70710664988,0,0.70710688829,8333,245612
30315,0,1,0,0,16667,245612
30316,0,0.70710659027,0,0.70710706711,25000,245612
30317,0,0,0,1,33333,245612
30318,0,0,0,1,0,245613
30319,0.70698463917,0,0,0.707228899,8333,245613
30320,1,0,0,0,16667,245613
30321,-0.70680773258,0,0,0.70740574598,25000,245613
30322,0,0,0,1,33333,245613
30323,0,0,0,1,0,245614
30324,0,0,0.70710682869,0.70710682869,8333,245614
30325,0,0,1,0,16667,245614
30326,0,0,-0.70710664988,0.70710688829,25000,245614
30327,0,0,0,1,33333,245614
30328,0,0,0,1,0,245616
30329,0,0,0,1,33333,245616
30330,0,0,0,1,0,245617
30331,0,0,0,1,33333,245617
30332,0,0,1,0,0,245610
30333,0,0,0.99953216314,-0.0305855982,333,245610
30334,0,0,0.9981007576,-0.06160273775,667,245610
30335,0,0,0.99567592144,-0.09289509058,1000,245610
30336,0,0,0.99218910933,-0.12474293262,1333,245610
30337,0,0,0.98771750927,-0.15625020862,1667,245610
30338,0,0,0.98229199648,-0.18735639751,2000,245610
30339,0,0,0.97594189644,-0.21803089976,2333,245610
30340,0,0,0.96858388186,-0.24868704379,2667,245610
30341,0,0,0.96026027203,-0.27910608053,3000,245610
30342,0,0,0.95100975037,-0.30916118622,3333,245610
30343,0,0,0.94083940983,-0.33885273337,3667,245610
30344,0,0,0.92975980043,-0.3681666553,4000,245610
30345,0,0,0.91777229309,-0.39710706472,4333,245610
30346,0,0,0.90489274263,-0.42563974857,4667,245610
30347,0,0,0.89113807678,-0.45373246074,5000,245610
30348,0,0,0.87651109695,-0.48138168454,5333,245610
30349,0,0,-0.86090755463,0.50876140594,5667,245610
30350,0,0,-0.84452700615,0.53551316261,6000,245610
30351,0,0,-0.82736551762,0.56166404486,6333,245610
30352,0,0,-0.80918562412,0.5875531435,6667,245610
30353,0,0,-0.79009902477,0.61297923326,7000,245610
30354,0,0,-0.77005404234,0.63797867298,7333,245610
30355,0,0,-0.74972087145,0.66175425053,7667,245610
30356,0,0,-0.72881865501,0.68470680714,8000,245610
