ID,Position_0,Position_1,Position_2,SoundEmittersID,Field_11_0_0_54210_002
1710,4181.8115234375,1239.2447509766,462.73822021484,4826,1
1711,4175.8994140625,1239.8507080078,519.32080078125,4826,2
1712,4172.0356445312,1237.4045410156,557.35278320313,4826,3
1713,4171.2407226562,1269.8697509766,557.98016357422,4826,4
1714,4175.703125,1268.4617919922,516.87677001953,4826,5
1715,4179.2690429688,1268.2309570312,462.55557250977,4826,6
1716,4184.8188476562,1252.9670410156,440.99795532227,4826,7
1717,4368.6103515625,1113.8941650391,175.14930725098,4857,0
1718,4357.3022460938,1121.0798339844,242.04264831543,4857,1
1719,4376.9194335938,1125.9774169922,240.39738464356,4857,2
1720,4369.8046875,1114.1076660156,175.28392028809,4857,3
1721,4292.345703125,1120.0122070312,209.36360168457,4858,0
1722,4280.6079101562,1119.0139160156,225.98007202148,4858,1
1723,4278.8227539062,1128.1632080078,289.25430297852,4858,2
1724,4303.1865234375,1135.6597900391,289.20138549805,4858,3
1725,4304.5893554688,1126.0798339844,224.48695373535,4858,4
1726,4292.2250976562,1120.0208740234,209.52801513672,4858,5
1727,4487.8715820312,1218.9879150391,180.91616821289,4859,0
1728,4474.5961914062,1233.5191650391,266.21850585938,4859,1
1729,4491.5766601562,1237.1007080078,267.05780029297,4859,2
1730,4487.6987304688,1219.2882080078,182.96661376953,4859,3
1731,4543.90625,1289.1666259766,272.42141723633,4868,0
1732,4549.384765625,1283.0139160156,233.4326171875,4868,1
1733,4569.5190429688,1252.4132080078,214.61457824707,4869,0
1734,4572.6586914062,1240.8576660156,131.81121826172,4869,1
1735,4572.2407226562,1358.9444580078,266.88845825195,4885,0
1736,4593.0512695312,1362.6649169922,193.82215881348,4885,1
1737,4634.126953125,1412.4965820312,70.08769989014,4886,0
1738,4624.4360351562,1401.640625,142.97465515137,4886,1
1739,4622.4497070312,1421.8872070312,142.50856018066,4886,2
1740,4633.9477539062,1412.9947509766,70.72550201416,4886,3
1741,2211.8994140625,-50.86979293823,463.53646850586,4396,2
1742,2249.3784179688,-50.62673568726,462.82608032227,4396,3
1743,2252.4826660156,-56.33159637451,405.63528442383,4396,4
1744,2231.6875,-59.38194656372,376.83547973633,4396,5
1745,2440.0642089844,-155.12326049805,61.17850112915,4428,3
1746,2421.3784179688,-143.97917175293,209.77445983887,4428,4
1747,2413.2727050781,-141.80207824707,286.5732421875,4428,5
1750,2436.2065429688,-167.640625,116.49305725098,4989,0
1751,2426.9357910156,-194.03645324707,279.94790649414,4989,1
1752,2414.2917480469,-142.6875,276.34799194336,4989,2
1753,2435.8872070312,-167.18923950195,115.95485687256,4989,3
1754,2414.390625,-141.02256774902,282.50695800781,4990,0
1755,2428.3784179688,-132.97743225098,197.45803833008,4990,1
1756,2445.2639160156,-168.79167175293,17.22569465637,4990,2
1757,2442.4758300781,-193.59201049805,208.57292175293,4990,3
1758,2425.6979980469,-193.72743225098,285.37673950195,4990,4
1759,2413.6025390625,-143.17361450195,282.41949462891,4990,5
1760,2419.5903320312,-170.94618225098,274.71118164063,4991,0
1761,2423.4704589844,-132.15278625488,277.64184570313,4991,1
1762,2432.6457519531,-133.12326049805,157.53645324707,4991,2
1763,2442.3298339844,-153.96875,36.296875,4991,3
1764,2447.2431640625,-182.65625,28.50520896912,4991,4
1765,2429.9079589844,-196.65451049805,273.39996337891,4991,5
1766,585.453125,2777.9816894531,65.80051422119,4998,0
1767,578.09893798828,2764.3420410156,39.74995422363,4998,1
1768,232.72222900391,4216.5224609375,1.67839872837,5005,0
1769,169.28993225098,4177.4853515625,0.80748069286,5005,1
1770,143.59201049805,4102.8193359375,2.6950905323,5005,2
1771,143.03125,4009.15625,18.25937461853,5005,3
1772,229.35591125488,4208.1928710938,2.76150727272,5006,0
1773,210.73957824707,4174.5659179688,2.60726475716,5006,1
1774,195.65451049805,4135.541015625,1.65516781807,5006,2
1775,181.52430725098,4109.6362304688,0.95779675245,5006,3
1776,162.53125,4061.8767089844,2.42660450935,5006,4
1777,148.27778625488,4006.2683105469,2.84868144989,5006,5
1778,129.54513549805,3986.8098144531,-1.21116745472,5006,6
1786,718.48785400391,4618.3168945312,0.35372918844,5008,0
1787,605.71704101563,4629.3969726562,1.36498904228,5008,1
1788,555.56597900391,4595.2744140625,0.63632541895,5008,2
1789,520.06079101563,4572.3500976562,0.33969783783,5008,3
1790,602.22741699219,4528.5380859375,2.45870614052,5009,0
1791,546.27777099609,4570.712890625,-0.28791639209,5009,1
1792,470.46182250977,4540.2778320312,4.60836458206,5009,2
1793,1389.9149169922,4312.2485351562,1.4531468153,5010,0
1794,1454.9965820312,4307.4252929688,0.74508059025,5010,1
1795,1508.5747070312,4237.8696289062,1.37298357487,5010,2
1796,1541.8785400391,4182.6821289062,0.11551223695,5010,3
1797,1569.8194580078,4068.3176269531,-20.84329414368,5010,4
1798,1421.4340820312,4252.7934570312,1.11630272865,5011,0
1799,1469.4860839844,4249.3115234375,0.77921897173,5011,1
1800,1512.2535400391,4194.3022460938,0.93402779102,5011,2
1801,1558.9739990234,4134.7524414062,2.85246443748,5011,3
1802,1588.9288330078,4044.5737304688,0.69116210938,5011,4
1803,1175.84375,3845.7170410156,172.8264465332,5024,0
1804,1183.7985839844,3837.1328125,81.89134979248,5024,1
1805,1244.8767089844,3898.5695800781,169.85321044922,5025,0
1806,1250.9184570312,3872.3195800781,74.74082183838,5025,1
1807,905.28302001953,3952.1086425781,234.75520324707,5046,0
1808,892.32116699219,3951.2336425781,210.26187133789,5046,1
1809,880.57464599609,3949.8403320312,183.42373657227,5046,2
1810,869.95141601563,3951.3811035156,149.76525878906,5046,3
1811,901.53472900391,3868.6276855469,268.21215820313,5047,0
1812,901.59204101563,3878.0207519531,223.37088012695,5047,1
1813,905.515625,3869.7004394531,178.42361450195,5047,2
1814,908.03643798828,3817.4914550781,270.4245300293,5048,0
1815,904.17883300781,3817.5581054688,245.08903503418,5048,1
1816,895.86981201172,3816.3481445312,200.12104797363,5048,2
1817,889.703125,3830.8254394531,158.16189575195,5048,3
1818,1425.0850830078,3197.3046875,123.14904785156,5078,0
1819,1432.0382080078,3195.9089355469,106.31585693359,5078,1
1820,1452.6146240234,3188.7004394531,50.58687210083,5078,2
1821,1279.4617919922,3224.7448730469,187.01396179199,5083,0
1822,1283.7708740234,3226.2761230469,171.21890258789,5083,1
1823,1298.9896240234,3227.2846679688,130.03965759277,5083,2
1824,941.80554199219,3387.1745605469,154.71331787109,5098,0
1825,943.35766601563,3380.1789550781,125.53199768066,5098,1
1826,1101.3524169922,3207.4826660156,130.32153320313,5103,0
1827,1115.9704589844,3212.0686035156,187.07794189453,5103,1
1828,1150.3350830078,3105.3247070312,180.5233001709,5108,0
1829,1142.3941650391,3113.3525390625,145.24974060059,5108,1
1830,1140.8872070312,3115.3308105469,125.7858505249,5108,2
1831,732.62329101563,3092.5278320312,115.48439025879,5118,0
1832,725.12152099609,3076.1164550781,67.70900726318,5118,1
1833,703.89929199219,3137.6232910156,120.48188018799,5121,0
1834,692.12152099609,3138.9738769531,89.59258270264,5121,1
1835,744.81079101563,3233.1728515625,106.31516265869,5122,0
1836,731.66143798828,3235.1762695312,67.52973175049,5122,1
1837,534.265625,452.21353149414,297.63687133789,5142,0
1838,529.86981201172,453.70660400391,246.28930664063,5142,1
1839,514.76910400391,462.38369750977,242.54244995117,5143,0
1840,503.09201049805,473.39236450195,159.10935974121,5143,1
1841,514.13195800781,437.36285400391,242.59684753418,5144,0
1842,505.74652099609,429.42535400391,216.59159851074,5144,1
1843,486.25173950195,427.296875,215.30279541016,5146,0
1844,471.67361450195,426.46182250977,146.56076049805,5146,1
1887,-1538.8836669922,-57.55902862549,178.42399597168,5267,0
1888,-1540.265625,-26.09201431274,150.67991638184,5267,1
1889,-1570.9583740234,-24.13541603088,131.65492248535,5267,2
1890,-1586.9791259766,-58.97743225098,114.91661071777,5267,3
1896,717.91668701172,-190.15451049805,393.05642700195,5286,0
1897,697.69964599609,-197.24305725098,383.11297607422,5286,1
1898,682.97570800781,-201.01388549805,372.79336547852,5286,2
1911,-773.15277099609,1145.7760009766,139.14987182617,5295,0
1912,-764.21179199219,1112.7742919922,139.14097595215,5295,1
1913,-739.13891601563,1088.1910400391,139.1389465332,5295,2
1914,-779.18402099609,1142.0867919922,171.31001281738,5294,0
1915,-764.453125,1096.8992919922,175.47969055176,5294,1
1916,-731.09027099609,1084.9600830078,176.73771667481,5294,2
1918,-766.35766601563,1156.1353759766,153.20680236816,4333,0
1919,-765.39410400391,1145.2309570312,152.96963500977,4333,1
1920,-755.81427001953,1099.1910400391,162.57887268066,4333,2
1921,-736.35070800781,1089.0225830078,162.3328704834,4333,3
1926,3751.1145019531,872.22918701172,470.11563110352,5317,0
1927,3719.1848144531,872.17535400391,470.22964477539,5317,1
1928,3752.3620605469,806.52429199219,470.11563110352,5318,0
1929,3719.1848144531,806.37847900391,470.22964477539,5318,1
1948,3859.5383300781,3148.3820800781,789.40728759766,5354,0
1949,3877.578125,3132.6752929688,777.11657714844,5354,1
1950,3902.2561035156,3110.5285644531,773.40667724609,5354,2
1951,2191.6545410156,3794.4357910156,277.34997558594,5372,0
1952,2212.7221679688,3804.6501464844,289.26602172852,5372,1
1953,2239.0070800781,3823.9409179688,301.59457397461,5372,2
1954,2228.5451660156,3856.5920410156,320.76168823242,5372,3
1955,2245.765625,3876.1215820312,333.08453369141,5372,4
1956,2191.6545410156,3794.4357910156,277.34997558594,5373,0
1957,2212.7221679688,3804.6501464844,289.26602172852,5373,1
1958,2239.0070800781,3823.9409179688,301.59457397461,5373,2
1959,2228.5451660156,3856.5920410156,320.76168823242,5373,3
1960,2245.765625,3876.1215820312,333.08453369141,5373,4
1961,2913.8671875,-2467.6181640625,18.43329620361,5376,0
1962,2900.4514160156,-2438.9462890625,17.48546600342,5376,1
1963,1248.2379150391,-61.09201431274,475.54699707031,5401,0
1964,1418.6215820312,55.32638931274,475.5549621582,5401,1
1965,1534.3367919922,135.00347900391,475.29135131836,5401,2
1966,1550.1059570312,193.52778625488,475.7541809082,5401,3
1967,1612.5728759766,233.48785400391,475.8786315918,5401,4
1968,1383.7083740234,-49.93229293823,475.15667724609,5402,0
1969,1500.0451660156,-193.34548950195,467.89056396484,5402,1
1972,1383.7083740234,-49.93229293823,475.15667724609,5404,0
1973,1500.0451660156,-193.34548950195,467.89056396484,5404,1
1974,1248.2379150391,-61.09201431274,475.54699707031,5405,0
1975,1418.6215820312,55.32638931274,475.5549621582,5405,1
1976,1534.3367919922,135.00347900391,475.29135131836,5405,2
1977,1550.1059570312,193.52778625488,475.7541809082,5405,3
1978,1612.5728759766,233.48785400391,475.8786315918,5405,4
1979,1383.7083740234,-49.93229293823,475.15667724609,5406,0
1980,1500.0451660156,-193.34548950195,467.89056396484,5406,1
1981,1248.2379150391,-61.09201431274,475.54699707031,5407,0
1982,1418.6215820312,55.32638931274,475.5549621582,5407,1
1983,1534.3367919922,135.00347900391,475.29135131836,5407,2
1984,1550.1059570312,193.52778625488,475.7541809082,5407,3
1985,1612.5728759766,233.48785400391,475.8786315918,5407,4
1986,1248.2379150391,-61.09201431274,475.54699707031,5408,0
1987,1418.6215820312,55.32638931274,475.5549621582,5408,1
1988,1534.3367919922,135.00347900391,475.29135131836,5408,2
1989,1550.1059570312,193.52778625488,475.7541809082,5408,3
1990,1612.5728759766,233.48785400391,475.8786315918,5408,4
1991,1383.7083740234,-49.93229293823,475.15667724609,5409,0
1992,1500.0451660156,-193.34548950195,467.89056396484,5409,1
1993,3996.7275390625,1691.828125,925.63854980469,5411,0
1994,3965.8923339844,1718.703125,930.28723144531,5411,1
1995,3996.7275390625,1691.828125,925.63854980469,5412,0
1996,3965.8923339844,1718.703125,930.28723144531,5412,1
1997,3996.7275390625,1691.828125,925.63854980469,5413,0
1998,3965.8923339844,1718.703125,930.28723144531,5413,1
2003,3996.7275390625,1691.828125,925.63854980469,5418,0
2004,3965.8923339844,1718.703125,930.28723144531,5418,1
2005,3938.0876464844,1725.9930419922,933.88891601563,5419,0
2006,3895.6433105469,1726.2934570312,932.99932861328,5419,1
2007,3940.4609375,1728.4583740234,931.61492919922,5420,0
2008,3892.8237304688,1725.1146240234,932.69909667969,5420,1
2009,3933.78125,1724.328125,930.38562011719,5421,0
2010,3894.8168945312,1724.84375,933.01898193359,5421,1
2011,3938.0876464844,1725.9930419922,933.88891601563,5422,0
2012,3895.6433105469,1726.2934570312,932.99932861328,5422,1
2013,3859.5383300781,3148.3820800781,789.40728759766,5426,0
2014,3877.578125,3132.6752929688,777.11657714844,5426,1
2015,3902.2561035156,3110.5285644531,773.40667724609,5426,2
2016,3859.5383300781,3148.3820800781,789.40728759766,5427,0
2017,3877.578125,3132.6752929688,777.11657714844,5427,1
2018,3902.2561035156,3110.5285644531,773.40667724609,5427,2
2019,3859.5383300781,3148.3820800781,789.40728759766,5428,0
2020,3877.578125,3132.6752929688,777.11657714844,5428,1
2021,3902.2561035156,3110.5285644531,773.40667724609,5428,2
2022,3859.5383300781,3148.3820800781,789.40728759766,5429,0
2023,3877.578125,3132.6752929688,777.11657714844,5429,1
2024,3902.2561035156,3110.5285644531,773.40667724609,5429,2
2025,-1114.8975830078,3162.1398925781,5.34631299973,5431,0
2026,-1116.5103759766,3151.0061035156,5.29746341705,5431,1
2027,-1159.6024169922,3158.5043945312,5.31000947952,5431,2
2028,-1140.7465820312,3160.0563964844,5.50089788437,5431,3
2029,-1143.1232910156,3179.3576660156,5.11481666565,5431,4
2030,-1115.21875,3173.5520019531,4.95063972473,5431,5
2031,-1115.3610839844,3164.3481445312,5.36568450928,5431,6
2032,-1114.8975830078,3162.1398925781,5.34631299973,5432,0
2033,-1116.5103759766,3151.0061035156,5.29746341705,5432,1
2034,-1159.6024169922,3158.5043945312,5.31000947952,5432,2
2035,-1140.7465820312,3160.0563964844,5.50089788437,5432,3
2036,-1143.1232910156,3179.3576660156,5.11481666565,5432,4
2037,-1115.21875,3173.5520019531,4.95063972473,5432,5
2038,-1115.3610839844,3164.3481445312,5.36568450928,5432,6
2047,1432.0260009766,4524.03125,366.52157592773,5447,0
2048,1398.7430419922,4507.7446289062,378.25186157227,5447,1
2049,1359.4271240234,4489.6850585938,382.36740112305,5447,2
2050,1262.4166259766,4469.3022460938,388.06713867188,5447,3
2051,1432.0260009766,4524.03125,366.52157592773,5460,0
2052,1398.7430419922,4507.7446289062,378.25186157227,5460,1
2053,1359.4271240234,4489.6850585938,382.36740112305,5460,2
2054,1262.4166259766,4469.3022460938,388.06713867188,5460,3
2055,1342.0086669922,3607.3767089844,233.91242980957,5480,0
2056,1274.8403320312,3644.9602050781,253.0304107666,5480,1
2057,1135.4600830078,3714.2326660156,254.71295166016,5480,2
2058,1330.1353759766,3565.5556640625,238.23025512695,5482,0
2059,1188.4965820312,3643.3073730469,262.72671508789,5482,1
2060,1085.4913330078,3697.6623535156,273.22183227539,5482,2
2061,1339.5867919922,3588.4938964844,227.27709960938,5483,0
2062,1272.234375,3623.2700195312,238.12776184082,5483,1
2063,1120.0103759766,3709.8688964844,246.24713134766,5483,2
2070,-1482.9947509766,-468.75695800781,310.67910766602,5514,0
2071,-1473.4288330078,-473.74826049805,306.22409057617,5514,1
2072,-1479.8072509766,-492.68402099609,309.44644165039,5514,2
2073,-1510.8211669922,-499.51910400391,312.17910766602,5514,3
2074,-1535.8958740234,-500.72570800781,296.44873046875,5514,4
2075,-1558.6892089844,-483.00695800781,294.56369018555,5514,5
2076,-1527.0607910156,-459.26910400391,290.82806396484,5514,6
2077,-1486.2586669922,-452.72048950195,293.08666992188,5514,7
2078,2804.65625,-464.13195800781,230.78828430176,5537,0
2079,2808.9072265625,-427.11111450195,168.59590148926,5537,1
2080,2814.6762695312,-428.53820800781,143.67735290527,5537,2
2081,2777.9938964844,-413.52603149414,134.51142883301,5537,3
2082,1996.1545410156,-913.359375,535.81427001953,5543,0
2083,2001.7916259766,-897.51391601563,543.91186523438,5543,1
2084,2007.5764160156,-880.34722900391,534.00402832031,5543,2
2085,2340.6752929688,-2586.6789550781,6.85089349747,5572,0
2086,2326.3525390625,-2586.328125,14.80057144165,5572,1
2087,2300.5417480469,-2592.2238769531,15.44838809967,5572,2
2088,2271.6320800781,-2594.8542480469,15.46053409576,5572,3
2089,2238.234375,-2602.1494140625,16.01497077942,5572,4
2090,2221.9235839844,-2604.9877929688,14.28075122833,5572,5
2091,632.55035400391,-307.48611450195,400.99542236328,5605,0
2092,631.03302001953,-280.39236450195,406.55941772461,5605,1
2093,626.51043701172,-256.765625,400.72592163086,5605,2
2094,1477.6007080078,-227.65798950195,544.11138916016,5615,0
2095,1535.5903320312,-162.63368225098,563.61590576172,5615,1
2096,1555.359375,-134.94097900391,576.935546875,5615,2
2097,1530.5451660156,-99.91666412354,599.70153808594,5615,3
2098,1483.1180419922,-135.09201049805,603.51098632813,5615,4
2099,1408.7760009766,-148.42707824707,608.07305908203,5615,5
2100,1228.5,-2943.4306640625,233.91363525391,5628,0
2101,1211.4514160156,-2917.1284179688,245.30625915527,5628,1
2102,1191.015625,-2880.1770019531,223.81330871582,5628,2
2103,1299.0728759766,-3057.0539550781,251.1809387207,5630,0
2104,1282.1197509766,-3026.8090820312,255.67195129395,5630,1
2105,1259.0867919922,-2992.0051269531,234.96421813965,5630,2
2106,1471.1007080078,-3069.6389160156,316.04635620117,5631,0
2107,1469.1545410156,-3086.3403320312,326.39361572266,5631,1
2108,1453.5920410156,-3103.3820800781,331.78903198242,5631,2
2109,1133.0798339844,-2857.7917480469,224.11093139648,5632,0
2110,1118.0590820312,-2866.1110839844,233.79174804688,5632,1
2111,1075.2882080078,-2885.6008300781,223.55986022949,5632,2
2112,1414.359375,-3079.6857910156,282.21246337891,5634,0
2113,1398.8629150391,-3083.5573730469,291.73416137695,5634,1
2114,1379.6754150391,-3090.0747070312,281.22866821289,5634,2
2115,1189.2257080078,-2803.7309570312,185.94462585449,5636,0
2116,1191.1892089844,-2771.28125,191.80010986328,5636,1
2117,1190.8038330078,-2729.0573730469,170.30714416504,5636,2
2118,1190.7778320312,-2671.0747070312,169.19453430176,5637,0
2119,1192.7413330078,-2638.625,181.90789794922,5637,1
2120,1193.7708740234,-2593.8039550781,156.95095825195,5637,2
2121,115.81597137451,3693.5173339844,27.09030914307,5687,0
2122,148.46875,3971.7353515625,24.06749153137,5687,1
2123,224.72917175293,4136.3725585938,33.5001373291,5687,2
2124,1529.4757080078,3903.9921875,88.16137695313,5742,0
2125,1538.9254150391,3725.2248535156,94.06472015381,5742,1
2133,3541.8784179688,406.63195800781,584.62261962891,5782,0
2134,3610.8325195312,384.17535400391,593.18054199219,5782,1
2135,3537.5971679688,407.89584350586,586.81097412109,5783,0
2136,3613.0278320312,382.63540649414,594.14813232422,5783,1
2137,3606.8620605469,376.15103149414,592.54864501953,5784,0
2138,3572.9409179688,388.84896850586,579.83856201172,5784,1
2139,3539.6640625,396.19445800781,582.79193115234,5784,2
2140,3529.3576660156,632.76391601563,606.80682373047,5785,0
2141,3584.2292480469,588.57641601563,614.15515136719,5785,1
2142,3582.6779785156,590.21008300781,613.76873779297,5786,0
2143,3532.1701660156,631.51043701172,607.00207519531,5786,1
2144,3537.2612304688,636.84722900391,607.12109375,5787,0
2145,3555.3488769531,619.83331298828,605.04229736328,5787,1
2146,3586.6379394531,596.82641601563,613.74780273438,5787,2
2147,2716.7917480469,-2302.0903320312,146.01058959961,5816,0
2148,2790.3298339844,-2215.3332519531,173.19470214844,5816,1
2149,322.71701049805,-2413.8542480469,48.73140335083,5820,0
2150,299.875,-2385.4011230469,47.80744934082,5820,1
2151,412.37673950195,-2430.3627929688,46.45616531372,5821,0
2152,452.21527099609,-2430.7221679688,45.68230438232,5821,1
2153,28.76215362549,-2079.84375,46.98569869995,5822,0
2154,-15.98784732819,-2089.2604980469,45.23205566406,5822,1
2155,-436.171875,-2078.3386230469,38.25914001465,5823,0
2156,-494.52432250977,-2100.0485839844,11.67143726349,5823,1
2157,1801.6910400391,308.13888549805,478.97866821289,5839,0
2158,1812.0920410156,212.19097900391,477.99719238281,5839,1
2159,3848.6164550781,2790.9731445312,747.21771240234,5841,0
2160,3874.7238769531,2827.8576660156,753.15289306641,5841,1
2161,3257.5947265625,-413.42535400391,50.15153884888,5890,0
2162,3262.7238769531,-413.34201049805,-1.40927290916,5890,1
2163,3207.703125,-421.26736450195,74.39194488525,5892,0
2164,3211.4575195312,-420.43402099609,52.06267929077,5892,1
2165,3199.8879394531,-448.71182250977,117.80850982666,5893,0
2166,3196.8264160156,-429.61807250977,98.25268554688,5893,1
2167,3200.1171875,-426.15277099609,77.64560699463,5893,2
2168,3179.1015625,-449.47744750977,218.45021057129,5894,0
2169,3195.2917480469,-447.73611450195,121.03568267822,5894,1
2233,7350.900390625,5557,55.10499572754,5986,0
2234,7350.416015625,5558.0991210938,30.19977760315,5986,1
2235,6906.8916015625,5631.5146484375,5.28605651855,6020,0
2236,6909.828125,5627.859375,24.58360290527,6020,1
2237,6888.9975585938,5609.6118164062,5.3759560585,6021,0
2238,6897.34375,5600.6616210938,15.40190792084,6021,1
2239,6899.7543945312,5598.5532226562,27.87516593933,6021,2
2240,6861.3759765625,5552.1469726562,12.75035762787,6024,0
2241,6858.7934570312,5550.4731445312,25.68955421448,6024,1
2242,6843.6572265625,5536.236328125,14.82527542114,6025,0
2243,6845.7377929688,5537.814453125,24.40637016296,6025,1
2244,6009.2001953125,5799.1000976562,130,5948,0
2245,6047.9702148438,5785.6201171875,130,5948,1
2246,6078.16015625,5755.0200195312,130,5948,2
2247,6087.919921875,5719.2299804688,130,5948,3
