ID,Flags,Saturation,GammaRed,GammaGreen,GammaBlue,MaskOffsetY,MaskSizeMultiplier,MaskPower,ColorMultiplyRed,ColorMultiplyGreen,ColorMultiplyBlue,ColorMultiplyOffsetY,ColorMultiplyMultiplier,ColorMultiplyPower,ColorAdditionRed,ColorAdditionGreen,ColorAdditionBlue,ColorAdditionOffsetY,ColorAdditionMultiplier,ColorAdditionPower,OverlayTextureFileDataID,BlurIntensity,BlurOffsetY,BlurMultiplier,BlurPower,EffectFadeInMs,EffectFadeOutMs,TextureBlendSetID
124,536,1,0,0.54509806633,1,-0.25,3,1,0.31764706969,0.7490196228,1,0,1,1,0.10588236153,0.98823535442,1,0,1,1,2199925,2,0,3,0.77999997139,300,300,791
126,24,1,0.99607849121,0.99607849121,0.99607849121,0,-1,1,0,0.77254909277,1,0,1,1,0,0.74117648602,1,0,1,1,2202651,-1,0,1,1,200,300,796
127,24,1,0.24705883861,0.67843139172,1,-0.25,3,1,1,0.68235296011,0,0,1,1,0.60392159224,0.14117647707,0,0,1,1,2395778,1,0,3,1,500,300,797
128,24,0.25,0.24705883861,0.67843139172,1,-0.25,3,1,0,0.00784313772,0.31764706969,0,1,1,0.60392159224,0.14117647707,0,0,1,1,2159762,1,0,3,1,300,300,781
129,536,1,0,0.54509806633,1,-0.25,3,1,0.31764706969,0.7490196228,1,0,1,1,0.10588236153,0.98823535442,1,0,1,1,2199925,2,0,3,0.77999997139,300,300,476
130,24,1,0.99607849121,0.99607849121,0.99607849121,0,-1,1,0,1,0.01960784383,0,1,1,0.29411765933,0.97647064924,0.31764706969,0,0.25,1,2160759,-1,0,1,1,500,1000,808
132,24,1,0.24705883861,0.67843139172,1,-0.25,3,1,0,0.44313728809,0.38039219379,0,3,1,0,1,0.9411765337,0,1,1,2388126,1,0,3,1,300,300,814
133,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1083778,0,0,1,1,0,0,882
134,24,1,0.24705883861,0.67843139172,1,-0.25,3,1,1,0.21568629146,0.08627451211,0,1,1,0.60392159224,0.14117647707,0,0,1,1,2159813,1,0,3,1,500,300,815
135,24,1,0.24705883861,0.67843139172,1,-0.25,3,1,0.27843138576,0,0.41960787773,0,1,1,0.60392159224,0.14117647707,0,0,1,1,0,1,0,3,1,300,300,826
136,24,1,0.24705883861,0.78823536634,1,-0.25,3,1,1,0,0.96862751245,0,1.10000002384,0.89999997616,0.60392159224,0.14117647707,0,0,1,1,2735672,1,0,3,1,300,300,827
137,24,1,0.24705883861,1,0.36470589042,-0.25,3,1,0,1,0.00784313772,0,1,1,0,0.60392159224,0.13725490868,0,1,1,2199089,1,0,3,1,300,300,831
139,0,0.30000001192,0.91372555494,0.88627457619,0.66274511814,0,1,1,0.91372555494,0.88627457619,0.66274511814,0,1,1,0.91372555494,0.88627457619,0.66274511814,0,1,1,0,0,0,1,1,150,150,0
141,512,1,1,1,1,0,3,1,0.88235300779,0.96078437567,0.98039221764,0,0,1,0.51372551918,0.83529418707,0.99607849121,0,0.10000000149,0.10000000149,0,5000,0.15000000596,3,1,300,300,883
142,192,1,0,0,0,40,40,12,0.20784315467,0.24705883861,0.24705883861,0,1,1,0,0,0,-0.20000000298,2,2,2202482,0,-10,2,2,1000,1000,790
143,24,1,0.67843139172,0.34901961684,0.08627451211,-0.25,3,1,0.67843139172,0.34901961684,0.08627451211,0,1,1,0.60392159224,0.14117647707,0,0,1,1,2202482,1,0,1,1,300,300,944
145,512,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,10,10,1,1,150,150,0
146,24,1,0.24705883861,0.77254909277,1,-0.25,3,1,0,0.35294118524,1,0,1,1,0,0.46666669846,0.60392159224,0,1,1,3522953,1,0,3,1,300,300,998
147,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,350,350,1005
149,24,1,0.24705883861,0.67843139172,1,-0.25,3,1,0,0.00784313772,0.31764706969,0,1,1,0.60392159224,0.14117647707,0,0,1,1,2159762,1,0,3,1,300,300,1010
150,8,1,1,1,1,0,1,1,0.10196079314,1,0.90588241816,0,1,1,0,0,0,0,1,1,0,0,0,1,1,350,350,1014
151,24,1,1,0.05098039657,0,-0.25,3,1,0.79215693474,0.04313725606,0,0,1,1,0.48235297203,0,0.00392156886,0,1,1,3235001,1,0,3,1,300,300,1034
155,512,1,0.10196079314,0.5607843399,0.54117649794,0,1,1,0.39215689898,0.78823536634,0.87058830261,0,1,1,0.14901961386,0.52549022436,0.6274510026,0,1,1,0,100,0,2,1,1000,1000,0
156,216,1,0.23921570182,0.1882353127,0.14901961386,0,1,1,0.18431372941,0.16078431904,0.13725490868,0,3,3,0.25490197539,0.1882353127,0.13333334029,0,3,3,3307091,1,0,1,1,300,300,1115
157,216,1,1,1,1,0,1,1,0.96078437567,0.93333339691,0.73725491762,0,3.5,4,0.91372555494,0.89019614458,0.73725491762,0,1.5,3,4237662,1,0,1,1,300,300,1116
158,1536,1,1,1,1,0,4,1,1,1,1,0,1,1,1,1,1,0,1,1,1721507,0.5,-0.10000000149,10,1,0,0,1121
159,216,1,1,1,1,0,1,1,0.88627457619,0.88627457619,0.88627457619,0,0.20000000298,4,0.89019614458,0.91372555494,0.91372555494,0,1,4,0,1,0,1,1,300,300,1122
160,216,1,1,1,1,0,1,1,0.88627457619,0.88627457619,0.88627457619,0,0.20000000298,4,0.89019614458,0.91372555494,0.91372555494,0,1,4,0,1,0,1,1,300,300,1123
162,8,1,1,1,1,0,3,1,0.56862747669,0.63921570778,0.65490198135,0,0,0.5,0.80392163992,0.93333339691,1,0,0.10000000149,0.10000000149,0,5000,0.15000000596,3,1,500,500,883
163,216,1,0.65490198135,0.71372550726,0.73725491762,-0.25,3,1,0.76862752438,0.78039222956,0.78431379795,0,5,1,0.48627454042,0.52156865597,0.54509806633,0,0.80000001192,2,4058689,1,0,3,1,300,300,1126
164,24,1,0.67843139172,0.34901961684,0.08627451211,1,2,1,0.67843139172,0.34901961684,0.08627451211,0,1,1,0.56862747669,0.60784316063,0.05098039657,0,1,1,2202482,1,0,1,1,300,300,1129
165,731,2,0,0.02352941409,0.49803924561,-0.00999999978,2,5,0.39607846737,0.29411765933,1,0,4,1,0.76078438759,0.73725491762,0.36862745881,0,3,1,4237662,5,-0.10000000149,5,1,1000,0,1130
166,16,1,0.24705883861,0.77254909277,1,-0.25,3,1,0,0.35294118524,1,0,1,1,0,0.46666669846,0.60392159224,0,1,1,0,1,0,3,1,300,300,1140
169,728,1,1,1,1,0,1,1,0.96078437567,0.93333339691,0.73725491762,0,2,4,0.91372555494,0.89019614458,0.73725491762,0,2,2,4237662,1,0,2,1,300,300,1142
170,728,1,1,1,1,0,1,1,0.96078437567,0.93333339691,0.73725491762,0,3,3,0.91372555494,0.89019614458,0.73725491762,0,2,2,4237662,1,0,4,1,300,300,1143
171,512,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,2,-0.07999999821,13,2,0,0,1144
173,731,2,0,0.02352941409,0.49803924561,-0.00999999978,2,5,0.39607846737,0.29411765933,1,0,4,1,0.76078438759,0.73725491762,0.36862745881,0,3,1,4237662,100,-0.05000000075,600,0.25,0,0,1130
174,536,1,0,0.54509806633,1,-0.25,3,1,0.31764706969,0.7490196228,1,0,1,1,0.10588236153,0.82352948189,1,0,1,1,4421664,2,0,3,0.77999997139,300,300,1161
175,536,1,0,0.54509806633,1,-0.25,3,1,0.31764706969,0.7490196228,1,0,1,1,0.10588236153,0.82352948189,1,0,1,1,4421664,2,0,3,0.77999997139,300,300,1216
176,704,1,1,1,1,-0.25,1,1,1,1,1,0,1,1,0.60000002384,0.96862751245,0.99607849121,0,1.29999995232,2,4541185,2,0,1.70000004768,0.77999997139,300,300,1172
178,24,1,0.67058825493,1,0.24705883861,-0.25,3,1,0.1882353127,1,0.08627451211,0,1,1,0.14509804547,0.60392159224,0,0,1,1,1678993,1,0,3,1,500,300,1176
179,536,1,0,0.54509806633,1,-0.25,3,1,0.31764706969,0.7490196228,1,0,1,1,0.10588236153,0.82352948189,1,0,1,1,4421664,2,0,3,0.77999997139,300,300,1190
180,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,350,350,1191
181,536,1,0,0.54509806633,1,3.25,7,1,0.31764706969,0.7490196228,1,0,1,1,0.10588236153,0.98823535442,1,0,1,1,2199925,2,0,3,0.77999997139,300,300,1213
182,24,1,0.25490197539,0.25490197539,0.25490197539,0,3,1,0.21176472306,0.23137256503,0.3137255013,0,3.5,1,0.30980393291,0.30980393291,0.30980393291,0,1,1,0,1,0,3,1,300,300,1215
183,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,150,150,1215
184,152,1,0.99607849121,0.99607849121,0.99607849121,0,-1,1,0.20784315467,0.63529413939,1,0,1.20000004768,1.20000004768,0.20784315467,0.63529413939,1,0,1,500,4553770,-1,0,1,1,200,300,1233
185,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1234
186,1536,1,1,1,1,0,6,1,1,1,1,0,1,1,1,1,1,0,1,1,1721507,0.5,-0.10000000149,10,1,0,0,1241
188,536,1,1,1,1,-0.25,2,1,0.77647066116,0.48235297203,0.12156864256,0,2,1,1,0.89411771297,0.51764708757,0,1,1,4529965,2,0,3,0.77999997139,300,300,1303
189,0,1,0.24705883861,0.67843139172,1,-0.25,0,0,0.65098041296,0.48627454042,1,0,1,1,0.96078437567,0.98823535442,1,0,3,3,4741748,0,0,0,1,300,300,1248
190,731,2,0,0.02352941409,0.49803924561,-0.00999999978,2,5,0.39607846737,0.29411765933,1,0,4,1,0.76078438759,0.73725491762,0.36862745881,0,3,1,0,100,-0.05000000075,600,0.25,0,0,0
191,512,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,150,150,0
192,512,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,2,-100,1000,2,0,0,1144
195,24,1,0.24705883861,0.67843139172,1,-0.25,3,1,1,0.21568629146,0.08627451211,0,1,1,0.60392159224,0.14117647707,0,0,1,1,4876486,1,0,3,1,500,300,1274
196,0,1,0.17254902422,0.25490197539,0.3137255013,-0.25,0,0.5,0.65098041296,0.48627454042,1,0,1,1,0.96078437567,0.98823535442,1,0,3,3,4741748,0,0,0,1,300,300,1248
197,536,1,0.27843138576,0.08235294372,0.40784317255,-0.25,2,1,0.27843138576,0.08235294372,0.40784317255,0,2,1,0.6235294342,0.250980407,0.86666673422,0,1,1,2958009,2,0,3,0.77999997139,300,300,1301
198,536,1,1,1,1,-0.25,2,1,0.77647066116,0.48235297203,0.12156864256,0,2,1,1,0.89411771297,0.51764708757,0,1,1,4529965,2,0,3,0.77999997139,300,300,1242
199,536,1,1,1,1,-0.25,2,1,0.67058825493,0.44705885649,0.14901961386,0,3,3,0.67450982332,0.57647061348,0.49019610882,0,1,3,0,1,0,1,0.77999997139,300,300,1303
200,536,1,0.24705883861,0.78823536634,1,-0.25,3,1,1,0,0.96862751245,0,1.10000002384,0.89999997616,0.60392159224,0.14117647707,0,0,1,1,2735672,1,-600,6,1,0,0,827
201,728,1,1,1,1,-0.25,1,1,0.45882356167,1,0.75686281919,0,4,5,0,1,0.6235294342,0,0.5,1.5,5014097,1,0,1,0.77999997139,300,300,1312
202,536,1,0.64705884457,0.08235294372,0.52941179276,-0.25,2,1,0.12941177189,0.70980393887,0.27450981736,0,2,1,0.1254902035,0.78431379795,0.41176474094,0,1,1,4062306,2,0,3,0.77999997139,300,300,1321
204,24,1,1,1,1,-0.25,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,300,300,2365
205,24,1,0.24705883861,1,0.33333334327,-0.25,3,1,0.44705885649,0.98039221764,1,0,1,1,0.22745099664,0.90588241816,0.85490202904,0,1,1,4505534,1,0,1,1,300,300,1339
207,512,1,1,0,0,0,0.10000000149,0.10000000149,1,1,1,0,1,1,0.26274511218,0.26274511218,0.26274511218,0.5,255,255,5358424,100,0,2,1,2500,0,1360
208,512,1,1,1,1,0,1,1,0.97647064924,0.97647064924,0.97647064924,0,1,1,0.16078431904,0.16078431904,0.16078431904,0,1,1,3308414,100,0,1,1,300,300,1010
209,536,1,1,0.58039218187,0,-0.25,2,1,1,0.58039218187,0,0,2,1,1,0.58039218187,0,0,1,1,5206082,2,0,3,0.77999997139,300,300,1361
210,536,1,1,1,1,-0.25,2,1,1,0.60784316063,0,0,3,1,1,0.61176472902,0,0,3,1,5636772,2,0,3,0.77999997139,300,300,1369
212,728,1,1,1,1,-0.25,2,2,0.88627457619,0.66274511814,0.94509810209,0,1,2,0.35294118524,0.05882353336,0.28627452254,0,1,1,5737249,1,0,1,0.77999997139,300,300,1390
213,536,1,1,1,1,-0.25,1,2,0.25882354379,0.15686275065,0.30588236451,0,2,4,0.13333334029,1,0,0,4,4,5680179,0.20000000298,0,1,0.77999997139,300,300,1391
214,536,1,1,1,1,-0.25,2,2,0.3725490272,0.28235295415,0.16470588744,-0.0700000003,3,3,1,1,1,0,0,0,5726057,0,0,1,0.77999997139,300,300,1392
217,24,1,1,1,1,-0.25,2,1,1,0.60784316063,0,0,3,1,1,0.61176472902,0,0,3,1,5636772,0,0,1,1,750,750,1369
218,16,1,1,1,1,-0.25,1,1,1,1,1,0,1,1,1,1,1,0,1,1,5857669,0,0,1,5,300,300,1430
219,728,1,1,1,1,-0.25,2,2,0.72549021244,0.94509810209,0.66274511814,0,1,2,0.05882353336,0.35294118524,0.07058823854,0,1,1,5737249,1,0,1,0.77999997139,300,300,1433
220,536,1,1,1,1,-0.25,2,1,1,0.60784316063,0,0,3,1,1,0.61176472902,0,0,3,1,5636772,2,0,3,0.77999997139,300,300,1470
221,528,1,1,1,1,-0.25,1,1,1,1,1,0,1,1,1,1,1,0,1,1,5857669,6,1,5,10,300,300,1430
222,528,1,1,1,1,-0.25,1,1,1,1,1,0,1,1,1,1,1,0,1,1,5857669,0.10000000149,0,0.10000000149,0.00100000005,300,300,1430
223,715,1,0.96078437567,0.94509810209,0.38431376219,0,4,1,0.8784314394,0.83921575546,0.97254908085,0,10,0.5,0.65882354975,0.47843140364,0.73333334923,0,3,7,5857669,1,0,2,2,1500,1500,1474
224,715,1,0.74509805441,0.7529412508,0.67058825493,0,5,1,0.8784314394,0.80000007153,0.96470594406,0,10,0.5,0.65882354975,0.47843140364,0.73333334923,0,2.70000004768,6,5857669,1,-0.15000000596,5,0.34999999404,1500,1500,1471
225,512,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1000,1000,2,0,0,1144
226,24,1,0.71372550726,0.24705883861,1,-0.25,5,1,0.60392159224,0,1,0,3,3,0.3764706254,0,0.60392159224,0,3,3,4381210,1,0,3,1,300,300,1487
227,715,1,0.96078437567,0.94509810209,0.38431376219,0,4,1,0.8784314394,0.83921575546,0.97254908085,0,10,0.5,0.65882354975,0.47843140364,0.73333334923,0,3,7,5857669,1,0,2,2,1200,100,1474
228,656,1,0,0,0,0,0.10000000149,1,0,0,0,0,10,1,0.09019608051,0.09019608051,0.90980398655,0.5,10,7,1278036,0.10000000149,0,1,1,300,300,1501
229,539,1,0.7529412508,0.80784320831,0.4392157197,0,1.5,2,0.20784315467,0.1254902035,0.39607846737,0,2.5,1,0.13333334029,0.13333334029,0.1882353127,0,1,1,5857669,1,0,2,1,1000,1000,1502
230,536,1,1,1,1,-0.25,2,1,0.32941177487,0.58039218187,0.46274513006,0,3,1,0.67058825493,0.95686280727,0.70196080208,1,3,1,6055514,0.5,0,1,0.69999998808,300,300,1507
231,512,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,10,-0.09000000358,25,30,0,0,1144
232,536,1,1,1,1,-0.25,2,1,0.14901961386,0.49019610882,0.18039216101,0,3,1,0.6901960969,1,0.79607850313,1,3,2,6225364,1,0,1,0.69999998808,300,300,1509
233,192,1,1,1,1,0,3,1,0.501960814,0.49019610882,0.58039218187,0,2,2,0.76862752438,0.73333334923,0.85098046064,0,2,2,4527909,1,0,1,1,300,300,1510
234,728,1,1,1,1,-0.25,2,2,0.7529412508,0.94509810209,0.66274511814,0,1,2,0.05882353336,0.35294118524,0.10588236153,0,1,1,5737249,1,0,1,0.77999997139,300,300,1390
236,536,1,1,1,1,-0.25,2,1,0.67058825493,0.44705885649,0.14901961386,0,1,1,0.67450982332,0.57647061348,0.49019610882,0,1,3,0,1,0,1,0.77999997139,300,300,797
237,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,150,150,1549
238,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1769127,0,0,1,1,0,0,1720
243,601,5,0.28235295415,0.43529415131,0.85490202904,0,0,10,0.60000002384,0.45882356167,0.10588236153,0,5,0.5,0.16078431904,0.16078431904,0.09803922474,0,1,1,0,1,0,5,2,100,100,1474
244,543,1,0.14117647707,0.20784315467,0.43137258291,0,2,3,0,0,0,0,2,0.5,0.16078431904,0.16078431904,0.09803922474,0,1,1,0,1,0,5,2,100,100,1474
245,0,1,1,1,1,-0.25,2,1,1,1,1,0,2,1,1,1,1,0,1,2,0,0,0,0,0,300,300,2365
246,192,1,1,1,1,0,3,1,0.501960814,0.49019610882,0.58039218187,0,2,2,0.76862752438,0.73333334923,0.85098046064,0,2,2,4527909,1,0,1,1,300,300,2509
248,24,1,1,1,1,-0.25,1,1,0.13333334029,0,1,0,2,2,1,1,1,0,1,1,6996936,0,0,1,5,300,300,2808
249,1340,1,0.67058825493,1,0.24705883861,-0.25,3,1,0.10196079314,0.94509810209,0,0,1,1,0.12156864256,0.51764708757,0,0,1,1,1678993,1,0,3,1,500,0,2809
250,536,1,1,1,1,-0.25,2,1,1,0.60784316063,0,0,3,1,1,0.61176472902,0,0,3,1,5636772,2,0,3,0.77999997139,300,300,3953
252,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,350,350,4152
253,72,1,0,0.6235294342,0.97647064924,0,0,0,0.79607850313,0.70588237047,1,0,0.5,0.5,0,0.05490196496,0.07843137532,0,0.10000000149,0.10000000149,1965805,0,0,0,1,300,300,5131
254,216,1,0.22352942824,0.78431379795,0.22352942824,1,3,1,0.48235297203,0.85882359743,0.48235297203,0,5,1,0.48627454042,0.52156865597,0.54509806633,0,0.80000001192,2,4058689,1,0,3,1,10000,300,1126
255,3,1,0.03137255087,0.30588236451,0.95294123888,-0.10000000149,1.5,3,1,1,1,0,2,1,1,1,1,0,1,1,3024361,2,0,3,0.77999997139,300,300,5381
256,731,2,0.07450980693,0.12941177189,0.95686280727,0,3,3,1,0.96078437567,0.69411766529,0,1,0.5,0.92549026012,0.83529418707,0.3725490272,0,1,1,0,1,0,2,2,500,500,1474
257,731,2,0.33725491166,0.31764706969,0.67843139172,0,2,5,0.96470594406,1,0.36078432202,0,2.70000004768,1.5,0.80392163992,0.20000001788,0.45882356167,0,2,1.5,0,2,0,4,3,500,500,5804
258,128,1,1,0.70588237047,0.18431372941,-0.25,3,1,0.38431376219,0.14901961386,0.07058823854,0,0.30000001192,1,0.97254908085,0.53725492954,0.89411771297,0,1,1,0,1,0,3,1,300,300,6089
259,656,1,0,0,0,0,4,1,0,0,0,0,10,0.5,0.09019608051,0.09019608051,0.90980398655,0.5,3,7,1278036,1,0,2,2,300,300,1501
260,536,1,0,0,0,0,0.10000000149,1,0,0,0,0,1.70000004768,1,0.10588236153,0.20000001788,0.97254908085,0.5,10,7,0,1,0,2,1,0,0,1501
263,536,1,1,1,1,0,2,1,0,0,0,0,2,1,1,1,1,0,1,0,0,1,0,1,1,0,0,6776
264,536,1,1,1,1,0,2,1,0,0,0,0,2,1,1,1,1,0,1,0,0,1,0,1,1,0,0,6782
168,216,1,1,1,1,0,1,1,0.96078437567,0.93333339691,0.73725491762,0,3.5,4,0.91372555494,0.89019614458,0.73725491762,0,1.5,3,4237662,1,0,1,1,300,300,1116
206,536,1,0.64705884457,0.08235294372,0.52941179276,-0.25,2,1,0.12941177189,0.70980393887,0.27450981736,0,2,1,0.1254902035,0.78431379795,0.41176474094,0,1,1,4062306,2,0,3,0.77999997139,300,300,1321
247,0,1,1,1,1,-0.25,2,1,1,1,1,0,2,1,1,1,1,0,1,2,0,0,0,0,0,300,300,2365
