ID,Duration,FadeIn,FadeOut,FresnelCoefficient,GlowRed,GlowGreen,GlowBlue,GlowAlpha,GlowMultiplier,Flags,InitialDelay,CurveID,Priority,Field_12_1_0_68569_013
346,6,4,0,0.69999998808,0,0.76862752438,1,1,1,2,4,106,0,-1
349,0,10,1,2,0.58431375027,0,0.72156864405,1,1,0,0,0,0,-1
352,0.5,0.10000000149,1,0.5,0.52941179276,0.79215693474,0.96470594406,0,0.30000001192,2,0,0,0,-1
354,0,0,0,1,0.65490198135,0,1,1,1,0,0,0,0,-1
355,0,0,0,0.75,0.09803922474,0,1,1,1,0,0,0,0,-1
356,0,0,0,0.75,0,0.19215688109,1,1,1,0,0,0,0,-1
359,0,1,1,2,0.45098042488,0.83137261868,0.80000007153,1,1,0,0,0,0,-1
360,0,0.5,0.5,1.5,0.60784316063,0.35686275363,0.65098041296,1,1,0,0,0,0,-1
362,0,6,0,1,0.41176474094,0.93725496531,0.1882353127,0.40000000596,10,0,0,0,0,-1
364,0,5,0,1,0.32156863809,0.94901967049,0.14509804547,0.5,10,0,0,4587,0,-1
380,0,0.30000001192,0.30000001192,0.89999997616,0,0.27843138576,0.03529411927,0.89999997616,2,0,0,0,0,-1
384,0.10000000149,0.10000000149,0.30000001192,1,0.96470594406,0.42352944613,0.15294118226,1,0.5,18,0,4484,2,-1
385,0.10000000149,0.10000000149,0.30000001192,1,0.96470594406,0.42352944613,0.15294118226,1,1,18,1,4485,1,-1
386,0.10000000149,0.10000000149,0.30000001192,1,0.96470594406,0.42352944613,0.15294118226,1,1.5,18,2,4486,0,-1
387,0,1.70000004768,0.30000001192,0.60000002384,1,0.96470594406,0.68235296011,1,2,0,0,106,0,-1
392,2,1.70000004768,0.30000001192,0.60000002384,1,0.96470594406,0.68235296011,1,1.20000004768,0,0,0,0,-1
393,0,0.5,0.5,1.5,0.79607850313,0.09019608051,1,1,1.5,0,0,0,0,-1
395,6,0.5,0,1,0.07058823854,0.5607843399,0.93725496531,1,0.5,0,0,0,0,-1
396,0.40000000596,0.10000000149,0.30000001192,0.60000002384,1,0.96470594406,0.68235296011,1,1,0,0.15000000596,106,0,-1
401,0.10000000149,0.10000000149,0.5,1,1,0.96470594406,0.68235296011,1,1.20000004768,0,1.85000002384,0,0,-1
404,6,1,1,1.75,0.59607845545,0.98823535442,0.30588236451,1,2,0,0,0,0,-1
406,5,5,3,0.75,0.14117647707,0,0.6235294342,0.44999998808,0.64999997616,0,0,0,0,-1
407,0.47999998927,0.47999998927,0.47999998927,0.75,0.14117647707,0,0.6235294342,0.44999998808,0.64999997616,0,8.75,0,0,-1
411,5,1,1,1,0.61176472902,1,0.58431375027,1,1,2,0,0,0,-1
412,0,0,0,2,0.50588238239,0.95294123888,0.97254908085,0.05000000075,0.10000000149,0,0,0,0,-1
416,0,0,0,0,1,1,1,0.5,1,0,0,3216,0,-1
417,0,0,0,2,0.24313727021,0.14901961386,1,0.05000000075,0.10000000149,0,0,0,0,-1
419,1,1,1,3,0.85098046064,0.19607844949,0.19607844949,0.10000000149,0.30000001192,1,0,0,0,-1
421,2,2.5,2.5,0.69999998808,1,0.04705882818,0,0.10196079314,0.40000000596,0,0,106,0,-1
423,2,2.5,2.5,0.80000001192,0.85882359743,0.20392158628,0,0.30000001192,0.69999998808,0,0,0,0,-1
425,5,2,2,1,1,0.21568629146,0,0.30196079612,0.30000001192,0,0,106,0,-1
426,0.5,0.20000000298,3,1,0.28235295415,0.93333339691,0,0.00999999978,0.20000000298,0,0,0,0,-1
427,0.25,0.05000000075,0.20000000298,0.80000001192,0.68235296011,0.24705883861,0.96078437567,1,2,0,0,106,0,-1
428,3,2,2,2,0.30588236451,0.49411767721,0,0.02999999933,1,0,0,0,0,-1
429,3,2,2,2,0.34509804845,0.47058826685,0,0.02999999933,1,0,0,0,0,-1
430,3,2,0.40000000596,0.60000002384,0.51372551918,0.85098046064,1,1,0.80000001192,16,0,4685,0,-1
431,2,1.79999995232,0.40000000596,0.60000002384,0.51372551918,0.85098046064,1,1,0.80000001192,16,0,3869,0,-1
433,0,1,0,0,1,0,0,1,1,0,0,0,0,-1
434,0.5,0.10000000149,0.40000000596,0.89999997616,0.29803922772,0.13725490868,0.53333336115,1,1,0,0,0,0,-1
435,0.10000000149,0,0.34999999404,0.60000002384,0.51372551918,0.85098046064,1,1,1.20000004768,0,0,106,0,-1
436,3,1,1,1,1,0.93725496531,0.34901961684,0.25,1,0,0,0,0,-1
444,0,0,0,1,0.00392156886,0,0.38823533058,1,0.10000000149,1,0,106,0,-1
448,0,2,2,1,0.41176474094,0.65490198135,0,0.30196079612,0.30000001192,0,0.30000001192,106,0,-1
454,0,0.5,0.5,1.5,0.84705889225,0.19215688109,1,1,1.5,0,0,0,0,-1
455,0,0,0,0,0.00392156886,0,0.35294118524,0.5,0.30000001192,0,0,0,0,-1
457,0,1,1,0.30000001192,1,0,0,1,1,0,0,0,0,-1
459,0,2,2,1,1,0.21960785985,0,0.501960814,0.5,0,0,106,0,-1
460,0,0.20000000298,0.5,0.85000002384,0.11764706671,0.21176472306,0.87450987101,1,1,0,0,106,2,-1
462,0,2,0,0.60000002384,0.51372551918,0.85098046064,1,1,0.80000001192,0,0,0,0,-1
463,0.10000000149,0,0.34999999404,0.60000002384,0.51372551918,0.85098046064,1,1,1.20000004768,0,0,0,0,-1
484,0,1,1,0.80000001192,1,0.20000001788,0,1,1,0,0,0,0,-1
488,0,0.5,0.5,0.89999997616,1,0.49411767721,0,1,1,0,0,3326,0,-1
490,0,0.5,0.5,0.89999997616,1,1,1,0.20000000298,0.20000000298,0,0,3333,0,-1
492,0,0.5,0.5,0.80000001192,1,0.61568629742,0,0.20000000298,0.20000000298,0,0,3335,0,-1
494,0,0.5,0.5,0.60000002384,1,0.63137257099,0,0.30000001192,0.30000001192,0,0,3340,0,-1
507,0,0.5,0.5,19,0.89411771297,0.250980407,0,0.20000000298,0.20000000298,0,0,3375,0,-1
509,0,0.5,0.5,0.89999997616,1,0.29019609094,0,0.30000001192,0.30000001192,0,0,3377,0,-1
510,0,0.5,0.5,0.89999997616,1,0.29019609094,0,0.30000001192,0.30000001192,0,0,0,0,-1
511,0,0.5,0.5,0.5,1,0.25490197539,0,0.30000001192,3,0,0,3381,0,-1
512,1,0.5,0.5,0.5,1,0.25490197539,0,0.501960814,0.5,0,0,106,0,-1
527,0,0,0,0,1,1,1,1,1,0,0,3416,3,-1
529,0,1,1,0.80000001192,0.92941182852,0.07058823854,0.07058823854,1,1,0,0,3422,3,-1
530,0,1,1,0.80000001192,0.92941182852,0.07058823854,0.07058823854,1,1,0,0,0,3,-1
531,0,1,1,0,0.30196079612,0.91372555494,0.13725490868,1,1,0,0,3426,2,-1
537,0,0.5,0.5,0.89999997616,0.55686277151,0,1,0.30196079612,0.30000001192,0,0,106,0,-1
540,1,0.5,0.5,0.89999997616,0.40392160416,0,0.65882354975,0.5,0.5,0,0,0,0,-1
547,0,1,1,1,0,1,0.11372549832,1,1,0,0,106,0,-1
548,0,1,1,1.5,1,0.28235295415,0,0.5,0.40000000596,1,0,0,0,-1
551,0,0.5,0.5,1,0.4392157197,0.15294118226,0.15294118226,0.5,1,0,0,0,0,-1
559,0,0.5,1,0.69999998808,0.34117648005,0.14509804547,0.55686277151,1,0.60000002384,0,0,106,0,-1
561,0,0,0,2,0.5647059083,0,0.63921570778,1,1,0,0,0,0,-1
562,0,2,0,0.89999997616,1,0.93333339691,0.51372551918,0.5,1,0,0,0,0,-1
566,10000,2,0,0.5,0.99215692282,1,0.73725491762,0.5,1,0,0,0,0,-1
568,1.5,1,1,0.80000001192,0.20784315467,0.60392159224,0,0.30196079612,0.30000001192,0,0,106,0,-1
569,1.29999995232,1,1,0.89999997616,0.27058824897,0.58823531866,0,1,1,0,0,0,0,-1
570,0.40000000596,0.10000000149,0.30000001192,0.60000002384,1,0.96470594406,0.68235296011,1,1,0,0.15000000596,0,0,-1
576,0,1,3,1,0.29019609094,0.12941177189,0.33333334327,0.20000000298,1,0,0,0,0,-1
596,0.10000000149,0.10000000149,0.30000001192,1,0.26274511218,0.91372555494,0.30980393291,1,0.5,2,0,0,0,-1
598,0,0,0,1.5,0.92156869173,0.93725496531,0.39607846737,0.20000000298,1,0,0,0,0,-1
599,0.15000000596,0.05000000075,0.34999999404,0.69999998808,1,0.50980395079,0,1,2,0,0.11999999732,106,0,-1
600,2,1.29999995232,0.21999999881,0.60000002384,0.51372551918,0.85098046064,1,1,0.80000001192,16,0,4853,0,-1
607,1,0.30000001192,2,0.60000002384,0.68235296011,0.24705883861,0.96078437567,1,2,0,0,4501,0,-1
608,0,0,0,1,0.84313732386,0.86274516582,0.29803922772,1,1,0,0,0,0,-1
609,0.15000000596,0.05000000075,0.30000001192,0.60000002384,0.51372551918,0.85098046064,1,1,1.29999995232,8,0.11999999732,4488,1,-1
610,0,0,0,1,0.58431375027,0.70588237047,0.51764708757,1,0.25,0,0,0,0,-1
611,0,0,0,0.20000000298,1,0.96470594406,0.70980393887,1,1.29999995232,0,0,0,0,-1
612,0,0,0,1,0.55294120312,0.69411766529,0.13725490868,1,1,0,0,0,0,-1
613,0,0.10000000149,0.10000000149,1,0.23137256503,0.77647066116,0.60392159224,1,3,0,0,106,19,-1
614,2.75,3.25,3.25,0.69999998808,0.98431378603,0.04705882818,0,0.10000000149,0.40000000596,0,0,0,0,-1
622,0,3,0.30000001192,0.40000000596,1,0.96470594406,0.68235296011,1,2,0,0,3864,0,-1
639,0.5,0,0.5,1,0.40784317255,0.67058825493,0,1,1,0,0,0,0,-1
643,0,0,0,0,0.86274516582,0.9411765337,0.25882354379,1,1,0,0,0,0,-1
645,2.20000004768,0,2,0.5,1,0.39607846737,0,1,1,0,0,0,0,-1
646,0.40000000596,0.20000000298,0.15000000596,0.80000001192,1,0.96470594406,0.68235296011,1,0.69999998808,0,0,3947,0,-1
648,2,2,0.20000000298,0.80000001192,0.98039221764,1,0.7529412508,1,2,16,0,106,0,-1
651,0.10000000149,0.05000000075,0.34999999404,1,0.32941177487,0.80392163992,0.32941177487,1,1,0,0,0,3,-1
652,0,0.80000001192,0.60000002384,0.60000002384,0.51372551918,0.85098046064,1,1,0.80000001192,0,0,106,0,-1
653,0.20000000298,0.10000000149,1,0.69999998808,0.52941179276,0.79215693474,0.96470594406,1,0.69999998808,2,0,0,0,-1
654,0,0.30000001192,0.30000001192,0.69999998808,0.63921570778,0.07058823854,0.69411766529,1,0.60000002384,0,0,0,0,-1
655,7,4,0.30000001192,0.69999998808,1,0.96470594406,0.68235296011,1,1,16,3,3864,0,-1
695,4.5,4.19999980927,0.30000001192,1,0.99215692282,0.38823533058,0.05882353336,1,1.5,16,0,4494,0,-1
696,0,1,2,0.5,1,1,1,1,1,0,0,0,0,-1
697,0,0,0,0,0.00392156886,0,0.38823533058,0.5,0.30000001192,0,0,4609,0,-1
706,1,0.20000000298,1,1,0.52941179276,0.73333334923,0,0.20000001788,0.20000000298,0,0,4560,0,-1
711,0,0,0,0,0.82745105028,0.80784320831,0.13725490868,0.10000000149,0.10000000149,0,0,0,0,-1
725,2,0.5,0.5,0.5,0.48627454042,0.69411766529,0,0.30196079612,0.30000001192,0,0,4910,0,-1
733,0,0.5,0.5,1,0.35294118524,0.79215693474,0,0.30000001192,0.30000001192,0,0,0,0,-1
734,0.30000001192,0.05000000075,0.05000000075,1,0,0.61568629742,1,1,1,2,0,4479,0,-1
735,1.5,1,0.40000000596,0.80000001192,0,1,0.15294118226,1,0.80000001192,16,0,106,0,-1
737,0.10000000149,0.10000000149,0.30000001192,1,0.96470594406,0.42352944613,0.15294118226,1,2,18,3,4487,0,-1
744,0,0,0,0,0.29803922772,1,0,0.20000000298,1,0,0,4551,0,-1
754,4.5,4.19999980927,0.30000001192,1,0.99215692282,0.38823533058,0.05882353336,1,1.5,0,0,4494,0,-1
774,0,0,0,0,1,1,1,1,1,0,0,4642,0,-1
780,1.70000004768,1.39999997616,0.20000000298,0.80000001192,0.00392156886,0.80000007153,0.1254902035,1,0.80000001192,16,0,4684,0,-1
781,1.5,1.29999995232,0.30000001192,0.60000002384,0.51372551918,0.85098046064,1,1,0.80000001192,16,0,3869,0,-1
809,0,0.5,1,0.69999998808,0.34117648005,0.14509804547,0.55686277151,1,0.60000002384,0,0,4788,0,-1
818,0,0.5,0.5,0.80000001192,0.93725496531,0.19607844949,0,0.40000000596,0.40000000596,0,0,4830,0,-1
842,0.25,0.05000000075,0.20000000298,0.80000001192,1,1,0.73725491762,1,2,0,0,106,0,-1
856,0.30000001192,0.10000000149,0.40000000596,0.80000001192,0.93725496531,0.6235294342,0.09411765635,1,1,0,0,4953,3,-1
857,0.30000001192,0.10000000149,0.40000000596,0.80000001192,0.6274510026,0.09411765635,0.93725496531,1,1,0,0,4953,3,-1
858,2,0.5,0.5,0.60000002384,0.61568629742,1,0.98823535442,0.30000001192,0.20000000298,0,0,4954,0,-1
861,2,2.5,2.5,0.80000001192,0.85882359743,0.20392158628,0,0.30000001192,0.69999998808,0,0,4957,0,-1
864,0,1,3,1,0.6901960969,0.94901967049,0.91764712334,0.20000000298,1,0,0,106,0,-1
872,1.5,0,1.5,1.39999997616,0.21568629146,0.76078438759,0.79215693474,0.40000000596,1,0,0,106,0,-1
873,0,1,1,1,0.20392158628,0.21960785985,0.93725496531,0.25,1,0,0,106,0,-1
892,0,0,2,1,0,0.40784317255,1,0.5,1.5,0,0,106,0,-1
893,0,3,0.5,0.69999998808,0.26666668057,0.79215693474,1,1,1,0,0,106,0,-1
899,3,0.25,0,0.80000001192,0.97254908085,0.21960785985,0.12941177189,0.60000002384,1,0,7,106,0,-1
900,0.75,0,0.25,0.40000000596,1,0.30588236451,0.30588236451,0,0.69999998808,0,0,106,0,-1
901,0,0,0,0,0,0,0,0.30000001192,1,0,0,106,0,-1
